rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
rank: ---,gonzalez sotomayor alejandro,chi,"born: dec 20, 1994",b.weight: 47.08,group: a,1: -60,2: -62,3: 62,total: 62,50kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,guzman perez bryan gilberto,pur,"born: nov 30, 1997",b.weight: 43.74,group: a,1: 45,2: 50,3: 53,total: 53,50kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,rodriguez cortes yabdiell,pur,"born: oct 23, 1998",b.weight: 45.60,group: a,1: 28,2: 31,3: 32,total: 32,50kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,gonzalez sotomayor alejandro,chi,"born: dec 20, 1994",b.weight: 47.08,group: a,1: 75,2: 80,3: -85,total: 80,50kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,guzman perez bryan gilberto,pur,"born: nov 30, 1997",b.weight: 43.74,group: a,1: 55,2: 60,3: 65,total: 65,50kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,rodriguez cortes yabdiell,pur,"born: oct 23, 1998",b.weight: 45.60,group: a,1: 38,2: 41,3: -43,total: 41,50kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,gonzalez sotomayor alejandro,chi,"born: dec 20, 1994",b.weight: 47.08,group: a,snatch: 62,ci&jerk: 80,total: 142,,50kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 2,guzman perez bryan gilberto,pur,"born: nov 30, 1997",b.weight: 43.74,group: a,snatch: 53,ci&jerk: 65,total: 118,,50kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 3,rodriguez cortes yabdiell,pur,"born: oct 23, 1998",b.weight: 45.60,group: a,snatch: 32,ci&jerk: 41,total: 73,,50kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,applewhaite altmark sir henry,bar,"born: jun 12, 1994",b.weight: 55.72,group: a,1: -65,2: 65,3: 70,total: 70,56kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,luis lebron colon,pur,"born: sep 01, 1995",b.weight: 55.82,group: a,1: -65,2: 65,3: 71,total: 71,56kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,applewhaite altmark sir henry,bar,"born: jun 12, 1994",b.weight: 55.72,group: a,1: 85,2: 90,3: 95,total: 95,56kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,luis lebron colon,pur,"born: sep 01, 1995",b.weight: 55.82,group: a,1: 82,2: 90,3: 94,total: 94,56kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,applewhaite altmark sir henry,bar,"born: jun 12, 1994",b.weight: 55.72,group: a,snatch: 70,ci&jerk: 95,total: 165,,56kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 2,luis lebron colon,pur,"born: sep 01, 1995",b.weight: 55.82,group: a,snatch: 71,ci&jerk: 94,total: 165,,56kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,edward viera,pur,"born: may 13, 1996",b.weight: 57.90,group: a,1: 47,2: 50,3: 53,total: 53,62kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,william aviles cruz,pur,"born: dec 12, 1994",b.weight: 56.92,group: a,1: 65,2: 70,3: -75,total: 70,62kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,lopez farias bastian andres,chi,"born: sep 26, 1995",b.weight: 61.78,group: a,1: 80,2: 85,3: 90,total: 90,62kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,edward viera,pur,"born: may 13, 1996",b.weight: 57.90,group: a,1: 60,2: -65,3: 66,total: 66,62kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,william aviles cruz,pur,"born: dec 12, 1994",b.weight: 56.92,group: a,1: 80,2: -87,3: 87,total: 87,62kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,lopez farias bastian andres,chi,"born: sep 26, 1995",b.weight: 61.78,group: a,1: -95,2: 100,3: 105,total: 105,62kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,lopez farias bastian andres,chi,"born: sep 26, 1995",b.weight: 61.78,group: a,snatch: 90,ci&jerk: 105,total: 195,,62kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 2,william aviles cruz,pur,"born: dec 12, 1994",b.weight: 56.92,group: a,snatch: 70,ci&jerk: 87,total: 157,,62kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 3,edward viera,pur,"born: may 13, 1996",b.weight: 57.90,group: a,snatch: 53,ci&jerk: 66,total: 119,,62kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,best brien anderson,bar,"born: apr 03, 1996",b.weight: 63.06,group: a,1: 70,2: 75,3: 76,total: 76,69kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,adrian marte,pur,"born: aug 08, 1994",b.weight: 64.86,group: a,1: 65,2: 70,3: 75,total: 75,69kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,best brien anderson,bar,"born: apr 03, 1996",b.weight: 63.06,group: a,1: 90,2: 95,3: 100,total: 100,69kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,adrian marte,pur,"born: aug 08, 1994",b.weight: 64.86,group: a,1: 85,2: -90,3: -90,total: 85,69kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,best brien anderson,bar,"born: apr 03, 1996",b.weight: 63.06,group: a,snatch: 76,ci&jerk: 100,total: 176,,69kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 2,adrian marte,pur,"born: aug 08, 1994",b.weight: 64.86,group: a,snatch: 75,ci&jerk: 85,total: 160,,69kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,soto ildefonso juan carlos,pur,"born: jun 30, 1994",b.weight: 73.52,group: a,1: 75,2: 85,3: -90,total: 85,77kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,soto ildefonso juan carlos,pur,"born: jun 30, 1994",b.weight: 73.52,group: a,1: 95,2: 100,3: 105,total: 105,77kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,soto ildefonso juan carlos,pur,"born: jun 30, 1994",b.weight: 73.52,group: a,snatch: 85,ci&jerk: 105,total: 190,,77kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,acosta juan,pur,"born: jan 02, 1994",b.weight: 94.00,group: a,1: 95,2: -100,3: -100,total: 95,94kgmen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,acosta juan,pur,"born: jan 02, 1994",b.weight: 94.00,group: a,1: -110,2: 110,3: -115,total: 110,94kgmen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,acosta juan,pur,"born: jan 02, 1994",b.weight: 94.00,group: a,snatch: 95,ci&jerk: 110,total: 205,,94kgmen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,guzman perez gilyeliz saned,pur,"born: oct 28, 1996",b.weight: 43.98,group: a,1: 35,2: 40,3: 42,total: 42,44kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,guzman perez gilyeliz saned,pur,"born: oct 28, 1996",b.weight: 43.98,group: a,1: 45,2: 50,3: 55,total: 55,44kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,guzman perez gilyeliz saned,pur,"born: oct 28, 1996",b.weight: 43.98,group: a,snatch: 42,ci&jerk: 55,total: 97,,44kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,ortiz rivera nelmilyes,pur,"born: mar 19, 1994",b.weight: 46.64,group: a,1: 42,2: 47,3: -51,total: 47,48kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,ortiz rivera nelmilyes,pur,"born: mar 19, 1994",b.weight: 46.64,group: a,1: 52,2: 57,3: -60,total: 57,48kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,ortiz rivera nelmilyes,pur,"born: mar 19, 1994",b.weight: 46.64,group: a,snatch: 47,ci&jerk: 57,total: 104,,48kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,veronica munoz,pur,"born: oct 24, 1995",b.weight: 51.20,group: a,1: 30,2: -34,3: -34,total: 30,53kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,sylvia lebron flores,pur,"born: mar 08, 1996",b.weight: 51.76,group: a,1: 35,2: 38,3: -40,total: 38,53kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,veronica munoz,pur,"born: oct 24, 1995",b.weight: 51.20,group: a,1: 38,2: 41,3: -43,total: 41,53kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,sylvia lebron flores,pur,"born: mar 08, 1996",b.weight: 51.76,group: a,1: 45,2: 50,3: 53,total: 53,53kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,sylvia lebron flores,pur,"born: mar 08, 1996",b.weight: 51.76,group: a,snatch: 38,ci&jerk: 53,total: 91,,53kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 2,veronica munoz,pur,"born: oct 24, 1995",b.weight: 51.20,group: a,snatch: 30,ci&jerk: 41,total: 71,,53kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,velez resto ashleym,pur,"born: jun 19, 1994",b.weight: 57.60,group: a,1: 45,2: 50,3: -52,total: 50,58kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,velez resto ashleym,pur,"born: jun 19, 1994",b.weight: 57.60,group: a,1: 60,2: 65,3: -70,total: 65,58kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,velez resto ashleym,pur,"born: jun 19, 1994",b.weight: 57.60,group: a,snatch: 50,ci&jerk: 65,total: 115,,58kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,aidymar ramirez cintron,pur,"born: nov 23, 1994",b.weight: 62.10,group: a,1: 55,2: -60,3: -60,total: 55,63kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,aidymar ramirez cintron,pur,"born: nov 23, 1994",b.weight: 62.10,group: a,1: 65,2: 70,3: 75,total: 75,63kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,aidymar ramirez cintron,pur,"born: nov 23, 1994",b.weight: 62.10,group: a,snatch: 55,ci&jerk: 75,total: 130,,63kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,paola vidal,pur,"born: jan 31, 1994",b.weight: 68.00,group: a,1: 40,2: -45,3: -45,total: 40,69kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,paola vidal,pur,"born: jan 31, 1994",b.weight: 68.00,group: a,1: 45,2: -50,3: -50,total: 45,69kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,paola vidal,pur,"born: jan 31, 1994",b.weight: 68.00,group: a,snatch: 40,ci&jerk: 45,total: 85,,69kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,colon reyes julynette,pur,"born: mar 11, 1994",b.weight: 82.78,group: a,1: -50,2: 50,3: 55,total: 55,+69kgwomen,snatch,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: ---,colon reyes julynette,pur,"born: mar 11, 1994",b.weight: 82.78,group: a,1: 65,2: 70,3: -75,total: 70,+69kgwomen,cleanjerk,PAN-AMERICAN YOUTHCHAMPIONSHIPS
rank: 1,colon reyes julynette,pur,"born: mar 11, 1994",b.weight: 82.78,group: a,snatch: 55,ci&jerk: 70,total: 125,,+69kgwomen,total,PAN-AMERICAN YOUTHCHAMPIONSHIPS
