rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
rank: 1,lai gia thanh,vie,"born: may 03, 1998",b.weight: 55.50,group: a,1: 112,2: -116,3: 116,total: 116,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 2,ly quang vinh,vie,"born: apr 14, 1999",b.weight: 55.65,group: a,1: -111,2: 111,3: 115,total: 115,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 3,jeremy lalrinnunga,ind,"born: oct 26, 2002",b.weight: 55.85,group: a,1: -110,2: 110,3: 114,total: 114,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 4,ceniza john fabuar,phi,"born: feb 07, 1998",b.weight: 55.25,group: a,1: -105,2: -105,3: 105,total: 105,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 5,sartbaev choibek,kgz,"born: nov 14, 1998",b.weight: 56.00,group: b,1: 95,2: 100,3: 104,total: 104,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 6,lim kanghun,kor,"born: jun 29, 1998",b.weight: 55.55,group: a,1: 100,2: -104,3: -106,total: 100,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 7,al-habsi ahmed salim said,oma,"born: oct 20, 1999",b.weight: 55.75,group: a,1: 95,2: - 99,3: -100,total: 95,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 8,onishi yuya,jpn,"born: oct 18, 2001",b.weight: 55.40,group: b,1: 87,2: 90,3: 93,total: 93,56kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 1,lai gia thanh,vie,"born: may 03, 1998",b.weight: 55.50,group: a,1: 137,2: 140,3: 142,total: 142,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 2,ly quang vinh,vie,"born: apr 14, 1999",b.weight: 55.65,group: a,1: 133,2: 138,3: 141,total: 141,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 3,jeremy lalrinnunga,ind,"born: oct 26, 2002",b.weight: 55.85,group: a,1: 132,2: 136,3: -140,total: 136,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 4,lim kanghun,kor,"born: jun 29, 1998",b.weight: 55.55,group: a,1: 130,2: 134,3: -138,total: 134,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 5,ceniza john fabuar,phi,"born: feb 07, 1998",b.weight: 55.25,group: a,1: 127,2: 131,3: -135,total: 131,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 6,onishi yuya,jpn,"born: oct 18, 2001",b.weight: 55.40,group: b,1: 110,2: -115,3: 115,total: 115,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 7,sartbaev choibek,kgz,"born: nov 14, 1998",b.weight: 56.00,group: b,1: 114,2: -118,3: -118,total: 114,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: ---,al-habsi ahmed salim said,oma,"born: oct 20, 1999",b.weight: 55.75,group: a,1: -133,2: -133,3: -135,total: ---,56kgmen,cleanjerk,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 1,lai gia thanh,vie,"born: may 03, 1998",b.weight: 55.50,group: a,snatch: 116,ci&jerk: 142,total: 258,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 2,ly quang vinh,vie,"born: apr 14, 1999",b.weight: 55.65,group: a,snatch: 115,ci&jerk: 141,total: 256,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 3,jeremy lalrinnunga,ind,"born: oct 26, 2002",b.weight: 55.85,group: a,snatch: 114,ci&jerk: 136,total: 250,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 4,ceniza john fabuar,phi,"born: feb 07, 1998",b.weight: 55.25,group: a,snatch: 105,ci&jerk: 131,total: 236,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 5,lim kanghun,kor,"born: jun 29, 1998",b.weight: 55.55,group: a,snatch: 100,ci&jerk: 134,total: 234,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 6,sartbaev choibek,kgz,"born: nov 14, 1998",b.weight: 56.00,group: b,snatch: 104,ci&jerk: 114,total: 218,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 7,onishi yuya,jpn,"born: oct 18, 2001",b.weight: 55.40,group: b,snatch: 93,ci&jerk: 115,total: 208,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: ---,al-habsi ahmed salim said,oma,"born: oct 20, 1999",b.weight: 55.75,group: a,snatch: 95,ci&jerk: ---,total: ---,,56kgmen,total,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 1,dinh xuan hoang,vie,"born: jul 18, 1998",b.weight: 61.80,group: a,1: 124,2: 128,3: -130,total: 128,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 2,rashidov bunyad,tkm,"born: mar 05, 2000",b.weight: 61.80,group: a,1: 118,2: 121,3: 123,total: 123,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 3,nguyen tran anh tuan,vie,"born: feb 22, 1998",b.weight: 61.95,group: a,1: -122,2: 122,3: -125,total: 122,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 4,almazyadi nawaf mohammed s,ksa,"born: aug 19, 2000",b.weight: 61.95,group: a,1: -115,2: 115,3: 120,total: 120,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 5,chiang nien-en,tpe,"born: feb 19, 2000",b.weight: 61.40,group: a,1: 115,2: 118,3: -121,total: 118,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 6,sriram jettarin,tha,"born: dec 17, 1999",b.weight: 62.00,group: a,1: -115,2: -115,3: 115,total: 115,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
rank: 7,navi gulam,ind,"born: jun 15, 2000",b.weight: 61.95,group: a,1: 105,2: 110,3: 114,total: 114,62kgmen,snatch,2018 ASIAN JUNIOR CHAMPIONSHIPS
