rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
rank: ---,madanamoothoo jack dorian,mri,"born: apr 19, 2001",b.weight: 54.85,group: a,1: 80,2: 84,3: -85,total: 84,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,ajayi james eche,ngr,"born: apr 24, 2003",b.weight: 55.55,group: a,1: 72,2: 80,3: 83,total: 83,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,roumeili mohamed,alg,"born: jan 13, 2002",b.weight: 55.00,group: a,1: 77,2: 81,3: -85,total: 81,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,abu hamed abdelmalek ali abdullah,lba,"born: jan 24, 2001",b.weight: 55.40,group: a,1: -75,2: 76,3: -81,total: 76,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,saidani jasser,tun,"born: aug 19, 2001",b.weight: 55.75,group: a,1: 71,2: 75,3: -80,total: 75,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,lutaaya hamdan sserwanga,uga,"born: jan 07, 2002",b.weight: 55.30,group: a,1: 55,2: 58,3: -90,total: 58,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,rammoneng paballo,les,"born: may 01, 2002",b.weight: 54.95,group: a,1: -50,2: 50,3: -60,total: 50,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,nizam maoulida,com,"born: jul 07, 2001",b.weight: 55.65,group: a,1: 36,2: 38,3: 40,total: 40,56kgmen,snatch,3rd AFRICAN YOUTH GAMES
rank: ---,madanamoothoo jack dorian,mri,"born: apr 19, 2001",b.weight: 54.85,group: a,1: 100,2: 105,3: -110,total: 105,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
rank: ---,ajayi james eche,ngr,"born: apr 24, 2003",b.weight: 55.55,group: a,1: -100,2: 100,3: 103,total: 103,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
rank: ---,roumeili mohamed,alg,"born: jan 13, 2002",b.weight: 55.00,group: a,1: 97,2: 101,3: 104,total: 104,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
rank: ---,abu hamed abdelmalek ali abdullah,lba,"born: jan 24, 2001",b.weight: 55.40,group: a,1: 92,2: -98,3: -100,total: 92,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
rank: ---,saidani jasser,tun,"born: aug 19, 2001",b.weight: 55.75,group: a,1: 93,2: -98,3: -101,total: 93,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
rank: ---,lutaaya hamdan sserwanga,uga,"born: jan 07, 2002",b.weight: 55.30,group: a,1: 72,2: 0.0,3: -77,total: 77,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
rank: ---,rammoneng paballo,les,"born: may 01, 2002",b.weight: 54.95,group: a,1: 65,2: 70,3: -76,total: 70,56kgmen,cleanjerk,3rd AFRICAN YOUTH GAMES
