rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
rank: 1,yuldashev mashkhurbek,uzb,"born: feb 17, 1997",b.weight: 48.90,group: a,1: 82,2: 86,3: -88,total: 86,50kgmen,snatch,ASIAN YOUTH CHAMPIONSHIPS
rank: 2,deru jimjang,ind,"born: oct 01, 1998",b.weight: 49.00,group: a,1: 82,2: -86,3: 86,total: 86,50kgmen,snatch,ASIAN YOUTH CHAMPIONSHIPS
rank: 3,yeh fu-kuei,tpe,"born: jan 21, 1998",b.weight: 49.10,group: a,1: 80,2: -84,3: -84,total: 80,50kgmen,snatch,ASIAN YOUTH CHAMPIONSHIPS
rank: 4,salamatov iskender,kgz,"born: dec 11, 1997",b.weight: 48.70,group: a,1: 65,2: 70,3: 74,total: 74,50kgmen,snatch,ASIAN YOUTH CHAMPIONSHIPS
rank: 5,ali muheeb,pak,"born: may 20, 1997",b.weight: 49.00,group: a,1: -65,2: -65,3: 65,total: 65,50kgmen,snatch,ASIAN YOUTH CHAMPIONSHIPS
rank: 6,alkindi salman ahmed salem mohamed,brn,"born: apr 11, 1997",b.weight: 49.60,group: a,1: -60,2: -62,3: 63,total: 63,50kgmen,snatch,ASIAN YOUTH CHAMPIONSHIPS
rank: 1,deru jimjang,ind,"born: oct 01, 1998",b.weight: 49.00,group: a,1: 108,2: 113,3: -118,total: 113,50kgmen,cleanjerk,ASIAN YOUTH CHAMPIONSHIPS
rank: 2,yuldashev mashkhurbek,uzb,"born: feb 17, 1997",b.weight: 48.90,group: a,1: 102,2: 106,3: -109,total: 106,50kgmen,cleanjerk,ASIAN YOUTH CHAMPIONSHIPS
rank: 3,yeh fu-kuei,tpe,"born: jan 21, 1998",b.weight: 49.10,group: a,1: 95,2: 103,3: -109,total: 103,50kgmen,cleanjerk,ASIAN YOUTH CHAMPIONSHIPS
rank: 4,salamatov iskender,kgz,"born: dec 11, 1997",b.weight: 48.70,group: a,1: 85,2: 89,3: -96,total: 89,50kgmen,cleanjerk,ASIAN YOUTH CHAMPIONSHIPS
rank: 5,ali muheeb,pak,"born: may 20, 1997",b.weight: 49.00,group: a,1: 82,2: 85,3: 87,total: 87,50kgmen,cleanjerk,ASIAN YOUTH CHAMPIONSHIPS
