rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
rank: 1,pena juan,col,"born: jun 05, 2003",b.weight: 48.60,group: a,1: 78,2: 80,3: 83*,total: 80,49kgmen,snatch,Pan-American Youth Championships
rank: 2,tortolero angel,ven,"born: oct 01, 2002",b.weight: 48.80,group: a,1: 75,2: 79*,3: 79*,total: 75,49kgmen,snatch,Pan-American Youth Championships
rank: 3,vargas santos joe isaac,ecu,"born: apr 20, 2003",b.weight: 48.60,group: a,1: 70,2: 75*,3: 75*,total: 70,49kgmen,snatch,Pan-American Youth Championships
rank: 1,tortolero angel,ven,"born: oct 01, 2002",b.weight: 48.80,group: a,1: 98,2: 104*,3: 104*,total: 98,49kgmen,cleanjerk,Pan-American Youth Championships
rank: 2,pena juan,col,"born: jun 05, 2003",b.weight: 48.60,group: a,1: 98,2: 102*,3: 102*,total: 98,49kgmen,cleanjerk,Pan-American Youth Championships
rank: 3,vargas santos joe isaac,ecu,"born: apr 20, 2003",b.weight: 48.60,group: a,1: 90,2: 95*,3: 95,total: 95,49kgmen,cleanjerk,Pan-American Youth Championships
rank: 1,pena juan,col,"born: jun 05, 2003",b.weight: 48.60,group: a,snatch: 80,ci&jerk: 98,total: 178,,49kgmen,total,Pan-American Youth Championships
rank: 2,tortolero angel,ven,"born: oct 01, 2002",b.weight: 48.80,group: a,snatch: 75,ci&jerk: 98,total: 173,,49kgmen,total,Pan-American Youth Championships
rank: 3,vargas santos joe isaac,ecu,"born: apr 20, 2003",b.weight: 48.60,group: a,snatch: 70,ci&jerk: 95,total: 165,,49kgmen,total,Pan-American Youth Championships
rank: 1,zurita vallejo benjamin jose,ecu,"born: jun 27, 2002",b.weight: 54.40,group: a,1: 92,2: 94,3: 97,total: 97,55kgmen,snatch,Pan-American Youth Championships
rank: 2,bryant kye,usa,"born: mar 28, 2003",b.weight: 55.00,group: a,1: 85,2: 90,3: 93,total: 93,55kgmen,snatch,Pan-American Youth Championships
