rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: ---,MATSAROV Stefan Vasilev,BUL,"Born: Dec 13, 1993",B.weight: 49.84,Group: A,1: 85,2: 89,3: 91,Total: 91,50kgMen,Snatch,60
Rank: ---,TETIK Sinan,TUR,"Born: Sep 10, 1992",B.weight: 49.29,Group: A,1: 78,2: 82,3: 84,Total: 84,50kgMen,Snatch,60
Rank: ---,GARCIA FERRER Ismael,ESP,"Born: Jul 06, 1993",B.weight: 49.50,Group: A,1: 67,2: 72,3: -75,Total: 72,50kgMen,Snatch,60
Rank: ---,YILMAZ Okan,TUR,"Born: Feb 10, 1994",B.weight: 49.13,Group: A,1: 75,2: -79,3: -79,Total: 75,50kgMen,Snatch,60
Rank: ---,NUNEZ NAVARRO Daniel,ESP,"Born: Jul 01, 1993",B.weight: 49.56,Group: A,1: 78,2: 81,3: -84,Total: 81,50kgMen,Snatch,60
Rank: ---,KLIM Ivan,BLR,"Born: Jan 07, 1994",B.weight: 49.77,Group: A,1: 79,2: 83,3: 85,Total: 85,50kgMen,Snatch,60
Rank: ---,HRISTOV Valentin Snezhev,BUL,"Born: Mar 30, 1994",B.weight: 49.70,Group: A,1: 85,2: -90,3: 90,Total: 90,50kgMen,Snatch,60
Rank: ---,MATSAROV Stefan Vasilev,BUL,"Born: Dec 13, 1993",B.weight: 49.84,Group: A,1: 103,2: 110,3: -116,Total: 110,50kgMen,CleanJerk,60
Rank: ---,TETIK Sinan,TUR,"Born: Sep 10, 1992",B.weight: 49.29,Group: A,1: 99,2: -104,3: 104,Total: 104,50kgMen,CleanJerk,60
Rank: ---,GARCIA FERRER Ismael,ESP,"Born: Jul 06, 1993",B.weight: 49.50,Group: A,1: 78,2: 82,3: -85,Total: 82,50kgMen,CleanJerk,60
Rank: ---,YILMAZ Okan,TUR,"Born: Feb 10, 1994",B.weight: 49.13,Group: A,1: 90,2: 95,3: -98,Total: 95,50kgMen,CleanJerk,60
Rank: ---,NUNEZ NAVARRO Daniel,ESP,"Born: Jul 01, 1993",B.weight: 49.56,Group: A,1: 92,2: 96,3: -100,Total: 96,50kgMen,CleanJerk,60
Rank: ---,KLIM Ivan,BLR,"Born: Jan 07, 1994",B.weight: 49.77,Group: A,1: 98,2: -103,3: 103,Total: 103,50kgMen,CleanJerk,60
Rank: ---,HRISTOV Valentin Snezhev,BUL,"Born: Mar 30, 1994",B.weight: 49.70,Group: A,1: 103,2: -111,3: -111,Total: 103,50kgMen,CleanJerk,60
Rank: 1,MATSAROV Stefan Vasilev,BUL,"Born: Dec 13, 1993",B.weight: 49.84,Group: A,Snatch: 91,CI&Jerk: 110,Total: 201,,50kgMen,Total,60
Rank: 2,HRISTOV Valentin Snezhev,BUL,"Born: Mar 30, 1994",B.weight: 49.70,Group: A,Snatch: 90,CI&Jerk: 103,Total: 193,,50kgMen,Total,60
Rank: 3,TETIK Sinan,TUR,"Born: Sep 10, 1992",B.weight: 49.29,Group: A,Snatch: 84,CI&Jerk: 104,Total: 188,,50kgMen,Total,60
Rank: 4,KLIM Ivan,BLR,"Born: Jan 07, 1994",B.weight: 49.77,Group: A,Snatch: 85,CI&Jerk: 103,Total: 188,,50kgMen,Total,60
Rank: 5,NUNEZ NAVARRO Daniel,ESP,"Born: Jul 01, 1993",B.weight: 49.56,Group: A,Snatch: 81,CI&Jerk: 96,Total: 177,,50kgMen,Total,60
Rank: 6,YILMAZ Okan,TUR,"Born: Feb 10, 1994",B.weight: 49.13,Group: A,Snatch: 75,CI&Jerk: 95,Total: 170,,50kgMen,Total,60
Rank: 7,GARCIA FERRER Ismael,ESP,"Born: Jul 06, 1993",B.weight: 49.50,Group: A,Snatch: 72,CI&Jerk: 82,Total: 154,,50kgMen,Total,60
Rank: ---,ZEREBKOVS Artjoms,LAT,"Born: Oct 05, 1993",B.weight: 55.87,Group: A,1: 94,2: 97,3: -101,Total: 97,56kgMen,Snatch,60
Rank: ---,MARGARYAN Smbat,ARM,"Born: Mar 17, 1993",B.weight: 55.70,Group: A,1: 100,2: -105,3: -105,Total: 100,56kgMen,Snatch,60
Rank: ---,SHERGILL Shamser,GBR,"Born: Mar 20, 1994",B.weight: 54.31,Group: B,1: 65,2: 68,3: 70,Total: 70,56kgMen,Snatch,60
Rank: ---,VOLO Giuseppe,ITA,"Born: Jan 05, 1992",B.weight: 55.91,Group: B,1: 80,2: -85,3: -85,Total: 80,56kgMen,Snatch,60
Rank: ---,SCOTT Dylan,GBR,"Born: Feb 09, 1993",B.weight: 55.40,Group: B,1: 80,2: -85,3: -85,Total: 80,56kgMen,Snatch,60
Rank: ---,SCHOLTE Phillipp,GER,"Born: Mar 30, 1993",B.weight: 55.27,Group: B,1: 77,2: -80,3: -80,Total: 77,56kgMen,Snatch,60
Rank: ---,AVDIRAJ Romario,ALB,"Born: Jul 11, 1992",B.weight: 54.36,Group: B,1: 82,2: 87,3: -91,Total: 87,56kgMen,Snatch,60
Rank: ---,TERNA Ion,MDA,"Born: Jul 11, 1993",B.weight: 55.33,Group: A,1: -90,2: 90,3: -94,Total: 90,56kgMen,Snatch,60
Rank: ---,MISHVELIDZE Shota,GEO,"Born: Oct 18, 1994",B.weight: 54.44,Group: B,1: 87,2: 90,3: 93,Total: 93,56kgMen,Snatch,60
Rank: ---,KARAPETYAN Vardan,ARM,"Born: Oct 22, 1992",B.weight: 55.58,Group: A,1: -87,2: 87,3: -92,Total: 87,56kgMen,Snatch,60
Rank: ---,BRACHI GARCIA Josue,ESP,"Born: Sep 08, 1992",B.weight: 55.37,Group: B,1: 90,2: -95,3: 95,Total: 95,56kgMen,Snatch,60
Rank: ---,CHADOVICH Stanislau,BLR,"Born: Aug 24, 1992",B.weight: 55.85,Group: A,1: 100,2: 104,3: 107,Total: 107,56kgMen,Snatch,60
Rank: ---,BICER Berat,TUR,"Born: Jul 02, 1992",B.weight: 55.89,Group: A,1: 96,2: -101,3: 101,Total: 101,56kgMen,Snatch,60
Rank: ---,ILIE Ionut,ROU,"Born: Jan 02, 1993",B.weight: 55.69,Group: A,1: 96,2: -99,3: 99,Total: 99,56kgMen,Snatch,60
Rank: ---,ALGUL Ismet,TUR,"Born: Sep 22, 1992",B.weight: 53.81,Group: A,1: 95,2: 100,3: -101,Total: 100,56kgMen,Snatch,60
Rank: ---,CASTRO MARINO Victor,ESP,"Born: Dec 18, 1992",B.weight: 55.36,Group: A,1: 93,2: -98,3: 98,Total: 98,56kgMen,Snatch,60
Rank: ---,SADYKOV Eduard,RUS,"Born: Jan 08, 1993",B.weight: 55.84,Group: A,1: -97,2: 97,3: 100,Total: 100,56kgMen,Snatch,60
Rank: ---,ZEREBKOVS Artjoms,LAT,"Born: Oct 05, 1993",B.weight: 55.87,Group: A,1: 120,2: 125,3: 128,Total: 128,56kgMen,CleanJerk,60
Rank: ---,MARGARYAN Smbat,ARM,"Born: Mar 17, 1993",B.weight: 55.70,Group: A,1: 135,2: -143,3: -143,Total: 135,56kgMen,CleanJerk,60
Rank: ---,SHERGILL Shamser,GBR,"Born: Mar 20, 1994",B.weight: 54.31,Group: B,1: 95,2: -100,3: -100,Total: 95,56kgMen,CleanJerk,60
Rank: ---,VOLO Giuseppe,ITA,"Born: Jan 05, 1992",B.weight: 55.91,Group: B,1: 100,2: 105,3: -106,Total: 105,56kgMen,CleanJerk,60
Rank: ---,SCOTT Dylan,GBR,"Born: Feb 09, 1993",B.weight: 55.40,Group: B,1: 100,2: 104,3: 105,Total: 105,56kgMen,CleanJerk,60
Rank: ---,SCHOLTE Phillipp,GER,"Born: Mar 30, 1993",B.weight: 55.27,Group: B,1: 103,2: 108,3: -111,Total: 108,56kgMen,CleanJerk,60
Rank: ---,AVDIRAJ Romario,ALB,"Born: Jul 11, 1992",B.weight: 54.36,Group: B,1: 105,2: 110,3: -115,Total: 110,56kgMen,CleanJerk,60
Rank: ---,TERNA Ion,MDA,"Born: Jul 11, 1993",B.weight: 55.33,Group: A,1: 110,2: -115,3: -115,Total: 110,56kgMen,CleanJerk,60
