rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,DO Tu Tung,VIE,"Jan 10, 2004",54.85,A,110,115,-118,115,55kgMen,Snatch,575,False
2,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.85,A,104,109,-111,109,55kgMen,Snatch,575,False
3,AHER Mukund Santosh,IND,"Jul 04, 2003",54.90,A,103,108,-111,108,55kgMen,Snatch,575,False
4,ALOTAIBI Fahad H T H,KUW,"Jun 20, 2008",54.60,A,- 71,71,- 77,71,55kgMen,Snatch,575,False
1,DO Tu Tung,VIE,"Jan 10, 2004",54.85,A,138,145,-149,145,55kgMen,CleanJerk,575,False
2,AHER Mukund Santosh,IND,"Jul 04, 2003",54.90,A,127,132,137,137,55kgMen,CleanJerk,575,False
3,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.85,A,-135,-135,135,135,55kgMen,CleanJerk,575,False
4,ALOTAIBI Fahad H T H,KUW,"Jun 20, 2008",54.60,A,91,96,101,101,55kgMen,CleanJerk,575,False
1,DO Tu Tung,VIE,"Jan 10, 2004",54.85,A,115,145,260,---,55kgMen,Total,575,False
2,AHER Mukund Santosh,IND,"Jul 04, 2003",54.90,A,108,137,245,---,55kgMen,Total,575,False
3,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.85,A,109,135,244,---,55kgMen,Total,575,False
4,ALOTAIBI Fahad H T H,KUW,"Jun 20, 2008",54.60,A,71,101,172,---,55kgMen,Total,575,False
1,A Tieu,VIE,"Jun 15, 2007",60.51,A,112,116,120,120,61kgMen,Snatch,575,False
2,GOGOI Siddhanta,IND,"Apr 08, 2004",60.80,A,110,114,116,116,61kgMen,Snatch,575,False
3,SANKAR Lapung,IND,"Sep 22, 2004",60.95,A,107,111,114,114,61kgMen,Snatch,575,False
4,THONGSUK Patsaphong,THA,"Apr 27, 2005",60.40,A,108,-113,113,113,61kgMen,Snatch,575,False
5,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",60.88,A,112,-115,-115,112,61kgMen,Snatch,575,False
6,DELOS SANTOS Albert Ian,PHI,"Aug 12, 2006",59.90,A,105,110,-112,110,61kgMen,Snatch,575,False
7,DAVASARI Mehrab,IRI,"Jan 12, 2007",60.80,B,102,107,-110,107,61kgMen,Snatch,575,False
8,MOHAMMAD Tarha,LBN,"Jan 16, 2006",60.42,B,97,-102,-102,97,61kgMen,Snatch,575,False
---,K Brum,VIE,"Mar 05, 2007",57.22,A,-110,---,---,---,61kgMen,Snatch,575,False
1,GOGOI Siddhanta,IND,"Apr 08, 2004",60.80,A,142,146,149,149,61kgMen,CleanJerk,575,False
2,DELOS SANTOS Albert Ian,PHI,"Aug 12, 2006",59.90,A,145,148,-150,148,61kgMen,CleanJerk,575,False
3,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",60.88,A,141,144,-146,144,61kgMen,CleanJerk,575,False
4,SANKAR Lapung,IND,"Sep 22, 2004",60.95,A,139,142,-145,142,61kgMen,CleanJerk,575,False
5,THONGSUK Patsaphong,THA,"Apr 27, 2005",60.40,A,-142,142,-147,142,61kgMen,CleanJerk,575,False
6,DAVASARI Mehrab,IRI,"Jan 12, 2007",60.80,B,134,-138,138,138,61kgMen,CleanJerk,575,False
7,A Tieu,VIE,"Jun 15, 2007",60.51,A,-132,132,-140,132,61kgMen,CleanJerk,575,False
8,MOHAMMAD Tarha,LBN,"Jan 16, 2006",60.42,B,122,-127,-128,122,61kgMen,CleanJerk,575,False
---,K Brum,VIE,"Mar 05, 2007",57.22,A,---,---,---,---,61kgMen,CleanJerk,575,False
1,GOGOI Siddhanta,IND,"Apr 08, 2004",60.80,A,116,149,265,---,61kgMen,Total,575,False
2,DELOS SANTOS Albert Ian,PHI,"Aug 12, 2006",59.90,A,110,148,258,---,61kgMen,Total,575,False
3,SANKAR Lapung,IND,"Sep 22, 2004",60.95,A,114,142,256,---,61kgMen,Total,575,False
4,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",60.88,A,112,144,256,---,61kgMen,Total,575,False
5,THONGSUK Patsaphong,THA,"Apr 27, 2005",60.40,A,113,142,255,---,61kgMen,Total,575,False
6,A Tieu,VIE,"Jun 15, 2007",60.51,A,120,132,252,---,61kgMen,Total,575,False
7,DAVASARI Mehrab,IRI,"Jan 12, 2007",60.80,B,107,138,245,---,61kgMen,Total,575,False
8,MOHAMMAD Tarha,LBN,"Jan 16, 2006",60.42,B,97,122,219,---,61kgMen,Total,575,False
---,K Brum,VIE,"Mar 05, 2007",57.22,A,---,---,---,---,61kgMen,Total,575,False
1,MATRASULOV Khusinboy,UZB,"Sep 01, 2004",66.80,A,130,134,138,138,67kgMen,Snatch,575,False
2,TRAN Minh Tri,VIE,"Oct 13, 2004",66.42,A,131,-135,-135,131,67kgMen,Snatch,575,False
3,MADHAVAN Thirumurugan,IND,"Dec 03, 2004",66.55,A,125,128,-131,128,67kgMen,Snatch,575,False
4,RUZMETOV Diyorbek,UZB,"Apr 20, 2005",66.90,A,-127,-127,128,128,67kgMen,Snatch,575,False
5,WONGSA Kitsada,THA,"Sep 11, 2004",66.40,A,-122,122,126,126,67kgMen,Snatch,575,False
6,YANG Fan-Shun,TPE,"Aug 10, 2004",66.71,A,-125,125,-128,125,67kgMen,Snatch,575,False
7,TARIO Markio,IND,"Jan 01, 2004",66.94,A,-120,-120,120,120,67kgMen,Snatch,575,False
8,AL ANI IBRAHIM Mohammed,IRQ,"Apr 29, 2006",67.00,B,115,-118,118,118,67kgMen,Snatch,575,False
9,A Tan,VIE,"Jan 11, 2006",66.78,B,-116,117,-119,117,67kgMen,Snatch,575,False
10,ALZAWRI Mohammed Ali A,KSA,"Sep 29, 2007",66.57,B,106,111,113,113,67kgMen,Snatch,575,False
11,TAIIROV Elzar,KGZ,"Sep 13, 2003",67.00,B,112,-117,-117,112,67kgMen,Snatch,575,False
---,RODRIGUEZ Christian,PHI,"Jan 02, 2006",64.96,B,-105,-105,-105,---,67kgMen,Snatch,575,False
1,TRAN Minh Tri,VIE,"Oct 13, 2004",66.42,A,161,168,---,168,67kgMen,CleanJerk,575,False
2,RUZMETOV Diyorbek,UZB,"Apr 20, 2005",66.90,A,156,160,-165,160,67kgMen,CleanJerk,575,False
3,MATRASULOV Khusinboy,UZB,"Sep 01, 2004",66.80,A,151,156,160,160,67kgMen,CleanJerk,575,False
4,YANG Fan-Shun,TPE,"Aug 10, 2004",66.71,A,150,153,156,156,67kgMen,CleanJerk,575,False
5,MADHAVAN Thirumurugan,IND,"Dec 03, 2004",66.55,A,142,150,155,155,67kgMen,CleanJerk,575,False
6,TARIO Markio,IND,"Jan 01, 2004",66.94,A,-153,153,-161,153,67kgMen,CleanJerk,575,False
7,A Tan,VIE,"Jan 11, 2006",66.78,B,130,137,140,140,67kgMen,CleanJerk,575,False
8,AL ANI IBRAHIM Mohammed,IRQ,"Apr 29, 2006",67.00,B,136,-139,-139,136,67kgMen,CleanJerk,575,False
9,ALZAWRI Mohammed Ali A,KSA,"Sep 29, 2007",66.57,B,-135,135,-138,135,67kgMen,CleanJerk,575,False
10,TAIIROV Elzar,KGZ,"Sep 13, 2003",67.00,B,130,-135,-135,130,67kgMen,CleanJerk,575,False
---,RODRIGUEZ Christian,PHI,"Jan 02, 2006",64.96,B,-137,-138,-138,---,67kgMen,CleanJerk,575,False
---,WONGSA Kitsada,THA,"Sep 11, 2004",66.40,A,-160,-160,-161,---,67kgMen,CleanJerk,575,False
1,TRAN Minh Tri,VIE,"Oct 13, 2004",66.42,A,131,168,299,---,67kgMen,Total,575,False
2,MATRASULOV Khusinboy,UZB,"Sep 01, 2004",66.80,A,138,160,298,---,67kgMen,Total,575,False
3,RUZMETOV Diyorbek,UZB,"Apr 20, 2005",66.90,A,128,160,288,---,67kgMen,Total,575,False
4,MADHAVAN Thirumurugan,IND,"Dec 03, 2004",66.55,A,128,155,283,---,67kgMen,Total,575,False
5,YANG Fan-Shun,TPE,"Aug 10, 2004",66.71,A,125,156,281,---,67kgMen,Total,575,False
6,TARIO Markio,IND,"Jan 01, 2004",66.94,A,120,153,273,---,67kgMen,Total,575,False
7,A Tan,VIE,"Jan 11, 2006",66.78,B,117,140,257,---,67kgMen,Total,575,False
8,AL ANI IBRAHIM Mohammed,IRQ,"Apr 29, 2006",67.00,B,118,136,254,---,67kgMen,Total,575,False
9,ALZAWRI Mohammed Ali A,KSA,"Sep 29, 2007",66.57,B,113,135,248,---,67kgMen,Total,575,False
10,TAIIROV Elzar,KGZ,"Sep 13, 2003",67.00,B,112,130,242,---,67kgMen,Total,575,False
---,RODRIGUEZ Christian,PHI,"Jan 02, 2006",64.96,B,---,---,---,---,67kgMen,Total,575,False
---,WONGSA Kitsada,THA,"Sep 11, 2004",66.40,A,126,---,---,---,67kgMen,Total,575,False
1,NASURIWONG Worrapot,THA,"Sep 26, 2005",72.00,A,130,134,136,136,73kgMen,Snatch,575,False
2,ALIMJANOV Abdulaziz,UZB,"Feb 06, 2004",72.00,A,127,133,-136,133,73kgMen,Snatch,575,False
3,PAL Hemant,NEP,"Jan 29, 2006",72.11,A,85,92,97,97,73kgMen,Snatch,575,False
1,NASURIWONG Worrapot,THA,"Sep 26, 2005",72.00,A,161,166,171,171,73kgMen,CleanJerk,575,False
2,ALIMJANOV Abdulaziz,UZB,"Feb 06, 2004",72.00,A,155,160,-171,160,73kgMen,CleanJerk,575,False
3,PAL Hemant,NEP,"Jan 29, 2006",72.11,A,-110,110,-120,110,73kgMen,CleanJerk,575,False
1,NASURIWONG Worrapot,THA,"Sep 26, 2005",72.00,A,136,171,307,---,73kgMen,Total,575,False
2,ALIMJANOV Abdulaziz,UZB,"Feb 06, 2004",72.00,A,133,160,293,---,73kgMen,Total,575,False
3,PAL Hemant,NEP,"Jan 29, 2006",72.11,A,97,110,207,---,73kgMen,Total,575,False
1,ESBERGENOV Nursultan,UZB,"Mar 17, 2003",80.91,A,145,150,154,154,81kgMen,Snatch,575,False
2,TORAYEV Gaygysyz,TKM,"Nov 04, 2003",80.59,A,140,144,147,147,81kgMen,Snatch,575,False
3,BEIRANVAND Abdollah,IRI,"May 05, 2003",76.40,A,145,-151,-151,145,81kgMen,Snatch,575,False
4,BABU Valluri Ajaya,IND,"Nov 25, 2004",80.39,A,138,-142,142,142,81kgMen,Snatch,575,False
5,SALEHI POUR Iliya,IRI,"Dec 03, 2006",78.80,A,135,140,-146,140,81kgMen,Snatch,575,False
6,SO Jiseop,KOR,"Nov 12, 2003",80.75,A,135,-139,-140,135,81kgMen,Snatch,575,False
7,ALKATEB Mohamad,SYR,"May 01, 2007",80.83,A,129,133,-138,133,81kgMen,Snatch,575,False
8,BURIKHAM Piphat,THA,"Jun 18, 2005",76.02,A,130,-137,-137,130,81kgMen,Snatch,575,False
1,TORAYEV Gaygysyz,TKM,"Nov 04, 2003",80.59,A,178,-186,-186,178,81kgMen,CleanJerk,575,False
2,ESBERGENOV Nursultan,UZB,"Mar 17, 2003",80.91,A,-177,-178,178,178,81kgMen,CleanJerk,575,False
3,BEIRANVAND Abdollah,IRI,"May 05, 2003",76.40,A,167,175,-179,175,81kgMen,CleanJerk,575,False
4,SALEHI POUR Iliya,IRI,"Dec 03, 2006",78.80,A,166,173,-180,173,81kgMen,CleanJerk,575,False
5,BABU Valluri Ajaya,IND,"Nov 25, 2004",80.39,A,160,-165,168,168,81kgMen,CleanJerk,575,False
6,ALKATEB Mohamad,SYR,"May 01, 2007",80.83,A,156,160,-167,160,81kgMen,CleanJerk,575,False
7,BURIKHAM Piphat,THA,"Jun 18, 2005",76.02,A,-150,150,155,155,81kgMen,CleanJerk,575,False
---,SO Jiseop,KOR,"Nov 12, 2003",80.75,A,---,---,---,---,81kgMen,CleanJerk,575,False
1,ESBERGENOV Nursultan,UZB,"Mar 17, 2003",80.91,A,154,178,332,---,81kgMen,Total,575,False
2,TORAYEV Gaygysyz,TKM,"Nov 04, 2003",80.59,A,147,178,325,---,81kgMen,Total,575,False
3,BEIRANVAND Abdollah,IRI,"May 05, 2003",76.40,A,145,175,320,---,81kgMen,Total,575,False
4,SALEHI POUR Iliya,IRI,"Dec 03, 2006",78.80,A,140,173,313,---,81kgMen,Total,575,False
5,BABU Valluri Ajaya,IND,"Nov 25, 2004",80.39,A,142,168,310,---,81kgMen,Total,575,False
6,ALKATEB Mohamad,SYR,"May 01, 2007",80.83,A,133,160,293,---,81kgMen,Total,575,False
7,BURIKHAM Piphat,THA,"Jun 18, 2005",76.02,A,130,155,285,---,81kgMen,Total,575,False
---,SO Jiseop,KOR,"Nov 12, 2003",80.75,A,135,---,---,---,81kgMen,Total,575,False
1,COLONIA Angeline,PHI,"May 22, 2006",44.80,A,68,70,- 72,70,45kgWomen,Snatch,575,False
2,RAMOS Rose Jean,PHI,"Nov 06, 2005",44.56,A,- 70,70,- 72,70,45kgWomen,Snatch,575,False
3,KAMNOEDSRI Khemika,THA,"Jan 20, 2005",44.67,A,64,67,- 71,67,45kgWomen,Snatch,575,False
4,NGUYEN Thi Hoai,VIE,"Apr 21, 2006",44.62,A,61,- 66,67,67,45kgWomen,Snatch,575,False
5,TRAN Thi Bac Giang,VIE,"Jan 09, 2004",44.67,A,- 66,66,- 68,66,45kgWomen,Snatch,575,False
6,DHONE Asmita,IND,"May 01, 2007",44.99,A,57,- 60,60,60,45kgWomen,Snatch,575,False
1,TRAN Thi Bac Giang,VIE,"Jan 09, 2004",44.67,A,85,- 88,88,88,45kgWomen,CleanJerk,575,False
2,RAMOS Rose Jean,PHI,"Nov 06, 2005",44.56,A,85,87,- 89,87,45kgWomen,CleanJerk,575,False
3,KAMNOEDSRI Khemika,THA,"Jan 20, 2005",44.67,A,84,- 87,- 87,84,45kgWomen,CleanJerk,575,False
4,NGUYEN Thi Hoai,VIE,"Apr 21, 2006",44.62,A,79,81,84,84,45kgWomen,CleanJerk,575,False
5,COLONIA Angeline,PHI,"May 22, 2006",44.80,A,80,82,- 85,82,45kgWomen,CleanJerk,575,False
6,DHONE Asmita,IND,"May 01, 2007",44.99,A,75,78,- 80,78,45kgWomen,CleanJerk,575,False
1,RAMOS Rose Jean,PHI,"Nov 06, 2005",44.56,A,70,87,157,---,45kgWomen,Total,575,False
2,TRAN Thi Bac Giang,VIE,"Jan 09, 2004",44.67,A,66,88,154,---,45kgWomen,Total,575,False
3,COLONIA Angeline,PHI,"May 22, 2006",44.80,A,70,82,152,---,45kgWomen,Total,575,False
