rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,DO Tu Tung,VIE,"Jan 10, 2004",54.50,A,110,114,116,116,55kgMen,Snatch,564,False
2,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.60,A,-106,107,112,112,55kgMen,Snatch,564,False
3,NUGROHO Satrio Adi,INA,"May 18, 2004",54.60,A,106,111,-115,111,55kgMen,Snatch,564,False
4,FRASCO Joefry Jr J.,PHI,"Aug 05, 2002",53.70,A,100,106,-108,106,55kgMen,Snatch,564,False
5,SANAPATHI Gurunaidu,IND,"May 09, 2006",54.50,A,97,101,104,104,55kgMen,Snatch,564,False
6,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",54.70,A,97,100,102,102,55kgMen,Snatch,564,False
7,SHOMURODOV Azizbek,UZB,"Mar 23, 2007",54.70,B,86,90,93,93,55kgMen,Snatch,564,False
8,SHUKUROV Muhammad,TJK,"Jul 11, 2004",55.00,B,-65,65,-70,65,55kgMen,Snatch,564,False
1,DO Tu Tung,VIE,"Jan 10, 2004",54.50,A,140,143,-147,143,55kgMen,CleanJerk,564,False
2,NUGROHO Satrio Adi,INA,"May 18, 2004",54.60,A,135,141,-144,141,55kgMen,CleanJerk,564,False
3,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.60,A,136,-142,-142,136,55kgMen,CleanJerk,564,False
4,FRASCO Joefry Jr J.,PHI,"Aug 05, 2002",53.70,A,-130,130,136,136,55kgMen,CleanJerk,564,False
5,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",54.70,A,120,125,-127,125,55kgMen,CleanJerk,564,False
6,SANAPATHI Gurunaidu,IND,"May 09, 2006",54.50,A,123,-126,-126,123,55kgMen,CleanJerk,564,False
7,SHOMURODOV Azizbek,UZB,"Mar 23, 2007",54.70,B,111,-115,117,117,55kgMen,CleanJerk,564,False
8,SHUKUROV Muhammad,TJK,"Jul 11, 2004",55.00,B,75,-80,80,80,55kgMen,CleanJerk,564,False
1,DO Tu Tung,VIE,"Jan 10, 2004",54.50,A,116,143,259,---,55kgMen,Total,564,False
2,NUGROHO Satrio Adi,INA,"May 18, 2004",54.60,A,111,141,252,---,55kgMen,Total,564,False
3,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.60,A,112,136,248,---,55kgMen,Total,564,False
4,FRASCO Joefry Jr J.,PHI,"Aug 05, 2002",53.70,A,106,136,242,---,55kgMen,Total,564,False
5,SANAPATHI Gurunaidu,IND,"May 09, 2006",54.50,A,104,123,227,---,55kgMen,Total,564,False
6,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",54.70,A,102,125,227,---,55kgMen,Total,564,False
7,SHOMURODOV Azizbek,UZB,"Mar 23, 2007",54.70,B,93,117,210,---,55kgMen,Total,564,False
8,SHUKUROV Muhammad,TJK,"Jul 11, 2004",55.00,B,65,80,145,---,55kgMen,Total,564,False
1,SHIN Rok,KOR,"Jul 08, 2002",60.80,A,126,-130,-133,126,61kgMen,Snatch,564,False
2,MADHAVAN Thirumurgan,IND,"Dec 03, 2004",60.60,A,117,-121,121,121,61kgMen,Snatch,564,False
3,RUZMETOV Diyorbek,UZB,"Apr 20, 2005",60.70,A,116,-120,-120,116,61kgMen,Snatch,564,False
4,CHO Minjae,KOR,"Sep 25, 2004",60.50,A,110,114,-117,114,61kgMen,Snatch,564,False
5,K Brum,VIE,"Mar 05, 2007",60.20,A,105,110,112,112,61kgMen,Snatch,564,False
6,TOLEGEN Azamat,KAZ,"Nov 08, 2003",60.70,A,108,-112,112,112,61kgMen,Snatch,564,False
7,AL MARZOUQ Mohammed Bassam A,KSA,"Sep 25, 2007",60.80,A,109,-113,-113,109,61kgMen,Snatch,564,False
8,NEGMATOV Khikmatullo,TJK,"Oct 20, 2006",60.50,A,75,-78,78,78,61kgMen,Snatch,564,False
1,SHIN Rok,KOR,"Jul 08, 2002",60.80,A,155,-161,-161,155,61kgMen,CleanJerk,564,False
2,TOLEGEN Azamat,KAZ,"Nov 08, 2003",60.70,A,143,146,150,150,61kgMen,CleanJerk,564,False
3,CHO Minjae,KOR,"Sep 25, 2004",60.50,A,-143,143,147,147,61kgMen,CleanJerk,564,False
4,MADHAVAN Thirumurgan,IND,"Dec 03, 2004",60.60,A,-144,144,-148,144,61kgMen,CleanJerk,564,False
5,RUZMETOV Diyorbek,UZB,"Apr 20, 2005",60.70,A,133,137,-142,137,61kgMen,CleanJerk,564,False
6,K Brum,VIE,"Mar 05, 2007",60.20,A,128,132,-136,132,61kgMen,CleanJerk,564,False
7,AL MARZOUQ Mohammed Bassam A,KSA,"Sep 25, 2007",60.80,A,126,130,-136,130,61kgMen,CleanJerk,564,False
8,NEGMATOV Khikmatullo,TJK,"Oct 20, 2006",60.50,A,95,-98,-98,95,61kgMen,CleanJerk,564,False
1,SHIN Rok,KOR,"Jul 08, 2002",60.80,A,126,155,281,---,61kgMen,Total,564,False
2,MADHAVAN Thirumurgan,IND,"Dec 03, 2004",60.60,A,121,144,265,---,61kgMen,Total,564,False
3,TOLEGEN Azamat,KAZ,"Nov 08, 2003",60.70,A,112,150,262,---,61kgMen,Total,564,False
4,CHO Minjae,KOR,"Sep 25, 2004",60.50,A,114,147,261,---,61kgMen,Total,564,False
5,RUZMETOV Diyorbek,UZB,"Apr 20, 2005",60.70,A,116,137,253,---,61kgMen,Total,564,False
6,K Brum,VIE,"Mar 05, 2007",60.20,A,112,132,244,---,61kgMen,Total,564,False
7,AL MARZOUQ Mohammed Bassam A,KSA,"Sep 25, 2007",60.80,A,109,130,239,---,61kgMen,Total,564,False
8,NEGMATOV Khikmatullo,TJK,"Oct 20, 2006",60.50,A,78,95,173,---,61kgMen,Total,564,False
1,WICHUMA Weeraphon,THA,"Aug 10, 2004",66.80,A,135,-138,-138,135,67kgMen,Snatch,564,False
2,BAIBUROV Alisher,KAZ,"Feb 27, 2005",67.00,A,130,-134,134,134,67kgMen,Snatch,564,False
3,MATRASULOV Khusinboy,UZB,"Sep 01, 2004",65.60,A,119,124,127,127,67kgMen,Snatch,564,False
4,TAZHIDINOV Mukhammedali,KGZ,"Feb 14, 2004",66.50,A,-113,113,118,118,67kgMen,Snatch,564,False
5,MAYYA Jaafar,SYR,"Dec 02, 2005",65.10,B,105,-112,112,112,67kgMen,Snatch,564,False
6,ALZOURI Jassim Mohammed A,KSA,"Jul 24, 2005",65.00,A,108,-113,-115,108,67kgMen,Snatch,564,False
7,MACATO John Raphael A.,PHI,"Nov 30, 2004",65.70,B,-105,105,-110,105,67kgMen,Snatch,564,False
8,ALZAWRI Mohammed Ali A,KSA,"Sep 29, 2007",65.80,B,98,101,103,103,67kgMen,Snatch,564,False
9,DEGIO Kampu,IND,"Mar 26, 2006",62.70,B,98,102,-105,102,67kgMen,Snatch,564,False
10,ABUJARAR Abdel Rahman Atef Ahmad,JOR,"Feb 08, 2005",65.90,B,95,-100,-100,95,67kgMen,Snatch,564,False
11,ALQASIMI Khaled Muntasir Khaled S,UAE,"Jan 27, 2005",65.60,B,-92,92,-96,92,67kgMen,Snatch,564,False
1,WICHUMA Weeraphon,THA,"Aug 10, 2004",66.80,A,165,---,---,165,67kgMen,CleanJerk,564,False
2,BAIBUROV Alisher,KAZ,"Feb 27, 2005",67.00,A,155,-162,-167,155,67kgMen,CleanJerk,564,False
3,MATRASULOV Khusinboy,UZB,"Sep 01, 2004",65.60,A,141,147,151,151,67kgMen,CleanJerk,564,False
4,ALZOURI Jassim Mohammed A,KSA,"Jul 24, 2005",65.00,A,135,141,-144,141,67kgMen,CleanJerk,564,False
5,MACATO John Raphael A.,PHI,"Nov 30, 2004",65.70,B,135,140,-146,140,67kgMen,CleanJerk,564,False
6,TAZHIDINOV Mukhammedali,KGZ,"Feb 14, 2004",66.50,A,135,-140,140,140,67kgMen,CleanJerk,564,False
7,MAYYA Jaafar,SYR,"Dec 02, 2005",65.10,B,131,138,-142,138,67kgMen,CleanJerk,564,False
8,ALZAWRI Mohammed Ali A,KSA,"Sep 29, 2007",65.80,B,121,125,130,130,67kgMen,CleanJerk,564,False
9,DEGIO Kampu,IND,"Mar 26, 2006",62.70,B,123,127,-132,127,67kgMen,CleanJerk,564,False
10,ABUJARAR Abdel Rahman Atef Ahmad,JOR,"Feb 08, 2005",65.90,B,-115,115,-120,115,67kgMen,CleanJerk,564,False
