rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,RABHI Smail,ALG,"Mar 06, 1999",49.30,A,60,- 65,68,68,50kgMen,Snatch,279,True
2,CHAANBI Wael,TUN,"Nov 03, 1998",49.20,A,58,64,- 67,64,50kgMen,Snatch,279,True
3,MOUM Abderrahim,MAR,"Sep 18, 2000",48.80,A,51,55,- 60,55,50kgMen,Snatch,279,True
4,CHRISTIANS Enrique Nicolai,RSA,"Jan 29, 1999",43.50,A,50,- 54,54,54,50kgMen,Snatch,279,True
5,BOUKAT Khalil,MAR,"Oct 03, 1999",49.60,A,40,50,- 54,50,50kgMen,Snatch,279,True
1,CHAANBI Wael,TUN,"Nov 03, 1998",49.20,A,75,- 81,81,81,50kgMen,CleanJerk,279,True
2,RABHI Smail,ALG,"Mar 06, 1999",49.30,A,72,77,- 82,77,50kgMen,CleanJerk,279,True
3,MOUM Abderrahim,MAR,"Sep 18, 2000",48.80,A,67,72,75,75,50kgMen,CleanJerk,279,True
4,CHRISTIANS Enrique Nicolai,RSA,"Jan 29, 1999",43.50,A,70,73,- 75,73,50kgMen,CleanJerk,279,True
5,BOUKAT Khalil,MAR,"Oct 03, 1999",49.60,A,45,55,- 63,55,50kgMen,CleanJerk,279,True
1,CHAANBI Wael,TUN,"Nov 03, 1998",49.20,A,64,81,145,,50kgMen,Total,279,True
2,RABHI Smail,ALG,"Mar 06, 1999",49.30,A,68,77,145,,50kgMen,Total,279,True
3,MOUM Abderrahim,MAR,"Sep 18, 2000",48.80,A,55,75,130,,50kgMen,Total,279,True
4,CHRISTIANS Enrique Nicolai,RSA,"Jan 29, 1999",43.50,A,54,73,127,,50kgMen,Total,279,True
5,BOUKAT Khalil,MAR,"Oct 03, 1999",49.60,A,50,55,105,,50kgMen,Total,279,True
1,KRAYDI Faouzi,TUN,"Apr 06, 1997",55.60,A,90,97,102,102,56kgMen,Snatch,279,True
2,FARDJALLAH Samir,ALG,"May 18, 1998",55.20,A,75,85,- 90,85,56kgMen,Snatch,279,True
3,TOUAIRI Faris,ALG,"Jun 11, 1999",54.40,A,72,80,- 85,80,56kgMen,Snatch,279,True
4,HARFI Issam,MAR,"Dec 02, 1997",53.80,A,72,78,- 80,78,56kgMen,Snatch,279,True
5,YACOUB Amine,TUN,"Oct 06, 1998",55.00,A,71,77,- 80,77,56kgMen,Snatch,279,True
6,AL-AYEB Yaser Ali,LBA,"Mar 13, 1998",52.50,A,55,- 63,65,65,56kgMen,Snatch,279,True
7,ACHIR Reda,MAR,"Jun 25, 1998",54.40,A,50,- 60,61,61,56kgMen,Snatch,279,True
1,KRAYDI Faouzi,TUN,"Apr 06, 1997",55.60,A,111,120,-124,120,56kgMen,CleanJerk,279,True
2,FARDJALLAH Samir,ALG,"May 18, 1998",55.20,A,95,102,-110,102,56kgMen,CleanJerk,279,True
3,TOUAIRI Faris,ALG,"Jun 11, 1999",54.40,A,90,100,-108,100,56kgMen,CleanJerk,279,True
4,YACOUB Amine,TUN,"Oct 06, 1998",55.00,A,90,95,- 99,95,56kgMen,CleanJerk,279,True
5,HARFI Issam,MAR,"Dec 02, 1997",53.80,A,90,-100,-100,90,56kgMen,CleanJerk,279,True
6,AL-AYEB Yaser Ali,LBA,"Mar 13, 1998",52.50,A,72,81,87,87,56kgMen,CleanJerk,279,True
7,ACHIR Reda,MAR,"Jun 25, 1998",54.40,A,55,68,72,72,56kgMen,CleanJerk,279,True
1,KRAYDI Faouzi,TUN,"Apr 06, 1997",55.60,A,102,120,222,,56kgMen,Total,279,True
2,FARDJALLAH Samir,ALG,"May 18, 1998",55.20,A,85,102,187,,56kgMen,Total,279,True
3,TOUAIRI Faris,ALG,"Jun 11, 1999",54.40,A,80,100,180,,56kgMen,Total,279,True
4,YACOUB Amine,TUN,"Oct 06, 1998",55.00,A,77,95,172,,56kgMen,Total,279,True
5,HARFI Issam,MAR,"Dec 02, 1997",53.80,A,78,90,168,,56kgMen,Total,279,True
6,AL-AYEB Yaser Ali,LBA,"Mar 13, 1998",52.50,A,65,87,152,,56kgMen,Total,279,True
7,ACHIR Reda,MAR,"Jun 25, 1998",54.40,A,61,72,133,,56kgMen,Total,279,True
1,ELRASHED Muad Joma,LBA,"Nov 21, 1997",59.90,A,80,85,90,90,62kgMen,Snatch,279,True
2,M HAMDI Khallil,ALG,"Mar 22, 1998",60.80,A,- 75,76,84,84,62kgMen,Snatch,279,True
3,SHABI Ahsaan Ali Alhadi,LBA,"Mar 22, 1997",58.90,A,80,83,- 87,83,62kgMen,Snatch,279,True
4,BACCARA Islam,TUN,"Aug 14, 1999",60.60,A,- 76,76,81,81,62kgMen,Snatch,279,True
5,BENLARBI Zakaria,MAR,"Oct 15, 1997",60.80,A,50,60,65,65,62kgMen,Snatch,279,True
1,SHABI Ahsaan Ali Alhadi,LBA,"Mar 22, 1997",58.90,A,97,105,110,110,62kgMen,CleanJerk,279,True
2,ELRASHED Muad Joma,LBA,"Nov 21, 1997",59.90,A,95,102,104,104,62kgMen,CleanJerk,279,True
3,M HAMDI Khallil,ALG,"Mar 22, 1998",60.80,A,- 95,95,104,104,62kgMen,CleanJerk,279,True
4,BACCARA Islam,TUN,"Aug 14, 1999",60.60,A,- 96,- 96,96,96,62kgMen,CleanJerk,279,True
5,BENLARBI Zakaria,MAR,"Oct 15, 1997",60.80,A,60,72,- 80,72,62kgMen,CleanJerk,279,True
1,ELRASHED Muad Joma,LBA,"Nov 21, 1997",59.90,A,90,104,194,,62kgMen,Total,279,True
2,SHABI Ahsaan Ali Alhadi,LBA,"Mar 22, 1997",58.90,A,83,110,193,,62kgMen,Total,279,True
3,M HAMDI Khallil,ALG,"Mar 22, 1998",60.80,A,84,104,188,,62kgMen,Total,279,True
4,BACCARA Islam,TUN,"Aug 14, 1999",60.60,A,81,96,177,,62kgMen,Total,279,True
5,BENLARBI Zakaria,MAR,"Oct 15, 1997",60.80,A,65,72,137,,62kgMen,Total,279,True
1,REZGUI Nizar,TUN,"Sep 01, 1997",68.10,A,105,-112,115,115,69kgMen,Snatch,279,True
2,MOHAMED Ahmed M. Ali,LBA,"Jan 01, 1997",63.50,A,- 75,- 75,75,75,69kgMen,Snatch,279,True
3,SIKOTO Evans Murutu,KEN,"Dec 23, 1998",67.10,A,75,- 80,- 83,75,69kgMen,Snatch,279,True
4,BAKADI Mounir,MAR,"Jan 16, 1998",68.30,A,- 60,60,71,71,69kgMen,Snatch,279,True
5,ABOUMIHDI Akram Abraheem Mahmoud,LBA,"May 24, 1997",62.20,A,65,70,- 80,70,69kgMen,Snatch,279,True
---,ABDELHAK Mohammed Attahir,ALG,"Feb 14, 1997",68.30,A,- 85,- 85,- 85,---,69kgMen,Snatch,279,True
DSQ,MADANAMOOTHOO Jack Anthony,MRI,"Jan 13, 1999",66.70,A,- 82,83,87,---,69kgMen,Snatch,279,True
1,REZGUI Nizar,TUN,"Sep 01, 1997",68.10,A,120,130,135,135,69kgMen,CleanJerk,279,True
2,MOHAMED Ahmed M. Ali,LBA,"Jan 01, 1997",63.50,A,100,-119,119,119,69kgMen,CleanJerk,279,True
