rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,CANCE Quentin Jean-Baptiste,FRA,"Aug 20, 2002",68.55,A,-96,96,-100,96,73kgMen,Snatch,492,False
1,CANCE Quentin Jean-Baptiste,FRA,"Aug 20, 2002",68.55,A,-120,120,125,125,73kgMen,CleanJerk,492,False
1,CANCE Quentin Jean-Baptiste,FRA,"Aug 20, 2002",68.55,A,96,125,221,,73kgMen,Total,492,False
1,KOCHETOV Makariy,FRA,"Jan 24, 2001",82.45,A,110,117,122,122,89kgMen,Snatch,492,False
1,KOCHETOV Makariy,FRA,"Jan 24, 2001",82.45,A,148,-155,-155,148,89kgMen,CleanJerk,492,False
1,KOCHETOV Makariy,FRA,"Jan 24, 2001",82.45,A,122,148,270,,89kgMen,Total,492,False
1,FARETIE Sony Xavier,FRA,"Jun 02, 2000",89.75,A,130,-135,-140,130,96kgMen,Snatch,492,False
---,KAIKILEKOFE Israel Setino,FRA,"Nov 19, 1997",94.05,A,---,---,---,---,96kgMen,Snatch,492,False
1,FARETIE Sony Xavier,FRA,"Jun 02, 2000",89.75,A,160,-166,-166,160,96kgMen,CleanJerk,492,False
---,KAIKILEKOFE Israel Setino,FRA,"Nov 19, 1997",94.05,A,---,---,---,---,96kgMen,CleanJerk,492,False
1,FARETIE Sony Xavier,FRA,"Jun 02, 2000",89.75,A,130,160,290,,96kgMen,Total,492,False
---,KAIKILEKOFE Israel Setino,FRA,"Nov 19, 1997",94.05,A,---,---,---,,96kgMen,Total,492,False
1,COULLET Anthony Jean Pierre,FRA,"Jan 10, 1997",147.70,A,153,158,-163,158,+109kgMen,Snatch,492,False
2,TERAN TORRES Miguel Enrique,ESP,"Mar 19, 2000",111.95,A,130,140,145,145,+109kgMen,Snatch,492,False
1,COULLET Anthony Jean Pierre,FRA,"Jan 10, 1997",147.70,A,202,-212,---,202,+109kgMen,CleanJerk,492,False
2,TERAN TORRES Miguel Enrique,ESP,"Mar 19, 2000",111.95,A,175,180,-185,180,+109kgMen,CleanJerk,492,False
1,COULLET Anthony Jean Pierre,FRA,"Jan 10, 1997",147.70,A,158,202,360,,+109kgMen,Total,492,False
2,TERAN TORRES Miguel Enrique,ESP,"Mar 19, 2000",111.95,A,145,180,325,,+109kgMen,Total,492,False
1,MICHEL Anais,FRA,"Jan 12, 1988",50.85,A,67,70,72,72,55kgWomen,Snatch,492,False
2,LORENTZ Manon Camille,FRA,"Jul 17, 1991",51.80,A,70,-73,-75,70,55kgWomen,Snatch,492,False
3,EL YABOURI Ines Zoubida Connor,FRA,"Sep 01, 2001",54.20,A,55,58,61,61,55kgWomen,Snatch,492,False
4,MARZI Marika,SMR,"Nov 09, 1991",54.10,A,-51,51,53,53,55kgWomen,Snatch,492,False
1,MICHEL Anais,FRA,"Jan 12, 1988",50.85,A,87,90,93,93,55kgWomen,CleanJerk,492,False
2,LORENTZ Manon Camille,FRA,"Jul 17, 1991",51.80,A,86,90,92,92,55kgWomen,CleanJerk,492,False
3,EL YABOURI Ines Zoubida Connor,FRA,"Sep 01, 2001",54.20,A,-75,75,-79,75,55kgWomen,CleanJerk,492,False
4,MARZI Marika,SMR,"Nov 09, 1991",54.10,A,65,68,-71,68,55kgWomen,CleanJerk,492,False
1,MICHEL Anais,FRA,"Jan 12, 1988",50.85,A,72,93,165,,55kgWomen,Total,492,False
2,LORENTZ Manon Camille,FRA,"Jul 17, 1991",51.80,A,70,92,162,,55kgWomen,Total,492,False
3,EL YABOURI Ines Zoubida Connor,FRA,"Sep 01, 2001",54.20,A,61,75,136,,55kgWomen,Total,492,False
4,MARZI Marika,SMR,"Nov 09, 1991",54.10,A,53,68,121,,55kgWomen,Total,492,False
1,OLARU Raluca-Andreea,ROU,"Jan 26, 2001",63.40,A,85,88,91,91,64kgWomen,Snatch,492,False
2,TCHAKOUNTE Dora Meiriama,FRA,"Mar 23, 1995",62.00,A,70,75,80,80,64kgWomen,Snatch,492,False
3,PAYET Loane Marie Aurelia,FRA,"May 21, 2003",60.05,A,60,63,66,66,64kgWomen,Snatch,492,False
1,OLARU Raluca-Andreea,ROU,"Jan 26, 2001",63.40,A,-105,105,110,110,64kgWomen,CleanJerk,492,False
2,TCHAKOUNTE Dora Meiriama,FRA,"Mar 23, 1995",62.00,A,90,95,100,100,64kgWomen,CleanJerk,492,False
3,PAYET Loane Marie Aurelia,FRA,"May 21, 2003",60.05,A,79,82,85,85,64kgWomen,CleanJerk,492,False
1,OLARU Raluca-Andreea,ROU,"Jan 26, 2001",63.40,A,91,110,201,,64kgWomen,Total,492,False
2,TCHAKOUNTE Dora Meiriama,FRA,"Mar 23, 1995",62.00,A,80,100,180,,64kgWomen,Total,492,False
3,PAYET Loane Marie Aurelia,FRA,"May 21, 2003",60.05,A,66,85,151,,64kgWomen,Total,492,False
1,DESTRIBATS Manon,FRA,"Nov 12, 2000",71.40,A,78,81,-83,81,76kgWomen,Snatch,492,False
1,DESTRIBATS Manon,FRA,"Nov 12, 2000",71.40,A,-97,-100,100,100,76kgWomen,CleanJerk,492,False
1,DESTRIBATS Manon,FRA,"Nov 12, 2000",71.40,A,81,100,181,,76kgWomen,Total,492,False
