rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,SON Igor,KAZ,"Nov 16, 1998",49.65,A,85,89,93,93,50kgMen,Snatch,310,True
2,BUTT Fahad Hussain,PAK,"Jan 01, 1999",49.90,A,-84,84,86,86,50kgMen,Snatch,310,True
3,AITPEKOV Kadyrbek,KGZ,"Oct 01, 2001",49.80,A,77,83,85,85,50kgMen,Snatch,310,True
4,YANGFO Gungte,IND,"Mar 24, 1999",48.85,A,78,82,84,84,50kgMen,Snatch,310,True
5,WANG Jhih-Wun,TPE,"Jul 18, 1999",49.85,A,-70,70,75,75,50kgMen,Snatch,310,True
6,AL-LAMI Qasim Hasan Abdulhussein,IRQ,"Feb 24, 2000",49.95,A,60,68,72,72,50kgMen,Snatch,310,True
7,AL-HABSI Ahmed Salim Said,OMA,"Oct 20, 1999",48.30,A,63,68,71,71,50kgMen,Snatch,310,True
8,POLHENGODA MOHOTTALALAGE Y. Y.B.P.,SRI,"Nov 10, 1999",49.40,A,62,65,68,68,50kgMen,Snatch,310,True
9,ALMURI Rashid,QAT,"Jan 01, 1998",50.00,A,30,-36,38,38,50kgMen,Snatch,310,True
1,SON Igor,KAZ,"Nov 16, 1998",49.65,A,104,108,115,115,50kgMen,CleanJerk,310,True
2,BUTT Fahad Hussain,PAK,"Jan 01, 1999",49.90,A,101,-105,-105,101,50kgMen,CleanJerk,310,True
3,AITPEKOV Kadyrbek,KGZ,"Oct 01, 2001",49.80,A,100,-105,-105,100,50kgMen,CleanJerk,310,True
4,YANGFO Gungte,IND,"Mar 24, 1999",48.85,A,-98,98,-105,98,50kgMen,CleanJerk,310,True
5,AL-HABSI Ahmed Salim Said,OMA,"Oct 20, 1999",48.30,A,89,-93,93,93,50kgMen,CleanJerk,310,True
6,WANG Jhih-Wun,TPE,"Jul 18, 1999",49.85,A,-90,90,-94,90,50kgMen,CleanJerk,310,True
7,AL-LAMI Qasim Hasan Abdulhussein,IRQ,"Feb 24, 2000",49.95,A,82,89,-93,89,50kgMen,CleanJerk,310,True
8,POLHENGODA MOHOTTALALAGE Y. Y.B.P.,SRI,"Nov 10, 1999",49.40,A,88,-92,-92,88,50kgMen,CleanJerk,310,True
9,ALMURI Rashid,QAT,"Jan 01, 1998",50.00,A,35,40,-45,40,50kgMen,CleanJerk,310,True
