rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,VILLAR MANJARRES Estiven Jose,COL,"Mar 12, 2001",60.80,A,117,121,125,125,61kgMen,Snatch,528,False
2,PACHECO Breylin,DOM,"Oct 08, 2003",61.00,A,116,120,-123,120,61kgMen,Snatch,528,False
3,MORRIS Hampton,USA,"Feb 17, 2004",61.00,A,112,116,119,119,61kgMen,Snatch,528,False
4,MARQUEZ Fabian,VEN,"Jun 15, 2004",60.30,A,110,114,116,116,61kgMen,Snatch,528,False
5,CARRAZCO CETZ Herseleid Antonio,MEX,"Jun 10, 2004",60.50,A,-110,110,-115,110,61kgMen,Snatch,528,False
6,MARTINEZ GONZALEZ Juan Miguel,PAN,"Oct 05, 2001",61.00,A,-101,101,106,106,61kgMen,Snatch,528,False
7,LEYES Jonatan Martin,ARG,"May 12, 2001",60.80,A,95,100,104,104,61kgMen,Snatch,528,False
8,HERNANDEZ Jose,GUA,"Mar 26, 2003",60.80,A,95,-100,-101,95,61kgMen,Snatch,528,False
1,VILLAR MANJARRES Estiven Jose,COL,"Mar 12, 2001",60.80,A,-140,145,149,149,61kgMen,CleanJerk,528,False
2,MORRIS Hampton,USA,"Feb 17, 2004",61.00,A,148,-156,-156,148,61kgMen,CleanJerk,528,False
3,MARQUEZ Fabian,VEN,"Jun 15, 2004",60.30,A,143,147,-150,147,61kgMen,CleanJerk,528,False
4,PACHECO Breylin,DOM,"Oct 08, 2003",61.00,A,138,142,-145,142,61kgMen,CleanJerk,528,False
5,CARRAZCO CETZ Herseleid Antonio,MEX,"Jun 10, 2004",60.50,A,130,-135,---,130,61kgMen,CleanJerk,528,False
6,HERNANDEZ Jose,GUA,"Mar 26, 2003",60.80,A,130,-135,-135,130,61kgMen,CleanJerk,528,False
7,MARTINEZ GONZALEZ Juan Miguel,PAN,"Oct 05, 2001",61.00,A,120,126,-130,126,61kgMen,CleanJerk,528,False
8,LEYES Jonatan Martin,ARG,"May 12, 2001",60.80,A,125,-130,-130,125,61kgMen,CleanJerk,528,False
1,VILLAR MANJARRES Estiven Jose,COL,"Mar 12, 2001",60.80,A,125,149,274,,61kgMen,Total,528,False
2,MORRIS Hampton,USA,"Feb 17, 2004",61.00,A,119,148,267,,61kgMen,Total,528,False
3,MARQUEZ Fabian,VEN,"Jun 15, 2004",60.30,A,116,147,263,,61kgMen,Total,528,False
4,PACHECO Breylin,DOM,"Oct 08, 2003",61.00,A,120,142,262,,61kgMen,Total,528,False
5,CARRAZCO CETZ Herseleid Antonio,MEX,"Jun 10, 2004",60.50,A,110,130,240,,61kgMen,Total,528,False
6,MARTINEZ GONZALEZ Juan Miguel,PAN,"Oct 05, 2001",61.00,A,106,126,232,,61kgMen,Total,528,False
7,LEYES Jonatan Martin,ARG,"May 12, 2001",60.80,A,104,125,229,,61kgMen,Total,528,False
8,HERNANDEZ Jose,GUA,"Mar 26, 2003",60.80,A,95,130,225,,61kgMen,Total,528,False
1,GRIMSLAND Ryan,USA,"Apr 03, 2002",67.00,A,126,129,-133,129,67kgMen,Snatch,528,False
2,ARANGO Reinner,VEN,"Mar 24, 2004",67.00,A,123,-127,128,128,67kgMen,Snatch,528,False
3,CARES VALDES Sergio,CHI,"Jan 07, 2002",66.30,A,115,120,123,123,67kgMen,Snatch,528,False
