rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,SANTOS Raymond Hipol,NMI,"Jan 01, 1991",54.34,A,88,92,-95,92,55kgMen,Snatch,546,False
2,MASI Philip,SOL,"Oct 27, 2004",53.92,A,80,87,91,91,55kgMen,Snatch,546,False
3,TALEMAIGAU Eroni Caucau Vuratu,FIJ,"Jun 30, 2006",54.12,A,-82,-82,82,82,55kgMen,Snatch,546,False
4,EBIDAG Vincilevi,GUM,"Jan 01, 1995",54.36,A,75,81,-83,81,55kgMen,Snatch,546,False
5,SINAKA Scofield Goava,PNG,"Jan 21, 1998",54.12,A,71,-76,-76,71,55kgMen,Snatch,546,False
6,PATRIS Blaine,PLW,"Jan 01, 2005",54.26,A,70,-76,-78,70,55kgMen,Snatch,546,False
1,SANTOS Raymond Hipol,NMI,"Jan 01, 1991",54.34,A,110,115,-125,115,55kgMen,CleanJerk,546,False
2,MASI Philip,SOL,"Oct 27, 2004",53.92,A,100,106,108,108,55kgMen,CleanJerk,546,False
3,TALEMAIGAU Eroni Caucau Vuratu,FIJ,"Jun 30, 2006",54.12,A,105,-112,-115,105,55kgMen,CleanJerk,546,False
4,SINAKA Scofield Goava,PNG,"Jan 21, 1998",54.12,A,95,101,-109,101,55kgMen,CleanJerk,546,False
5,EBIDAG Vincilevi,GUM,"Jan 01, 1995",54.36,A,95,100,-107,100,55kgMen,CleanJerk,546,False
6,PATRIS Blaine,PLW,"Jan 01, 2005",54.26,A,95,-100,100,100,55kgMen,CleanJerk,546,False
1,SANTOS Raymond Hipol,NMI,"Jan 01, 1991",54.34,A,92,115,207,---,55kgMen,Total,546,False
2,MASI Philip,SOL,"Oct 27, 2004",53.92,A,91,108,199,---,55kgMen,Total,546,False
3,TALEMAIGAU Eroni Caucau Vuratu,FIJ,"Jun 30, 2006",54.12,A,82,105,187,---,55kgMen,Total,546,False
4,EBIDAG Vincilevi,GUM,"Jan 01, 1995",54.36,A,81,100,181,---,55kgMen,Total,546,False
5,SINAKA Scofield Goava,PNG,"Jan 21, 1998",54.12,A,71,101,172,---,55kgMen,Total,546,False
6,PATRIS Blaine,PLW,"Jan 01, 2005",54.26,A,70,100,170,---,55kgMen,Total,546,False
1,BARU Morea,PNG,"Apr 15, 1990",60.96,A,101,110,-120,110,61kgMen,Snatch,546,False
2,RAMOHAKA Brown Chester,SOL,"Feb 02, 1988",59.96,A,90,96,-100,96,61kgMen,Snatch,546,False
3,ARANDA Harold,GUM,"Jan 01, 1995",60.32,A,90,-95,-96,90,61kgMen,Snatch,546,False
4,LAFISI HUDSON Robert,SOL,"Jan 01, 2007",60.10,A,75,81,-83,81,61kgMen,Snatch,546,False
5,WAKANIBUA Apakuki Tabuwaiwai,FIJ,"Mar 12, 2002",60.48,A,75,-80,80,80,61kgMen,Snatch,546,False
1,BARU Morea,PNG,"Apr 15, 1990",60.96,A,133,140,151,151,61kgMen,CleanJerk,546,False
2,RAMOHAKA Brown Chester,SOL,"Feb 02, 1988",59.96,A,122,127,132,132,61kgMen,CleanJerk,546,False
3,ARANDA Harold,GUM,"Jan 01, 1995",60.32,A,120,-125,-125,120,61kgMen,CleanJerk,546,False
4,WAKANIBUA Apakuki Tabuwaiwai,FIJ,"Mar 12, 2002",60.48,A,102,-107,107,107,61kgMen,CleanJerk,546,False
5,LAFISI HUDSON Robert,SOL,"Jan 01, 2007",60.10,A,-95,100,-103,100,61kgMen,CleanJerk,546,False
1,BARU Morea,PNG,"Apr 15, 1990",60.96,A,110,151,261,---,61kgMen,Total,546,False
2,RAMOHAKA Brown Chester,SOL,"Feb 02, 1988",59.96,A,96,132,228,---,61kgMen,Total,546,False
3,ARANDA Harold,GUM,"Jan 01, 1995",60.32,A,90,120,210,---,61kgMen,Total,546,False
4,WAKANIBUA Apakuki Tabuwaiwai,FIJ,"Mar 12, 2002",60.48,A,80,107,187,---,61kgMen,Total,546,False
5,LAFISI HUDSON Robert,SOL,"Jan 01, 2007",60.10,A,81,100,181,---,61kgMen,Total,546,False
1,KATOATAU Ruben,KIR,"Feb 09, 1997",66.84,A,101,106,110,110,67kgMen,Snatch,546,False
2,DONGA Stan Eddie,SOL,"Aug 09, 1998",66.04,A,100,105,-110,105,67kgMen,Snatch,546,False
3,VILLANUEVE Krysthian,GUM,"Dec 08, 1991",66.46,A,90,95,98,98,67kgMen,Snatch,546,False
4,ATU George Sunga,SOL,"Jan 01, 2004",66.30,A,85,89,92,92,67kgMen,Snatch,546,False
5,CRISTOBAL Leowell L.,NMI,"Jan 01, 1998",65.92,A,90,-94,-96,90,67kgMen,Snatch,546,False
6,SHAW Daniel Zackariah Anthony,FIJ,"Jun 18, 2005",66.60,A,86,-90,-90,86,67kgMen,Snatch,546,False
1,KATOATAU Ruben,KIR,"Feb 09, 1997",66.84,A,127,135,---,135,67kgMen,CleanJerk,546,False
2,CRISTOBAL Leowell L.,NMI,"Jan 01, 1998",65.92,A,-120,-125,125,125,67kgMen,CleanJerk,546,False
3,VILLANUEVE Krysthian,GUM,"Dec 08, 1991",66.46,A,120,123,-126,123,67kgMen,CleanJerk,546,False
4,DONGA Stan Eddie,SOL,"Aug 09, 1998",66.04,A,120,-127,-127,120,67kgMen,CleanJerk,546,False
5,SHAW Daniel Zackariah Anthony,FIJ,"Jun 18, 2005",66.60,A,105,110,115,115,67kgMen,CleanJerk,546,False
6,ATU George Sunga,SOL,"Jan 01, 2004",66.30,A,102,108,113,113,67kgMen,CleanJerk,546,False
1,KATOATAU Ruben,KIR,"Feb 09, 1997",66.84,A,110,135,245,---,67kgMen,Total,546,False
2,DONGA Stan Eddie,SOL,"Aug 09, 1998",66.04,A,105,120,225,---,67kgMen,Total,546,False
3,VILLANUEVE Krysthian,GUM,"Dec 08, 1991",66.46,A,98,123,221,---,67kgMen,Total,546,False
4,CRISTOBAL Leowell L.,NMI,"Jan 01, 1998",65.92,A,90,125,215,---,67kgMen,Total,546,False
5,ATU George Sunga,SOL,"Jan 01, 2004",66.30,A,92,113,205,---,67kgMen,Total,546,False
6,SHAW Daniel Zackariah Anthony,FIJ,"Jun 18, 2005",66.60,A,86,115,201,---,67kgMen,Total,546,False
1,RAOBU Manuila,TUV,"Sep 18, 2000",68.92,A,110,115,-121,115,73kgMen,Snatch,546,False
2,BAUTISTA David,GUM,"Nov 07, 1989",72.06,A,95,100,105,105,73kgMen,Snatch,546,False
1,BAUTISTA David,GUM,"Nov 07, 1989",72.06,A,130,135,140,140,73kgMen,CleanJerk,546,False
2,RAOBU Manuila,TUV,"Sep 18, 2000",68.92,A,138,-144,-144,138,73kgMen,CleanJerk,546,False
1,RAOBU Manuila,TUV,"Sep 18, 2000",68.92,A,115,138,253,---,73kgMen,Total,546,False
2,BAUTISTA David,GUM,"Nov 07, 1989",72.06,A,105,140,245,---,73kgMen,Total,546,False
1,PATRIS Stevick,PLW,"Jan 17, 1991",79.86,A,115,118,121,121,81kgMen,Snatch,546,False
2,VEIDREYAKI Patrick Tawake,FIJ,"Nov 05, 1989",80.64,A,110,117,120,120,81kgMen,Snatch,546,False
3,DUCLOS Sylvain,NCL,"Jan 01, 1998",79.68,A,103,107,-113,107,81kgMen,Snatch,546,False
4,TURA Jerome Hewett,COK,"Dec 31, 1991",80.36,A,103,-106,106,106,81kgMen,Snatch,546,False
5,AH CHONG Tovio,SAM,"Aug 23, 2006",79.54,A,-97,97,104,104,81kgMen,Snatch,546,False
6,TUDELA Joseph L.M.,NMI,"Jan 01, 1987",79.54,A,88,-95,95,95,81kgMen,Snatch,546,False
7,SALII-DEBOLD Xyrus,PLW,"Jan 01, 1990",80.50,A,87,93,-97,93,81kgMen,Snatch,546,False
8,FEJERAN Edward John,GUM,"Jan 01, 1987",79.06,A,-90,90,-95,90,81kgMen,Snatch,546,False
9,AQUINO Emmanuel G.,NMI,"Jan 01, 2000",79.44,A,80,85,-91,85,81kgMen,Snatch,546,False
10,WOTLELEN Robinson,VAN,"Sep 05, 1995",75.52,A,75,-80,-80,75,81kgMen,Snatch,546,False
1,PATRIS Stevick,PLW,"Jan 17, 1991",79.86,A,153,160,---,160,81kgMen,CleanJerk,546,False
2,VEIDREYAKI Patrick Tawake,FIJ,"Nov 05, 1989",80.64,A,145,148,152,152,81kgMen,CleanJerk,546,False
3,DUCLOS Sylvain,NCL,"Jan 01, 1998",79.68,A,140,147,-152,147,81kgMen,CleanJerk,546,False
4,TURA Jerome Hewett,COK,"Dec 31, 1991",80.36,A,136,141,-146,141,81kgMen,CleanJerk,546,False
5,AH CHONG Tovio,SAM,"Aug 23, 2006",79.54,A,130,140,-144,140,81kgMen,CleanJerk,546,False
6,SALII-DEBOLD Xyrus,PLW,"Jan 01, 1990",80.50,A,117,-120,-120,117,81kgMen,CleanJerk,546,False
7,AQUINO Emmanuel G.,NMI,"Jan 01, 2000",79.44,A,95,105,110,110,81kgMen,CleanJerk,546,False
8,FEJERAN Edward John,GUM,"Jan 01, 1987",79.06,A,-110,-110,110,110,81kgMen,CleanJerk,546,False
9,TUDELA Joseph L.M.,NMI,"Jan 01, 1987",79.54,A,100,105,-112,105,81kgMen,CleanJerk,546,False
10,WOTLELEN Robinson,VAN,"Sep 05, 1995",75.52,A,85,92,98,98,81kgMen,CleanJerk,546,False
1,PATRIS Stevick,PLW,"Jan 17, 1991",79.86,A,121,160,281,---,81kgMen,Total,546,False
2,VEIDREYAKI Patrick Tawake,FIJ,"Nov 05, 1989",80.64,A,120,152,272,---,81kgMen,Total,546,False
3,DUCLOS Sylvain,NCL,"Jan 01, 1998",79.68,A,107,147,254,---,81kgMen,Total,546,False
4,TURA Jerome Hewett,COK,"Dec 31, 1991",80.36,A,106,141,247,---,81kgMen,Total,546,False
5,AH CHONG Tovio,SAM,"Aug 23, 2006",79.54,A,104,140,244,---,81kgMen,Total,546,False
6,SALII-DEBOLD Xyrus,PLW,"Jan 01, 1990",80.50,A,93,117,210,---,81kgMen,Total,546,False
7,TUDELA Joseph L.M.,NMI,"Jan 01, 1987",79.54,A,95,105,200,---,81kgMen,Total,546,False
8,FEJERAN Edward John,GUM,"Jan 01, 1987",79.06,A,90,110,200,---,81kgMen,Total,546,False
9,AQUINO Emmanuel G.,NMI,"Jan 01, 2000",79.44,A,85,110,195,---,81kgMen,Total,546,False
10,WOTLELEN Robinson,VAN,"Sep 05, 1995",75.52,A,75,98,173,---,81kgMen,Total,546,False
1,GARRETT Beau James,AUS,"Feb 08, 1990",88.58,A,-123,123,130,130,89kgMen,Snatch,546,False
2,APELO Leonardo Esmundo,NMI,"Jan 01, 1987",85.26,A,120,124,-131,124,89kgMen,Snatch,546,False
3,TAHIAIPUOHO Matahi,TAH,"Jan 01, 1997",84.86,A,115,122,-130,122,89kgMen,Snatch,546,False
4,SUMOR Junior Joey,PLW,"Jan 01, 1991",87.66,A,96,-101,104,104,89kgMen,Snatch,546,False
5,EBBS Tutearii,TAH,"Jan 01, 1997",87.54,A,97,102,-106,102,89kgMen,Snatch,546,False
6,MAE Leslie,SOL,"Sep 11, 1998",86.98,A,100,-105,-106,100,89kgMen,Snatch,546,False
7,DELAILOMALOMA Baleisuva E.,FIJ,"Jan 01, 2001",88.74,A,85,90,-97,90,89kgMen,Snatch,546,False
1,GARRETT Beau James,AUS,"Feb 08, 1990",88.58,A,161,167,172,172,89kgMen,CleanJerk,546,False
2,APELO Leonardo Esmundo,NMI,"Jan 01, 1987",85.26,A,150,157,-168,157,89kgMen,CleanJerk,546,False
3,TAHIAIPUOHO Matahi,TAH,"Jan 01, 1997",84.86,A,147,151,-156,151,89kgMen,CleanJerk,546,False
4,SUMOR Junior Joey,PLW,"Jan 01, 1991",87.66,A,141,-147,-147,141,89kgMen,CleanJerk,546,False
5,EBBS Tutearii,TAH,"Jan 01, 1997",87.54,A,125,-130,130,130,89kgMen,CleanJerk,546,False
6,DELAILOMALOMA Baleisuva E.,FIJ,"Jan 01, 2001",88.74,A,117,122,128,128,89kgMen,CleanJerk,546,False
7,MAE Leslie,SOL,"Sep 11, 1998",86.98,A,120,123,126,126,89kgMen,CleanJerk,546,False
1,GARRETT Beau James,AUS,"Feb 08, 1990",88.58,A,130,172,302,---,89kgMen,Total,546,False
2,APELO Leonardo Esmundo,NMI,"Jan 01, 1987",85.26,A,124,157,281,---,89kgMen,Total,546,False
3,TAHIAIPUOHO Matahi,TAH,"Jan 01, 1997",84.86,A,122,151,273,---,89kgMen,Total,546,False
4,SUMOR Junior Joey,PLW,"Jan 01, 1991",87.66,A,104,141,245,---,89kgMen,Total,546,False
5,EBBS Tutearii,TAH,"Jan 01, 1997",87.54,A,102,130,232,---,89kgMen,Total,546,False
6,MAE Leslie,SOL,"Sep 11, 1998",86.98,A,100,126,226,---,89kgMen,Total,546,False
7,DELAILOMALOMA Baleisuva E.,FIJ,"Jan 01, 2001",88.74,A,90,128,218,---,89kgMen,Total,546,False
1,FUNAKI Uaealesi,NZL,"Nov 04, 1998",95.44,A,-121,-121,121,121,96kgMen,Snatch,546,False
2,LOLOHEA Charlie,FIJ,"Apr 30, 1993",91.36,A,-115,115,-120,115,96kgMen,Snatch,546,False
3,TEHIHIRA Steven,TAH,"Jan 01, 1989",93.24,A,113,-117,-118,113,96kgMen,Snatch,546,False
4,KINTARO Benedict,PLW,"Jan 01, 1989",93.36,A,100,107,-115,107,96kgMen,Snatch,546,False
1,FUNAKI Uaealesi,NZL,"Nov 04, 1998",95.44,A,155,160,170,170,96kgMen,CleanJerk,546,False
2,LOLOHEA Charlie,FIJ,"Apr 30, 1993",91.36,A,147,153,-163,153,96kgMen,CleanJerk,546,False
3,TEHIHIRA Steven,TAH,"Jan 01, 1989",93.24,A,145,-152,-156,145,96kgMen,CleanJerk,546,False
4,KINTARO Benedict,PLW,"Jan 01, 1989",93.36,A,142,-147,-153,142,96kgMen,CleanJerk,546,False
1,FUNAKI Uaealesi,NZL,"Nov 04, 1998",95.44,A,121,170,291,---,96kgMen,Total,546,False
2,LOLOHEA Charlie,FIJ,"Apr 30, 1993",91.36,A,115,153,268,---,96kgMen,Total,546,False
3,TEHIHIRA Steven,TAH,"Jan 01, 1989",93.24,A,113,145,258,---,96kgMen,Total,546,False
4,KINTARO Benedict,PLW,"Jan 01, 1989",93.36,A,107,142,249,---,96kgMen,Total,546,False
1,SIMOI Sepa,PNG,"Feb 11, 2002",98.28,A,117,122,-126,122,102kgMen,Snatch,546,False
2,WILBUR Thomas,VAN,"Nov 25, 2000",97.94,A,113,118,120,120,102kgMen,Snatch,546,False
3,SAN NICOLAS Angel L.C.,NMI,"Jan 01, 1993",96.34,A,115,119,-121,119,102kgMen,Snatch,546,False
4,METUA Tefatanui,TAH,"Jan 01, 1998",101.10,A,-110,110,-115,110,102kgMen,Snatch,546,False
5,METUA Tahiri,TAH,"Jan 01, 1986",101.34,A,-105,105,-113,105,102kgMen,Snatch,546,False
1,SAN NICOLAS Angel L.C.,NMI,"Jan 01, 1993",96.34,A,150,155,160,160,102kgMen,CleanJerk,546,False
2,SIMOI Sepa,PNG,"Feb 11, 2002",98.28,A,153,-157,-158,153,102kgMen,CleanJerk,546,False
3,WILBUR Thomas,VAN,"Nov 25, 2000",97.94,A,140,151,-156,151,102kgMen,CleanJerk,546,False
4,METUA Tefatanui,TAH,"Jan 01, 1998",101.10,A,-130,130,-141,130,102kgMen,CleanJerk,546,False
5,METUA Tahiri,TAH,"Jan 01, 1986",101.34,A,127,-130,-130,127,102kgMen,CleanJerk,546,False
1,SAN NICOLAS Angel L.C.,NMI,"Jan 01, 1993",96.34,A,119,160,279,---,102kgMen,Total,546,False
2,SIMOI Sepa,PNG,"Feb 11, 2002",98.28,A,122,153,275,---,102kgMen,Total,546,False
3,WILBUR Thomas,VAN,"Nov 25, 2000",97.94,A,120,151,271,---,102kgMen,Total,546,False
4,METUA Tefatanui,TAH,"Jan 01, 1998",101.10,A,110,130,240,---,102kgMen,Total,546,False
5,METUA Tahiri,TAH,"Jan 01, 1986",101.34,A,105,127,232,---,102kgMen,Total,546,False
1,BARNHOUSE David,NMI,"Apr 24, 1992",108.48,A,111,-116,116,116,109kgMen,Snatch,546,False
2,VAKURUIVALU Timothy Victor Tuitoga,FIJ,"Sep 16, 1999",103.00,A,110,115,-117,115,109kgMen,Snatch,546,False
1,BARNHOUSE David,NMI,"Apr 24, 1992",108.48,A,130,-136,136,136,109kgMen,CleanJerk,546,False
2,VAKURUIVALU Timothy Victor Tuitoga,FIJ,"Sep 16, 1999",103.00,A,-132,132,-137,132,109kgMen,CleanJerk,546,False
1,BARNHOUSE David,NMI,"Apr 24, 1992",108.48,A,116,136,252,---,109kgMen,Total,546,False
2,VAKURUIVALU Timothy Victor Tuitoga,FIJ,"Sep 16, 1999",103.00,A,115,132,247,---,109kgMen,Total,546,False
1,COLISAO Joey Mendiola,NMI,"Jan 01, 2002",114.72,A,105,111,118,118,+109kgMen,Snatch,546,False
2,RATIA Eriatara,TAH,"Jan 01, 1985",137.80,A,-105,105,115,115,+109kgMen,Snatch,546,False
3,LIMES Jason J. P.,NMI,"Jan 01, 1993",113.86,A,105,110,-117,110,+109kgMen,Snatch,546,False
4,SAN NICOLAS Peter,GUM,"Jan 01, 1994",117.44,A,-100,100,-105,100,+109kgMen,Snatch,546,False
1,LIMES Jason J. P.,NMI,"Jan 01, 1993",113.86,A,140,146,150,150,+109kgMen,CleanJerk,546,False
2,COLISAO Joey Mendiola,NMI,"Jan 01, 2002",114.72,A,130,136,141,141,+109kgMen,CleanJerk,546,False
3,RATIA Eriatara,TAH,"Jan 01, 1985",137.80,A,140,-146,-146,140,+109kgMen,CleanJerk,546,False
4,SAN NICOLAS Peter,GUM,"Jan 01, 1994",117.44,A,130,-135,-140,130,+109kgMen,CleanJerk,546,False
1,LIMES Jason J. P.,NMI,"Jan 01, 1993",113.86,A,110,150,260,---,+109kgMen,Total,546,False
2,COLISAO Joey Mendiola,NMI,"Jan 01, 2002",114.72,A,118,141,259,---,+109kgMen,Total,546,False
3,RATIA Eriatara,TAH,"Jan 01, 1985",137.80,A,115,140,255,---,+109kgMen,Total,546,False
4,SAN NICOLAS Peter,GUM,"Jan 01, 1994",117.44,A,100,130,230,---,+109kgMen,Total,546,False
1,LAGATAO Nicola,GUM,"Nov 10, 1991",44.12,A,53,57,-61,57,45kgWomen,Snatch,546,False
2,VAGI Idau,PNG,"Mar 27, 2006",44.84,A,-45,45,-50,45,45kgWomen,Snatch,546,False
1,LAGATAO Nicola,GUM,"Nov 10, 1991",44.12,A,68,71,74,74,45kgWomen,CleanJerk,546,False
2,VAGI Idau,PNG,"Mar 27, 2006",44.84,A,55,60,-66,60,45kgWomen,CleanJerk,546,False
1,LAGATAO Nicola,GUM,"Nov 10, 1991",44.12,A,57,74,131,---,45kgWomen,Total,546,False
2,VAGI Idau,PNG,"Mar 27, 2006",44.84,A,45,60,105,---,45kgWomen,Total,546,False
1,TOUA Loa Dika,PNG,"Jun 23, 1984",48.78,A,65,69,74,74,49kgWomen,Snatch,546,False
2,DONGA Rowena Eddie,SOL,"Jan 01, 2007",48.66,A,55,60,62,62,49kgWomen,Snatch,546,False
3,TOUA Thelma Mea,PNG,"Mar 30, 1991",48.72,A,-60,61,-63,61,49kgWomen,Snatch,546,False
4,SANTOS Chloe,GUM,"Jan 01, 2002",48.92,A,48,51,55,55,49kgWomen,Snatch,546,False
1,TOUA Loa Dika,PNG,"Jun 23, 1984",48.78,A,85,91,96,96,49kgWomen,CleanJerk,546,False
2,TOUA Thelma Mea,PNG,"Mar 30, 1991",48.72,A,80,-86,-86,80,49kgWomen,CleanJerk,546,False
3,DONGA Rowena Eddie,SOL,"Jan 01, 2007",48.66,A,67,75,-81,75,49kgWomen,CleanJerk,546,False
4,SANTOS Chloe,GUM,"Jan 01, 2002",48.92,A,60,63,-65,63,49kgWomen,CleanJerk,546,False
1,TOUA Loa Dika,PNG,"Jun 23, 1984",48.78,A,74,96,170,---,49kgWomen,Total,546,False
2,TOUA Thelma Mea,PNG,"Mar 30, 1991",48.72,A,61,80,141,---,49kgWomen,Total,546,False
3,DONGA Rowena Eddie,SOL,"Jan 01, 2007",48.66,A,62,75,137,---,49kgWomen,Total,546,False
4,SANTOS Chloe,GUM,"Jan 01, 2002",48.92,A,55,63,118,---,49kgWomen,Total,546,False
1,WINI Jenly Tegu,SOL,"Jun 09, 1983",54.70,A,75,80,84,84,55kgWomen,Snatch,546,False
2,PIOTROWSKY Prescillia Vladi Elsa,NCL,"Jul 19, 1990",52.40,A,63,66,69,69,55kgWomen,Snatch,546,False
3,CAMACHO Erika,GUM,"Jan 01, 1989",52.14,A,55,60,-63,60,55kgWomen,Snatch,546,False
4,VIRA Ateca Margaret,FIJ,"Jan 01, 2002",53.34,A,52,57,-62,57,55kgWomen,Snatch,546,False
5,MALA Jaylyn,SOL,"Dec 06, 2000",50.06,A,45,53,-58,53,55kgWomen,Snatch,546,False
1,WINI Jenly Tegu,SOL,"Jun 09, 1983",54.70,A,100,106,110,110,55kgWomen,CleanJerk,546,False
2,PIOTROWSKY Prescillia Vladi Elsa,NCL,"Jul 19, 1990",52.40,A,-77,77,80,80,55kgWomen,CleanJerk,546,False
3,CAMACHO Erika,GUM,"Jan 01, 1989",52.14,A,-75,75,-78,75,55kgWomen,CleanJerk,546,False
4,MALA Jaylyn,SOL,"Dec 06, 2000",50.06,A,62,67,-73,67,55kgWomen,CleanJerk,546,False
5,VIRA Ateca Margaret,FIJ,"Jan 01, 2002",53.34,A,-72,-77,-77,---,55kgWomen,CleanJerk,546,False
1,WINI Jenly Tegu,SOL,"Jun 09, 1983",54.70,A,84,110,194,---,55kgWomen,Total,546,False
2,PIOTROWSKY Prescillia Vladi Elsa,NCL,"Jul 19, 1990",52.40,A,69,80,149,---,55kgWomen,Total,546,False
3,CAMACHO Erika,GUM,"Jan 01, 1989",52.14,A,60,75,135,---,55kgWomen,Total,546,False
4,MALA Jaylyn,SOL,"Dec 06, 2000",50.06,A,53,67,120,---,55kgWomen,Total,546,False
5,VIRA Ateca Margaret,FIJ,"Jan 01, 2002",53.34,A,57,---,---,---,55kgWomen,Total,546,False
1,SETIADJI Natalie,AUS,"Jan 01, 1996",58.48,A,75,-79,-79,75,59kgWomen,Snatch,546,False
2,LIFU Mary Kini,SOL,"Oct 15, 1994",57.14,A,64,67,-71,67,59kgWomen,Snatch,546,False
3,ADITAROLEVA Aluwesi A.,FIJ,"Jan 01, 2003",58.32,A,63,-67,67,67,59kgWomen,Snatch,546,False
4,IDJAN Jessica Prafoula Lucienne,NCL,"Oct 09, 1992",58.00,A,64,-67,-68,64,59kgWomen,Snatch,546,False
5,JOUFOQUES Kealani,TAH,"Jan 01, 2003",58.62,A,58,60,63,63,59kgWomen,Snatch,546,False
6,WANEASI Betty,SOL,"Jul 15, 2002",58.30,A,55,60,-64,60,59kgWomen,Snatch,546,False
7,BALL Pipit Suryaningsah,NMI,"Jan 01, 1985",58.76,A,40,43,46,46,59kgWomen,Snatch,546,False
1,SETIADJI Natalie,AUS,"Jan 01, 1996",58.48,A,92,96,-100,96,59kgWomen,CleanJerk,546,False
2,LIFU Mary Kini,SOL,"Oct 15, 1994",57.14,A,81,86,-89,86,59kgWomen,CleanJerk,546,False
3,ADITAROLEVA Aluwesi A.,FIJ,"Jan 01, 2003",58.32,A,80,85,-90,85,59kgWomen,CleanJerk,546,False
4,IDJAN Jessica Prafoula Lucienne,NCL,"Oct 09, 1992",58.00,A,-80,81,-85,81,59kgWomen,CleanJerk,546,False
5,JOUFOQUES Kealani,TAH,"Jan 01, 2003",58.62,A,-73,73,75,75,59kgWomen,CleanJerk,546,False
6,WANEASI Betty,SOL,"Jul 15, 2002",58.30,A,65,73,77,77,59kgWomen,CleanJerk,546,False
