rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,CHONTEY Arli,KAZ,"Jul 01, 1992",54.90,A,110,113,115,115,55kgMen,Snatch,509,False
2,NAFASOV Ogabek,UZB,"Jan 21, 2002",54.60,A,104,108,-111,108,55kgMen,Snatch,509,False
3,AUYELKHANOV Ablay,KAZ,"Jun 27, 2003",54.90,A,103,106,108,108,55kgMen,Snatch,509,False
4,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",54.40,A,104,-109,-109,104,55kgMen,Snatch,509,False
1,CHONTEY Arli,KAZ,"Jul 01, 1992",54.90,A,136,140,-142,140,55kgMen,CleanJerk,509,False
2,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",54.40,A,135,-137,137,137,55kgMen,CleanJerk,509,False
3,AUYELKHANOV Ablay,KAZ,"Jun 27, 2003",54.90,A,136,-141,-148,136,55kgMen,CleanJerk,509,False
4,NAFASOV Ogabek,UZB,"Jan 21, 2002",54.60,A,124,132,-135,132,55kgMen,CleanJerk,509,False
1,CHONTEY Arli,KAZ,"Jul 01, 1992",54.90,A,115,140,255,,55kgMen,Total,509,False
2,AUYELKHANOV Ablay,KAZ,"Jun 27, 2003",54.90,A,108,136,244,,55kgMen,Total,509,False
3,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",54.40,A,104,137,241,,55kgMen,Total,509,False
4,NAFASOV Ogabek,UZB,"Jan 21, 2002",54.60,A,108,132,240,,55kgMen,Total,509,False
1,LI Fabin,CHN,"Jan 15, 1993",60.70,A,138,-142,142,142,61kgMen,Snatch,509,False
2,MIRZAYEV Seyitjan,TKM,"Apr 30, 1994",60.90,A,-130,130,133,133,61kgMen,Snatch,509,False
3,SON Igor,KAZ,"Nov 16, 1998",60.80,A,-127,127,132,132,61kgMen,Snatch,509,False
4,ITOKAZU Yoichi,JPN,"May 24, 1991",60.80,A,125,-130,130,130,61kgMen,Snatch,509,False
5,KAO Chan-Hung,TPE,"Oct 03, 1993",60.70,A,125,-129,129,129,61kgMen,Snatch,509,False
6,THACH Kim Tuan,VIE,"Jan 15, 1994",60.80,A,125,128,-131,128,61kgMen,Snatch,509,False
7,ALSALEEM Seraj Abdulrahim M,KSA,"Feb 10, 1996",60.70,A,125,-128,-129,125,61kgMen,Snatch,509,False
