rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,ENDARA CRIOLLO Alexis Javier,ECU,"Aug 05, 2005",48.60,A,76,80,83,83,49kgMen,Snatch,544,False
2,SEPULVEDA Luis,CHI,"Jan 01, 2008",48.50,A,57,60,65,65,49kgMen,Snatch,544,False
3,CAMEY Jose,GUA,"Feb 28, 2006",47.30,A,53,57,-61,57,49kgMen,Snatch,544,False
1,ENDARA CRIOLLO Alexis Javier,ECU,"Aug 05, 2005",48.60,A,100,106,-109,106,49kgMen,CleanJerk,544,False
2,SEPULVEDA Luis,CHI,"Jan 01, 2008",48.50,A,77,82,86,86,49kgMen,CleanJerk,544,False
3,CAMEY Jose,GUA,"Feb 28, 2006",47.30,A,65,72,75,75,49kgMen,CleanJerk,544,False
1,ENDARA CRIOLLO Alexis Javier,ECU,"Aug 05, 2005",48.60,A,83,106,189,---,49kgMen,Total,544,False
2,SEPULVEDA Luis,CHI,"Jan 01, 2008",48.50,A,65,86,151,---,49kgMen,Total,544,False
3,CAMEY Jose,GUA,"Feb 28, 2006",47.30,A,57,75,132,---,49kgMen,Total,544,False
1,LOCKWOOD Logan Aron,USA,"Sep 10, 2006",54.20,A,-88,-88,88,88,55kgMen,Snatch,544,False
2,YAX Oscar,GUA,"Sep 13, 2005",54.60,A,65,70,75,75,55kgMen,Snatch,544,False
1,LOCKWOOD Logan Aron,USA,"Sep 10, 2006",54.20,A,115,-120,-125,115,55kgMen,CleanJerk,544,False
2,YAX Oscar,GUA,"Sep 13, 2005",54.60,A,75,80,-90,80,55kgMen,CleanJerk,544,False
1,LOCKWOOD Logan Aron,USA,"Sep 10, 2006",54.20,A,88,115,203,---,55kgMen,Total,544,False
2,YAX Oscar,GUA,"Sep 13, 2005",54.60,A,75,80,155,---,55kgMen,Total,544,False
1,YAX Oscar,GUA,"Sep 13, 2005",60.80,A,70,75,-80,75,61kgMen,Snatch,544,False
1,YAX Oscar,GUA,"Sep 13, 2005",60.80,A,90,95,100,100,61kgMen,CleanJerk,544,False
1,YAX Oscar,GUA,"Sep 13, 2005",60.80,A,75,100,175,---,61kgMen,Total,544,False
1,ESTUPINAN VACACELA Erick Wellington,ECU,"Jan 06, 2005",66.50,A,103,107,-110,107,67kgMen,Snatch,544,False
2,JOLICOEUR Etienne,CAN,"Apr 24, 2006",66.70,A,103,-107,-107,103,67kgMen,Snatch,544,False
3,MONTERROSO Bryan,GUA,"Aug 11, 2007",65.60,A,93,-100,100,100,67kgMen,Snatch,544,False
1,ESTUPINAN VACACELA Erick Wellington,ECU,"Jan 06, 2005",66.50,A,133,139,-144,139,67kgMen,CleanJerk,544,False
2,JOLICOEUR Etienne,CAN,"Apr 24, 2006",66.70,A,132,138,-144,138,67kgMen,CleanJerk,544,False
3,MONTERROSO Bryan,GUA,"Aug 11, 2007",65.60,A,120,-128,-128,120,67kgMen,CleanJerk,544,False
1,ESTUPINAN VACACELA Erick Wellington,ECU,"Jan 06, 2005",66.50,A,107,139,246,---,67kgMen,Total,544,False
2,JOLICOEUR Etienne,CAN,"Apr 24, 2006",66.70,A,103,138,241,---,67kgMen,Total,544,False
3,MONTERROSO Bryan,GUA,"Aug 11, 2007",65.60,A,100,120,220,---,67kgMen,Total,544,False
1,MCFARLANE Mauvert,CRC,"Jun 22, 2005",73.00,A,95,100,105,105,73kgMen,Snatch,544,False
2,DE PAZ Jimmy,ESA,"Apr 01, 2007",67.70,A,80,85,90,90,73kgMen,Snatch,544,False
3,ALDANA Jose,GUA,"May 14, 2008",70.40,A,70,75,81,81,73kgMen,Snatch,544,False
1,MCFARLANE Mauvert,CRC,"Jun 22, 2005",73.00,A,120,-127,-130,120,73kgMen,CleanJerk,544,False
2,DE PAZ Jimmy,ESA,"Apr 01, 2007",67.70,A,95,100,-105,100,73kgMen,CleanJerk,544,False
3,ALDANA Jose,GUA,"May 14, 2008",70.40,A,90,98,100,100,73kgMen,CleanJerk,544,False
1,MCFARLANE Mauvert,CRC,"Jun 22, 2005",73.00,A,105,120,225,---,73kgMen,Total,544,False
2,DE PAZ Jimmy,ESA,"Apr 01, 2007",67.70,A,90,100,190,---,73kgMen,Total,544,False
3,ALDANA Jose,GUA,"May 14, 2008",70.40,A,81,100,181,---,73kgMen,Total,544,False
1,RAMIREZ MARTINEZ Elkin Shamir,ECU,"Dec 16, 2005",80.70,A,117,121,124,124,81kgMen,Snatch,544,False
2,MARTIN JR Kyle Justin,USA,"Oct 16, 2006",80.30,A,110,114,-120,114,81kgMen,Snatch,544,False
1,RAMIREZ MARTINEZ Elkin Shamir,ECU,"Dec 16, 2005",80.70,A,155,160,-165,160,81kgMen,CleanJerk,544,False
2,MARTIN JR Kyle Justin,USA,"Oct 16, 2006",80.30,A,152,156,-161,156,81kgMen,CleanJerk,544,False
1,RAMIREZ MARTINEZ Elkin Shamir,ECU,"Dec 16, 2005",80.70,A,124,160,284,---,81kgMen,Total,544,False
2,MARTIN JR Kyle Justin,USA,"Oct 16, 2006",80.30,A,114,156,270,---,81kgMen,Total,544,False
1,ARTEAGA Julio,ECU,"Jun 08, 2006",85.60,A,115,-119,119,119,89kgMen,Snatch,544,False
2,DAVIDGE JR Michael Rayburn,USA,"Apr 07, 2005",86.70,A,114,-118,-118,114,89kgMen,Snatch,544,False
3,ALMAZAN Darisson,GUA,"Sep 03, 2008",83.80,A,80,90,-101,90,89kgMen,Snatch,544,False
1,DAVIDGE JR Michael Rayburn,USA,"Apr 07, 2005",86.70,A,143,149,151,151,89kgMen,CleanJerk,544,False
2,ARTEAGA Julio,ECU,"Jun 08, 2006",85.60,A,144,-150,-150,144,89kgMen,CleanJerk,544,False
3,ALMAZAN Darisson,GUA,"Sep 03, 2008",83.80,A,100,105,-115,105,89kgMen,CleanJerk,544,False
1,DAVIDGE JR Michael Rayburn,USA,"Apr 07, 2005",86.70,A,114,151,265,---,89kgMen,Total,544,False
2,ARTEAGA Julio,ECU,"Jun 08, 2006",85.60,A,119,144,263,---,89kgMen,Total,544,False
3,ALMAZAN Darisson,GUA,"Sep 03, 2008",83.80,A,90,105,195,---,89kgMen,Total,544,False
