rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,KRUAITHONG Sinphet,THA,"Aug 22, 1995",55.72,A,116,120,126,126,56kgMen,Snatch,322,True
2,MENG Cheng,CHN,"Nov 18, 1997",55.86,A,126,-127,-130,126,56kgMen,Snatch,322,True
3,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.70,A,114,117,-120,117,56kgMen,Snatch,322,True
4,BOUHIJBHA Amine,TUN,"Feb 28, 1996",55.32,A,105,-110,110,110,56kgMen,Snatch,322,True
5,KIM Young-Ho,KOR,"Oct 09, 1996",55.82,A,110,-115,-115,110,56kgMen,Snatch,322,True
6,MINGMOON Witoon,THA,"Feb 10, 1996",55.88,A,106,109,-111,109,56kgMen,Snatch,322,True
7,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.84,A,-103,103,106,106,56kgMen,Snatch,322,True
8,HIGUITA BARRERA Luis Fernando,COL,"Jan 10, 1997",55.42,A,105,-110,-111,105,56kgMen,Snatch,322,True
9,MAZLUM Ferhat,TUR,"Nov 13, 1996",55.80,A,103,-107,-107,103,56kgMen,Snatch,322,True
10,SUKHOTSKYI Dmytro,UKR,"May 24, 1999",55.86,A,91,96,99,99,56kgMen,Snatch,322,True
11,CHINEN Hayato,JPN,"Sep 03, 1996",55.54,A,- 90,90,93,93,56kgMen,Snatch,322,True
12,FRANCZYK Adrian Jozef,POL,"Mar 22, 1996",55.64,A,90,93,- 96,93,56kgMen,Snatch,322,True
---,NGUYEN Van Viet,VIE,"Mar 10, 1995",55.44,A,-110,-110,-111,---,56kgMen,Snatch,322,True
1,MENG Cheng,CHN,"Nov 18, 1997",55.86,A,150,-160,-160,150,56kgMen,CleanJerk,322,True
2,MINGMOON Witoon,THA,"Feb 10, 1996",55.88,A,146,-151,-151,146,56kgMen,CleanJerk,322,True
3,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.70,A,140,145,-148,145,56kgMen,CleanJerk,322,True
4,KRUAITHONG Sinphet,THA,"Aug 22, 1995",55.72,A,-142,142,-146,142,56kgMen,CleanJerk,322,True
5,KIM Young-Ho,KOR,"Oct 09, 1996",55.82,A,135,-141,141,141,56kgMen,CleanJerk,322,True
6,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.84,A,131,136,-140,136,56kgMen,CleanJerk,322,True
7,BOUHIJBHA Amine,TUN,"Feb 28, 1996",55.32,A,-133,-133,133,133,56kgMen,CleanJerk,322,True
8,HIGUITA BARRERA Luis Fernando,COL,"Jan 10, 1997",55.42,A,-131,131,-135,131,56kgMen,CleanJerk,322,True
9,CHINEN Hayato,JPN,"Sep 03, 1996",55.54,A,120,123,-127,123,56kgMen,CleanJerk,322,True
10,SUKHOTSKYI Dmytro,UKR,"May 24, 1999",55.86,A,110,117,-121,117,56kgMen,CleanJerk,322,True
11,FRANCZYK Adrian Jozef,POL,"Mar 22, 1996",55.64,A,-109,-110,110,110,56kgMen,CleanJerk,322,True
---,NGUYEN Van Viet,VIE,"Mar 10, 1995",55.44,A,-135,-135,-135,---,56kgMen,CleanJerk,322,True
---,MAZLUM Ferhat,TUR,"Nov 13, 1996",55.80,A,-126,-126,-126,---,56kgMen,CleanJerk,322,True
1,MENG Cheng,CHN,"Nov 18, 1997",55.86,A,126,150,276,,56kgMen,Total,322,True
2,KRUAITHONG Sinphet,THA,"Aug 22, 1995",55.72,A,126,142,268,,56kgMen,Total,322,True
3,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.70,A,117,145,262,,56kgMen,Total,322,True
4,MINGMOON Witoon,THA,"Feb 10, 1996",55.88,A,109,146,255,,56kgMen,Total,322,True
5,KIM Young-Ho,KOR,"Oct 09, 1996",55.82,A,110,141,251,,56kgMen,Total,322,True
6,BOUHIJBHA Amine,TUN,"Feb 28, 1996",55.32,A,110,133,243,,56kgMen,Total,322,True
7,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.84,A,106,136,242,,56kgMen,Total,322,True
8,HIGUITA BARRERA Luis Fernando,COL,"Jan 10, 1997",55.42,A,105,131,236,,56kgMen,Total,322,True
9,CHINEN Hayato,JPN,"Sep 03, 1996",55.54,A,93,123,216,,56kgMen,Total,322,True
10,SUKHOTSKYI Dmytro,UKR,"May 24, 1999",55.86,A,99,117,216,,56kgMen,Total,322,True
11,FRANCZYK Adrian Jozef,POL,"Mar 22, 1996",55.64,A,93,110,203,,56kgMen,Total,322,True
---,NGUYEN Van Viet,VIE,"Mar 10, 1995",55.44,A,---,---,---,,56kgMen,Total,322,True
---,MAZLUM Ferhat,TUR,"Nov 13, 1996",55.80,A,103,---,---,,56kgMen,Total,322,True
1,PAK Jong Ju,PRK,"Mar 14, 1997",61.78,A,120,-124,124,124,62kgMen,Snatch,322,True
2,ERGASHEV Adkhamjon,UZB,"Mar 12, 1999",61.82,A,118,121,124,124,62kgMen,Snatch,322,True
3,AYDIN Emrah,TUR,"Jun 24, 1997",61.82,A,-117,117,122,122,62kgMen,Snatch,322,True
4,MOSQUERA LOZANO Jose David,COL,"Oct 09, 1998",61.74,A,120,-124,-124,120,62kgMen,Snatch,322,True
5,HAMDAYI Sajjad Abbas Yaseen,IRQ,"Jul 15, 1995",61.66,A,116,119,-123,119,62kgMen,Snatch,322,True
6,HARDAL Ferdi,TUR,"Dec 31, 1996",61.62,A,110,114,118,118,62kgMen,Snatch,322,True
7,BERDELIDZE Goderdzi,GEO,"Jul 14, 1996",61.66,A,108,112,115,115,62kgMen,Snatch,322,True
8,NONDARA Pongsakorn,THA,"Jul 03, 1997",61.80,A,106,111,115,115,62kgMen,Snatch,322,True
9,JANUS Dariusz,POL,"Aug 28, 1997",61.52,A,102,-106,106,106,62kgMen,Snatch,322,True
10,KRAYDI Faouzi,TUN,"Apr 06, 1997",61.12,A,-105,105,-110,105,62kgMen,Snatch,322,True
11,CHUANG Sheng-Min,TPE,"Jul 10, 1998",61.82,A,95,105,-110,105,62kgMen,Snatch,322,True
1,PAK Jong Ju,PRK,"Mar 14, 1997",61.78,A,153,156,-160,156,62kgMen,CleanJerk,322,True
2,ERGASHEV Adkhamjon,UZB,"Mar 12, 1999",61.82,A,148,151,-157,151,62kgMen,CleanJerk,322,True
3,NONDARA Pongsakorn,THA,"Jul 03, 1997",61.80,A,-140,140,146,146,62kgMen,CleanJerk,322,True
4,HAMDAYI Sajjad Abbas Yaseen,IRQ,"Jul 15, 1995",61.66,A,145,-151,-151,145,62kgMen,CleanJerk,322,True
5,MOSQUERA LOZANO Jose David,COL,"Oct 09, 1998",61.74,A,138,145,-150,145,62kgMen,CleanJerk,322,True
6,AYDIN Emrah,TUR,"Jun 24, 1997",61.82,A,145,-150,-150,145,62kgMen,CleanJerk,322,True
