rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,SARGAR Sanket Mahadev,IND,"Oct 16, 2000",54.65,A,108,111,113,113,55kgMen,Snatch,534,False
2,CHANAMBAM Rishikanta Singh,IND,"Jul 05, 1998",55.00,A,-110,110,-113,110,55kgMen,Snatch,534,False
3,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",54.70,A,100,106,-112,106,55kgMen,Snatch,534,False
4,MOK David Pingwei,SGP,"Aug 16, 2002",54.75,A,80,-85,---,80,55kgMen,Snatch,534,False
1,SARGAR Sanket Mahadev,IND,"Oct 16, 2000",54.65,A,135,139,143,143,55kgMen,CleanJerk,534,False
2,CHANAMBAM Rishikanta Singh,IND,"Jul 05, 1998",55.00,A,-136,136,-139,136,55kgMen,CleanJerk,534,False
3,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",54.70,A,120,132,-141,132,55kgMen,CleanJerk,534,False
4,MOK David Pingwei,SGP,"Aug 16, 2002",54.75,A,85,90,90,90,55kgMen,CleanJerk,534,False
1,SARGAR Sanket Mahadev,IND,"Oct 16, 2000",54.65,A,113,143,256,---,55kgMen,Total,534,False
2,CHANAMBAM Rishikanta Singh,IND,"Jul 05, 1998",55.00,A,110,136,246,---,55kgMen,Total,534,False
3,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",54.70,A,106,132,238,---,55kgMen,Total,534,False
4,MOK David Pingwei,SGP,"Aug 16, 2002",54.75,A,80,90,170,---,55kgMen,Total,534,False
1,BIN HAJI ABU BAKAR Mohammad Nashrul,BRU,"Sep 20, 1995",60.30,A,87,93,96,96,61kgMen,Snatch,534,False
1,BIN HAJI ABU BAKAR Mohammad Nashrul,BRU,"Sep 20, 1995",60.30,A,110,116,-122,116,61kgMen,CleanJerk,534,False
1,BIN HAJI ABU BAKAR Mohammad Nashrul,BRU,"Sep 20, 1995",60.30,A,96,116,212,---,61kgMen,Total,534,False
1,JAYASOORIYA ARACHCHILAGE Chathuranga L,SRI,"Oct 07, 1988",63.85,A,114,-118,118,118,67kgMen,Snatch,534,False
2,APPUWA UPASAKALAGE Manoj Maduwantha,SRI,"Mar 10, 1992",63.56,A,110,-114,-114,110,67kgMen,Snatch,534,False
3,LOY Kester Yi Liang,SGP,"Jan 23, 1998",66.53,A,105,107,-110,107,67kgMen,Snatch,534,False
---,GOH Zuo Fu,SGP,"Jul 28, 1994",66.75,A,-95,-97,-99,---,67kgMen,Snatch,534,False
1,JAYASOORIYA ARACHCHILAGE Chathuranga L,SRI,"Oct 07, 1988",63.85,A,140,144,150,150,67kgMen,CleanJerk,534,False
2,APPUWA UPASAKALAGE Manoj Maduwantha,SRI,"Mar 10, 1992",63.56,A,135,-141,-141,135,67kgMen,CleanJerk,534,False
3,LOY Kester Yi Liang,SGP,"Jan 23, 1998",66.53,A,125,127,131,131,67kgMen,CleanJerk,534,False
4,GOH Zuo Fu,SGP,"Jul 28, 1994",66.75,A,---,---,---,---,67kgMen,CleanJerk,534,False
1,JAYASOORIYA ARACHCHILAGE Chathuranga L,SRI,"Oct 07, 1988",63.85,A,118,150,268,---,67kgMen,Total,534,False
2,APPUWA UPASAKALAGE Manoj Maduwantha,SRI,"Mar 10, 1992",63.56,A,110,135,245,---,67kgMen,Total,534,False
3,LOY Kester Yi Liang,SGP,"Jan 23, 1998",66.53,A,107,131,238,---,67kgMen,Total,534,False
4,GOH Zuo Fu,SGP,"Jul 28, 1994",66.75,A,---,---,---,---,67kgMen,Total,534,False
1,DISSANAYAKE Mudiyanselage Indika Chathur,SRI,"Aug 06, 1989",72.90,A,-128,-128,128,128,73kgMen,Snatch,534,False
2,KURUKULASOORIYAGE Anton Sudesh Peiris,SRI,"Feb 03, 1985",73.00,A,-118,118,-125,118,73kgMen,Snatch,534,False
---,MUHAMMAD Erry Hidayat,MAS,"Nov 24, 1999",72.85,A,-135,-135,-135,---,73kgMen,Snatch,534,False
---,LOH Yuan Yee,SGP,"Oct 22, 1998",72.55,A,-116,-116,-116,---,73kgMen,Snatch,534,False
1,DISSANAYAKE Mudiyanselage Indika Chathur,SRI,"Aug 06, 1989",72.90,A,150,-155,-155,150,73kgMen,CleanJerk,534,False
2,KURUKULASOORIYAGE Anton Sudesh Peiris,SRI,"Feb 03, 1985",73.00,A,142,-159,-159,142,73kgMen,CleanJerk,534,False
---,MUHAMMAD Erry Hidayat,MAS,"Nov 24, 1999",72.85,A,---,---,---,---,73kgMen,CleanJerk,534,False
---,LOH Yuan Yee,SGP,"Oct 22, 1998",72.55,A,---,---,---,---,73kgMen,CleanJerk,534,False
1,DISSANAYAKE Mudiyanselage Indika Chathur,SRI,"Aug 06, 1989",72.90,A,128,150,278,---,73kgMen,Total,534,False
2,KURUKULASOORIYAGE Anton Sudesh Peiris,SRI,"Feb 03, 1985",73.00,A,118,142,260,---,73kgMen,Total,534,False
---,MUHAMMAD Erry Hidayat,MAS,"Nov 24, 1999",72.85,A,---,---,---,---,73kgMen,Total,534,False
---,LOH Yuan Yee,SGP,"Oct 22, 1998",72.55,A,---,---,---,---,73kgMen,Total,534,False
1,MOHAMAD Nasir Bin Roslan,MAS,"Jan 24, 1997",80.45,A,133,-138,138,138,81kgMen,Snatch,534,False
2,PORTER Ryley James,AUS,"Mar 27, 1995",80.65,A,140,144,-147,144,81kgMen,Snatch,534,False
3,LIM Kang Yin,SGP,"Nov 29, 1996",80.45,A,-115,115,120,120,81kgMen,Snatch,534,False
4,OON Yuen Tzern,SGP,"May 12, 1997",80.65,A,108,112,-116,112,81kgMen,Snatch,534,False
1,MOHAMAD Nasir Bin Roslan,MAS,"Jan 24, 1997",80.45,A,-160,-160,160,160,81kgMen,CleanJerk,534,False
2,PORTER Ryley James,AUS,"Mar 27, 1995",80.65,A,168,-173,-173,168,81kgMen,CleanJerk,534,False
3,LIM Kang Yin,SGP,"Nov 29, 1996",80.45,A,147,152,156,156,81kgMen,CleanJerk,534,False
4,OON Yuen Tzern,SGP,"May 12, 1997",80.65,A,140,145,-147,145,81kgMen,CleanJerk,534,False
1,MOHAMAD Nasir Bin Roslan,MAS,"Jan 24, 1997",80.45,A,138,160,298,---,81kgMen,Total,534,False
2,PORTER Ryley James,AUS,"Mar 27, 1995",80.65,A,144,168,312,---,81kgMen,Total,534,False
3,LIM Kang Yin,SGP,"Nov 29, 1996",80.45,A,120,156,276,---,81kgMen,Total,534,False
4,OON Yuen Tzern,SGP,"May 12, 1997",80.65,A,112,145,257,---,81kgMen,Total,534,False
1,THAKUR Vikas,IND,"Nov 14, 1993",95.65,A,147,151,-154,151,96kgMen,Snatch,534,False
2,BARREDO Ridge Nathan Richard,AUS,"Oct 06, 1995",95.50,A,145,149,-153,149,96kgMen,Snatch,534,False
3,RAGALA Venkat Rahul,IND,"Mar 16, 1997",95.50,A,146,-150,-153,145,96kgMen,Snatch,534,False
1,THAKUR Vikas,IND,"Nov 14, 1993",95.65,A,183,188,-192,188,96kgMen,CleanJerk,534,False
2,BARREDO Ridge Nathan Richard,AUS,"Oct 06, 1995",95.50,A,187,-191,-191,187,96kgMen,CleanJerk,534,False
3,RAGALA Venkat Rahul,IND,"Mar 16, 1997",95.50,A,-182,-182,182,182,96kgMen,CleanJerk,534,False
1,THAKUR Vikas,IND,"Nov 14, 1993",95.65,A,151,188,339,---,96kgMen,Total,534,False
2,BARREDO Ridge Nathan Richard,AUS,"Oct 06, 1995",95.50,A,149,187,336,---,96kgMen,Total,534,False
3,RAGALA Venkat Rahul,IND,"Mar 16, 1997",95.50,A,145,182,328,---,96kgMen,Total,534,False
1,BIN SHAMSUDDIN Muhammad Hafiz,MAS,"Apr 20, 1999",108.20,A,151,156,-161,156,109kgMen,Snatch,534,False
2,ROBERTS-YOUNG Jackson George,AUS,"Aug 15, 1996",108.75,A,145,-150,-150,145,109kgMen,Snatch,534,False
3,COURTNEY Zachary,SCO,"Apr 12, 1994",107.65,A,135,-143,143,143,109kgMen,Snatch,534,False
4,PETERS Shanaka Madusanka,SRI,"Oct 10, 1991",103.20,A,131,-134,134,134,109kgMen,Snatch,534,False
5,AVIMEDILLE GEDARA Saman Abeywickrama,SRI,"May 18, 1988",107.30,A,-131,131,-134,131,109kgMen,Snatch,534,False
1,ROBERTS-YOUNG Jackson George,AUS,"Aug 15, 1996",108.75,A,194,-198,-198,194,109kgMen,CleanJerk,534,False
2,BIN SHAMSUDDIN Muhammad Hafiz,MAS,"Apr 20, 1999",108.20,A,-180,180,-185,180,109kgMen,CleanJerk,534,False
3,PETERS Shanaka Madusanka,SRI,"Oct 10, 1991",103.20,A,-168,168,-174,168,109kgMen,CleanJerk,534,False
4,AVIMEDILLE GEDARA Saman Abeywickrama,SRI,"May 18, 1988",107.30,A,-165,165,-173,165,109kgMen,CleanJerk,534,False
5,COURTNEY Zachary,SCO,"Apr 12, 1994",107.65,A,160,-172,-172,160,109kgMen,CleanJerk,534,False
1,ROBERTS-YOUNG Jackson George,AUS,"Aug 15, 1996",108.75,A,145,194,339,---,109kgMen,Total,534,False
2,BIN SHAMSUDDIN Muhammad Hafiz,MAS,"Apr 20, 1999",108.20,A,156,180,336,---,109kgMen,Total,534,False
3,COURTNEY Zachary,SCO,"Apr 12, 1994",107.65,A,143,160,303,---,109kgMen,Total,534,False
4,PETERS Shanaka Madusanka,SRI,"Oct 10, 1991",103.20,A,134,168,302,---,109kgMen,Total,534,False
5,AVIMEDILLE GEDARA Saman Abeywickrama,SRI,"May 18, 1988",107.30,A,131,165,296,---,109kgMen,Total,534,False
1,WIDANA PATHIRANAGE Ushan Charuka,SRI,"Aug 09, 1993",146.50,A,140,-150,150,150,+109kgMen,Snatch,534,False
1,WIDANA PATHIRANAGE Ushan Charuka,SRI,"Aug 09, 1993",146.50,A,180,-185,-190,180,+109kgMen,CleanJerk,534,False
1,WIDANA PATHIRANAGE Ushan Charuka,SRI,"Aug 09, 1993",146.50,A,150,180,330,---,+109kgMen,Total,534,False
1,DIVISEKARA Mudiyanselage Srimali Samarak,SRI,"Sep 19, 1999",48.35,A,61,63,65,65,49kgWomen,Snatch,534,False
2,CHAN Ying Ying,SGP,"Mar 06, 1995",48.40,A,55,58,-61,58,49kgWomen,Snatch,534,False
---,BOMIRIYAGE GOMAS Dinusha Hansani,SRI,"Dec 30, 1992",48.80,A,-63,-63,-63,---,49kgWomen,Snatch,534,False
1,DIVISEKARA Mudiyanselage Srimali Samarak,SRI,"Sep 19, 1999",48.35,A,83,86,-90,86,49kgWomen,CleanJerk,534,False
2,CHAN Ying Ying,SGP,"Mar 06, 1995",48.40,A,70,74,-78,74,49kgWomen,CleanJerk,534,False
---,BOMIRIYAGE GOMAS Dinusha Hansani,SRI,"Dec 30, 1992",48.80,A,---,---,---,---,49kgWomen,CleanJerk,534,False
1,DIVISEKARA Mudiyanselage Srimali Samarak,SRI,"Sep 19, 1999",48.35,A,65,86,151,---,49kgWomen,Total,534,False
2,CHAN Ying Ying,SGP,"Mar 06, 1995",48.40,A,58,74,132,---,49kgWomen,Total,534,False
---,BOMIRIYAGE GOMAS Dinusha Hansani,SRI,"Dec 30, 1992",48.80,A,---,---,---,---,49kgWomen,Total,534,False
1,MIRABAI Chanu Saikhom,IND,"Aug 08, 1994",50.80,A,81,84,86,86,55kgWomen,Snatch,534,False
2,SEWASTENKO Jess,AUS,"Feb 22, 1994",54.70,A,73,77,-79,77,55kgWomen,Snatch,534,False
3,ELLY Cascandra Engelbert,MAS,"Jun 19, 2000",53.75,A,70,75,-78,75,55kgWomen,Snatch,534,False
