rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,LARIKI Abdenour,ALG,"Born: Sep 09, 1999",B.weight: 56.00,Group: A,1: 84,2: 88,3: -91,Total: 88,56kgMen,Snatch,402
Rank: 2,CHETIOUI Mohamed,ALG,"Born: Apr 12, 1999",B.weight: 55.94,Group: A,1: 77,2: 83,3: -87,Total: 83,56kgMen,Snatch,402
Rank: 3,SSEKITOLEKO Julius,UGA,"Born: Aug 07, 2000",B.weight: 55.40,Group: A,1: 50,2: 55,3: 60,Total: 60,56kgMen,Snatch,402
Rank: 4,KGASWANE Kgotla Alphius N,BOT,"Born: Jul 07, 2000",B.weight: 53.93,Group: A,1: -58,2: -58,3: 58,Total: 58,56kgMen,Snatch,402
Rank: 5,OCHOMA Benjamin Osiemo,KEN,"Born: Oct 18, 1999",B.weight: 50.84,Group: A,1: 53,2: -56,3: -57,Total: 53,56kgMen,Snatch,402
Rank: 1,CHETIOUI Mohamed,ALG,"Born: Apr 12, 1999",B.weight: 55.94,Group: A,1: 103,2: 110,3: -112,Total: 110,56kgMen,CleanJerk,402
Rank: 2,LARIKI Abdenour,ALG,"Born: Sep 09, 1999",B.weight: 56.00,Group: A,1: 100,2: 107,3: -111,Total: 107,56kgMen,CleanJerk,402
Rank: 3,SSEKITOLEKO Julius,UGA,"Born: Aug 07, 2000",B.weight: 55.40,Group: A,1: 70,2: 75,3: 80,Total: 80,56kgMen,CleanJerk,402
Rank: 4,KGASWANE Kgotla Alphius N,BOT,"Born: Jul 07, 2000",B.weight: 53.93,Group: A,1: 70,2: -75,3: 76,Total: 76,56kgMen,CleanJerk,402
Rank: 5,OCHOMA Benjamin Osiemo,KEN,"Born: Oct 18, 1999",B.weight: 50.84,Group: A,1: 68,2: 72,3: -76,Total: 72,56kgMen,CleanJerk,402
Rank: 1,LARIKI Abdenour,ALG,"Born: Sep 09, 1999",B.weight: 56.00,Group: A,Snatch: 88,CI&Jerk: 107,Total: 195,,56kgMen,Total,402
Rank: 2,CHETIOUI Mohamed,ALG,"Born: Apr 12, 1999",B.weight: 55.94,Group: A,Snatch: 83,CI&Jerk: 110,Total: 193,,56kgMen,Total,402
Rank: 3,SSEKITOLEKO Julius,UGA,"Born: Aug 07, 2000",B.weight: 55.40,Group: A,Snatch: 60,CI&Jerk: 80,Total: 140,,56kgMen,Total,402
Rank: 4,KGASWANE Kgotla Alphius N,BOT,"Born: Jul 07, 2000",B.weight: 53.93,Group: A,Snatch: 58,CI&Jerk: 76,Total: 134,,56kgMen,Total,402
Rank: 5,OCHOMA Benjamin Osiemo,KEN,"Born: Oct 18, 1999",B.weight: 50.84,Group: A,Snatch: 53,CI&Jerk: 72,Total: 125,,56kgMen,Total,402
Rank: 1,BOUAZZA Abid Mohamed Amine,ALG,"Born: Feb 18, 1998",B.weight: 61.96,Group: A,1: 100,2: 105,3: -111,Total: 105,62kgMen,Snatch,402
Rank: 2,ABOUMIHDI Akram Abraheem Mahmoud,LBA,"Born: May 24, 1997",B.weight: 60.18,Group: A,1: 87,2: 92,3: 96,Total: 96,62kgMen,Snatch,402
Rank: 3,AGBORO Favour Omovigho,NGR,"Born: Nov 17, 1999",B.weight: 61.50,Group: A,1: 90,2: 95,3: -102,Total: 95,62kgMen,Snatch,402
Rank: 4,BEN HADJ Mohamed Aziz,TUN,"Born: Jan 14, 2002",B.weight: 61.66,Group: A,1: 80,2: 86,3: 91,Total: 91,62kgMen,Snatch,402
Rank: 5,BOOYSE Ross Peter,RSA,"Born: Jun 29, 1999",B.weight: 61.49,Group: A,1: 72,2: 78,3: 83,Total: 83,62kgMen,Snatch,402
Rank: 1,BOUAZZA Abid Mohamed Amine,ALG,"Born: Feb 18, 1998",B.weight: 61.96,Group: A,1: 123,2: 126,3: -130,Total: 126,62kgMen,CleanJerk,402
Rank: 2,AGBORO Favour Omovigho,NGR,"Born: Nov 17, 1999",B.weight: 61.50,Group: A,1: 122,2: -125,3: -125,Total: 122,62kgMen,CleanJerk,402
Rank: 3,ABOUMIHDI Akram Abraheem Mahmoud,LBA,"Born: May 24, 1997",B.weight: 60.18,Group: A,1: 110,2: 112,3: 116,Total: 116,62kgMen,CleanJerk,402
Rank: 4,BEN HADJ Mohamed Aziz,TUN,"Born: Jan 14, 2002",B.weight: 61.66,Group: A,1: 104,2: 111,3: 115,Total: 115,62kgMen,CleanJerk,402
Rank: 5,BOOYSE Ross Peter,RSA,"Born: Jun 29, 1999",B.weight: 61.49,Group: A,1: 95,2: 100,3: -105,Total: 100,62kgMen,CleanJerk,402
Rank: 1,BOUAZZA Abid Mohamed Amine,ALG,"Born: Feb 18, 1998",B.weight: 61.96,Group: A,Snatch: 105,CI&Jerk: 126,Total: 231,,62kgMen,Total,402
Rank: 2,AGBORO Favour Omovigho,NGR,"Born: Nov 17, 1999",B.weight: 61.50,Group: A,Snatch: 95,CI&Jerk: 122,Total: 217,,62kgMen,Total,402
Rank: 3,ABOUMIHDI Akram Abraheem Mahmoud,LBA,"Born: May 24, 1997",B.weight: 60.18,Group: A,Snatch: 96,CI&Jerk: 116,Total: 212,,62kgMen,Total,402
Rank: 4,BEN HADJ Mohamed Aziz,TUN,"Born: Jan 14, 2002",B.weight: 61.66,Group: A,Snatch: 91,CI&Jerk: 115,Total: 206,,62kgMen,Total,402
Rank: 5,BOOYSE Ross Peter,RSA,"Born: Jun 29, 1999",B.weight: 61.49,Group: A,Snatch: 83,CI&Jerk: 100,Total: 183,,62kgMen,Total,402
Rank: 1,FARDJALLAH Samir,ALG,"Born: May 18, 1998",B.weight: 68.93,Group: A,1: 115,2: -120,3: 120,Total: 120,69kgMen,Snatch,402
Rank: 2,PANDOO Dinesh Jevin,MRI,"Born: Feb 25, 2001",B.weight: 68.84,Group: A,1: 98,2: 106,3: -111,Total: 106,69kgMen,Snatch,402
Rank: 3,PHILLIPS Jon-Antohein,RSA,"Born: May 02, 2000",B.weight: 64.62,Group: A,1: 80,2: 85,3: -90,Total: 85,69kgMen,Snatch,402
