rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,DIDZBALIS Aurimas,LTU,"Jun 13, 1991",93.50,A,170,-176,177,177,94kgMen,Snatch,198,True
2,IVANOV Alexandr,RUS,"Jul 22, 1989",91.50,A,168,173,176,176,94kgMen,Snatch,198,True
3,KOSOV Aleksei,RUS,"Jul 29, 1994",91.40,A,-167,167,174,174,94kgMen,Snatch,198,True
4,MOHAMMADPOURKARKARAGH Saeid,IRI,"Mar 03, 1993",93.90,A,168,173,-175,173,94kgMen,Snatch,198,True
5,DEMANOV Andrey,RUS,"Jul 15, 1985",93.90,A,170,-174,-174,170,94kgMen,Snatch,198,True
6,UTESHOV Almas,KAZ,"May 18, 1988",93.10,A,150,160,163,163,94kgMen,Snatch,198,True
---,NURUDINOV Ruslan,UZB,"Nov 24, 1991",93.12,A,---,---,---,---,94kgMen,Snatch,198,True
1,DEMANOV Andrey,RUS,"Jul 15, 1985",93.90,A,205,217,---,217,94kgMen,CleanJerk,198,True
2,IVANOV Alexandr,RUS,"Jul 22, 1989",91.50,A,-205,205,210,210,94kgMen,CleanJerk,198,True
3,DIDZBALIS Aurimas,LTU,"Jun 13, 1991",93.50,A,202,-208,208,208,94kgMen,CleanJerk,198,True
4,UTESHOV Almas,KAZ,"May 18, 1988",93.10,A,190,202,205,205,94kgMen,CleanJerk,198,True
5,KOSOV Aleksei,RUS,"Jul 29, 1994",91.40,A,180,190,-195,190,94kgMen,CleanJerk,198,True
---,MOHAMMADPOURKARKARAGH Saeid,IRI,"Mar 03, 1993",93.90,A,-207,-207,-209,---,94kgMen,CleanJerk,198,True
---,NURUDINOV Ruslan,UZB,"Nov 24, 1991",93.12,A,---,---,---,---,94kgMen,CleanJerk,198,True
1,DEMANOV Andrey,RUS,"Jul 15, 1985",93.90,A,170,217,387,,94kgMen,Total,198,True
2,IVANOV Alexandr,RUS,"Jul 22, 1989",91.50,A,176,210,386,,94kgMen,Total,198,True
3,DIDZBALIS Aurimas,LTU,"Jun 13, 1991",93.50,A,177,208,385,,94kgMen,Total,198,True
4,UTESHOV Almas,KAZ,"May 18, 1988",93.10,A,163,205,368,,94kgMen,Total,198,True
5,KOSOV Aleksei,RUS,"Jul 29, 1994",91.40,A,174,190,364,,94kgMen,Total,198,True
---,MOHAMMADPOURKARKARAGH Saeid,IRI,"Mar 03, 1993",93.90,A,173,---,---,,94kgMen,Total,198,True
---,NURUDINOV Ruslan,UZB,"Nov 24, 1991",93.12,A,---,---,---,,94kgMen,Total,198,True
1,MURATOV Gennady,RUS,"Mar 02, 1987",104.40,A,180,185,-190,185,105kgMen,Snatch,198,True
2,BEDZHANYAN David,RUS,"Sep 06, 1988",104.70,A,175,180,183,183,105kgMen,Snatch,198,True
3,NANIEV Timur,RUS,"Sep 20, 1994",103.60,A,170,175,179,179,105kgMen,Snatch,198,True
4,JUGHELI Ahed,SYR,"Oct 10, 1982",104.30,A,170,175,179,179,105kgMen,Snatch,198,True
5,SHEIKO Maksim,RUS,"Apr 14, 1988",101.00,A,178,-182,-182,178,105kgMen,Snatch,198,True
6,YANG Zhe,CHN,"Jul 14, 1991",104.20,A,170,-178,-178,170,105kgMen,Snatch,198,True
7,AUDZEYEU Mikhail,BLR,"Feb 02, 1982",104.40,A,165,170,-175,170,105kgMen,Snatch,198,True
8,EFREMOV Ivan,UZB,"Mar 09, 1986",100.30,A,-165,165,-170,165,105kgMen,Snatch,198,True
9,BAYDAR Fatih,TUR,"Jan 01, 1983",94.10,A,150,155,158,158,105kgMen,Snatch,198,True
10,SEVGILI Mehmet,TUR,"Aug 24, 1985",95.80,A,-150,150,155,155,105kgMen,Snatch,198,True
1,BEDZHANYAN David,RUS,"Sep 06, 1988",104.70,A,220,230,238,238,105kgMen,CleanJerk,198,True
2,SHEIKO Maksim,RUS,"Apr 14, 1988",101.00,A,213,222,-230,222,105kgMen,CleanJerk,198,True
3,MURATOV Gennady,RUS,"Mar 02, 1987",104.40,A,215,221,-230,221,105kgMen,CleanJerk,198,True
4,JUGHELI Ahed,SYR,"Oct 10, 1982",104.30,A,207,213,220,220,105kgMen,CleanJerk,198,True
5,NANIEV Timur,RUS,"Sep 20, 1994",103.60,A,200,210,-215,210,105kgMen,CleanJerk,198,True
6,EFREMOV Ivan,UZB,"Mar 09, 1986",100.30,A,200,205,207,207,105kgMen,CleanJerk,198,True
7,YANG Zhe,CHN,"Jul 14, 1991",104.20,A,200,---,---,200,105kgMen,CleanJerk,198,True
8,AUDZEYEU Mikhail,BLR,"Feb 02, 1982",104.40,A,195,200,-210,200,105kgMen,CleanJerk,198,True
9,SEVGILI Mehmet,TUR,"Aug 24, 1985",95.80,A,175,-180,185,185,105kgMen,CleanJerk,198,True
10,BAYDAR Fatih,TUR,"Jan 01, 1983",94.10,A,170,178,182,182,105kgMen,CleanJerk,198,True
1,BEDZHANYAN David,RUS,"Sep 06, 1988",104.70,A,183,238,421,,105kgMen,Total,198,True
2,MURATOV Gennady,RUS,"Mar 02, 1987",104.40,A,185,221,406,,105kgMen,Total,198,True
3,SHEIKO Maksim,RUS,"Apr 14, 1988",101.00,A,178,222,400,,105kgMen,Total,198,True
4,JUGHELI Ahed,SYR,"Oct 10, 1982",104.30,A,179,220,399,,105kgMen,Total,198,True
5,NANIEV Timur,RUS,"Sep 20, 1994",103.60,A,179,210,389,,105kgMen,Total,198,True
6,EFREMOV Ivan,UZB,"Mar 09, 1986",100.30,A,165,207,372,,105kgMen,Total,198,True
7,YANG Zhe,CHN,"Jul 14, 1991",104.20,A,170,200,370,,105kgMen,Total,198,True
8,AUDZEYEU Mikhail,BLR,"Feb 02, 1982",104.40,A,170,200,370,,105kgMen,Total,198,True
9,BAYDAR Fatih,TUR,"Jan 01, 1983",94.10,A,158,182,340,,105kgMen,Total,198,True
10,SEVGILI Mehmet,TUR,"Aug 24, 1985",95.80,A,155,185,340,,105kgMen,Total,198,True
1,ALBEGOV Ruslan,RUS,"Jan 26, 1988",147.70,A,190,195,-198,195,+105kgMen,Snatch,198,True
2,NAGY Peter,HUN,"Jan 16, 1986",150.60,A,180,187,-193,187,+105kgMen,Snatch,198,True
3,MOULAEI Bahador,IRI,"Mar 21, 1992",129.40,A,170,175,180,180,+105kgMen,Snatch,198,True
4,VORNIK Dzmitry,BLR,"Aug 22, 1988",127.50,A,165,170,175,175,+105kgMen,Snatch,198,True
5,KRASKA Adam,POL,"Jul 18, 1978",113.30,A,150,157,162,162,+105kgMen,Snatch,198,True
6,KAPLIN Dmitriy,KAZ,"Oct 19, 1988",116.50,A,145,155,-160,155,+105kgMen,Snatch,198,True
DSQ,MOGUSHKOV Chingiz,RUS,"Dec 31, 1986",183.50,A,176,185,190,---,+105kgMen,Snatch,198,True
1,ALBEGOV Ruslan,RUS,"Jan 26, 1988",147.70,A,230,235,240,240,+105kgMen,CleanJerk,198,True
2,NAGY Peter,HUN,"Jan 16, 1986",150.60,A,213,221,-231,221,+105kgMen,CleanJerk,198,True
3,MOULAEI Bahador,IRI,"Mar 21, 1992",129.40,A,220,-231,-231,220,+105kgMen,CleanJerk,198,True
4,VORNIK Dzmitry,BLR,"Aug 22, 1988",127.50,A,195,200,205,205,+105kgMen,CleanJerk,198,True
5,KRASKA Adam,POL,"Jul 18, 1978",113.30,A,190,200,-213,200,+105kgMen,CleanJerk,198,True
6,KAPLIN Dmitriy,KAZ,"Oct 19, 1988",116.50,A,180,190,---,190,+105kgMen,CleanJerk,198,True
DSQ,MOGUSHKOV Chingiz,RUS,"Dec 31, 1986",183.50,A,221,-236,---,---,+105kgMen,CleanJerk,198,True
1,ALBEGOV Ruslan,RUS,"Jan 26, 1988",147.70,A,195,240,435,,+105kgMen,Total,198,True
2,NAGY Peter,HUN,"Jan 16, 1986",150.60,A,187,221,408,,+105kgMen,Total,198,True
3,MOULAEI Bahador,IRI,"Mar 21, 1992",129.40,A,180,220,400,,+105kgMen,Total,198,True
4,VORNIK Dzmitry,BLR,"Aug 22, 1988",127.50,A,175,205,380,,+105kgMen,Total,198,True
5,KRASKA Adam,POL,"Jul 18, 1978",113.30,A,162,200,362,,+105kgMen,Total,198,True
6,KAPLIN Dmitriy,KAZ,"Oct 19, 1988",116.50,A,155,190,345,,+105kgMen,Total,198,True
DSQ,MOGUSHKOV Chingiz,RUS,"Dec 31, 1986",183.50,A,---,---,---,,+105kgMen,Total,198,True
1,ZABOLOTNAYA Natalya,RUS,"Aug 15, 1985",75.00,A,125,135,-136,135,75kgWomen,Snatch,198,True
2,VALENTIN PEREZ Lidia,ESP,"Feb 10, 1985",73.62,A,110,115,-120,115,75kgWomen,Snatch,198,True
3,EVSTIUKHINA Nadezhda,RUS,"May 27, 1988",71.20,A,105,110,-115,110,75kgWomen,Snatch,198,True
1,ZABOLOTNAYA Natalya,RUS,"Aug 15, 1985",75.00,A,-150,150,161,161,75kgWomen,CleanJerk,198,True
2,EVSTIUKHINA Nadezhda,RUS,"May 27, 1988",71.20,A,135,140,145,145,75kgWomen,CleanJerk,198,True
3,VALENTIN PEREZ Lidia,ESP,"Feb 10, 1985",73.62,A,130,140,-145,140,75kgWomen,CleanJerk,198,True
1,ZABOLOTNAYA Natalya,RUS,"Aug 15, 1985",75.00,A,135,161,296,,75kgWomen,Total,198,True
2,EVSTIUKHINA Nadezhda,RUS,"May 27, 1988",71.20,A,110,145,255,,75kgWomen,Total,198,True
3,VALENTIN PEREZ Lidia,ESP,"Feb 10, 1985",73.62,A,115,140,255,,75kgWomen,Total,198,True
1,KASHIRINA Tatiana,RUS,"Jan 24, 1991",98.00,A,135,143,148,148,+75kgWomen,Snatch,198,True
2,KHENJANTUEK Praeonapa,THA,"Jul 30, 1992",115.00,A,105,109,-113,109,+75kgWomen,Snatch,198,True
3,KACHAEVA Yulia,RUS,"Nov 29, 1990",96.60,A,95,100,103,103,+75kgWomen,Snatch,198,True
DSQ,KOROBKA Olha,UKR,"Dec 07, 1985",165.50,A,115,120,-125,---,+75kgWomen,Snatch,198,True
1,KASHIRINA Tatiana,RUS,"Jan 24, 1991",98.00,A,165,175,-181,175,+75kgWomen,CleanJerk,198,True
2,KHENJANTUEK Praeonapa,THA,"Jul 30, 1992",115.00,A,135,140,145,145,+75kgWomen,CleanJerk,198,True
3,KACHAEVA Yulia,RUS,"Nov 29, 1990",96.60,A,123,129,132,132,+75kgWomen,CleanJerk,198,True
DSQ,KOROBKA Olha,UKR,"Dec 07, 1985",165.50,A,141,146,---,---,+75kgWomen,CleanJerk,198,True
1,KASHIRINA Tatiana,RUS,"Jan 24, 1991",98.00,A,148,175,323,,+75kgWomen,Total,198,True
2,KHENJANTUEK Praeonapa,THA,"Jul 30, 1992",115.00,A,109,145,254,,+75kgWomen,Total,198,True
3,KACHAEVA Yulia,RUS,"Nov 29, 1990",96.60,A,103,132,235,,+75kgWomen,Total,198,True
DSQ,KOROBKA Olha,UKR,"Dec 07, 1985",165.50,A,---,---,---,,+75kgWomen,Total,198,True
