rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,CASQUETE BURGOS Bryan Alexander,ECU,"Jul 10, 1997",49.63,A,77,- 80,80,80,50kgMen,Snatch,284,True
2,MONTES LOPEZ Santiago Esteban,COL,"Sep 19, 1998",49.75,A,75,78,80,80,50kgMen,Snatch,284,True
3,IPIALES YEPEZ Juan Carlos,ECU,"Oct 13, 1998",49.99,A,72,76,- 79,76,50kgMen,Snatch,284,True
4,B. NEVES Robert,BRA,"Jun 15, 1998",48.97,A,55,60,- 65,60,50kgMen,Snatch,284,True
1,CASQUETE BURGOS Bryan Alexander,ECU,"Jul 10, 1997",49.63,A,102,105,-106,105,50kgMen,CleanJerk,284,True
2,IPIALES YEPEZ Juan Carlos,ECU,"Oct 13, 1998",49.99,A,94,98,-103,98,50kgMen,CleanJerk,284,True
3,MONTES LOPEZ Santiago Esteban,COL,"Sep 19, 1998",49.75,A,96,-101,-101,96,50kgMen,CleanJerk,284,True
4,B. NEVES Robert,BRA,"Jun 15, 1998",48.97,A,- 70,70,75,75,50kgMen,CleanJerk,284,True
1,CASQUETE BURGOS Bryan Alexander,ECU,"Jul 10, 1997",49.63,A,80,105,185,,50kgMen,Total,284,True
2,MONTES LOPEZ Santiago Esteban,COL,"Sep 19, 1998",49.75,A,80,96,176,,50kgMen,Total,284,True
3,IPIALES YEPEZ Juan Carlos,ECU,"Oct 13, 1998",49.99,A,76,98,174,,50kgMen,Total,284,True
4,B. NEVES Robert,BRA,"Jun 15, 1998",48.97,A,60,75,135,,50kgMen,Total,284,True
1,GARRIDO BUENAIRE Victor Jesus,ECU,"May 27, 1998",55.30,A,96,101,-105,101,56kgMen,Snatch,284,True
2,LOPEZ CARRANZA Brandy,PER,"Oct 15, 1998",55.27,A,85,89,92,92,56kgMen,Snatch,284,True
3,DELGADO TUESTA Jhordan Neri,PER,"Nov 11, 1997",55.83,A,78,82,- 85,82,56kgMen,Snatch,284,True
4,DE SENA FERNANDES Renan,BRA,"Feb 10, 1999",55.43,A,67,74,- 80,74,56kgMen,Snatch,284,True
5,F. SOARES Erick W.,BRA,"Aug 16, 1998",55.63,A,67,72,- 75,72,56kgMen,Snatch,284,True
1,LOPEZ CARRANZA Brandy,PER,"Oct 15, 1998",55.27,A,115,119,123,123,56kgMen,CleanJerk,284,True
2,GARRIDO BUENAIRE Victor Jesus,ECU,"May 27, 1998",55.30,A,118,122,-125,122,56kgMen,CleanJerk,284,True
3,DELGADO TUESTA Jhordan Neri,PER,"Nov 11, 1997",55.83,A,105,109,112,112,56kgMen,CleanJerk,284,True
4,DE SENA FERNANDES Renan,BRA,"Feb 10, 1999",55.43,A,85,94,- 97,94,56kgMen,CleanJerk,284,True
5,F. SOARES Erick W.,BRA,"Aug 16, 1998",55.63,A,85,90,- 94,90,56kgMen,CleanJerk,284,True
