rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,EL MAOUI Khalil,TUN,"Sep 12, 1988",55.76,A,114,116,121,121,56kgMen,Snatch,44,True
2,ARTUC Sedat,TUR,"Jun 09, 1976",55.90,A,-111,111,115,115,56kgMen,Snatch,44,True
3,KILIC Gokhan,TUR,"Jan 06, 1988",55.85,A,107,111,-115,111,56kgMen,Snatch,44,True
4,RAMO Moustafa,SYR,"Jul 10, 1985",55.90,A,102,-107,107,107,56kgMen,Snatch,44,True
5,AL TUBAL Suhib,LBA,"Jan 01, 1986",55.41,A,106,-112,-113,106,56kgMen,Snatch,44,True
6,DELLINO Vito,ITA,"Apr 16, 1982",55.61,A,106,-110,-112,106,56kgMen,Snatch,44,True
7,GUIRADO GARCIA Francisco Javier,ESP,"Nov 24, 1985",55.66,A,-100,100,-105,100,56kgMen,Snatch,44,True
8,LARIKI Elhabib,ALG,"Nov 03, 1987",55.48,A,95,-101,-101,95,56kgMen,Snatch,44,True
---,ABDALLAH Zaki,LBN,"Jan 01, 1978",55.37,A,-100,-100,-100,---,56kgMen,Snatch,44,True
1,EL MAOUI Khalil,TUN,"Sep 12, 1988",55.76,A,137,141,145,145,56kgMen,CleanJerk,44,True
2,DELLINO Vito,ITA,"Apr 16, 1982",55.61,A,136,140,-143,140,56kgMen,CleanJerk,44,True
3,RAMO Moustafa,SYR,"Jul 10, 1985",55.90,A,133,138,-141,138,56kgMen,CleanJerk,44,True
4,KILIC Gokhan,TUR,"Jan 06, 1988",55.85,A,135,-139,-139,135,56kgMen,CleanJerk,44,True
5,ARTUC Sedat,TUR,"Jun 09, 1976",55.90,A,135,-139,-139,135,56kgMen,CleanJerk,44,True
6,AL TUBAL Suhib,LBA,"Jan 01, 1986",55.41,A,130,-135,-135,130,56kgMen,CleanJerk,44,True
7,LARIKI Elhabib,ALG,"Nov 03, 1987",55.48,A,125,-130,-132,125,56kgMen,CleanJerk,44,True
8,GUIRADO GARCIA Francisco Javier,ESP,"Nov 24, 1985",55.66,A,115,120,-125,120,56kgMen,CleanJerk,44,True
---,ABDALLAH Zaki,LBN,"Jan 01, 1978",55.37,A,-135,-137,0.0,---,56kgMen,CleanJerk,44,True
1,EL MAOUI Khalil,TUN,"Sep 12, 1988",55.76,A,121,145,266,,56kgMen,Total,44,True
2,ARTUC Sedat,TUR,"Jun 09, 1976",55.90,A,115,135,250,,56kgMen,Total,44,True
3,DELLINO Vito,ITA,"Apr 16, 1982",55.61,A,106,140,246,,56kgMen,Total,44,True
4,KILIC Gokhan,TUR,"Jan 06, 1988",55.85,A,111,135,246,,56kgMen,Total,44,True
5,RAMO Moustafa,SYR,"Jul 10, 1985",55.90,A,107,138,245,,56kgMen,Total,44,True
