rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,PENG Xin,CHN,"Apr 22, 1999",55.55,A,110,-113,113,113,56kgMen,Snatch,368,True
2,MINGMOON Witoon,THA,"Feb 10, 1996",55.81,A,-110,110,113,113,56kgMen,Snatch,368,True
3,NGUYEN Tran Anh Tuan,VIE,"Feb 22, 1998",55.77,A,-111,-111,112,112,56kgMen,Snatch,368,True
4,SON Igor,KAZ,"Nov 16, 1998",54.62,A,103,108,110,110,56kgMen,Snatch,368,True
5,LAI Gia Thanh,VIE,"May 03, 1998",55.68,A,105,110,-113,110,56kgMen,Snatch,368,True
6,ALSALEEM Seraj Abdulrahim M,KSA,"Feb 10, 1996",55.26,A,98,104,-107,104,56kgMen,Snatch,368,True
7,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",55.75,B,100,104,-106,104,56kgMen,Snatch,368,True
8,LAI Yung-En,TPE,"Feb 03, 1997",55.63,A,98,102,-105,102,56kgMen,Snatch,368,True
9,CHANG Hao-Yu,TPE,"Sep 23, 1998",55.53,B,100,-103,-103,100,56kgMen,Snatch,368,True
10,SENOO Yuya,JPN,"Sep 04, 1996",55.74,A,93,97,100,100,56kgMen,Snatch,368,True
11,GARCIA Rowel,PHI,"Dec 16, 1996",55.82,B,95,100,-105,100,56kgMen,Snatch,368,True
12,ALSULAMI Faisal Khalid M,KSA,"May 14, 1996",55.83,A,100,-107,-107,100,56kgMen,Snatch,368,True
13,CHANAMBAM Rishikanta Singh,IND,"Jul 05, 1998",55.94,B,95,99,-102,99,56kgMen,Snatch,368,True
14,KAKHRAMONOV Mukhammadali,UZB,"Aug 10, 1998",55.90,A,93,96,- 99,96,56kgMen,Snatch,368,True
15,MUTHUPANDI Raja,IND,"Jan 12, 2000",55.80,B,- 95,95,- 99,95,56kgMen,Snatch,368,True
16,CUICO Clark,PHI,"Oct 09, 1997",51.84,B,85,90,- 95,90,56kgMen,Snatch,368,True
17,NYEIN Chan Htwe,MYA,"Nov 01, 1996",54.00,B,90,- 95,- 95,90,56kgMen,Snatch,368,True
1,MINGMOON Witoon,THA,"Feb 10, 1996",55.81,A,141,144,-156,144,56kgMen,CleanJerk,368,True
2,NGUYEN Tran Anh Tuan,VIE,"Feb 22, 1998",55.77,A,136,140,143,143,56kgMen,CleanJerk,368,True
3,LAI Gia Thanh,VIE,"May 03, 1998",55.68,A,134,-137,137,137,56kgMen,CleanJerk,368,True
4,SON Igor,KAZ,"Nov 16, 1998",54.62,A,130,136,-138,136,56kgMen,CleanJerk,368,True
5,PENG Xin,CHN,"Apr 22, 1999",55.55,A,130,-133,133,133,56kgMen,CleanJerk,368,True
6,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",55.75,B,-127,127,131,131,56kgMen,CleanJerk,368,True
7,CHANG Hao-Yu,TPE,"Sep 23, 1998",55.53,B,130,-133,-133,130,56kgMen,CleanJerk,368,True
8,LAI Yung-En,TPE,"Feb 03, 1997",55.63,A,125,128,130,130,56kgMen,CleanJerk,368,True
9,SENOO Yuya,JPN,"Sep 04, 1996",55.74,A,130,-137,-137,130,56kgMen,CleanJerk,368,True
10,MUTHUPANDI Raja,IND,"Jan 12, 2000",55.80,B,125,130,-136,130,56kgMen,CleanJerk,368,True
11,ALSALEEM Seraj Abdulrahim M,KSA,"Feb 10, 1996",55.26,A,123,128,-132,128,56kgMen,CleanJerk,368,True
12,KAKHRAMONOV Mukhammadali,UZB,"Aug 10, 1998",55.90,A,123,128,-131,128,56kgMen,CleanJerk,368,True
