rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,LY Quang Vinh,VIE,"Apr 14, 1999",55.41,A,110,115,-119,115,56kgMen,Snatch,388,True
2,LAI Gia Thanh,VIE,"May 03, 1998",55.50,A,107,-111,-111,107,56kgMen,Snatch,388,True
3,BUPPHAMALA Patiphan,THA,"Aug 27, 1999",55.87,A,-105,-106,106,106,56kgMen,Snatch,388,True
4,BAO Qiyou,CHN,"Sep 20, 2000",55.24,A,-105,105,-108,105,56kgMen,Snatch,388,True
5,LU Mingying,CHN,"Jun 09, 1999",55.63,A,100,-104,105,105,56kgMen,Snatch,388,True
6,CENIZA John Fabuar,PHI,"Feb 07, 1998",55.19,A,100,-105,-105,100,56kgMen,Snatch,388,True
7,ALBACHA CHEE Mohammed Ahmed Abd Ali,IRQ,"Jul 06, 1998",55.78,A,95,100,-102,100,56kgMen,Snatch,388,True
8,ALMAZYADI Nawaf Mohammed S,KSA,"Aug 19, 2000",55.88,A,97,-100,100,100,56kgMen,Snatch,388,True
9,KITADE Mitsushige,JPN,"Jan 15, 1998",55.68,A,93,96,-99,96,56kgMen,Snatch,388,True
10,ALARAB Hassan Abdulbaqi A,KSA,"Feb 11, 2000",55.85,B,85,90,-92,90,56kgMen,Snatch,388,True
11,YADAV Ram Kumar,NEP,"Apr 25, 1998",54.70,B,70,75,-78,75,56kgMen,Snatch,388,True
12,EBRAHIMKHAIL Mohammad Edris,AFG,"Aug 09, 1999",55.15,B,60,65,71,71,56kgMen,Snatch,388,True
13,RANABHAT Ganesh,NEP,"Oct 05, 1999",54.91,B,57,63,68,68,56kgMen,Snatch,388,True
1,LAI Gia Thanh,VIE,"May 03, 1998",55.50,A,136,142,144,144,56kgMen,CleanJerk,388,True
2,LY Quang Vinh,VIE,"Apr 14, 1999",55.41,A,133,137,143,143,56kgMen,CleanJerk,388,True
3,LU Mingying,CHN,"Jun 09, 1999",55.63,A,135,141,-144,141,56kgMen,CleanJerk,388,True
4,BUPPHAMALA Patiphan,THA,"Aug 27, 1999",55.87,A,132,-137,-138,132,56kgMen,CleanJerk,388,True
5,CENIZA John Fabuar,PHI,"Feb 07, 1998",55.19,A,125,130,-135,130,56kgMen,CleanJerk,388,True
6,ALMAZYADI Nawaf Mohammed S,KSA,"Aug 19, 2000",55.88,A,-122,122,130,130,56kgMen,CleanJerk,388,True
7,ALBACHA CHEE Mohammed Ahmed Abd Ali,IRQ,"Jul 06, 1998",55.78,A,120,123,126,126,56kgMen,CleanJerk,388,True
8,BAO Qiyou,CHN,"Sep 20, 2000",55.24,A,125,-131,-131,125,56kgMen,CleanJerk,388,True
