rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,LE Nguyen Quoc Bao,VIE,"Jan 01, 2000",49.57,A,92,96,-103,96,50kgMen,Snatch,378,True
2,CHOMCHUEN Natthawat,THA,"Jul 31, 2001",49.88,A,90,- 94,94,94,50kgMen,Snatch,378,True
3,DENG Hanpeng,CHN,"Feb 14, 2000",49.68,A,87,92,- 95,92,50kgMen,Snatch,378,True
4,CHOMCHUEN Teerapat,THA,"Jul 31, 2001",49.97,A,- 91,91,- 95,91,50kgMen,Snatch,378,True
5,CHOE Son Nam,PRK,"Jan 08, 2001",49.14,B,87,- 91,91,91,50kgMen,Snatch,378,True
6,HUANG Shiguo,CHN,"Jul 06, 2000",49.88,A,85,90,- 93,90,50kgMen,Snatch,378,True
7,VILLAR MANJARRES Estiven Jose,COL,"Mar 12, 2001",49.83,A,- 90,- 90,90,90,50kgMen,Snatch,378,True
8,DURAN REYNA Tomas Emiliano,MEX,"Dec 12, 2001",49.65,A,- 85,85,88,88,50kgMen,Snatch,378,True
9,POLAK Frantisek,CZE,"Jul 01, 2001",49.86,B,82,85,87,87,50kgMen,Snatch,378,True
10,SAPUTRA Ricko,INA,"Jan 21, 2000",49.31,A,- 87,- 87,87,87,50kgMen,Snatch,378,True
11,BALLENA VIDAURRE James Paul,PER,"Nov 11, 2000",49.46,A,86,- 89,- 89,86,50kgMen,Snatch,378,True
12,YANKOV Dimitar Nedyalkov,BUL,"Jul 23, 2003",49.84,B,81,83,86,86,50kgMen,Snatch,378,True
13,IANCU Valentin-Ionadi,ROU,"Jan 16, 2000",49.86,A,80,85,- 87,85,50kgMen,Snatch,378,True
14,ANDREAN PUTRA Albin,INA,"Sep 15, 2001",49.49,B,80,85,- 88,85,50kgMen,Snatch,378,True
15,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Sep 14, 2001",49.09,B,82,85,- 88,85,50kgMen,Snatch,378,True
16,MIRGA Tomas,CZE,"Dec 22, 2001",49.95,B,78,81,84,84,50kgMen,Snatch,378,True
17,BARCO RANGEL Juan Antonio,MEX,"Nov 08, 2002",49.58,B,78,81,84,84,50kgMen,Snatch,378,True
18,DO Tu Tung,VIE,"Jan 10, 2004",49.47,B,77,81,83,83,50kgMen,Snatch,378,True
19,LAI Yung-Chieh,TPE,"Apr 06, 2001",49.73,C,77,- 80,- 80,77,50kgMen,Snatch,378,True
20,KAO Chih-Wei,TPE,"Nov 14, 2001",49.87,C,65,70,75,75,50kgMen,Snatch,378,True
21,TOM Seth Sinjon,USA,"Apr 04, 2002",49.25,C,71,73,75,75,50kgMen,Snatch,378,True
22,ELFRADO Roy Bin Matin,MAS,"Sep 05, 2000",49.93,C,72,- 76,- 76,72,50kgMen,Snatch,378,True
23,MASSIDDA Sergio,ITA,"Jan 26, 2002",49.87,C,- 70,- 70,70,70,50kgMen,Snatch,378,True
24,FIIALKO Andrii,UKR,"Jan 23, 2001",50.00,C,65,69,- 72,69,50kgMen,Snatch,378,True
25,AL AJARMEH Hamzeh Ahmad Awad,JOR,"Jun 27, 2002",45.87,C,42,45,46,46,50kgMen,Snatch,378,True
26,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",49.16,C,35,40,- 45,40,50kgMen,Snatch,378,True
1,CHOMCHUEN Teerapat,THA,"Jul 31, 2001",49.97,A,113,120,125,125,50kgMen,CleanJerk,378,True
2,HUANG Shiguo,CHN,"Jul 06, 2000",49.88,A,110,116,123,123,50kgMen,CleanJerk,378,True
3,LE Nguyen Quoc Bao,VIE,"Jan 01, 2000",49.57,A,115,119,-124,119,50kgMen,CleanJerk,378,True
4,DENG Hanpeng,CHN,"Feb 14, 2000",49.68,A,113,118,-123,118,50kgMen,CleanJerk,378,True
5,CHOMCHUEN Natthawat,THA,"Jul 31, 2001",49.88,A,113,116,118,118,50kgMen,CleanJerk,378,True
6,VILLAR MANJARRES Estiven Jose,COL,"Mar 12, 2001",49.83,A,110,115,-120,115,50kgMen,CleanJerk,378,True
7,CHOE Son Nam,PRK,"Jan 08, 2001",49.14,B,113,-118,-120,113,50kgMen,CleanJerk,378,True
8,SAPUTRA Ricko,INA,"Jan 21, 2000",49.31,A,107,-112,113,113,50kgMen,CleanJerk,378,True
9,IANCU Valentin-Ionadi,ROU,"Jan 16, 2000",49.86,A,106,111,-114,111,50kgMen,CleanJerk,378,True
10,DURAN REYNA Tomas Emiliano,MEX,"Dec 12, 2001",49.65,A,106,111,-117,111,50kgMen,CleanJerk,378,True
11,BARCO RANGEL Juan Antonio,MEX,"Nov 08, 2002",49.58,B,107,111,-116,111,50kgMen,CleanJerk,378,True
12,BALLENA VIDAURRE James Paul,PER,"Nov 11, 2000",49.46,A,108,-112,-114,108,50kgMen,CleanJerk,378,True
13,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Sep 14, 2001",49.09,B,105,108,-111,108,50kgMen,CleanJerk,378,True
14,DO Tu Tung,VIE,"Jan 10, 2004",49.47,B,98,102,105,105,50kgMen,CleanJerk,378,True
15,POLAK Frantisek,CZE,"Jul 01, 2001",49.86,B,98,102,105,105,50kgMen,CleanJerk,378,True
16,LAI Yung-Chieh,TPE,"Apr 06, 2001",49.73,C,95,100,103,103,50kgMen,CleanJerk,378,True
17,ANDREAN PUTRA Albin,INA,"Sep 15, 2001",49.49,B,-101,101,-106,101,50kgMen,CleanJerk,378,True
18,ELFRADO Roy Bin Matin,MAS,"Sep 05, 2000",49.93,C,95,100,-105,100,50kgMen,CleanJerk,378,True
19,YANKOV Dimitar Nedyalkov,BUL,"Jul 23, 2003",49.84,B,95,100,-105,100,50kgMen,CleanJerk,378,True
20,MIRGA Tomas,CZE,"Dec 22, 2001",49.95,B,96,- 99,99,99,50kgMen,CleanJerk,378,True
21,MASSIDDA Sergio,ITA,"Jan 26, 2002",49.87,C,85,91,96,96,50kgMen,CleanJerk,378,True
22,TOM Seth Sinjon,USA,"Apr 04, 2002",49.25,C,89,92,- 95,92,50kgMen,CleanJerk,378,True
23,KAO Chih-Wei,TPE,"Nov 14, 2001",49.87,C,80,85,90,90,50kgMen,CleanJerk,378,True
24,FIIALKO Andrii,UKR,"Jan 23, 2001",50.00,C,- 85,85,- 90,85,50kgMen,CleanJerk,378,True
25,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",49.16,C,45,52,57,57,50kgMen,CleanJerk,378,True
26,AL AJARMEH Hamzeh Ahmad Awad,JOR,"Jun 27, 2002",45.87,C,52,55,- 57,55,50kgMen,CleanJerk,378,True
1,CHOMCHUEN Teerapat,THA,"Jul 31, 2001",49.97,A,91,125,216,,50kgMen,Total,378,True
2,LE Nguyen Quoc Bao,VIE,"Jan 01, 2000",49.57,A,96,119,215,,50kgMen,Total,378,True
3,HUANG Shiguo,CHN,"Jul 06, 2000",49.88,A,90,123,213,,50kgMen,Total,378,True
4,CHOMCHUEN Natthawat,THA,"Jul 31, 2001",49.88,A,94,118,212,,50kgMen,Total,378,True
5,DENG Hanpeng,CHN,"Feb 14, 2000",49.68,A,92,118,210,,50kgMen,Total,378,True
6,VILLAR MANJARRES Estiven Jose,COL,"Mar 12, 2001",49.83,A,90,115,205,,50kgMen,Total,378,True
7,CHOE Son Nam,PRK,"Jan 08, 2001",49.14,B,91,113,204,,50kgMen,Total,378,True
8,SAPUTRA Ricko,INA,"Jan 21, 2000",49.31,A,87,113,200,,50kgMen,Total,378,True
9,DURAN REYNA Tomas Emiliano,MEX,"Dec 12, 2001",49.65,A,88,111,199,,50kgMen,Total,378,True
10,IANCU Valentin-Ionadi,ROU,"Jan 16, 2000",49.86,A,85,111,196,,50kgMen,Total,378,True
11,BARCO RANGEL Juan Antonio,MEX,"Nov 08, 2002",49.58,B,84,111,195,,50kgMen,Total,378,True
12,BALLENA VIDAURRE James Paul,PER,"Nov 11, 2000",49.46,A,86,108,194,,50kgMen,Total,378,True
13,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Sep 14, 2001",49.09,B,85,108,193,,50kgMen,Total,378,True
14,POLAK Frantisek,CZE,"Jul 01, 2001",49.86,B,87,105,192,,50kgMen,Total,378,True
15,DO Tu Tung,VIE,"Jan 10, 2004",49.47,B,83,105,188,,50kgMen,Total,378,True
16,YANKOV Dimitar Nedyalkov,BUL,"Jul 23, 2003",49.84,B,86,100,186,,50kgMen,Total,378,True
17,ANDREAN PUTRA Albin,INA,"Sep 15, 2001",49.49,B,85,101,186,,50kgMen,Total,378,True
18,MIRGA Tomas,CZE,"Dec 22, 2001",49.95,B,84,99,183,,50kgMen,Total,378,True
19,LAI Yung-Chieh,TPE,"Apr 06, 2001",49.73,C,77,103,180,,50kgMen,Total,378,True
20,ELFRADO Roy Bin Matin,MAS,"Sep 05, 2000",49.93,C,72,100,172,,50kgMen,Total,378,True
21,TOM Seth Sinjon,USA,"Apr 04, 2002",49.25,C,75,92,167,,50kgMen,Total,378,True
22,MASSIDDA Sergio,ITA,"Jan 26, 2002",49.87,C,70,96,166,,50kgMen,Total,378,True
23,KAO Chih-Wei,TPE,"Nov 14, 2001",49.87,C,75,90,165,,50kgMen,Total,378,True
24,FIIALKO Andrii,UKR,"Jan 23, 2001",50.00,C,69,85,154,,50kgMen,Total,378,True
25,AL AJARMEH Hamzeh Ahmad Awad,JOR,"Jun 27, 2002",45.87,C,46,55,101,,50kgMen,Total,378,True
26,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",49.16,C,40,57,97,,50kgMen,Total,378,True
1,CHEN Jian,CHN,"Jul 07, 2000",55.70,A,106,-110,111,111,56kgMen,Snatch,378,True
2,JEREMY Lalrinnunga,IND,"Oct 26, 2002",55.66,A,105,108,110,110,56kgMen,Snatch,378,True
3,TOPTAS Caner,TUR,"Aug 14, 2001",55.91,A,101,-107,109,109,56kgMen,Snatch,378,True
4,GARCIA PEREZ Jairo Luis,COL,"Aug 02, 2000",54.99,A,101,-106,107,107,56kgMen,Snatch,378,True
5,CHEN Maoran,CHN,"Jan 15, 2000",55.72,A,-103,103,106,106,56kgMen,Snatch,378,True
6,O Won Gwan,PRK,"Jan 02, 2001",55.69,A,105,-110,-110,105,56kgMen,Snatch,378,True
7,MASTRANGELO Donato,ITA,"Sep 09, 2000",55.86,B,90,94,97,97,56kgMen,Snatch,378,True
8,DONEN Dogan,TUR,"Dec 10, 2002",55.73,B,96,- 99,- 99,96,56kgMen,Snatch,378,True
9,PEREZ ROJAS Angel Samuel,VEN,"Aug 21, 2000",55.71,A,96,-101,-101,96,56kgMen,Snatch,378,True
10,ALMAZYADI Nawaf Mohammed S,KSA,"Aug 19, 2000",55.71,A,90,- 96,96,96,56kgMen,Snatch,378,True
11,YERGENBAY Yerassyl,KAZ,"Mar 16, 2001",55.82,A,95,-100,-100,95,56kgMen,Snatch,378,True
12,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",55.37,A,90,95,- 98,95,56kgMen,Snatch,378,True
13,ZAKHUMA,IND,"Apr 01, 2001",55.71,A,94,- 97,- 99,94,56kgMen,Snatch,378,True
14,MAMMADOV Ismayil,AZE,"Aug 18, 2000",55.96,B,88,94,- 97,94,56kgMen,Snatch,378,True
15,BALAUTA Petrica,ROU,"Jun 29, 2000",55.66,B,90,94,- 97,94,56kgMen,Snatch,378,True
16,SOMBOON-UAN Thada,THA,"Nov 03, 2000",53.90,B,90,94,- 96,94,56kgMen,Snatch,378,True
17,HUSEYNOV Elmaddin,AZE,"Apr 01, 2001",55.80,B,88,91,94,94,56kgMen,Snatch,378,True
18,KILBERT Antwan Latell,USA,"Jul 02, 2001",55.43,C,87,91,93,93,56kgMen,Snatch,378,True
19,CHEN Chia-Lung,TPE,"Mar 28, 2001",55.50,C,88,91,93,93,56kgMen,Snatch,378,True
20,MUNGUIA NUNEZ Francisco Jesus,MEX,"Apr 20, 2000",55.76,B,87,90,92,92,56kgMen,Snatch,378,True
21,MARTINEZ LOPEZ Juan Camilo,COL,"Mar 18, 2001",55.13,B,91,- 94,- 95,91,56kgMen,Snatch,378,True
22,MARTINEZ CASTILLO Ronnier Zaed,PAN,"Dec 12, 2001",55.66,B,85,88,90,90,56kgMen,Snatch,378,True
23,FLOREA Robert-George,ROU,"Jun 26, 2002",55.67,B,85,- 90,90,90,56kgMen,Snatch,378,True
24,BUI Dinh Sang,VIE,"Feb 18, 2002",55.39,C,85,- 90,90,90,56kgMen,Snatch,378,True
25,AKMOLDA Sairamkez,KAZ,"May 18, 2002",55.45,B,- 90,- 90,90,90,56kgMen,Snatch,378,True
26,PHAM Tien Dung,VIE,"Aug 12, 2001",55.00,B,88,- 92,- 92,88,56kgMen,Snatch,378,True
27,CHAMPA Chanon,THA,"May 31, 2000",55.60,B,- 87,87,- 91,87,56kgMen,Snatch,378,True
28,HARUTYUNYAN Khachik,ARM,"Sep 18, 2000",55.97,B,- 85,85,- 90,85,56kgMen,Snatch,378,True
29,ORSOS Richard,HUN,"Feb 07, 2001",55.91,C,78,82,85,85,56kgMen,Snatch,378,True
30,POOX PERALTA Jose Manuel,MEX,"Mar 17, 2003",50.59,C,80,84,- 86,84,56kgMen,Snatch,378,True
31,PERALES GARCIA Jose David,ESP,"Jan 27, 2001",53.75,C,- 75,75,81,81,56kgMen,Snatch,378,True
32,MARIO Allessandro Bong,MAS,"Oct 12, 2001",54.74,C,70,75,80,80,56kgMen,Snatch,378,True
33,ALARAB Hassan Abdulbaqi A,KSA,"Feb 11, 2000",55.55,C,78,- 84,- 84,78,56kgMen,Snatch,378,True
34,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",55.57,C,- 77,77,- 82,77,56kgMen,Snatch,378,True
35,RAJAONA Miharintsoa Jose Paselliaz,MAD,"Aug 04, 2001",52.93,C,70,- 75,75,75,56kgMen,Snatch,378,True
---,YAMAGUCHI Yuto,JPN,"Jun 15, 2000",54.45,C,- 90,- 90,- 90,---,56kgMen,Snatch,378,True
1,CHEN Maoran,CHN,"Jan 15, 2000",55.72,A,-132,132,135,135,56kgMen,CleanJerk,378,True
2,JEREMY Lalrinnunga,IND,"Oct 26, 2002",55.66,A,127,-130,130,130,56kgMen,CleanJerk,378,True
3,TOPTAS Caner,TUR,"Aug 14, 2001",55.91,A,121,128,-132,128,56kgMen,CleanJerk,378,True
4,O Won Gwan,PRK,"Jan 02, 2001",55.69,A,127,-131,-131,127,56kgMen,CleanJerk,378,True
5,ALMAZYADI Nawaf Mohammed S,KSA,"Aug 19, 2000",55.71,A,121,-126,126,126,56kgMen,CleanJerk,378,True
6,CHEN Jian,CHN,"Jul 07, 2000",55.70,A,120,125,-128,125,56kgMen,CleanJerk,378,True
7,HUSEYNOV Elmaddin,AZE,"Apr 01, 2001",55.80,B,118,122,125,125,56kgMen,CleanJerk,378,True
8,YERGENBAY Yerassyl,KAZ,"Mar 16, 2001",55.82,A,118,123,125,125,56kgMen,CleanJerk,378,True
9,MUNGUIA NUNEZ Francisco Jesus,MEX,"Apr 20, 2000",55.76,B,115,119,121,121,56kgMen,CleanJerk,378,True
10,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",55.37,A,120,-125,-125,120,56kgMen,CleanJerk,378,True
