rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,LOITONGBAM Ajit Singh,IND,"Dec 30, 1995",49.52,A,70,75,- 78,75,50kgMen,Snatch,178,True
2,EKANAYAKE E.M.S.S.,SRI,"Jun 01, 1996",47.96,A,60,65,71,71,50kgMen,Snatch,178,True
3,ISRAEL Denver,RSA,"Nov 02, 1995",46.34,A,55,58,- 61,58,50kgMen,Snatch,178,True
1,EKANAYAKE E.M.S.S.,SRI,"Jun 01, 1996",47.96,A,80,90,95,95,50kgMen,CleanJerk,178,True
2,LOITONGBAM Ajit Singh,IND,"Dec 30, 1995",49.52,A,90,- 94,- 94,90,50kgMen,CleanJerk,178,True
3,ISRAEL Denver,RSA,"Nov 02, 1995",46.34,A,72,- 75,- 75,72,50kgMen,CleanJerk,178,True
1,EKANAYAKE E.M.S.S.,SRI,"Jun 01, 1996",47.96,A,71,95,166,,50kgMen,Total,178,True
2,LOITONGBAM Ajit Singh,IND,"Dec 30, 1995",49.52,A,75,90,165,,50kgMen,Total,178,True
3,ISRAEL Denver,RSA,"Nov 02, 1995",46.34,A,58,72,130,,50kgMen,Total,178,True
1,BRECHTEFELD Elson Edward,NRU,"Mar 02, 1994",55.50,A,93,97,- 99,97,56kgMen,Snatch,178,True
2,CHETIA Apurba,IND,"May 06, 1994",55.84,A,90,94,- 98,94,56kgMen,Snatch,178,True
3,CONFIANCE Rick Yves,SEY,"May 24, 1994",55.34,A,70,75,- 77,75,56kgMen,Snatch,178,True
4,CLARKE Shelton,RSA,"Jul 26, 1995",55.60,A,- 75,75,- 80,75,56kgMen,Snatch,178,True
5,MAASDORP Reagan,RSA,"Jan 19, 1994",52.76,A,60,65,68,68,56kgMen,Snatch,178,True
1,BRECHTEFELD Elson Edward,NRU,"Mar 02, 1994",55.50,A,115,121,-126,121,56kgMen,CleanJerk,178,True
2,CHETIA Apurba,IND,"May 06, 1994",55.84,A,115,120,-125,120,56kgMen,CleanJerk,178,True
3,CLARKE Shelton,RSA,"Jul 26, 1995",55.60,A,- 95,95,-100,95,56kgMen,CleanJerk,178,True
4,CONFIANCE Rick Yves,SEY,"May 24, 1994",55.34,A,87,90,- 95,90,56kgMen,CleanJerk,178,True
5,MAASDORP Reagan,RSA,"Jan 19, 1994",52.76,A,75,- 80,80,80,56kgMen,CleanJerk,178,True
1,BRECHTEFELD Elson Edward,NRU,"Mar 02, 1994",55.50,A,97,121,218,,56kgMen,Total,178,True
2,CHETIA Apurba,IND,"May 06, 1994",55.84,A,94,120,214,,56kgMen,Total,178,True
3,CLARKE Shelton,RSA,"Jul 26, 1995",55.60,A,75,95,170,,56kgMen,Total,178,True
4,CONFIANCE Rick Yves,SEY,"May 24, 1994",55.34,A,75,90,165,,56kgMen,Total,178,True
5,MAASDORP Reagan,RSA,"Jan 19, 1994",52.76,A,68,80,148,,56kgMen,Total,178,True
1,TAGRU Sorom Hitlar,IND,"Feb 07, 1996",61.38,A,95,99,102,102,62kgMen,Snatch,178,True
2,SAHOO Achyutananda,IND,"Feb 08, 1994",61.50,A,95,99,102,102,62kgMen,Snatch,178,True
3,APPLEWHAITE Altmark Sir Henry,BAR,"Jun 12, 1994",61.04,A,80,- 85,85,85,62kgMen,Snatch,178,True
4,HUGHES Steward,RSA,"Jan 21, 1994",61.56,A,65,- 70,70,70,62kgMen,Snatch,178,True
1,SAHOO Achyutananda,IND,"Feb 08, 1994",61.50,A,120,126,130,130,62kgMen,CleanJerk,178,True
2,TAGRU Sorom Hitlar,IND,"Feb 07, 1996",61.38,A,120,125,-130,125,62kgMen,CleanJerk,178,True
3,APPLEWHAITE Altmark Sir Henry,BAR,"Jun 12, 1994",61.04,A,112,117,120,120,62kgMen,CleanJerk,178,True
4,HUGHES Steward,RSA,"Jan 21, 1994",61.56,A,80,85,- 90,85,62kgMen,CleanJerk,178,True
1,SAHOO Achyutananda,IND,"Feb 08, 1994",61.50,A,102,130,232,,62kgMen,Total,178,True
2,TAGRU Sorom Hitlar,IND,"Feb 07, 1996",61.38,A,102,125,227,,62kgMen,Total,178,True
3,APPLEWHAITE Altmark Sir Henry,BAR,"Jun 12, 1994",61.04,A,85,120,205,,62kgMen,Total,178,True
4,HUGHES Steward,RSA,"Jan 21, 1994",61.56,A,70,85,155,,62kgMen,Total,178,True
1,JAGDISH,IND,"Aug 11, 1994",68.28,B,97,101,104,104,69kgMen,Snatch,178,True
2,GOGOI Sourav,IND,"Mar 01, 1995",68.60,B,- 97,97,-101,97,69kgMen,Snatch,178,True
3,BEST Brien Anderson,BAR,"Apr 03, 1996",65.74,B,85,90,95,95,69kgMen,Snatch,178,True
4,LE ROUX Matthew Brandon,RSA,"Jul 14, 1994",66.48,B,80,85,- 90,85,69kgMen,Snatch,178,True
1,JAGDISH,IND,"Aug 11, 1994",68.28,B,120,126,130,130,69kgMen,CleanJerk,178,True
2,GOGOI Sourav,IND,"Mar 01, 1995",68.60,B,120,126,-138,126,69kgMen,CleanJerk,178,True
3,BEST Brien Anderson,BAR,"Apr 03, 1996",65.74,B,105,112,120,120,69kgMen,CleanJerk,178,True
4,LE ROUX Matthew Brandon,RSA,"Jul 14, 1994",66.48,B,95,102,110,110,69kgMen,CleanJerk,178,True
1,JAGDISH,IND,"Aug 11, 1994",68.28,B,104,130,234,,69kgMen,Total,178,True
