rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,KWAK Un Bom,PRK,"Born: Oct 11, 1994",B.weight: 55.44,Group: A,1: 102,2: 107,3: -110,Total: 107,56kgMen,Snatch,259
Rank: 2,CHETIA Apurba,IND,"Born: May 06, 1994",B.weight: 55.89,Group: A,1: 101,2: -105,3: -106,Total: 101,56kgMen,Snatch,259
Rank: 3,PAK Myong Gyol,PRK,"Born: Aug 05, 1994",B.weight: 55.85,Group: A,1: -100,2: 100,3: -106,Total: 100,56kgMen,Snatch,259
Rank: 4,ASLANOV Ruzimurod,UZB,"Born: Feb 01, 1995",B.weight: 53.78,Group: A,1: -90,2: 90,3: 93,Total: 93,56kgMen,Snatch,259
Rank: 5,NYEIN Chan Htwe,MYA,"Born: Nov 01, 1996",B.weight: 49.27,Group: A,1: -70,2: 70,3: 73,Total: 73,56kgMen,Snatch,259
Rank: 6,ALARIAR Yousef,KUW,"Born: Mar 04, 1997",B.weight: 55.62,Group: A,1: 55,2: -71,3: -71,Total: 55,56kgMen,Snatch,259
Rank: 1,KWAK Un Bom,PRK,"Born: Oct 11, 1994",B.weight: 55.44,Group: A,1: 130,2: 135,3: -140,Total: 135,56kgMen,CleanJerk,259
Rank: 2,PAK Myong Gyol,PRK,"Born: Aug 05, 1994",B.weight: 55.85,Group: A,1: -125,2: 125,3: 131,Total: 131,56kgMen,CleanJerk,259
Rank: 3,CHETIA Apurba,IND,"Born: May 06, 1994",B.weight: 55.89,Group: A,1: -129,2: 129,3: -132,Total: 129,56kgMen,CleanJerk,259
Rank: 4,ASLANOV Ruzimurod,UZB,"Born: Feb 01, 1995",B.weight: 53.78,Group: A,1: 105,2: 112,3: 116,Total: 116,56kgMen,CleanJerk,259
Rank: 5,NYEIN Chan Htwe,MYA,"Born: Nov 01, 1996",B.weight: 49.27,Group: A,1: -88,2: 88,3: -93,Total: 88,56kgMen,CleanJerk,259
Rank: 6,ALARIAR Yousef,KUW,"Born: Mar 04, 1997",B.weight: 55.62,Group: A,1: 75,2: 80,3: 85,Total: 85,56kgMen,CleanJerk,259
Rank: 1,KWAK Un Bom,PRK,"Born: Oct 11, 1994",B.weight: 55.44,Group: A,Snatch: 107,CI&Jerk: 135,Total: 242,,56kgMen,Total,259
Rank: 2,PAK Myong Gyol,PRK,"Born: Aug 05, 1994",B.weight: 55.85,Group: A,Snatch: 100,CI&Jerk: 131,Total: 231,,56kgMen,Total,259
Rank: 3,CHETIA Apurba,IND,"Born: May 06, 1994",B.weight: 55.89,Group: A,Snatch: 101,CI&Jerk: 129,Total: 230,,56kgMen,Total,259
Rank: 4,ASLANOV Ruzimurod,UZB,"Born: Feb 01, 1995",B.weight: 53.78,Group: A,Snatch: 93,CI&Jerk: 116,Total: 209,,56kgMen,Total,259
Rank: 5,NYEIN Chan Htwe,MYA,"Born: Nov 01, 1996",B.weight: 49.27,Group: A,Snatch: 73,CI&Jerk: 88,Total: 161,,56kgMen,Total,259
Rank: 6,ALARIAR Yousef,KUW,"Born: Mar 04, 1997",B.weight: 55.62,Group: A,Snatch: 55,CI&Jerk: 85,Total: 140,,56kgMen,Total,259
Rank: 1,KWON Yong Gwang,PRK,"Born: Jan 14, 1996",B.weight: 61.84,Group: A,1: 117,2: 122,3: -125,Total: 122,62kgMen,Snatch,259
Rank: 2,LI Chol Hak,PRK,"Born: Nov 13, 1993",B.weight: 61.78,Group: A,1: 112,2: -116,3: 116,Total: 116,62kgMen,Snatch,259
Rank: 3,ABDYRAMANOV Syrgak,KGZ,"Born: Nov 21, 1994",B.weight: 61.17,Group: A,1: 100,2: 107,3: 110,Total: 110,62kgMen,Snatch,259
Rank: 4,SAHOO Achyutananda,IND,"Born: Feb 08, 1994",B.weight: 61.93,Group: A,1: 101,2: 105,3: -108,Total: 105,62kgMen,Snatch,259
