rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,CHOLAKYAN Garnik,ARM,"Dec 21, 2002",55.00,A,100,104,108,108,55kgMen,Snatch,529,False
2,TORRALVO PENALOZA Jostyn,COL,"Aug 21, 2002",54.95,A,101,103,-107,103,55kgMen,Snatch,529,False
3,POOX PERALTA Jose Manuel,MEX,"Mar 17, 2003",54.75,A,96,101,103,103,55kgMen,Snatch,529,False
4,KALITIT ALI Majed M,KSA,"Nov 19, 2005",54.80,A,98,102,-105,102,55kgMen,Snatch,529,False
5,ERDOGAN Mustafa,TUR,"Jun 10, 2003",54.85,A,98,101,-104,101,55kgMen,Snatch,529,False
6,LA BARBERA Federico,ITA,"Nov 23, 2002",54.85,A,100,-103,-105,100,55kgMen,Snatch,529,False
7,BARCO RANGEL Juan Antonio,MEX,"Nov 08, 2002",55.00,A,92,96,- 99,96,55kgMen,Snatch,529,False
8,DZOBAK Alexandr,CZE,"Feb 14, 2004",51.05,A,80,- 85,85,85,55kgMen,Snatch,529,False
9,TRAKOSSAS Stefanos,GRE,"Jan 24, 2007",54.50,A,65,70,73,73,55kgMen,Snatch,529,False
---,SECGIN Ertugrul,TUR,"Jan 01, 2004",54.45,A,- 98,- 98,- 99,---,55kgMen,Snatch,529,False
1,CHOLAKYAN Garnik,ARM,"Dec 21, 2002",55.00,A,125,130,132,132,55kgMen,CleanJerk,529,False
2,POOX PERALTA Jose Manuel,MEX,"Mar 17, 2003",54.75,A,-126,126,131,131,55kgMen,CleanJerk,529,False
3,ERDOGAN Mustafa,TUR,"Jun 10, 2003",54.85,A,121,-126,127,127,55kgMen,CleanJerk,529,False
4,BARCO RANGEL Juan Antonio,MEX,"Nov 08, 2002",55.00,A,122,126,-129,126,55kgMen,CleanJerk,529,False
5,LA BARBERA Federico,ITA,"Nov 23, 2002",54.85,A,-125,125,-129,125,55kgMen,CleanJerk,529,False
6,KALITIT ALI Majed M,KSA,"Nov 19, 2005",54.80,A,122,-125,125,125,55kgMen,CleanJerk,529,False
7,SECGIN Ertugrul,TUR,"Jan 01, 2004",54.45,A,117,-123,123,123,55kgMen,CleanJerk,529,False
8,DZOBAK Alexandr,CZE,"Feb 14, 2004",51.05,A,100,107,-112,107,55kgMen,CleanJerk,529,False
9,TRAKOSSAS Stefanos,GRE,"Jan 24, 2007",54.50,A,90,- 95,97,97,55kgMen,CleanJerk,529,False
---,TORRALVO PENALOZA Jostyn,COL,"Aug 21, 2002",54.95,A,---,---,---,---,55kgMen,CleanJerk,529,False
1,CHOLAKYAN Garnik,ARM,"Dec 21, 2002",55.00,A,108,132,240,,55kgMen,Total,529,False
2,POOX PERALTA Jose Manuel,MEX,"Mar 17, 2003",54.75,A,103,131,234,,55kgMen,Total,529,False
3,ERDOGAN Mustafa,TUR,"Jun 10, 2003",54.85,A,101,127,228,,55kgMen,Total,529,False
4,KALITIT ALI Majed M,KSA,"Nov 19, 2005",54.80,A,102,125,227,,55kgMen,Total,529,False
5,LA BARBERA Federico,ITA,"Nov 23, 2002",54.85,A,100,125,225,,55kgMen,Total,529,False
6,BARCO RANGEL Juan Antonio,MEX,"Nov 08, 2002",55.00,A,96,126,222,,55kgMen,Total,529,False
7,DZOBAK Alexandr,CZE,"Feb 14, 2004",51.05,A,85,107,192,,55kgMen,Total,529,False
8,TRAKOSSAS Stefanos,GRE,"Jan 24, 2007",54.50,A,73,97,170,,55kgMen,Total,529,False
---,SECGIN Ertugrul,TUR,"Jan 01, 2004",54.45,A,---,123,---,,55kgMen,Total,529,False
---,TORRALVO PENALOZA Jostyn,COL,"Aug 21, 2002",54.95,A,103,---,---,,55kgMen,Total,529,False
1,KAHRIMAN Kaan,TUR,"Sep 12, 2004",60.60,A,121,-125,126,126,61kgMen,Snatch,529,False
2,MASSIDDA Sergio,ITA,"Jan 26, 2002",61.00,A,123,125,-127,125,61kgMen,Snatch,529,False
3,DANIEL STIVEN CAICEDO Solis,COL,"Jan 27, 2004",60.80,A,118,121,-123,121,61kgMen,Snatch,529,False
4,MADHAVAN T,IND,"Dec 03, 2004",60.60,A,114,118,-121,118,61kgMen,Snatch,529,False
5,CARRAZCO CETZ Herseleid Antonio,MEX,"Jun 10, 2004",60.70,A,-112,112,117,117,61kgMen,Snatch,529,False
6,MORRIS Hampton Miller,USA,"Feb 17, 2004",60.50,A,-116,-116,116,116,61kgMen,Snatch,529,False
7,PAPEYAN Andranik,ARM,"Oct 03, 2002",60.70,A,115,-120,-120,115,61kgMen,Snatch,529,False
8,NAYAK Muna,IND,"Oct 20, 2002",60.80,A,108,-113,113,113,61kgMen,Snatch,529,False
9,CHO Minjae,KOR,"Sep 25, 2004",60.50,B,111,-116,-116,111,61kgMen,Snatch,529,False
10,ABDELBARI Helmi,EGY,"Dec 20, 2004",60.90,B,105,-110,110,110,61kgMen,Snatch,529,False
11,ZURITA VALLEJO Benjamin Jose,ECU,"Jun 27, 2002",59.90,B,-105,105,106,106,61kgMen,Snatch,529,False
12,SAENGMA Pasit,THA,"Oct 17, 2002",60.85,A,-105,105,-110,105,61kgMen,Snatch,529,False
13,LAMPRIDIS Konstantinos,GRE,"Jan 28, 2005",60.55,B,100,103,-107,103,61kgMen,Snatch,529,False
14,HICKLING Benjamin,GBR,"May 22, 2002",58.45,B,92,96,99,99,61kgMen,Snatch,529,False
1,MORRIS Hampton Miller,USA,"Feb 17, 2004",60.50,A,150,154,160,160,61kgMen,CleanJerk,529,False
2,DANIEL STIVEN CAICEDO Solis,COL,"Jan 27, 2004",60.80,A,143,146,-149,146,61kgMen,CleanJerk,529,False
3,CHO Minjae,KOR,"Sep 25, 2004",60.50,B,141,145,-150,145,61kgMen,CleanJerk,529,False
4,NAYAK Muna,IND,"Oct 20, 2002",60.80,A,140,145,-150,145,61kgMen,CleanJerk,529,False
5,MADHAVAN T,IND,"Dec 03, 2004",60.60,A,136,140,145,145,61kgMen,CleanJerk,529,False
6,CARRAZCO CETZ Herseleid Antonio,MEX,"Jun 10, 2004",60.70,A,144,-147,-148,144,61kgMen,CleanJerk,529,False
7,KAHRIMAN Kaan,TUR,"Sep 12, 2004",60.60,A,135,140,143,143,61kgMen,CleanJerk,529,False
8,SAENGMA Pasit,THA,"Oct 17, 2002",60.85,A,135,-139,-139,135,61kgMen,CleanJerk,529,False
9,LAMPRIDIS Konstantinos,GRE,"Jan 28, 2005",60.55,B,127,133,-137,133,61kgMen,CleanJerk,529,False
10,ABDELBARI Helmi,EGY,"Dec 20, 2004",60.90,B,131,-141,-143,131,61kgMen,CleanJerk,529,False
11,HICKLING Benjamin,GBR,"May 22, 2002",58.45,B,115,-120,-120,115,61kgMen,CleanJerk,529,False
---,ZURITA VALLEJO Benjamin Jose,ECU,"Jun 27, 2002",59.90,B,-135,-135,-135,---,61kgMen,CleanJerk,529,False
---,MASSIDDA Sergio,ITA,"Jan 26, 2002",61.00,A,---,---,---,---,61kgMen,CleanJerk,529,False
---,PAPEYAN Andranik,ARM,"Oct 03, 2002",60.70,A,-140,-140,-140,---,61kgMen,CleanJerk,529,False
1,MORRIS Hampton Miller,USA,"Feb 17, 2004",60.50,A,116,160,276,,61kgMen,Total,529,False
2,KAHRIMAN Kaan,TUR,"Sep 12, 2004",60.60,A,126,143,269,,61kgMen,Total,529,False
3,DANIEL STIVEN CAICEDO Solis,COL,"Jan 27, 2004",60.80,A,121,146,267,,61kgMen,Total,529,False
4,MADHAVAN T,IND,"Dec 03, 2004",60.60,A,118,145,263,,61kgMen,Total,529,False
5,CARRAZCO CETZ Herseleid Antonio,MEX,"Jun 10, 2004",60.70,A,117,144,261,,61kgMen,Total,529,False
6,NAYAK Muna,IND,"Oct 20, 2002",60.80,A,113,145,258,,61kgMen,Total,529,False
7,CHO Minjae,KOR,"Sep 25, 2004",60.50,B,111,145,256,,61kgMen,Total,529,False
8,ABDELBARI Helmi,EGY,"Dec 20, 2004",60.90,B,110,131,241,,61kgMen,Total,529,False
9,SAENGMA Pasit,THA,"Oct 17, 2002",60.85,A,105,135,240,,61kgMen,Total,529,False
10,LAMPRIDIS Konstantinos,GRE,"Jan 28, 2005",60.55,B,103,133,236,,61kgMen,Total,529,False
11,HICKLING Benjamin,GBR,"May 22, 2002",58.45,B,99,115,214,,61kgMen,Total,529,False
---,ZURITA VALLEJO Benjamin Jose,ECU,"Jun 27, 2002",59.90,B,106,---,---,,61kgMen,Total,529,False
---,MASSIDDA Sergio,ITA,"Jan 26, 2002",61.00,A,125,---,---,,61kgMen,Total,529,False
---,PAPEYAN Andranik,ARM,"Oct 03, 2002",60.70,A,115,---,---,,61kgMen,Total,529,False
1,WICHUMA Weeraphon,THA,"Aug 10, 2004",67.00,A,135,138,140,140,67kgMen,Snatch,529,False
2,SAHAKYAN Gor,ARM,"Sep 01, 2003",66.55,A,130,135,137,137,67kgMen,Snatch,529,False
3,GENC Fehmi Yusuf,TUR,"May 23, 2002",66.95,A,130,-134,136,136,67kgMen,Snatch,529,False
4,ABDELMONIM SAYED Mohamed,EGY,"Nov 05, 2003",66.80,A,125,-131,132,132,67kgMen,Snatch,529,False
5,GIORBELIDZE Gurami,GEO,"Mar 17, 2002",66.55,A,125,128,131,131,67kgMen,Snatch,529,False
6,ARANGO MENDEZ REINNER Jusie,VEN,"Mar 24, 2004",67.00,A,122,-127,127,127,67kgMen,Snatch,529,False
7,MARQUEZ Mario,USA,"Jun 27, 2003",66.90,A,113,117,121,121,67kgMen,Snatch,529,False
8,PECH GOMEZ Darvin Ariel,MEX,"Dec 16, 2003",66.80,B,115,120,-125,120,67kgMen,Snatch,529,False
9,CARES Sergio,CHI,"Jan 07, 2002",66.90,A,117,-121,-121,117,67kgMen,Snatch,529,False
10,SAJMIR Lagja,ALB,"Apr 05, 2004",66.95,B,95,100,102,102,67kgMen,Snatch,529,False
11,TSOURAKIS Sofoklis,GRE,"Sep 19, 2003",66.75,B,95,-100,101,101,67kgMen,Snatch,529,False
12,RHALOUI Abderrahmane,MAR,"Feb 15, 2003",65.05,B,-100,-101,101,101,67kgMen,Snatch,529,False
13,DURAK Faris,BIH,"Sep 25, 2002",64.20,B,82,87,90,90,67kgMen,Snatch,529,False
1,GENC Fehmi Yusuf,TUR,"May 23, 2002",66.95,A,165,171,-176,171,67kgMen,CleanJerk,529,False
2,WICHUMA Weeraphon,THA,"Aug 10, 2004",67.00,A,166,171,-175,171,67kgMen,CleanJerk,529,False
3,SAHAKYAN Gor,ARM,"Sep 01, 2003",66.55,A,160,165,-170,165,67kgMen,CleanJerk,529,False
4,ABDELMONIM SAYED Mohamed,EGY,"Nov 05, 2003",66.80,A,150,158,161,161,67kgMen,CleanJerk,529,False
5,GIORBELIDZE Gurami,GEO,"Mar 17, 2002",66.55,A,152,157,-161,157,67kgMen,CleanJerk,529,False
6,ARANGO MENDEZ REINNER Jusie,VEN,"Mar 24, 2004",67.00,A,150,154,-159,154,67kgMen,CleanJerk,529,False
7,PECH GOMEZ Darvin Ariel,MEX,"Dec 16, 2003",66.80,B,145,150,-155,150,67kgMen,CleanJerk,529,False
8,MARQUEZ Mario,USA,"Jun 27, 2003",66.90,A,145,150,-155,150,67kgMen,CleanJerk,529,False
9,CARES Sergio,CHI,"Jan 07, 2002",66.90,A,135,140,-145,140,67kgMen,CleanJerk,529,False
10,TSOURAKIS Sofoklis,GRE,"Sep 19, 2003",66.75,B,120,126,130,130,67kgMen,CleanJerk,529,False
11,RHALOUI Abderrahmane,MAR,"Feb 15, 2003",65.05,B,120,-126,-126,120,67kgMen,CleanJerk,529,False
12,SAJMIR Lagja,ALB,"Apr 05, 2004",66.95,B,-120,120,-126,120,67kgMen,CleanJerk,529,False
13,DURAK Faris,BIH,"Sep 25, 2002",64.20,B,103,108,112,112,67kgMen,CleanJerk,529,False
1,WICHUMA Weeraphon,THA,"Aug 10, 2004",67.00,A,140,171,311,,67kgMen,Total,529,False
2,GENC Fehmi Yusuf,TUR,"May 23, 2002",66.95,A,136,171,307,,67kgMen,Total,529,False
3,SAHAKYAN Gor,ARM,"Sep 01, 2003",66.55,A,137,165,302,,67kgMen,Total,529,False
4,ABDELMONIM SAYED Mohamed,EGY,"Nov 05, 2003",66.80,A,132,161,293,,67kgMen,Total,529,False
5,GIORBELIDZE Gurami,GEO,"Mar 17, 2002",66.55,A,131,157,288,,67kgMen,Total,529,False
6,ARANGO MENDEZ REINNER Jusie,VEN,"Mar 24, 2004",67.00,A,127,154,281,,67kgMen,Total,529,False
7,MARQUEZ Mario,USA,"Jun 27, 2003",66.90,A,121,150,271,,67kgMen,Total,529,False
8,PECH GOMEZ Darvin Ariel,MEX,"Dec 16, 2003",66.80,B,120,150,270,,67kgMen,Total,529,False
9,CARES Sergio,CHI,"Jan 07, 2002",66.90,A,117,140,257,,67kgMen,Total,529,False
10,TSOURAKIS Sofoklis,GRE,"Sep 19, 2003",66.75,B,101,130,231,,67kgMen,Total,529,False
11,SAJMIR Lagja,ALB,"Apr 05, 2004",66.95,B,102,120,222,,67kgMen,Total,529,False
12,RHALOUI Abderrahmane,MAR,"Feb 15, 2003",65.05,B,101,120,221,,67kgMen,Total,529,False
13,DURAK Faris,BIH,"Sep 25, 2002",64.20,B,90,112,202,,67kgMen,Total,529,False
1,JUNIANSYAH Rizki,INA,"Jun 17, 2003",72.45,A,147,156,---,156,73kgMen,Snatch,529,False
2,CHURKIN Alexey,KAZ,"Mar 19, 2004",72.80,A,138,142,146,146,73kgMen,Snatch,529,False
3,GRIMSLAND Ryan Henry,USA,"Apr 03, 2002",72.80,A,136,140,145,145,73kgMen,Snatch,529,False
4,CABALA Sebastian,SVK,"Oct 07, 2002",72.60,A,134,137,-141,137,73kgMen,Snatch,529,False
5,KHREBTOV Petr,KAZ,"Sep 30, 2003",72.70,A,-133,133,137,137,73kgMen,Snatch,529,False
6,TUKHTAEV Ogabek,UZB,"Jun 05, 2002",73.00,A,133,136,-139,136,73kgMen,Snatch,529,False
7,JAMALI BOULAAYOUN Ismail,ESP,"Feb 12, 2003",73.00,A,-135,135,-139,135,73kgMen,Snatch,529,False
8,VALERO QUIROZ JHON Edier,COL,"Jan 20, 2002",72.75,A,130,-135,135,135,73kgMen,Snatch,529,False
9,REYIMOV Bektimur,TKM,"Apr 12, 2002",72.40,A,134,-137,-138,134,73kgMen,Snatch,529,False
10,TORAYEV Gaygysyz,TKM,"Apr 11, 2003",73.00,A,133,-136,-136,133,73kgMen,Snatch,529,False
11,OLLO RANGEL Richard Jose,VEN,"Jan 24, 2002",72.45,B,123,-129,130,130,73kgMen,Snatch,529,False
12,RIVERO Nicolas,ARG,"Sep 20, 2003",72.70,B,124,129,-131,129,73kgMen,Snatch,529,False
13,GALLART LECHON Kilian,ESP,"Dec 25, 2004",71.85,B,117,-122,123,123,73kgMen,Snatch,529,False
14,CAHOY Caden,USA,"Jan 31, 2004",70.00,B,119,122,-125,122,73kgMen,Snatch,529,False
15,HOFSTAD Mats,NOR,"Sep 01, 2002",72.80,B,-120,120,-125,120,73kgMen,Snatch,529,False
16,TODOROVIC Nikola,CRO,"Apr 26, 2005",72.00,B,107,112,115,115,73kgMen,Snatch,529,False
17,HARRIS Nelson Bayley,AUS,"Jun 26, 2002",72.65,B,112,-116,-116,112,73kgMen,Snatch,529,False
18,AL QAYSUM Jawad A,KSA,"Sep 02, 2003",71.55,B,112,-117,-118,112,73kgMen,Snatch,529,False
19,MATEJICEK Matej,SVK,"Jun 07, 2002",72.10,B,107,112,-115,112,73kgMen,Snatch,529,False
20,KLIAMPAS Ioannis,GRE,"May 15, 2003",71.70,B,105,111,-113,111,73kgMen,Snatch,529,False
21,TAPEINOS Evangelos,GRE,"Nov 11, 2002",71.70,B,- 98,98,-106,98,73kgMen,Snatch,529,False
---,CHOI Jiho,KOR,"Aug 29, 2002",72.60,A,-134,-134,-134,---,73kgMen,Snatch,529,False
1,JUNIANSYAH Rizki,INA,"Jun 17, 2003",72.45,A,185,-195,-199,185,73kgMen,CleanJerk,529,False
2,CHURKIN Alexey,KAZ,"Mar 19, 2004",72.80,A,177,183,-187,183,73kgMen,CleanJerk,529,False
3,GRIMSLAND Ryan Henry,USA,"Apr 03, 2002",72.80,A,176,182,-187,182,73kgMen,CleanJerk,529,False
4,TUKHTAEV Ogabek,UZB,"Jun 05, 2002",73.00,A,165,172,177,177,73kgMen,CleanJerk,529,False
5,TORAYEV Gaygysyz,TKM,"Apr 11, 2003",73.00,A,165,171,-173,171,73kgMen,CleanJerk,529,False
6,KHREBTOV Petr,KAZ,"Sep 30, 2003",72.70,A,170,-175,-175,170,73kgMen,CleanJerk,529,False
7,JAMALI BOULAAYOUN Ismail,ESP,"Feb 12, 2003",73.00,A,163,167,-172,167,73kgMen,CleanJerk,529,False
8,CAHOY Caden,USA,"Jan 31, 2004",70.00,B,155,160,165,165,73kgMen,CleanJerk,529,False
9,CABALA Sebastian,SVK,"Oct 07, 2002",72.60,A,-165,165,-173,165,73kgMen,CleanJerk,529,False
10,CHOI Jiho,KOR,"Aug 29, 2002",72.60,A,162,-167,-167,162,73kgMen,CleanJerk,529,False
11,REYIMOV Bektimur,TKM,"Apr 12, 2002",72.40,A,161,-166,-166,161,73kgMen,CleanJerk,529,False
12,OLLO RANGEL Richard Jose,VEN,"Jan 24, 2002",72.45,B,152,-158,158,158,73kgMen,CleanJerk,529,False
13,GALLART LECHON Kilian,ESP,"Dec 25, 2004",71.85,B,145,-150,153,153,73kgMen,CleanJerk,529,False
14,HOFSTAD Mats,NOR,"Sep 01, 2002",72.80,B,145,150,-155,150,73kgMen,CleanJerk,529,False
15,AL QAYSUM Jawad A,KSA,"Sep 02, 2003",71.55,B,143,147,-152,147,73kgMen,CleanJerk,529,False
16,RIVERO Nicolas,ARG,"Sep 20, 2003",72.70,B,142,146,-153,146,73kgMen,CleanJerk,529,False
17,MATEJICEK Matej,SVK,"Jun 07, 2002",72.10,B,137,142,146,146,73kgMen,CleanJerk,529,False
18,HARRIS Nelson Bayley,AUS,"Jun 26, 2002",72.65,B,-141,-141,141,141,73kgMen,CleanJerk,529,False
19,KLIAMPAS Ioannis,GRE,"May 15, 2003",71.70,B,130,136,140,140,73kgMen,CleanJerk,529,False
20,TODOROVIC Nikola,CRO,"Apr 26, 2005",72.00,B,130,-138,138,138,73kgMen,CleanJerk,529,False
21,TAPEINOS Evangelos,GRE,"Nov 11, 2002",71.70,B,125,130,-136,130,73kgMen,CleanJerk,529,False
---,VALERO QUIROZ JHON Edier,COL,"Jan 20, 2002",72.75,A,-170,-170,---,---,73kgMen,CleanJerk,529,False
1,JUNIANSYAH Rizki,INA,"Jun 17, 2003",72.45,A,156,185,341,,73kgMen,Total,529,False
2,CHURKIN Alexey,KAZ,"Mar 19, 2004",72.80,A,146,183,329,,73kgMen,Total,529,False
3,GRIMSLAND Ryan Henry,USA,"Apr 03, 2002",72.80,A,145,182,327,,73kgMen,Total,529,False
4,TUKHTAEV Ogabek,UZB,"Jun 05, 2002",73.00,A,136,177,313,,73kgMen,Total,529,False
5,KHREBTOV Petr,KAZ,"Sep 30, 2003",72.70,A,137,170,307,,73kgMen,Total,529,False
6,TORAYEV Gaygysyz,TKM,"Apr 11, 2003",73.00,A,133,171,304,,73kgMen,Total,529,False
7,CABALA Sebastian,SVK,"Oct 07, 2002",72.60,A,137,165,302,,73kgMen,Total,529,False
8,JAMALI BOULAAYOUN Ismail,ESP,"Feb 12, 2003",73.00,A,135,167,302,,73kgMen,Total,529,False
9,REYIMOV Bektimur,TKM,"Apr 12, 2002",72.40,A,134,161,295,,73kgMen,Total,529,False
10,OLLO RANGEL Richard Jose,VEN,"Jan 24, 2002",72.45,B,130,158,288,,73kgMen,Total,529,False
11,CAHOY Caden,USA,"Jan 31, 2004",70.00,B,122,165,287,,73kgMen,Total,529,False
12,GALLART LECHON Kilian,ESP,"Dec 25, 2004",71.85,B,123,153,276,,73kgMen,Total,529,False
