rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,LE Nguyen Quoc Bao,VIE,"Jan 01, 2000",49.48,A,86,- 96,- 96,86,50kgMen,Snatch,369,True
2,YAMAGUCHI Yuto,JPN,"Jun 15, 2000",49.88,A,82,- 85,85,85,50kgMen,Snatch,369,True
3,ALHAYEK Ahmed Bandar A,KSA,"Sep 28, 2002",49.87,A,67,76,- 81,76,50kgMen,Snatch,369,True
4,RIVERA John Paolo Jr,PHI,"Feb 12, 2001",49.33,A,75,- 80,- 80,75,50kgMen,Snatch,369,True
5,WU Che-Yu,TPE,"Sep 15, 2000",49.05,A,65,68,- 71,68,50kgMen,Snatch,369,True
6,ALARAB Hassan Abdulbaqi A,KSA,"Feb 11, 2000",49.42,A,67,- 76,- 76,67,50kgMen,Snatch,369,True
7,LEE Gyuseok,KOR,"Mar 04, 2002",44.73,A,57,- 62,62,62,50kgMen,Snatch,369,True
1,LE Nguyen Quoc Bao,VIE,"Jan 01, 2000",49.48,A,110,117,-120,117,50kgMen,CleanJerk,369,True
2,YAMAGUCHI Yuto,JPN,"Jun 15, 2000",49.88,A,100,104,109,109,50kgMen,CleanJerk,369,True
3,RIVERA John Paolo Jr,PHI,"Feb 12, 2001",49.33,A,91,100,-108,100,50kgMen,CleanJerk,369,True
4,ALARAB Hassan Abdulbaqi A,KSA,"Feb 11, 2000",49.42,A,83,- 90,90,90,50kgMen,CleanJerk,369,True
5,WU Che-Yu,TPE,"Sep 15, 2000",49.05,A,85,- 88,88,88,50kgMen,CleanJerk,369,True
6,ALHAYEK Ahmed Bandar A,KSA,"Sep 28, 2002",49.87,A,85,- 89,- 90,85,50kgMen,CleanJerk,369,True
7,LEE Gyuseok,KOR,"Mar 04, 2002",44.73,A,71,74,76,76,50kgMen,CleanJerk,369,True
1,LE Nguyen Quoc Bao,VIE,"Jan 01, 2000",49.48,A,86,117,203,,50kgMen,Total,369,True
2,YAMAGUCHI Yuto,JPN,"Jun 15, 2000",49.88,A,85,109,194,,50kgMen,Total,369,True
3,RIVERA John Paolo Jr,PHI,"Feb 12, 2001",49.33,A,75,100,175,,50kgMen,Total,369,True
4,ALHAYEK Ahmed Bandar A,KSA,"Sep 28, 2002",49.87,A,76,85,161,,50kgMen,Total,369,True
5,ALARAB Hassan Abdulbaqi A,KSA,"Feb 11, 2000",49.42,A,67,90,157,,50kgMen,Total,369,True
6,WU Che-Yu,TPE,"Sep 15, 2000",49.05,A,68,88,156,,50kgMen,Total,369,True
7,LEE Gyuseok,KOR,"Mar 04, 2002",44.73,A,62,76,138,,50kgMen,Total,369,True
1,LY Quang Vinh,VIE,"Apr 14, 1999",55.06,A,106,110,112,112,56kgMen,Snatch,369,True
2,JEREMY Lalrinnunga,IND,"Oct 26, 2002",55.93,B,98,102,106,106,56kgMen,Snatch,369,True
3,MUTHUPANDI Raja,IND,"Jan 12, 2000",55.80,B,- 95,95,- 99,95,56kgMen,Snatch,369,True
4,KAMIYA Toma,JPN,"Mar 28, 1999",55.92,B,91,- 94,94,94,56kgMen,Snatch,369,True
5,YU Cheng-En,TPE,"Jul 11, 1999",55.64,B,85,- 89,89,89,56kgMen,Snatch,369,True
6,ALMAZYADI Nawaf Mohammed S,KSA,"Aug 19, 2000",55.88,B,87,- 95,- 96,87,56kgMen,Snatch,369,True
7,KIM Gyeongho,KOR,"Dec 18, 2001",55.69,B,78,- 83,83,83,56kgMen,Snatch,369,True
1,LY Quang Vinh,VIE,"Apr 14, 1999",55.06,A,123,130,-135,130,56kgMen,CleanJerk,369,True
2,MUTHUPANDI Raja,IND,"Jan 12, 2000",55.80,B,125,130,-136,130,56kgMen,CleanJerk,369,True
3,JEREMY Lalrinnunga,IND,"Oct 26, 2002",55.93,B,118,122,125,125,56kgMen,CleanJerk,369,True
4,YU Cheng-En,TPE,"Jul 11, 1999",55.64,B,110,115,120,120,56kgMen,CleanJerk,369,True
