rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",55.73,A,118,121,-123,121,56kgMen,Snatch,350,True
2,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.54,A,114,117,120,120,56kgMen,Snatch,350,True
3,ALGUL Ismet,TUR,"Sep 22, 1992",55.32,A,110,-114,115,115,56kgMen,Snatch,350,True
4,GOEGEBUER Tom Richard,BEL,"Mar 27, 1975",55.40,A,109,112,114,114,56kgMen,Snatch,350,True
5,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.62,A,108,111,-113,111,56kgMen,Snatch,350,True
6,KILIC Gokhan,TUR,"Jan 06, 1988",55.59,A,110,-115,-116,110,56kgMen,Snatch,350,True
7,KOZLOWSKI Dominik Mateusz,POL,"Jun 14, 1993",55.69,A,110,-114,-114,110,56kgMen,Snatch,350,True
8,ALIYEV Elmar,AZE,"Mar 07, 1987",55.21,A,102,-108,-108,102,56kgMen,Snatch,350,True
9,MKRTUMIAN Vanik,RUS,"Aug 17, 1993",55.55,A,-100,100,-105,100,56kgMen,Snatch,350,True
10,ARCARA Fabio,ITA,"Jan 28, 1997",55.28,B,90,- 95,95,95,56kgMen,Snatch,350,True
11,PALKOVIC Michal,SVK,"Oct 28, 1985",55.58,B,82,- 86,86,86,56kgMen,Snatch,350,True
12,MIRGA Tomas,CZE,"Dec 22, 2001",53.90,B,77,82,85,85,56kgMen,Snatch,350,True
13,KEREKES Balazs,HUN,"Sep 07, 1999",55.17,B,- 80,80,85,85,56kgMen,Snatch,350,True
14,HENDERSON Samuel,GBR,"Oct 28, 1997",54.94,B,80,- 84,84,84,56kgMen,Snatch,350,True
15,POLAK Frantisek,CZE,"Jul 01, 2001",52.86,B,75,80,83,83,56kgMen,Snatch,350,True
16,BOGOJEVIC Georgije,CRO,"Aug 13, 1988",55.08,B,55,60,63,63,56kgMen,Snatch,350,True
1,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.54,A,141,144,-150,144,56kgMen,CleanJerk,350,True
2,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",55.73,A,140,143,-145,143,56kgMen,CleanJerk,350,True
3,ALIYEV Elmar,AZE,"Mar 07, 1987",55.21,A,130,133,136,136,56kgMen,CleanJerk,350,True
4,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.62,A,133,136,-139,136,56kgMen,CleanJerk,350,True
5,KILIC Gokhan,TUR,"Jan 06, 1988",55.59,A,134,-137,-138,134,56kgMen,CleanJerk,350,True
6,MKRTUMIAN Vanik,RUS,"Aug 17, 1993",55.55,A,133,-139,-139,133,56kgMen,CleanJerk,350,True
7,ALGUL Ismet,TUR,"Sep 22, 1992",55.32,A,-130,130,-135,130,56kgMen,CleanJerk,350,True
8,GOEGEBUER Tom Richard,BEL,"Mar 27, 1975",55.40,A,127,-132,-133,127,56kgMen,CleanJerk,350,True
9,KOZLOWSKI Dominik Mateusz,POL,"Jun 14, 1993",55.69,A,125,-130,-130,125,56kgMen,CleanJerk,350,True
10,ARCARA Fabio,ITA,"Jan 28, 1997",55.28,B,110,115,-120,115,56kgMen,CleanJerk,350,True
11,PALKOVIC Michal,SVK,"Oct 28, 1985",55.58,B,102,107,111,111,56kgMen,CleanJerk,350,True
12,POLAK Frantisek,CZE,"Jul 01, 2001",52.86,B,95,99,102,102,56kgMen,CleanJerk,350,True
13,MIRGA Tomas,CZE,"Dec 22, 2001",53.90,B,98,102,-106,102,56kgMen,CleanJerk,350,True
14,KEREKES Balazs,HUN,"Sep 07, 1999",55.17,B,96,-100,100,100,56kgMen,CleanJerk,350,True
15,HENDERSON Samuel,GBR,"Oct 28, 1997",54.94,B,97,-101,-101,97,56kgMen,CleanJerk,350,True
16,BOGOJEVIC Georgije,CRO,"Aug 13, 1988",55.08,B,70,80,85,85,56kgMen,CleanJerk,350,True
1,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.54,A,120,144,264,,56kgMen,Total,350,True
2,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",55.73,A,121,143,264,,56kgMen,Total,350,True
3,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.62,A,111,136,247,,56kgMen,Total,350,True
4,ALGUL Ismet,TUR,"Sep 22, 1992",55.32,A,115,130,245,,56kgMen,Total,350,True
5,KILIC Gokhan,TUR,"Jan 06, 1988",55.59,A,110,134,244,,56kgMen,Total,350,True
6,GOEGEBUER Tom Richard,BEL,"Mar 27, 1975",55.40,A,114,127,241,,56kgMen,Total,350,True
7,ALIYEV Elmar,AZE,"Mar 07, 1987",55.21,A,102,136,238,,56kgMen,Total,350,True
8,KOZLOWSKI Dominik Mateusz,POL,"Jun 14, 1993",55.69,A,110,125,235,,56kgMen,Total,350,True
9,MKRTUMIAN Vanik,RUS,"Aug 17, 1993",55.55,A,100,133,233,,56kgMen,Total,350,True
10,ARCARA Fabio,ITA,"Jan 28, 1997",55.28,B,95,115,210,,56kgMen,Total,350,True
11,PALKOVIC Michal,SVK,"Oct 28, 1985",55.58,B,86,111,197,,56kgMen,Total,350,True
12,MIRGA Tomas,CZE,"Dec 22, 2001",53.90,B,85,102,187,,56kgMen,Total,350,True
13,POLAK Frantisek,CZE,"Jul 01, 2001",52.86,B,83,102,185,,56kgMen,Total,350,True
14,KEREKES Balazs,HUN,"Sep 07, 1999",55.17,B,85,100,185,,56kgMen,Total,350,True
15,HENDERSON Samuel,GBR,"Oct 28, 1997",54.94,B,84,97,181,,56kgMen,Total,350,True
16,BOGOJEVIC Georgije,CRO,"Aug 13, 1988",55.08,B,63,85,148,,56kgMen,Total,350,True
1,BILGIN Erol,TUR,"Feb 20, 1987",61.55,A,126,130,133,133,62kgMen,Snatch,350,True
2,KHALIBEKOV Feliks,RUS,"Feb 03, 1990",61.74,A,125,130,133,133,62kgMen,Snatch,350,True
3,URUMOV Vladimir Marinov,BUL,"Aug 28, 1990",61.33,A,125,-128,129,129,62kgMen,Snatch,350,True
4,DUDOGLO Iuri,MDA,"Jul 09, 1991",61.25,A,124,126,128,128,62kgMen,Snatch,350,True
5,ATAK Hursit,TUR,"May 24, 1991",61.68,A,126,-129,-129,126,62kgMen,Snatch,350,True
6,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",61.36,A,117,121,124,124,62kgMen,Snatch,350,True
7,SHAMILISHVILI Ramini,GEO,"May 11, 1994",61.38,A,118,121,123,123,62kgMen,Snatch,350,True
8,ILIE Ionut,ROU,"Jan 02, 1993",61.47,A,-122,122,-126,122,62kgMen,Snatch,350,True
9,ABISHOV Allahyar,AZE,"Mar 30, 1995",60.99,B,-121,121,-126,121,62kgMen,Snatch,350,True
10,EVANS Gareth Irfon (WAL),GBR,"Apr 18, 1986",61.65,B,115,119,-122,119,62kgMen,Snatch,350,True
11,SOOKY Gergely Zoltan,HUN,"Sep 19, 1993",61.59,B,113,-117,117,117,62kgMen,Snatch,350,True
12,DI GIUSTO Michael,ITA,"Feb 16, 1995",61.60,B,109,113,116,116,62kgMen,Snatch,350,True
13,GARCIA RUEDA Ivan,ESP,"Jan 17, 1983",61.55,B,115,-118,-118,115,62kgMen,Snatch,350,True
14,AVDIRAJ Romario,ALB,"Feb 03, 1994",61.32,B,110,113,-116,113,62kgMen,Snatch,350,True
15,AKRITIDIS Arthouros,GRE,"Jan 02, 1986",61.62,B,102,107,111,111,62kgMen,Snatch,350,True
16,LEWI Bar,ISR,"Apr 20, 1993",61.02,B,106,110,-113,110,62kgMen,Snatch,350,True
17,MOSKAL Vlastimil,CZE,"May 10, 1998",61.42,B,95,100,-102,100,62kgMen,Snatch,350,True
---,MINASIDIS Dimitris,CYP,"Apr 29, 1989",61.31,A,-123,-125,-125,---,62kgMen,Snatch,350,True
1,ATAK Hursit,TUR,"May 24, 1991",61.68,A,157,163,170,170,62kgMen,CleanJerk,350,True
2,URUMOV Vladimir Marinov,BUL,"Aug 28, 1990",61.33,A,152,-155,159,159,62kgMen,CleanJerk,350,True
