rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,SU Haofeng,CHN,"Jan 01, 1983",55.25,A,112.5,-120,120,120,56kgMen,Snatch,146,True
2,KYRILLIDIS Dimitrios,GRE,"Mar 21, 1985",55.25,A,102.5,107.5,110,110,56kgMen,Snatch,146,True
3,HERNANDEZ Carlos,CUB,"Jun 03, 1983",55.60,A,-107.5,107.5,-110,107.5,56kgMen,Snatch,146,True
4,RADA RODRIGUEZ Sergio Armando,COL,"Jan 27, 1984",55.70,A,100,-105,105,105,56kgMen,Snatch,146,True
5,ABDELBAKI Mohamed Abdeltawwab I.,EGY,"Jul 18, 1987",55.75,A,100,105,-107.5,105,56kgMen,Snatch,146,True
6,GULCAN Ahmet,TUR,"Apr 16, 1983",55.80,A,105,-110,-112.5,105,56kgMen,Snatch,146,True
7,CANTO Jose Leonel,MEX,"Mar 03, 1983",55.70,A,95,100,-105,100,56kgMen,Snatch,146,True
8,HERNANDEZ Ivan,ESP,"Aug 12, 1983",55.50,A,-97.5,-97.5,97.5,97.5,56kgMen,Snatch,146,True
9,TSAI Sheng-Fen,TPE,"Oct 27, 1984",55.45,A,90,-95,95,95,56kgMen,Snatch,146,True
10,SLABY Petr,CZE,"Nov 25, 1983",55.75,A,-95,-95,95,95,56kgMen,Snatch,146,True
11,CANTO Harvey,MEX,"Dec 02, 1984",53.25,A,82.5,87.5,90,90,56kgMen,Snatch,146,True
12,YAMAUCHI Bryce,USA,"Mar 26, 1985",54.60,A,82.5,87.5,90,90,56kgMen,Snatch,146,True
13,MENDOZA GARCIA David Aurelio,HON,"Jun 21, 1986",55.55,A,85,90,-92.5,90,56kgMen,Snatch,146,True
14,LUNA-GRENIER Francis,CAN,"May 24, 1987",55.85,A,80,85,-87.5,85,56kgMen,Snatch,146,True
15,GLIDEWELL Zakary,USA,"May 01, 1987",55.30,A,82.5,-87.5,-87.5,82.5,56kgMen,Snatch,146,True
1,SU Haofeng,CHN,"Jan 01, 1983",55.25,A,140,145,-155,145,56kgMen,CleanJerk,146,True
2,HERNANDEZ Carlos,CUB,"Jun 03, 1983",55.60,A,137.5,-142.5,142.5,142.5,56kgMen,CleanJerk,146,True
3,RADA RODRIGUEZ Sergio Armando,COL,"Jan 27, 1984",55.70,A,130,137.5,-142.5,137.5,56kgMen,CleanJerk,146,True
4,KYRILLIDIS Dimitrios,GRE,"Mar 21, 1985",55.25,A,125,130,-132.5,130,56kgMen,CleanJerk,146,True
5,SLABY Petr,CZE,"Nov 25, 1983",55.75,A,125,-130,-130,125,56kgMen,CleanJerk,146,True
6,GULCAN Ahmet,TUR,"Apr 16, 1983",55.80,A,125,-130,-132.5,125,56kgMen,CleanJerk,146,True
7,HERNANDEZ Ivan,ESP,"Aug 12, 1983",55.50,A,117.5,122.5,-125,122.5,56kgMen,CleanJerk,146,True
8,ABDELBAKI Mohamed Abdeltawwab I.,EGY,"Jul 18, 1987",55.75,A,122.5,-127.5,-127.5,122.5,56kgMen,CleanJerk,146,True
9,TSAI Sheng-Fen,TPE,"Oct 27, 1984",55.45,A,120,-125,-125,120,56kgMen,CleanJerk,146,True
10,CANTO Jose Leonel,MEX,"Mar 03, 1983",55.70,A,112.5,117.5,-122.5,117.5,56kgMen,CleanJerk,146,True
11,CANTO Harvey,MEX,"Dec 02, 1984",53.25,A,110,115,-120,115,56kgMen,CleanJerk,146,True
12,GLIDEWELL Zakary,USA,"May 01, 1987",55.30,A,107.5,112.5,-115,112.5,56kgMen,CleanJerk,146,True
13,YAMAUCHI Bryce,USA,"Mar 26, 1985",54.60,A,-105,105,110,110,56kgMen,CleanJerk,146,True
14,MENDOZA GARCIA David Aurelio,HON,"Jun 21, 1986",55.55,A,107.5,110,-112.5,110,56kgMen,CleanJerk,146,True
15,LUNA-GRENIER Francis,CAN,"May 24, 1987",55.85,A,105,110,-112.5,110,56kgMen,CleanJerk,146,True
1,SU Haofeng,CHN,"Jan 01, 1983",55.25,A,120,145,265,,56kgMen,Total,146,True
2,HERNANDEZ Carlos,CUB,"Jun 03, 1983",55.60,A,107.5,142.5,250,,56kgMen,Total,146,True
3,RADA RODRIGUEZ Sergio Armando,COL,"Jan 27, 1984",55.70,A,105,137.5,242.5,,56kgMen,Total,146,True
4,KYRILLIDIS Dimitrios,GRE,"Mar 21, 1985",55.25,A,110,130,240,,56kgMen,Total,146,True
5,GULCAN Ahmet,TUR,"Apr 16, 1983",55.80,A,105,125,230,,56kgMen,Total,146,True
