rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,GARCIA PEREZ Jairo Luis,COL,"Aug 02, 2000",54.80,A,105,-110,-110,105,55kgMen,Snatch,459,False
2,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Sep 14, 2001",54.25,A,98,102,-105,102,55kgMen,Snatch,459,False
1,GARCIA PEREZ Jairo Luis,COL,"Aug 02, 2000",54.80,A,130,133,136,136,55kgMen,CleanJerk,459,False
2,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Sep 14, 2001",54.25,A,128,131,-134,131,55kgMen,CleanJerk,459,False
1,GARCIA PEREZ Jairo Luis,COL,"Aug 02, 2000",54.80,A,105,136,241,,55kgMen,Total,459,False
2,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Sep 14, 2001",54.25,A,102,131,233,,55kgMen,Total,459,False
1,SERNA MENDOZA Jhon Jairo,COL,"Dec 03, 1994",60.65,A,120,-125,126,126,61kgMen,Snatch,459,False
2,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",60.85,A,122,125,-127,125,61kgMen,Snatch,459,False
3,ZURITA VALLEJO Cristhian David,ECU,"Feb 10, 1998",60.35,A,113,118,-122,118,61kgMen,Snatch,459,False
4,ROJAS CONCHA Marcos Antonio,PER,"Jun 02, 1995",60.60,A,105,109,112,112,61kgMen,Snatch,459,False
5,GUZMAN PEREZ Bryan Gilberto,PUR,"Nov 30, 1997",59.80,A,103,-108,-109,103,61kgMen,Snatch,459,False
6,OLMEDO ALVAREZ Ruben Alexis,PUR,"Mar 22, 1984",60.75,A,102,-107,-107,102,61kgMen,Snatch,459,False
1,SERNA MENDOZA Jhon Jairo,COL,"Dec 03, 1994",60.65,A,157,-165,165,165,61kgMen,CleanJerk,459,False
2,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",60.85,A,145,148,-151,148,61kgMen,CleanJerk,459,False
3,ROJAS CONCHA Marcos Antonio,PER,"Jun 02, 1995",60.60,A,140,145,148,148,61kgMen,CleanJerk,459,False
4,ZURITA VALLEJO Cristhian David,ECU,"Feb 10, 1998",60.35,A,132,-140,141,141,61kgMen,CleanJerk,459,False
5,GUZMAN PEREZ Bryan Gilberto,PUR,"Nov 30, 1997",59.80,A,-135,-137,137,137,61kgMen,CleanJerk,459,False
6,OLMEDO ALVAREZ Ruben Alexis,PUR,"Mar 22, 1984",60.75,A,-120,120,-130,120,61kgMen,CleanJerk,459,False
1,SERNA MENDOZA Jhon Jairo,COL,"Dec 03, 1994",60.65,A,126,165,291,,61kgMen,Total,459,False
2,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",60.85,A,125,148,273,,61kgMen,Total,459,False
3,ROJAS CONCHA Marcos Antonio,PER,"Jun 02, 1995",60.60,A,112,148,260,,61kgMen,Total,459,False
4,ZURITA VALLEJO Cristhian David,ECU,"Feb 10, 1998",60.35,A,118,141,259,,61kgMen,Total,459,False
5,GUZMAN PEREZ Bryan Gilberto,PUR,"Nov 30, 1997",59.80,A,103,137,240,,61kgMen,Total,459,False
6,OLMEDO ALVAREZ Ruben Alexis,PUR,"Mar 22, 1984",60.75,A,102,120,222,,61kgMen,Total,459,False
1,ESCALONA MORENO Kervis Eidy,VEN,"Oct 15, 1998",66.65,A,128,-132,134,134,67kgMen,Snatch,459,False
