rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,ABDALLA Ragab Abdelhay Saad A.,EGY,"Mar 04, 1991",93.96,A,161,166,171,171,94kgMen,Snatch,296,True
2,KLIMONOV Egor,RUS,"Aug 24, 1992",93.46,A,160,165,170,170,94kgMen,Snatch,296,True
3,KOSOV Aleksei,RUS,"Jul 29, 1994",92.04,A,150,160,165,165,94kgMen,Snatch,296,True
4,ZIELINSKI Tomasz Bernard,POL,"Oct 29, 1990",92.75,A,155,160,165,165,94kgMen,Snatch,296,True
5,BURNS Colin Thomas,USA,"Sep 26, 1983",94.00,A,-164,164,-169,164,94kgMen,Snatch,296,True
6,ZHANG Shengguo,CHN,"Apr 05, 1986",93.65,A,140,150,155,155,94kgMen,Snatch,296,True
7,DOBREA Valentin,ROU,"Apr 14, 1996",91.00,A,135,-140,140,140,94kgMen,Snatch,296,True
8,BADARAU Nitu-Cristian,ROU,"Jul 27, 1996",92.48,A,130,135,-140,135,94kgMen,Snatch,296,True
9,MUSA Getinturk,TUR,"Mar 31, 1989",93.90,A,-130,130,-135,130,94kgMen,Snatch,296,True
---,KUZIC Nenad,SRB,"Sep 17, 1991",93.82,A,-142,-142,-142,---,94kgMen,Snatch,296,True
1,KLIMONOV Egor,RUS,"Aug 24, 1992",93.46,A,203,-211,-211,203,94kgMen,CleanJerk,296,True
2,ABDALLA Ragab Abdelhay Saad A.,EGY,"Mar 04, 1991",93.96,A,202,-205,-210,202,94kgMen,CleanJerk,296,True
3,ZIELINSKI Tomasz Bernard,POL,"Oct 29, 1990",92.75,A,181,191,201,201,94kgMen,CleanJerk,296,True
4,BURNS Colin Thomas,USA,"Sep 26, 1983",94.00,A,190,195,-200,195,94kgMen,CleanJerk,296,True
5,ZHANG Shengguo,CHN,"Apr 05, 1986",93.65,A,180,190,---,190,94kgMen,CleanJerk,296,True
6,KOSOV Aleksei,RUS,"Jul 29, 1994",92.04,A,180,-190,-190,180,94kgMen,CleanJerk,296,True
7,KUZIC Nenad,SRB,"Sep 17, 1991",93.82,A,172,180,-185,180,94kgMen,CleanJerk,296,True
