rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,SHAMILISHVILI Ramini,GEO,"May 11, 1994",54.94,A,109,111,113,113,55kgMen,Snatch,569,False
2,SAHIN Muammer,TUR,"Feb 05, 1994",54.96,A,108,110,112,112,55kgMen,Snatch,569,False
3,IANCU Valentin-Ionadi,ROU,"Jan 16, 2000",54.80,A,-105,105,109,109,55kgMen,Snatch,569,False
4,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",54.88,A,105,-108,109,109,55kgMen,Snatch,569,False
5,VORONOVSKYI Dmytro,UKR,"Jan 03, 1997",54.84,A,103,-106,106,106,55kgMen,Snatch,569,False
6,DANEV Deniz Gretov,BUL,"Jun 26, 2003",54.72,A,96,-100,-100,96,55kgMen,Snatch,569,False
7,OTERO MARTINEZ Michael Steven,ESP,"Jul 29, 1990",54.94,A,-96,96,-100,96,55kgMen,Snatch,569,False
8,BETCA Iulian,MDA,"Aug 17, 2003",54.56,A,-93,93,-97,93,55kgMen,Snatch,569,False
---,LUNGU Daniel,MDA,"Oct 16, 1998",54.92,A,-108,-109,-110,---,55kgMen,Snatch,569,False
1,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",54.88,A,135,141,---,141,55kgMen,CleanJerk,569,False
2,IANCU Valentin-Ionadi,ROU,"Jan 16, 2000",54.80,A,131,136,-141,136,55kgMen,CleanJerk,569,False
3,SHAMILISHVILI Ramini,GEO,"May 11, 1994",54.94,A,132,-136,136,136,55kgMen,CleanJerk,569,False
4,VORONOVSKYI Dmytro,UKR,"Jan 03, 1997",54.84,A,128,132,-137,132,55kgMen,CleanJerk,569,False
5,SAHIN Muammer,TUR,"Feb 05, 1994",54.96,A,125,130,-133,130,55kgMen,CleanJerk,569,False
6,DANEV Deniz Gretov,BUL,"Jun 26, 2003",54.72,A,120,126,-132,126,55kgMen,CleanJerk,569,False
7,OTERO MARTINEZ Michael Steven,ESP,"Jul 29, 1990",54.94,A,125,-131,-133,125,55kgMen,CleanJerk,569,False
8,BETCA Iulian,MDA,"Aug 17, 2003",54.56,A,110,115,-120,115,55kgMen,CleanJerk,569,False
---,LUNGU Daniel,MDA,"Oct 16, 1998",54.92,A,---,---,---,---,55kgMen,CleanJerk,569,False
1,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",54.88,A,109,141,250,---,55kgMen,Total,569,False
2,SHAMILISHVILI Ramini,GEO,"May 11, 1994",54.94,A,113,136,249,---,55kgMen,Total,569,False
3,IANCU Valentin-Ionadi,ROU,"Jan 16, 2000",54.80,A,109,136,245,---,55kgMen,Total,569,False
4,SAHIN Muammer,TUR,"Feb 05, 1994",54.96,A,112,130,242,---,55kgMen,Total,569,False
5,VORONOVSKYI Dmytro,UKR,"Jan 03, 1997",54.84,A,106,132,238,---,55kgMen,Total,569,False
6,DANEV Deniz Gretov,BUL,"Jun 26, 2003",54.72,A,96,126,222,---,55kgMen,Total,569,False
