rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
---,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",54.85,A,80,84,-85,84,56kgMen,Snatch,434,True
---,AJAYI James Eche,NGR,"Apr 24, 2003",55.55,A,72,80,83,83,56kgMen,Snatch,434,True
---,ROUMEILI Mohamed,ALG,"Jan 13, 2002",55.00,A,77,81,-85,81,56kgMen,Snatch,434,True
---,ABU HAMED Abdelmalek Ali Abdullah,LBA,"Jan 24, 2001",55.40,A,-75,76,-81,76,56kgMen,Snatch,434,True
---,SAIDANI Jasser,TUN,"Aug 19, 2001",55.75,A,71,75,-80,75,56kgMen,Snatch,434,True
---,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",55.30,A,55,58,-90,58,56kgMen,Snatch,434,True
---,RAMMONENG Paballo,LES,"May 01, 2002",54.95,A,-50,50,-60,50,56kgMen,Snatch,434,True
---,NIZAM Maoulida,COM,"Jul 07, 2001",55.65,A,36,38,40,40,56kgMen,Snatch,434,True
---,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",54.85,A,100,105,-110,105,56kgMen,CleanJerk,434,True
---,AJAYI James Eche,NGR,"Apr 24, 2003",55.55,A,-100,100,103,103,56kgMen,CleanJerk,434,True
---,ROUMEILI Mohamed,ALG,"Jan 13, 2002",55.00,A,97,101,104,104,56kgMen,CleanJerk,434,True
---,ABU HAMED Abdelmalek Ali Abdullah,LBA,"Jan 24, 2001",55.40,A,92,-98,-100,92,56kgMen,CleanJerk,434,True
---,SAIDANI Jasser,TUN,"Aug 19, 2001",55.75,A,93,-98,-101,93,56kgMen,CleanJerk,434,True
---,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",55.30,A,72,0.0,-77,77,56kgMen,CleanJerk,434,True
---,RAMMONENG Paballo,LES,"May 01, 2002",54.95,A,65,70,-76,70,56kgMen,CleanJerk,434,True
---,NIZAM Maoulida,COM,"Jul 07, 2001",55.65,A,-40,-40,-42,---,56kgMen,CleanJerk,434,True
1,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",54.85,A,84,105,189,,56kgMen,Total,434,True
2,AJAYI James Eche,NGR,"Apr 24, 2003",55.55,A,83,103,186,,56kgMen,Total,434,True
3,ROUMEILI Mohamed,ALG,"Jan 13, 2002",55.00,A,81,104,185,,56kgMen,Total,434,True
4,ABU HAMED Abdelmalek Ali Abdullah,LBA,"Jan 24, 2001",55.40,A,76,92,168,,56kgMen,Total,434,True
5,SAIDANI Jasser,TUN,"Aug 19, 2001",55.75,A,75,93,168,,56kgMen,Total,434,True
6,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",55.30,A,58,77,135,,56kgMen,Total,434,True
7,RAMMONENG Paballo,LES,"May 01, 2002",54.95,A,50,70,120,,56kgMen,Total,434,True
---,NIZAM Maoulida,COM,"Jul 07, 2001",55.65,A,40,---,---,,56kgMen,Total,434,True
---,BIN SAEID Salih Mihriz Salih,LBA,"Aug 04, 2001",60.10,A,86,91,94,94,62kgMen,Snatch,434,True
---,MOULABBI Mohamed,MAR,"Oct 29, 2001",60.90,A,83,90,95,95,62kgMen,Snatch,434,True
---,KAMARA Lamin,SLE,"Sep 29, 2001",58.55,A,70,-75,75,75,62kgMen,Snatch,434,True
---,BEN HADJ Mohamed Aziz,TUN,"Jan 14, 2002",61.30,A,-87,88,-92,88,62kgMen,Snatch,434,True
---,ABDELLAH Awney Ahmed Abdelsamee,EGY,"Jul 16, 2001",60.65,A,100,107,-111,107,62kgMen,Snatch,434,True
---,UMOAFIA Edidiong Joseph,NGR,"Sep 24, 2002",61.85,A,105,110,112,112,62kgMen,Snatch,434,True
---,BIN SAEID Salih Mihriz Salih,LBA,"Aug 04, 2001",60.10,A,107,111,115,115,62kgMen,CleanJerk,434,True
---,MOULABBI Mohamed,MAR,"Oct 29, 2001",60.90,A,105,110,114,114,62kgMen,CleanJerk,434,True
---,KAMARA Lamin,SLE,"Sep 29, 2001",58.55,A,-95,95,-105,95,62kgMen,CleanJerk,434,True
---,BEN HADJ Mohamed Aziz,TUN,"Jan 14, 2002",61.30,A,106,-109,111,111,62kgMen,CleanJerk,434,True
---,ABDELLAH Awney Ahmed Abdelsamee,EGY,"Jul 16, 2001",60.65,A,126,136,-137,136,62kgMen,CleanJerk,434,True
---,UMOAFIA Edidiong Joseph,NGR,"Sep 24, 2002",61.85,A,125,130,-135,130,62kgMen,CleanJerk,434,True
1,ABDELLAH Awney Ahmed Abdelsamee,EGY,"Jul 16, 2001",60.65,A,107,136,243,,62kgMen,Total,434,True
2,UMOAFIA Edidiong Joseph,NGR,"Sep 24, 2002",61.85,A,112,130,242,,62kgMen,Total,434,True
3,MOULABBI Mohamed,MAR,"Oct 29, 2001",60.90,A,95,114,209,,62kgMen,Total,434,True
4,BIN SAEID Salih Mihriz Salih,LBA,"Aug 04, 2001",60.10,A,94,115,209,,62kgMen,Total,434,True
5,BEN HADJ Mohamed Aziz,TUN,"Jan 14, 2002",61.30,A,88,111,199,,62kgMen,Total,434,True
6,KAMARA Lamin,SLE,"Sep 29, 2001",58.55,A,75,95,170,,62kgMen,Total,434,True
---,AQEEL Mohammed Fouzi Salim,LBA,"Jul 24, 2002",65.10,A,80,85,-91,85,69kgMen,Snatch,434,True
---,CHEKHCHOUKH Ahmed,ALG,"Feb 18, 2001",66.65,A,-101,101,106,106,69kgMen,Snatch,434,True
---,PANDOO Dinesh Jevin,MRI,"Feb 25, 2001",68.40,A,102,-107,107,107,69kgMen,Snatch,434,True
---,OPADEJI Adedapo Adeleke,NGR,"Oct 11, 2001",66.35,A,105,110,112,112,69kgMen,Snatch,434,True
