rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,MCTAGGART Cameron David,NZL,"Sep 30, 1997",49.47,A,64,67,70,70,50kgMen,Snatch,208,True
2,MOSS Cameron,NZL,"Apr 17, 1997",48.39,A,53,56,58,58,50kgMen,Snatch,208,True
3,DELANEY James Joseph,AUS,"Jul 29, 1996",49.34,A,51,54,56,56,50kgMen,Snatch,208,True
4,KATOATAU Ruben,KIR,"Feb 09, 1997",49.86,A,45,- 55,55,55,50kgMen,Snatch,208,True
1,MCTAGGART Cameron David,NZL,"Sep 30, 1997",49.47,A,75,78,81,81,50kgMen,CleanJerk,208,True
2,MOSS Cameron,NZL,"Apr 17, 1997",48.39,A,69,72,75,75,50kgMen,CleanJerk,208,True
3,DELANEY James Joseph,AUS,"Jul 29, 1996",49.34,A,70,- 74,- 74,70,50kgMen,CleanJerk,208,True
4,KATOATAU Ruben,KIR,"Feb 09, 1997",49.86,A,65,- 71,- 71,65,50kgMen,CleanJerk,208,True
1,MCTAGGART Cameron David,NZL,"Sep 30, 1997",49.47,A,70,81,151,,50kgMen,Total,208,True
2,MOSS Cameron,NZL,"Apr 17, 1997",48.39,A,58,75,133,,50kgMen,Total,208,True
3,DELANEY James Joseph,AUS,"Jul 29, 1996",49.34,A,56,70,126,,50kgMen,Total,208,True
4,KATOATAU Ruben,KIR,"Feb 09, 1997",49.86,A,55,65,120,,50kgMen,Total,208,True
1,DAU Isikeli,FIJ,"May 03, 1995",54.90,B,- 75,75,80,80,56kgMen,Snatch,208,True
2,OALA Fred Karoho,PNG,"Sep 12, 1996",55.31,B,- 75,75,80,80,56kgMen,Snatch,208,True
3,NORMAN James Sahutta,AUS,"Jun 29, 1996",55.60,B,64,68,72,72,56kgMen,Snatch,208,True
4,POURTOOSSI Martin,NZL,"May 24, 1995",54.45,B,70,- 74,- 74,70,56kgMen,Snatch,208,True
5,WU Joshua Luke James Vain Kyang,AUS,"Nov 14, 1996",55.57,B,63,67,70,70,56kgMen,Snatch,208,True
6,ENOCH Peter,MHL,"Sep 10, 1997",54.40,B,65,66,- 67,66,56kgMen,Snatch,208,True
1,OALA Fred Karoho,PNG,"Sep 12, 1996",55.31,B,102,107,108,108,56kgMen,CleanJerk,208,True
2,DAU Isikeli,FIJ,"May 03, 1995",54.90,B,95,102,107,107,56kgMen,CleanJerk,208,True
3,NORMAN James Sahutta,AUS,"Jun 29, 1996",55.60,B,90,95,100,100,56kgMen,CleanJerk,208,True
4,POURTOOSSI Martin,NZL,"May 24, 1995",54.45,B,88,- 92,92,92,56kgMen,CleanJerk,208,True
5,ENOCH Peter,MHL,"Sep 10, 1997",54.40,B,89,- 90,90,90,56kgMen,CleanJerk,208,True
6,WU Joshua Luke James Vain Kyang,AUS,"Nov 14, 1996",55.57,B,85,- 90,90,90,56kgMen,CleanJerk,208,True
1,OALA Fred Karoho,PNG,"Sep 12, 1996",55.31,B,80,108,188,,56kgMen,Total,208,True
2,DAU Isikeli,FIJ,"May 03, 1995",54.90,B,80,107,187,,56kgMen,Total,208,True
3,NORMAN James Sahutta,AUS,"Jun 29, 1996",55.60,B,72,100,172,,56kgMen,Total,208,True
4,POURTOOSSI Martin,NZL,"May 24, 1995",54.45,B,70,92,162,,56kgMen,Total,208,True
5,WU Joshua Luke James Vain Kyang,AUS,"Nov 14, 1996",55.57,B,70,90,160,,56kgMen,Total,208,True
6,ENOCH Peter,MHL,"Sep 10, 1997",54.40,B,66,90,156,,56kgMen,Total,208,True
1,RANGIDIMI Chris Akarba,NRU,"Aug 07, 1995",61.47,B,65,75,81,81,62kgMen,Snatch,208,True
2,FUKUYAMA Fusakichi Adam,KIR,"Jun 23, 1996",61.43,B,- 75,75,80,80,62kgMen,Snatch,208,True
3,ELESIN Boris,AUS,"Sep 02, 1995",60.57,B,70,75,- 80,75,62kgMen,Snatch,208,True
4,RANA Bassel Amjad,AUS,"Aug 19, 1996",59.73,B,72,- 77,- 77,72,62kgMen,Snatch,208,True
1,RANGIDIMI Chris Akarba,NRU,"Aug 07, 1995",61.47,B,-100,100,110,110,62kgMen,CleanJerk,208,True
2,FUKUYAMA Fusakichi Adam,KIR,"Jun 23, 1996",61.43,B,-107,-107,107,107,62kgMen,CleanJerk,208,True
3,RANA Bassel Amjad,AUS,"Aug 19, 1996",59.73,B,95,98,-101,98,62kgMen,CleanJerk,208,True
4,ELESIN Boris,AUS,"Sep 02, 1995",60.57,B,85,90,95,95,62kgMen,CleanJerk,208,True
1,RANGIDIMI Chris Akarba,NRU,"Aug 07, 1995",61.47,B,81,110,191,,62kgMen,Total,208,True
2,FUKUYAMA Fusakichi Adam,KIR,"Jun 23, 1996",61.43,B,80,107,187,,62kgMen,Total,208,True
3,RANA Bassel Amjad,AUS,"Aug 19, 1996",59.73,B,72,98,170,,62kgMen,Total,208,True
4,ELESIN Boris,AUS,"Sep 02, 1995",60.57,B,75,95,170,,62kgMen,Total,208,True
1,PALANITE Ofatonga,TGA,"Jan 30, 1995",67.52,A,82,- 85,85,85,69kgMen,Snatch,208,True
2,WAIBEIYA Tom-Jaye,NRU,"Dec 17, 1995",67.53,A,70,83,- 87,83,69kgMen,Snatch,208,True
3,MILNE Micah,NZL,"May 29, 1997",67.18,B,71,- 75,75,75,69kgMen,Snatch,208,True
4,HAWKEN Ethan,NZL,"Sep 02, 1996",66.35,B,65,- 70,70,70,69kgMen,Snatch,208,True
5,FANOLUA Pita Junior,ASA,"Oct 10, 1996",66.65,B,55,- 60,60,60,69kgMen,Snatch,208,True
1,WAIBEIYA Tom-Jaye,NRU,"Dec 17, 1995",67.53,A,100,110,117,117,69kgMen,CleanJerk,208,True
2,PALANITE Ofatonga,TGA,"Jan 30, 1995",67.52,A,103,106,110,110,69kgMen,CleanJerk,208,True
3,MILNE Micah,NZL,"May 29, 1997",67.18,B,91,96,-100,96,69kgMen,CleanJerk,208,True
4,HAWKEN Ethan,NZL,"Sep 02, 1996",66.35,B,83,88,90,90,69kgMen,CleanJerk,208,True
5,FANOLUA Pita Junior,ASA,"Oct 10, 1996",66.65,B,65,72,80,80,69kgMen,CleanJerk,208,True
1,WAIBEIYA Tom-Jaye,NRU,"Dec 17, 1995",67.53,A,83,117,200,,69kgMen,Total,208,True
