rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,KARA Ramazan,TUR,"Jun 19, 1999",60.52,A,105,110,115,115,61kgMen,Snatch,560,False
2,MULLISI Antonimo,ALB,"Jan 19, 2009",60.74,A,75,85,-92,85,61kgMen,Snatch,560,False
1,KARA Ramazan,TUR,"Jun 19, 1999",60.52,A,128,137,-141,137,61kgMen,CleanJerk,560,False
2,MULLISI Antonimo,ALB,"Jan 19, 2009",60.74,A,90,-100,-104,90,61kgMen,CleanJerk,560,False
1,KARA Ramazan,TUR,"Jun 19, 1999",60.52,A,115,137,252,---,61kgMen,Total,560,False
2,MULLISI Antonimo,ALB,"Jan 19, 2009",60.74,A,85,90,175,---,61kgMen,Total,560,False
1,KAHRIMAN Kaan,TUR,"Sep 12, 2004",66.96,A,130,-135,136,136,67kgMen,Snatch,560,False
2,MAMMADOV Tehran,AZE,"Mar 29, 2002",65.82,A,116,121,126,126,67kgMen,Snatch,560,False
3,HARDAL Ferdi,TUR,"Dec 31, 1996",65.70,A,125,-130,-130,125,67kgMen,Snatch,560,False
4,YAGMYROV Hydyrberdi,TKM,"May 26, 2001",66.00,A,120,125,-127,125,67kgMen,Snatch,560,False
5,RRASA Samoel,ALB,"Dec 28, 2007",65.42,A,100,106,110,110,67kgMen,Snatch,560,False
6,CHRISTOPHEL Valentin,FRA,"Sep 09, 2004",66.46,A,105,-108,-110,105,67kgMen,Snatch,560,False
7,PASIC Amar,BIH,"Mar 29, 2003",66.90,A,-98,-99,99,99,67kgMen,Snatch,560,False
8,ZWEVERINK Jesset,NED,"Apr 25, 1991",66.60,A,96,-100,-100,96,67kgMen,Snatch,560,False
1,HARDAL Ferdi,TUR,"Dec 31, 1996",65.70,A,150,157,-161,157,67kgMen,CleanJerk,560,False
2,KAHRIMAN Kaan,TUR,"Sep 12, 2004",66.96,A,150,-157,157,157,67kgMen,CleanJerk,560,False
3,YAGMYROV Hydyrberdi,TKM,"May 26, 2001",66.00,A,145,-149,149,149,67kgMen,CleanJerk,560,False
4,MAMMADOV Tehran,AZE,"Mar 29, 2002",65.82,A,135,143,147,147,67kgMen,CleanJerk,560,False
5,CHRISTOPHEL Valentin,FRA,"Sep 09, 2004",66.46,A,122,-126,128,128,67kgMen,CleanJerk,560,False
6,ZWEVERINK Jesset,NED,"Apr 25, 1991",66.60,A,119,125,---,125,67kgMen,CleanJerk,560,False
7,RRASA Samoel,ALB,"Dec 28, 2007",65.42,A,120,-127,-131,120,67kgMen,CleanJerk,560,False
