rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,OM Yun Chol,PRK,"Nov 18, 1991",54.90,A,120,-125,-128,120,55kgMen,Snatch,441,False
2,CHONTEY Arli,KAZ,"Jul 01, 1992",54.81,A,115,118,120,120,55kgMen,Snatch,441,False
3,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",54.86,A,115,-118,-118,115,55kgMen,Snatch,441,False
4,KIM Young-Ho,KOR,"Oct 09, 1996",54.88,A,114,-118,-118,114,55kgMen,Snatch,441,False
5,SCARANTINO Mirco,ITA,"Jan 16, 1995",54.90,A,110,113,-116,113,55kgMen,Snatch,441,False
6,SAHIN Muammer,TUR,"Feb 05, 1994",55.00,B,110,-114,-114,110,55kgMen,Snatch,441,False
7,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",54.84,A,103,108,---,108,55kgMen,Snatch,441,False
8,MASSIDDA Sergio,ITA,"Jan 26, 2002",54.81,B,-105,105,-110,105,55kgMen,Snatch,441,False
9,GUZMAN LOPEZ Leonardo Everardo,MEX,"Dec 06, 1998",54.44,B,100,103,-106,103,55kgMen,Snatch,441,False
10,SOMBOON-UAN Thada,THA,"Nov 03, 2000",54.76,B,-101,-101,101,101,55kgMen,Snatch,441,False
---,KWAK Un Bom,PRK,"Oct 11, 1994",54.91,A,-113,-113,-113,---,55kgMen,Snatch,441,False
---,LAI Gia Thanh,VIE,"May 03, 1998",54.72,A,-116,-116,-116,---,55kgMen,Snatch,441,False
DSQ,CHOMCHUEN Teerapat,THA,"Jul 31, 2001",54.63,A,-105,-105,-105,---,55kgMen,Snatch,441,False
1,OM Yun Chol,PRK,"Nov 18, 1991",54.90,A,155,-162,162,162,55kgMen,CleanJerk,441,False
2,LAI Gia Thanh,VIE,"May 03, 1998",54.72,A,139,142,-147,142,55kgMen,CleanJerk,441,False
3,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",54.84,A,130,135,140,140,55kgMen,CleanJerk,441,False
4,SCARANTINO Mirco,ITA,"Jan 16, 1995",54.90,A,136,138,139,139,55kgMen,CleanJerk,441,False
5,CHONTEY Arli,KAZ,"Jul 01, 1992",54.81,A,135,-138,138,138,55kgMen,CleanJerk,441,False
6,KIM Young-Ho,KOR,"Oct 09, 1996",54.88,A,-136,-137,137,137,55kgMen,CleanJerk,441,False
7,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",54.86,A,135,-138,-139,135,55kgMen,CleanJerk,441,False
8,MASSIDDA Sergio,ITA,"Jan 26, 2002",54.81,B,-126,126,131,131,55kgMen,CleanJerk,441,False
9,SAHIN Muammer,TUR,"Feb 05, 1994",55.00,B,120,125,-128,125,55kgMen,CleanJerk,441,False
10,SOMBOON-UAN Thada,THA,"Nov 03, 2000",54.76,B,120,123,-126,123,55kgMen,CleanJerk,441,False
