rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,PETROV Petr,CZE,"Oct 19, 1989",70.85,A,127,131,135,135,73kgMen,Snatch,461,False
2,EVANS Gareth Irfon (WAL),GBR,"Apr 18, 1986",69.95,A,124,128,131,131,73kgMen,Snatch,461,False
3,CONFIANCE Rick Yves,SEY,"May 24, 1994",71.10,A,110,115,-120,115,73kgMen,Snatch,461,False
---,STRAND Daniel Roness,NOR,"Apr 14, 1991",72.50,A,-117,-121,-121,---,73kgMen,Snatch,461,False
1,PETROV Petr,CZE,"Oct 19, 1989",70.85,A,155,160,-171,160,73kgMen,CleanJerk,461,False
2,EVANS Gareth Irfon (WAL),GBR,"Apr 18, 1986",69.95,A,-155,155,-160,155,73kgMen,CleanJerk,461,False
3,CONFIANCE Rick Yves,SEY,"May 24, 1994",71.10,A,138,-143,-143,138,73kgMen,CleanJerk,461,False
---,STRAND Daniel Roness,NOR,"Apr 14, 1991",72.50,A,---,---,---,---,73kgMen,CleanJerk,461,False
1,PETROV Petr,CZE,"Oct 19, 1989",70.85,A,135,160,295,,73kgMen,Total,461,False
2,EVANS Gareth Irfon (WAL),GBR,"Apr 18, 1986",69.95,A,131,155,286,,73kgMen,Total,461,False
3,CONFIANCE Rick Yves,SEY,"May 24, 1994",71.10,A,115,138,253,,73kgMen,Total,461,False
---,STRAND Daniel Roness,NOR,"Apr 14, 1991",72.50,A,---,---,---,,73kgMen,Total,461,False
1,ULANOV Denis,KAZ,"Oct 28, 1993",80.80,A,140,145,---,145,81kgMen,Snatch,461,False
2,BROWN Sean Kevin,IRL,"Jun 03, 1991",80.05,A,138,-143,-143,138,81kgMen,Snatch,461,False
3,MURRAY Christopher John,GBR,"Feb 05, 1999",80.45,A,133,-137,-137,133,81kgMen,Snatch,461,False
---,OLIVER Jack Simon,GBR,"Jan 04, 1991",80.35,A,---,---,---,---,81kgMen,Snatch,461,False
1,ULANOV Denis,KAZ,"Oct 28, 1993",80.80,A,180,---,---,180,81kgMen,CleanJerk,461,False
2,BROWN Sean Kevin,IRL,"Jun 03, 1991",80.05,A,166,-171,-171,166,81kgMen,CleanJerk,461,False
3,MURRAY Christopher John,GBR,"Feb 05, 1999",80.45,A,-152,152,-157,152,81kgMen,CleanJerk,461,False
---,OLIVER Jack Simon,GBR,"Jan 04, 1991",80.35,A,---,---,---,---,81kgMen,CleanJerk,461,False
1,ULANOV Denis,KAZ,"Oct 28, 1993",80.80,A,145,180,325,,81kgMen,Total,461,False
2,BROWN Sean Kevin,IRL,"Jun 03, 1991",80.05,A,138,166,304,,81kgMen,Total,461,False
3,MURRAY Christopher John,GBR,"Feb 05, 1999",80.45,A,133,152,285,,81kgMen,Total,461,False
---,OLIVER Jack Simon,GBR,"Jan 04, 1991",80.35,A,---,---,---,,81kgMen,Total,461,False
1,ILYIN Ilya,KAZ,"May 24, 1988",95.90,A,-155,155,165,165,96kgMen,Snatch,461,False
2,PYROHOV Kyryl,UKR,"May 24, 1998",94.65,A,155,160,163,163,96kgMen,Snatch,461,False
3,AVETISYAN Edmon,GBR,"Oct 06, 1994",95.85,A,144,149,-155,149,96kgMen,Snatch,461,False
DSQ,STANULIS Zygimantas,LTU,"Jan 11, 1993",95.90,A,155,-160,-163,---,96kgMen,Snatch,461,False
1,PYROHOV Kyryl,UKR,"May 24, 1998",94.65,A,175,183,188,188,96kgMen,CleanJerk,461,False
2,ILYIN Ilya,KAZ,"May 24, 1988",95.90,A,180,185,-190,185,96kgMen,CleanJerk,461,False
3,AVETISYAN Edmon,GBR,"Oct 06, 1994",95.85,A,170,-180,180,180,96kgMen,CleanJerk,461,False
DSQ,STANULIS Zygimantas,LTU,"Jan 11, 1993",95.90,A,---,---,---,---,96kgMen,CleanJerk,461,False
1,PYROHOV Kyryl,UKR,"May 24, 1998",94.65,A,163,188,351,,96kgMen,Total,461,False
2,ILYIN Ilya,KAZ,"May 24, 1988",95.90,A,165,185,350,,96kgMen,Total,461,False
3,AVETISYAN Edmon,GBR,"Oct 06, 1994",95.85,A,149,180,329,,96kgMen,Total,461,False
DSQ,STANULIS Zygimantas,LTU,"Jan 11, 1993",95.90,A,---,---,---,,96kgMen,Total,461,False
1,PENT Leho,EST,"Apr 02, 1990",99.95,A,140,146,-153,146,102kgMen,Snatch,461,False
2,GASIOR Jiri,CZE,"Jan 24, 1991",101.65,A,136,141,-145,141,102kgMen,Snatch,461,False
1,PENT Leho,EST,"Apr 02, 1990",99.95,A,165,175,185,185,102kgMen,CleanJerk,461,False
2,GASIOR Jiri,CZE,"Jan 24, 1991",101.65,A,171,-181,-185,171,102kgMen,CleanJerk,461,False
1,PENT Leho,EST,"Apr 02, 1990",99.95,A,146,185,331,,102kgMen,Total,461,False
2,GASIOR Jiri,CZE,"Jan 24, 1991",101.65,A,141,171,312,,102kgMen,Total,461,False
1,CHUMAK Dmytro,UKR,"Jul 11, 1990",103.60,A,165,170,-175,170,109kgMen,Snatch,461,False
2,SIDISKIS Arnas,LTU,"Jul 05, 1990",107.10,A,151,157,160,160,109kgMen,Snatch,461,False
3,BOXALL Owen Gordon Edward,GBR,"Jul 03, 1990",108.05,A,150,-157,-160,150,109kgMen,Snatch,461,False
