rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,MIRZAYEV Seyitjan,TKM,"Apr 30, 1994",60.90,A,122,-126,-126,122,61kgMen,Snatch,489,False
2,MISHVELIDZE Shota,GEO,"Oct 18, 1994",60.85,A,116,120,-126,120,61kgMen,Snatch,489,False
3,DONEN Dogan,TUR,"Dec 10, 2002",60.75,A,115,119,-122,119,61kgMen,Snatch,489,False
1,MISHVELIDZE Shota,GEO,"Oct 18, 1994",60.85,A,135,146,---,146,61kgMen,CleanJerk,489,False
2,MIRZAYEV Seyitjan,TKM,"Apr 30, 1994",60.90,A,-143,-143,143,143,61kgMen,CleanJerk,489,False
3,DONEN Dogan,TUR,"Dec 10, 2002",60.75,A,130,135,-138,135,61kgMen,CleanJerk,489,False
1,MISHVELIDZE Shota,GEO,"Oct 18, 1994",60.85,A,120,146,266,,61kgMen,Total,489,False
2,MIRZAYEV Seyitjan,TKM,"Apr 30, 1994",60.90,A,122,143,265,,61kgMen,Total,489,False
3,DONEN Dogan,TUR,"Dec 10, 2002",60.75,A,119,135,254,,61kgMen,Total,489,False
1,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",66.15,A,-130,133,-135,133,67kgMen,Snatch,489,False
2,PETROV Petr,CZE,"Oct 19, 1989",66.70,A,129,132,-134,132,67kgMen,Snatch,489,False
3,HARDAL Ferdi,TUR,"Dec 31, 1996",64.70,A,120,125,-127,125,67kgMen,Snatch,489,False
1,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",66.15,A,157,163,-166,163,67kgMen,CleanJerk,489,False
2,PETROV Petr,CZE,"Oct 19, 1989",66.70,A,157,-162,162,162,67kgMen,CleanJerk,489,False
3,HARDAL Ferdi,TUR,"Dec 31, 1996",64.70,A,147,155,-160,155,67kgMen,CleanJerk,489,False
1,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",66.15,A,133,163,296,,67kgMen,Total,489,False
2,PETROV Petr,CZE,"Oct 19, 1989",66.70,A,132,162,294,,67kgMen,Total,489,False
3,HARDAL Ferdi,TUR,"Dec 31, 1996",64.70,A,125,155,280,,67kgMen,Total,489,False
1,ISMAYILOV Daniyar,TUR,"Feb 03, 1992",71.90,A,150,-155,157,157,73kgMen,Snatch,489,False
2,CALJA Briken,ALB,"Feb 19, 1990",73.00,A,146,-151,-151,146,73kgMen,Snatch,489,False
3,OKYAY Ahmet Turan,TUR,"May 06, 1996",72.80,A,135,140,-143,140,73kgMen,Snatch,489,False
4,CATIC Ajdin,BIH,"Oct 07, 1998",72.00,A,65,70,-75,70,73kgMen,Snatch,489,False
1,ISMAYILOV Daniyar,TUR,"Feb 03, 1992",71.90,A,176,183,190,190,73kgMen,CleanJerk,489,False
2,CALJA Briken,ALB,"Feb 19, 1990",73.00,A,172,177,184,184,73kgMen,CleanJerk,489,False
3,OKYAY Ahmet Turan,TUR,"May 06, 1996",72.80,A,165,171,-178,171,73kgMen,CleanJerk,489,False
4,CATIC Ajdin,BIH,"Oct 07, 1998",72.00,A,80,85,90,90,73kgMen,CleanJerk,489,False
1,ISMAYILOV Daniyar,TUR,"Feb 03, 1992",71.90,A,157,190,347,,73kgMen,Total,489,False
2,CALJA Briken,ALB,"Feb 19, 1990",73.00,A,146,184,330,,73kgMen,Total,489,False
3,OKYAY Ahmet Turan,TUR,"May 06, 1996",72.80,A,140,171,311,,73kgMen,Total,489,False
4,CATIC Ajdin,BIH,"Oct 07, 1998",72.00,A,70,90,160,,73kgMen,Total,489,False
1,SUHAREVS Ritvars,LAT,"Jan 11, 1999",81.00,A,153,158,-161,158,81kgMen,Snatch,489,False
2,QERIMAJ Erkand,ALB,"Aug 10, 1988",80.95,A,155,158,-160,158,81kgMen,Snatch,489,False
3,ANDREEV Bozhidar Dimitrov,BUL,"Jan 17, 1997",78.00,A,-152,-152,155,155,81kgMen,Snatch,489,False
4,ERDOGDU Celil,TUR,"Dec 05, 1997",80.50,A,143,-147,148,148,81kgMen,Snatch,489,False
5,ALIYEV Fugan,AZE,"Jan 20, 2001",80.40,A,127,131,-134,131,81kgMen,Snatch,489,False
6,BYRD Cathal,IRL,"Aug 15, 1986",80.60,A,-113,-113,115,115,81kgMen,Snatch,489,False
7,CAKAJ Drin,KOS,"Apr 11, 2002",73.85,A,-73,73,77,77,81kgMen,Snatch,489,False
1,ANDREEV Bozhidar Dimitrov,BUL,"Jan 17, 1997",78.00,A,186,192,197,197,81kgMen,CleanJerk,489,False
2,QERIMAJ Erkand,ALB,"Aug 10, 1988",80.95,A,188,193,-196,193,81kgMen,CleanJerk,489,False
3,SUHAREVS Ritvars,LAT,"Jan 11, 1999",81.00,A,182,190,-196,190,81kgMen,CleanJerk,489,False
4,ERDOGDU Celil,TUR,"Dec 05, 1997",80.50,A,180,-185,-185,180,81kgMen,CleanJerk,489,False
5,ALIYEV Fugan,AZE,"Jan 20, 2001",80.40,A,-155,155,160,160,81kgMen,CleanJerk,489,False
6,BYRD Cathal,IRL,"Aug 15, 1986",80.60,A,142,145,-147,145,81kgMen,CleanJerk,489,False
7,CAKAJ Drin,KOS,"Apr 11, 2002",73.85,A,92,98,-101,98,81kgMen,CleanJerk,489,False
1,ANDREEV Bozhidar Dimitrov,BUL,"Jan 17, 1997",78.00,A,155,197,352,,81kgMen,Total,489,False
2,QERIMAJ Erkand,ALB,"Aug 10, 1988",80.95,A,158,193,351,,81kgMen,Total,489,False
3,SUHAREVS Ritvars,LAT,"Jan 11, 1999",81.00,A,158,190,348,,81kgMen,Total,489,False
4,ERDOGDU Celil,TUR,"Dec 05, 1997",80.50,A,148,180,328,,81kgMen,Total,489,False
5,ALIYEV Fugan,AZE,"Jan 20, 2001",80.40,A,131,160,291,,81kgMen,Total,489,False
6,BYRD Cathal,IRL,"Aug 15, 1986",80.60,A,115,145,260,,81kgMen,Total,489,False
7,CAKAJ Drin,KOS,"Apr 11, 2002",73.85,A,77,98,175,,81kgMen,Total,489,False
