rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,BERIS ESCALONA Eduar Jose,VEN,"May 29, 1993",55.80,A,91,-94,94,94,56kgMen,Snatch,225,True
2,ROJAS CONCHA Marcos Antonio,PER,"Jun 02, 1995",55.45,A,88,91,-93,91,56kgMen,Snatch,225,True
3,POVEDA Brayan,BOL,"Oct 27, 1993",54.50,A,70,-73,-76,70,56kgMen,Snatch,225,True
1,BERIS ESCALONA Eduar Jose,VEN,"May 29, 1993",55.80,A,116,120,-124,120,56kgMen,CleanJerk,225,True
2,ROJAS CONCHA Marcos Antonio,PER,"Jun 02, 1995",55.45,A,-119,119,-124,119,56kgMen,CleanJerk,225,True
3,POVEDA Brayan,BOL,"Oct 27, 1993",54.50,A,-85,85,-90,85,56kgMen,CleanJerk,225,True
1,BERIS ESCALONA Eduar Jose,VEN,"May 29, 1993",55.80,A,94,120,214,,56kgMen,Total,225,True
2,ROJAS CONCHA Marcos Antonio,PER,"Jun 02, 1995",55.45,A,91,119,210,,56kgMen,Total,225,True
3,POVEDA Brayan,BOL,"Oct 27, 1993",54.50,A,70,85,155,,56kgMen,Total,225,True
1,LOPEZ PENA Roy Sherlock,VEN,"Oct 21, 1992",61.80,A,120,-125,-125,120,62kgMen,Snatch,225,True
2,BARDALEZ TUISIMA Luis David,PER,"Oct 03, 1995",60.55,A,98,103,-105,103,62kgMen,Snatch,225,True
3,PRECIADO REYES Miguel Angel,PER,"Nov 03, 1994",61.40,A,98,-103,103,103,62kgMen,Snatch,225,True
1,LOPEZ PENA Roy Sherlock,VEN,"Oct 21, 1992",61.80,A,145,-150,-153,145,62kgMen,CleanJerk,225,True
2,BARDALEZ TUISIMA Luis David,PER,"Oct 03, 1995",60.55,A,125,130,-132,130,62kgMen,CleanJerk,225,True
3,PRECIADO REYES Miguel Angel,PER,"Nov 03, 1994",61.40,A,125,-131,-131,125,62kgMen,CleanJerk,225,True
1,LOPEZ PENA Roy Sherlock,VEN,"Oct 21, 1992",61.80,A,120,145,265,,62kgMen,Total,225,True
2,BARDALEZ TUISIMA Luis David,PER,"Oct 03, 1995",60.55,A,103,130,233,,62kgMen,Total,225,True
3,PRECIADO REYES Miguel Angel,PER,"Nov 03, 1994",61.40,A,103,125,228,,62kgMen,Total,225,True
1,VASQUEZ VEGAS Edwar Jose,VEN,"Jun 28, 1993",68.80,A,115,120,-125,120,69kgMen,Snatch,225,True
2,SOTO MONTECINO Eduardo Alexis,CHI,"Mar 25, 1995",68.70,A,103,107,-110,107,69kgMen,Snatch,225,True
3,AQUINO GOMEZ Robinson,PER,"Oct 07, 1994",68.65,A,100,-105,105,105,69kgMen,Snatch,225,True
4,LAHUANAMPA CASTILLO Junior Chayanne,PER,"Apr 04, 1995",67.10,A,100,103,-106,103,69kgMen,Snatch,225,True
