rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
---,SHI Jesse,SWE,"May 02, 1994",60.02,A,85,90,-93,90,61kgMen,Snatch,480,False
---,SHI Jesse,SWE,"May 02, 1994",60.02,A,108,111,115,115,61kgMen,CleanJerk,480,False
1,SHI Jesse,SWE,"May 02, 1994",60.02,A,90,115,205,,61kgMen,Total,480,False
---,DALEN Bendik Drangsholt,NOR,"Feb 23, 1998",65.96,A,87,95,-102,95,67kgMen,Snatch,480,False
---,DALEN Bendik Drangsholt,NOR,"Feb 23, 1998",65.96,A,107,117,-127,117,67kgMen,CleanJerk,480,False
1,DALEN Bendik Drangsholt,NOR,"Feb 23, 1998",65.96,A,95,117,212,,67kgMen,Total,480,False
---,KRING Tim,DEN,"Sep 16, 1990",72.81,A,133,137,-140,137,73kgMen,Snatch,480,False
---,STRAND Daniel Roness,NOR,"Apr 14, 1991",72.52,A,115,-119,-121,115,73kgMen,Snatch,480,False
---,JONSSON Einar Ingi,ISL,"Feb 15, 1996",71.56,A,110,-114,114,114,73kgMen,Snatch,480,False
---,BALDURSSON Arni Runar,ISL,"Jul 15, 1995",72.68,A,114,117,-120,117,73kgMen,Snatch,480,False
---,KAIKKONEN Henri Mikael,FIN,"Oct 13, 1993",72.94,A,110,-115,-115,110,73kgMen,Snatch,480,False
---,LINTULAAKSO Akseli Ilmari,FIN,"Oct 21, 1992",72.99,A,105,-110,-110,105,73kgMen,Snatch,480,False
---,KRING Tim,DEN,"Sep 16, 1990",72.81,A,163,170,-173,170,73kgMen,CleanJerk,480,False
---,STRAND Daniel Roness,NOR,"Apr 14, 1991",72.52,A,146,151,156,156,73kgMen,CleanJerk,480,False
---,JONSSON Einar Ingi,ISL,"Feb 15, 1996",71.56,A,-139,140,145,145,73kgMen,CleanJerk,480,False
---,BALDURSSON Arni Runar,ISL,"Jul 15, 1995",72.68,A,135,-140,-140,135,73kgMen,CleanJerk,480,False
---,KAIKKONEN Henri Mikael,FIN,"Oct 13, 1993",72.94,A,141,-150,-150,141,73kgMen,CleanJerk,480,False
---,LINTULAAKSO Akseli Ilmari,FIN,"Oct 21, 1992",72.99,A,-133,133,-140,133,73kgMen,CleanJerk,480,False
1,KRING Tim,DEN,"Sep 16, 1990",72.81,A,137,170,307,,73kgMen,Total,480,False
2,STRAND Daniel Roness,NOR,"Apr 14, 1991",72.52,A,115,156,271,,73kgMen,Total,480,False
3,JONSSON Einar Ingi,ISL,"Feb 15, 1996",71.56,A,114,145,259,,73kgMen,Total,480,False
4,BALDURSSON Arni Runar,ISL,"Jul 15, 1995",72.68,A,117,135,252,,73kgMen,Total,480,False
5,KAIKKONEN Henri Mikael,FIN,"Oct 13, 1993",72.94,A,110,141,251,,73kgMen,Total,480,False
6,LINTULAAKSO Akseli Ilmari,FIN,"Oct 21, 1992",72.99,A,105,133,238,,73kgMen,Total,480,False
---,ALAM Omed,DEN,"May 20, 1999",80.00,A,130,135,---,135,81kgMen,Snatch,480,False
---,BENOROUZ Ali Reza,NOR,"Sep 24, 1994",79.14,A,-111,-111,111,111,81kgMen,Snatch,480,False
---,ROBERTSSON Daniel,ISL,"Oct 02, 1991",79.53,A,115,-120,-122,115,81kgMen,Snatch,480,False
---,HARTIKAINEN Iiro,FIN,"Jun 21, 1978",80.82,A,115,118,121,121,81kgMen,Snatch,480,False
---,ALAM Omed,DEN,"May 20, 1999",80.00,A,155,---,---,155,81kgMen,CleanJerk,480,False
---,BENOROUZ Ali Reza,NOR,"Sep 24, 1994",79.14,A,134,140,-145,140,81kgMen,CleanJerk,480,False
---,ROBERTSSON Daniel,ISL,"Oct 02, 1991",79.53,A,135,140,-145,140,81kgMen,CleanJerk,480,False
---,HARTIKAINEN Iiro,FIN,"Jun 21, 1978",80.82,A,135,140,145,145,81kgMen,CleanJerk,480,False
1,ALAM Omed,DEN,"May 20, 1999",80.00,A,135,155,290,,81kgMen,Total,480,False
2,HARTIKAINEN Iiro,FIN,"Jun 21, 1978",80.82,A,121,145,266,,81kgMen,Total,480,False
3,ROBERTSSON Daniel,ISL,"Oct 02, 1991",79.53,A,115,140,255,,81kgMen,Total,480,False
4,BENOROUZ Ali Reza,NOR,"Sep 24, 1994",79.14,A,111,140,251,,81kgMen,Total,480,False
---,OLSEN Mats,NOR,"Jul 19, 1995",86.63,A,123,126,-130,126,89kgMen,Snatch,480,False
---,NYKANEN Jesse Juhani,FIN,"Feb 06, 1996",88.23,A,138,143,-145,143,89kgMen,Snatch,480,False
---,ORN Birkir,ISL,"Jan 17, 1995",82.16,A,110,115,-122,115,89kgMen,Snatch,480,False
---,PALSSON Jan Philip,SWE,"May 23, 1993",88.97,A,124,127,130,130,89kgMen,Snatch,480,False
---,OLSEN Mats,NOR,"Jul 19, 1995",86.63,A,160,168,-176,168,89kgMen,CleanJerk,480,False
---,NYKANEN Jesse Juhani,FIN,"Feb 06, 1996",88.23,A,162,171,---,171,89kgMen,CleanJerk,480,False
---,ORN Birkir,ISL,"Jan 17, 1995",82.16,A,140,150,155,155,89kgMen,CleanJerk,480,False
---,PALSSON Jan Philip,SWE,"May 23, 1993",88.97,A,-153,154,-160,154,89kgMen,CleanJerk,480,False
1,NYKANEN Jesse Juhani,FIN,"Feb 06, 1996",88.23,A,143,171,314,,89kgMen,Total,480,False
2,OLSEN Mats,NOR,"Jul 19, 1995",86.63,A,126,168,294,,89kgMen,Total,480,False
3,PALSSON Jan Philip,SWE,"May 23, 1993",88.97,A,130,154,284,,89kgMen,Total,480,False
4,ORN Birkir,ISL,"Jan 17, 1995",82.16,A,115,155,270,,89kgMen,Total,480,False
---,RETULAINEN Eero Eljas,FIN,"Oct 13, 1992",90.24,A,140,144,-147,144,96kgMen,Snatch,480,False
---,REZAZADEH Rebin-Kardo,FIN,"Apr 25, 1995",94.44,A,120,-123,-124,120,96kgMen,Snatch,480,False
---,VILAGI Christopher,SWE,"Mar 29, 1995",91.94,A,130,135,140,140,96kgMen,Snatch,480,False
---,OMMEDAL Roy Somme,NOR,"Dec 27, 1993",91.77,A,115,120,124,124,96kgMen,Snatch,480,False
---,RETULAINEN Eero Eljas,FIN,"Oct 13, 1992",90.24,A,180,-189,-189,180,96kgMen,CleanJerk,480,False
---,REZAZADEH Rebin-Kardo,FIN,"Apr 25, 1995",94.44,A,---,---,---,---,96kgMen,CleanJerk,480,False
---,VILAGI Christopher,SWE,"Mar 29, 1995",91.94,A,155,160,165,165,96kgMen,CleanJerk,480,False
---,OMMEDAL Roy Somme,NOR,"Dec 27, 1993",91.77,A,145,152,159,159,96kgMen,CleanJerk,480,False
1,RETULAINEN Eero Eljas,FIN,"Oct 13, 1992",90.24,A,144,180,324,,96kgMen,Total,480,False
2,VILAGI Christopher,SWE,"Mar 29, 1995",91.94,A,140,165,305,,96kgMen,Total,480,False
3,OMMEDAL Roy Somme,NOR,"Dec 27, 1993",91.77,A,124,159,283,,96kgMen,Total,480,False
---,REZAZADEH Rebin-Kardo,FIN,"Apr 25, 1995",94.44,A,120,---,---,,96kgMen,Total,480,False
---,THOMSEN Ole Lykke,DEN,"Aug 24, 1997",100.72,A,126,132,-137,132,102kgMen,Snatch,480,False
---,DARVILLE Simon Kastbjerg,DEN,"Jun 26, 1993",99.00,A,135,-140,140,140,102kgMen,Snatch,480,False
---,THOMSEN Ole Lykke,DEN,"Aug 24, 1997",100.72,A,160,169,-179,169,102kgMen,CleanJerk,480,False
---,DARVILLE Simon Kastbjerg,DEN,"Jun 26, 1993",99.00,A,160,170,---,170,102kgMen,CleanJerk,480,False
1,DARVILLE Simon Kastbjerg,DEN,"Jun 26, 1993",99.00,A,140,170,310,,102kgMen,Total,480,False
2,THOMSEN Ole Lykke,DEN,"Aug 24, 1997",100.72,A,132,169,301,,102kgMen,Total,480,False
---,HEIKKINEN Jani Petteri,FIN,"Jul 27, 1994",105.89,A,138,143,-146,143,109kgMen,Snatch,480,False
---,HREINSSON Bjarmi,ISL,"Nov 13, 1992",106.78,A,136,-140,-143,136,109kgMen,Snatch,480,False
---,KJELLEVAND Joergen,NOR,"Oct 15, 1992",106.15,A,123,129,-134,129,109kgMen,Snatch,480,False
---,KESKITALO Hannes Heikki Juhani,FIN,"Nov 10, 1996",107.39,A,145,150,-154,150,109kgMen,Snatch,480,False
---,AGREN Stefan Vilhelm Mauritz,SWE,"Sep 15, 1988",109.00,A,150,-155,-155,150,109kgMen,Snatch,480,False
---,HEIKKINEN Jani Petteri,FIN,"Jul 27, 1994",105.89,A,---,---,---,---,109kgMen,CleanJerk,480,False
---,HREINSSON Bjarmi,ISL,"Nov 13, 1992",106.78,A,156,-164,-164,156,109kgMen,CleanJerk,480,False
---,KJELLEVAND Joergen,NOR,"Oct 15, 1992",106.15,A,155,161,164,164,109kgMen,CleanJerk,480,False
---,KESKITALO Hannes Heikki Juhani,FIN,"Nov 10, 1996",107.39,A,180,190,195,195,109kgMen,CleanJerk,480,False
---,AGREN Stefan Vilhelm Mauritz,SWE,"Sep 15, 1988",109.00,A,185,-191,196,196,109kgMen,CleanJerk,480,False
1,AGREN Stefan Vilhelm Mauritz,SWE,"Sep 15, 1988",109.00,A,150,196,346,,109kgMen,Total,480,False
2,KESKITALO Hannes Heikki Juhani,FIN,"Nov 10, 1996",107.39,A,150,195,345,,109kgMen,Total,480,False
3,KJELLEVAND Joergen,NOR,"Oct 15, 1992",106.15,A,129,164,293,,109kgMen,Total,480,False
4,HREINSSON Bjarmi,ISL,"Nov 13, 1992",106.78,A,136,156,292,,109kgMen,Total,480,False
---,HEIKKINEN Jani Petteri,FIN,"Jul 27, 1994",105.89,A,143,---,---,,109kgMen,Total,480,False
---,LINDFORS Petri Mikael,FIN,"May 12, 1993",128.22,A,138,141,145,145,+109kgMen,Snatch,480,False
---,LITHEN Carl Hampus,SWE,"Apr 23, 1992",145.06,A,150,-156,-156,150,+109kgMen,Snatch,480,False
---,HOLME Ragnar Gamlestoel,NOR,"Jun 19, 2001",118.46,A,130,135,-140,135,+109kgMen,Snatch,480,False
---,TOLLEFSEN Kim Eirik,NOR,"Dec 24, 1989",121.94,A,155,159,163,163,+109kgMen,Snatch,480,False
---,LINDFORS Petri Mikael,FIN,"May 12, 1993",128.22,A,172,-180,180,180,+109kgMen,CleanJerk,480,False
---,LITHEN Carl Hampus,SWE,"Apr 23, 1992",145.06,A,190,-203,-204,190,+109kgMen,CleanJerk,480,False
---,HOLME Ragnar Gamlestoel,NOR,"Jun 19, 2001",118.46,A,160,165,170,170,+109kgMen,CleanJerk,480,False
---,TOLLEFSEN Kim Eirik,NOR,"Dec 24, 1989",121.94,A,197,203,-207,203,+109kgMen,CleanJerk,480,False
1,TOLLEFSEN Kim Eirik,NOR,"Dec 24, 1989",121.94,A,163,203,366,,+109kgMen,Total,480,False
2,LITHEN Carl Hampus,SWE,"Apr 23, 1992",145.06,A,150,190,340,,+109kgMen,Total,480,False
3,LINDFORS Petri Mikael,FIN,"May 12, 1993",128.22,A,145,180,325,,+109kgMen,Total,480,False
4,HOLME Ragnar Gamlestoel,NOR,"Jun 19, 2001",118.46,A,135,170,305,,+109kgMen,Total,480,False
---,NIEMELA Anna,FIN,"Jun 27, 1990",51.93,A,61,64,-66,64,55kgWomen,Snatch,480,False
---,OVSTHUS Sarah Orteza Hovden,NOR,"Mar 20, 1994",54.54,A,79,82,-84,82,55kgWomen,Snatch,480,False
---,VIHANTOLA Emilia Johanna,FIN,"Jul 05, 1985",54.82,A,-70,-70,-70,---,55kgWomen,Snatch,480,False
---,JENSEN Sandra Hoegfeldt,DEN,"Feb 05, 1994",54.69,A,-72,72,74,74,55kgWomen,Snatch,480,False
---,BOGE Tiril,NOR,"Feb 05, 2000",54.41,A,-65,65,-69,65,55kgWomen,Snatch,480,False
---,NIEMELA Anna,FIN,"Jun 27, 1990",51.93,A,72,76,-78,76,55kgWomen,CleanJerk,480,False
---,OVSTHUS Sarah Orteza Hovden,NOR,"Mar 20, 1994",54.54,A,98,-101,-102,98,55kgWomen,CleanJerk,480,False
