rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,JAYASOORIYA ARACHCHILAGE Chathuranga L,SRI,"Oct 07, 1988",55.98,A,110,114,117,117,56kgMen,Snatch,395,True
2,MUHAMMAD Azroy Hazalwafie,MAS,"Apr 04, 1994",55.86,A,110,114,117,117,56kgMen,Snatch,395,True
3,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",55.26,A,102,106,108,108,56kgMen,Snatch,395,True
4,GURURAJA,IND,"Aug 15, 1992",56.00,A,103,107,-109,107,56kgMen,Snatch,395,True
5,TULO Manueli,FIJ,"Mar 25, 1990",55.86,A,-103,103,107,107,56kgMen,Snatch,395,True
6,BRECHTEFELD Elson Edward,NRU,"Mar 02, 1994",55.84,A,95,100,103,103,56kgMen,Snatch,395,True
7,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",55.23,A,75,80,-84,80,56kgMen,Snatch,395,True
8,CAIN Shadrach,NRU,"Jul 27, 1999",55.47,A,75,-80,80,80,56kgMen,Snatch,395,True
1,GURURAJA,IND,"Aug 15, 1992",56.00,A,134,139,-141,139,56kgMen,CleanJerk,395,True
2,MUHAMMAD Azroy Hazalwafie,MAS,"Apr 04, 1994",55.86,A,136,-141,-142,136,56kgMen,CleanJerk,395,True
3,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",55.26,A,130,135,-140,135,56kgMen,CleanJerk,395,True
4,TULO Manueli,FIJ,"Mar 25, 1990",55.86,A,-135,135,-140,135,56kgMen,CleanJerk,395,True
5,BRECHTEFELD Elson Edward,NRU,"Mar 02, 1994",55.84,A,125,-130,130,130,56kgMen,CleanJerk,395,True
6,JAYASOORIYA ARACHCHILAGE Chathuranga L,SRI,"Oct 07, 1988",55.98,A,127,-130,130,130,56kgMen,CleanJerk,395,True
7,CAIN Shadrach,NRU,"Jul 27, 1999",55.47,A,105,-110,-110,105,56kgMen,CleanJerk,395,True
8,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",55.23,A,97,98,-110,98,56kgMen,CleanJerk,395,True
1,MUHAMMAD Azroy Hazalwafie,MAS,"Apr 04, 1994",55.86,A,117,136,253,,56kgMen,Total,395,True
2,JAYASOORIYA ARACHCHILAGE Chathuranga L,SRI,"Oct 07, 1988",55.98,A,117,130,247,,56kgMen,Total,395,True
3,GURURAJA,IND,"Aug 15, 1992",56.00,A,107,139,246,,56kgMen,Total,395,True
4,YODAGE Dilanka Isuru Kumara,SRI,"Apr 21, 1996",55.26,A,108,135,243,,56kgMen,Total,395,True
5,TULO Manueli,FIJ,"Mar 25, 1990",55.86,A,107,135,242,,56kgMen,Total,395,True
6,BRECHTEFELD Elson Edward,NRU,"Mar 02, 1994",55.84,A,103,130,233,,56kgMen,Total,395,True
7,CAIN Shadrach,NRU,"Jul 27, 1999",55.47,A,80,105,185,,56kgMen,Total,395,True
8,MADANAMOOTHOO Jack Dorian,MRI,"Apr 19, 2001",55.23,A,80,98,178,,56kgMen,Total,395,True
1,TALIB Talha,PAK,"Oct 03, 1999",61.96,A,121,126,-128,126,62kgMen,Snatch,395,True
2,BARU Morea,PNG,"Apr 15, 1990",61.96,A,120,-124,-125,120,62kgMen,Snatch,395,True
3,DON KAROLISLAGE Thilanka Wiraj Kuma,SRI,"Oct 26, 1993",61.84,A,115,119,-121,119,62kgMen,Snatch,395,True
4,MUHAMMAD Zaidi Bin Mohd Nordin,MAS,"Apr 14, 1997",61.94,A,115,-121,-121,115,62kgMen,Snatch,395,True
5,KURUKULASOORIYAGE Anton Sudesh Peiris,SRI,"Feb 03, 1985",61.99,A,115,-120,-120,115,62kgMen,Snatch,395,True
6,BE Vannara,AUS,"Feb 16, 1988",61.75,A,107,111,-114,111,62kgMen,Snatch,395,True
7,DERU Jimjang,IND,"Oct 01, 1998",61.49,A,-110,110,-114,110,62kgMen,Snatch,395,True
8,GUINARES Ianne Ernesto Vergara,NZL,"Jan 12, 1988",61.85,A,109,-113,-114,109,62kgMen,Snatch,395,True
9,QAQA Poama,FIJ,"Mar 12, 1997",61.68,A,105,109,-112,109,62kgMen,Snatch,395,True
10,CORET Marc Jonathan,MRI,"Apr 13, 1989",61.70,B,105,-110,-110,105,62kgMen,Snatch,395,True
11,SIRAJ Haroon,ENG,"May 22, 1994",61.79,A,103,-108,-108,103,62kgMen,Snatch,395,True
12,MOSES Ezekiel,NRU,"Jul 02, 2001",61.34,B,-85,90,95,95,62kgMen,Snatch,395,True
13,BETERO Takirua,KIR,"Jan 10, 1999",61.55,B,87,92,-96,92,62kgMen,Snatch,395,True
14,AKWEI David,GHA,"Nov 29, 2000",61.58,B,78,-82,82,82,62kgMen,Snatch,395,True
1,BARU Morea,PNG,"Apr 15, 1990",61.96,A,156,-162,162,162,62kgMen,CleanJerk,395,True
2,MUHAMMAD Zaidi Bin Mohd Nordin,MAS,"Apr 14, 1997",61.94,A,-155,-155,155,155,62kgMen,CleanJerk,395,True
3,TALIB Talha,PAK,"Oct 03, 1999",61.96,A,142,146,-149,146,62kgMen,CleanJerk,395,True
4,DON KAROLISLAGE Thilanka Wiraj Kuma,SRI,"Oct 26, 1993",61.84,A,-145,-145,145,145,62kgMen,CleanJerk,395,True
5,GUINARES Ianne Ernesto Vergara,NZL,"Jan 12, 1988",61.85,A,136,141,144,144,62kgMen,CleanJerk,395,True
6,CORET Marc Jonathan,MRI,"Apr 13, 1989",61.70,B,135,-140,-141,135,62kgMen,CleanJerk,395,True
7,QAQA Poama,FIJ,"Mar 12, 1997",61.68,A,130,135,-137,135,62kgMen,CleanJerk,395,True
8,BE Vannara,AUS,"Feb 16, 1988",61.75,A,128,-134,-134,128,62kgMen,CleanJerk,395,True
9,SIRAJ Haroon,ENG,"May 22, 1994",61.79,A,127,-132,-134,127,62kgMen,CleanJerk,395,True
10,MOSES Ezekiel,NRU,"Jul 02, 2001",61.34,B,120,-125,-125,120,62kgMen,CleanJerk,395,True
11,BETERO Takirua,KIR,"Jan 10, 1999",61.55,B,-115,115,-120,115,62kgMen,CleanJerk,395,True
12,AKWEI David,GHA,"Nov 29, 2000",61.58,B,105,108,115,115,62kgMen,CleanJerk,395,True
---,KURUKULASOORIYAGE Anton Sudesh Peiris,SRI,"Feb 03, 1985",61.99,A,-150,-150,-150,---,62kgMen,CleanJerk,395,True
---,DERU Jimjang,IND,"Oct 01, 1998",61.49,A,---,---,---,---,62kgMen,CleanJerk,395,True
1,BARU Morea,PNG,"Apr 15, 1990",61.96,A,120,162,282,,62kgMen,Total,395,True
2,TALIB Talha,PAK,"Oct 03, 1999",61.96,A,126,146,272,,62kgMen,Total,395,True
3,MUHAMMAD Zaidi Bin Mohd Nordin,MAS,"Apr 14, 1997",61.94,A,115,155,270,,62kgMen,Total,395,True
4,DON KAROLISLAGE Thilanka Wiraj Kuma,SRI,"Oct 26, 1993",61.84,A,119,145,264,,62kgMen,Total,395,True
5,GUINARES Ianne Ernesto Vergara,NZL,"Jan 12, 1988",61.85,A,109,144,253,,62kgMen,Total,395,True
6,QAQA Poama,FIJ,"Mar 12, 1997",61.68,A,109,135,244,,62kgMen,Total,395,True
7,CORET Marc Jonathan,MRI,"Apr 13, 1989",61.70,B,105,135,240,,62kgMen,Total,395,True
8,BE Vannara,AUS,"Feb 16, 1988",61.75,A,111,128,239,,62kgMen,Total,395,True
9,SIRAJ Haroon,ENG,"May 22, 1994",61.79,A,103,127,230,,62kgMen,Total,395,True
10,MOSES Ezekiel,NRU,"Jul 02, 2001",61.34,B,95,120,215,,62kgMen,Total,395,True
11,BETERO Takirua,KIR,"Jan 10, 1999",61.55,B,92,115,207,,62kgMen,Total,395,True
12,AKWEI David,GHA,"Nov 29, 2000",61.58,B,82,115,197,,62kgMen,Total,395,True
---,KURUKULASOORIYAGE Anton Sudesh Peiris,SRI,"Feb 03, 1985",61.99,A,115,---,---,,62kgMen,Total,395,True
---,DERU Jimjang,IND,"Oct 01, 1998",61.49,A,110,---,---,,62kgMen,Total,395,True
1,DEEPAK Lather,IND,"Mar 25, 2000",68.59,A,133,138,-140,138,69kgMen,Snatch,395,True
2,DISSANAYAKE MUDIYANSELAGE Indika C. D.,SRI,"Aug 06, 1989",69.00,A,128,132,-135,132,69kgMen,Snatch,395,True
3,IOANE Vaipava Nevo,SAM,"Apr 14, 1988",67.11,A,121,-126,126,126,69kgMen,Snatch,395,True
4,EVANS Gareth Irfon,WAL,"Apr 18, 1986",68.29,A,120,-125,-125,120,69kgMen,Snatch,395,True
5,VILLALON Vester Louie,NZL,"Nov 13, 1991",68.88,A,116,120,-124,120,69kgMen,Snatch,395,True
6,KATOATAU Ruben,KIR,"Feb 09, 1997",68.64,A,112,-117,117,117,69kgMen,Snatch,395,True
7,FREEBURY Christopher Xavier,ENG,"May 22, 1989",68.80,A,-116,-116,116,116,69kgMen,Snatch,395,True
8,CAFRAY Craig,SCO,"Mar 31, 1992",68.80,A,-108,108,112,112,69kgMen,Snatch,395,True
9,MASINDE Anthony Libasia,KEN,"Aug 30, 1989",68.68,B,-105,105,-110,105,69kgMen,Snatch,395,True
10,PANDOO Dinesh Jevin,MRI,"Feb 25, 2001",68.94,A,98,-103,103,103,69kgMen,Snatch,395,True
11,DOGUAPE Larko,NRU,"Jul 05, 2000",67.73,B,-97,97,102,102,69kgMen,Snatch,395,True
DSQ,MOHD Hafifi Bin Mansor,MAS,"Oct 28, 1990",68.96,A,133,137,-139,---,69kgMen,Snatch,395,True
1,IOANE Vaipava Nevo,SAM,"Apr 14, 1988",67.11,A,161,170,-180,170,69kgMen,CleanJerk,395,True
2,VILLALON Vester Louie,NZL,"Nov 13, 1991",68.88,A,150,155,159,159,69kgMen,CleanJerk,395,True
3,DEEPAK Lather,IND,"Mar 25, 2000",68.59,A,157,-162,-164,157,69kgMen,CleanJerk,395,True
4,DISSANAYAKE MUDIYANSELAGE Indika C. D.,SRI,"Aug 06, 1989",69.00,A,-157,157,-163,157,69kgMen,CleanJerk,395,True
5,KATOATAU Ruben,KIR,"Feb 09, 1997",68.64,A,145,152,-157,152,69kgMen,CleanJerk,395,True
6,EVANS Gareth Irfon,WAL,"Apr 18, 1986",68.29,A,150,-160,-160,150,69kgMen,CleanJerk,395,True
7,FREEBURY Christopher Xavier,ENG,"May 22, 1989",68.80,A,-135,135,140,140,69kgMen,CleanJerk,395,True
8,CAFRAY Craig,SCO,"Mar 31, 1992",68.80,A,138,-141,-143,138,69kgMen,CleanJerk,395,True
9,DOGUAPE Larko,NRU,"Jul 05, 2000",67.73,B,123,130,133,133,69kgMen,CleanJerk,395,True
10,PANDOO Dinesh Jevin,MRI,"Feb 25, 2001",68.94,A,128,131,133,133,69kgMen,CleanJerk,395,True
---,MASINDE Anthony Libasia,KEN,"Aug 30, 1989",68.68,B,-135,-135,-135,---,69kgMen,CleanJerk,395,True
DSQ,MOHD Hafifi Bin Mansor,MAS,"Oct 28, 1990",68.96,A,170,-176,-176,---,69kgMen,CleanJerk,395,True
1,IOANE Vaipava Nevo,SAM,"Apr 14, 1988",67.11,A,126,170,296,,69kgMen,Total,395,True
