rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
---,TULO Manueli,FIJ,"Mar 25, 1990",55.70,A,0.0,0.0,0.0,93,56kgMen,Snatch,57,True
---,GUINARES Lou,NZL,"Mar 18, 1990",55.00,A,0.0,0.0,0.0,80,56kgMen,Snatch,57,True
---,FALEVALU Kevin Valleliano,NCL,"Jan 01, 1999",54.60,A,0.0,0.0,0.0,39,56kgMen,Snatch,57,True
---,TULO Manueli,FIJ,"Mar 25, 1990",55.70,A,0.0,0.0,0.0,126,56kgMen,CleanJerk,57,True
---,GUINARES Lou,NZL,"Mar 18, 1990",55.00,A,0.0,0.0,0.0,100,56kgMen,CleanJerk,57,True
---,FALEVALU Kevin Valleliano,NCL,"Jan 01, 1999",54.60,A,0.0,0.0,0.0,50,56kgMen,CleanJerk,57,True
1,TULO Manueli,FIJ,"Mar 25, 1990",55.70,A,93,126,219,,56kgMen,Total,57,True
2,GUINARES Lou,NZL,"Mar 18, 1990",55.00,A,80,100,180,,56kgMen,Total,57,True
3,FALEVALU Kevin Valleliano,NCL,"Jan 01, 1999",54.60,A,39,50,89,,56kgMen,Total,57,True
---,MADSEN Mathew Fraser,NZL,"Dec 16, 1991",60.70,A,0.0,0.0,0.0,86,62kgMen,Snatch,57,True
---,JACK Rau,NT,"Jan 01, 1993",57.50,A,0.0,0.0,0.0,70,62kgMen,Snatch,57,True
---,PETELO Matulo,NCL,"Jan 01, 1998",59.40,A,0.0,0.0,0.0,44,62kgMen,Snatch,57,True
---,MADSEN Mathew Fraser,NZL,"Dec 16, 1991",60.70,A,0.0,0.0,0.0,114,62kgMen,CleanJerk,57,True
---,JACK Rau,NT,"Jan 01, 1993",57.50,A,0.0,0.0,0.0,83,62kgMen,CleanJerk,57,True
---,PETELO Matulo,NCL,"Jan 01, 1998",59.40,A,0.0,0.0,0.0,50,62kgMen,CleanJerk,57,True
1,MADSEN Mathew Fraser,NZL,"Dec 16, 1991",60.70,A,86,114,200,,62kgMen,Total,57,True
2,JACK Rau,NT,"Jan 01, 1993",57.50,A,70,83,153,,62kgMen,Total,57,True
3,PETELO Matulo,NCL,"Jan 01, 1998",59.40,A,44,50,94,,62kgMen,Total,57,True
---,NATHAN Kahi,AUS,"Jan 01, 1992",68.10,A,0.0,0.0,0.0,93,69kgMen,Snatch,57,True
---,INGLIS Patrick,AUS,"Jan 01, 1989",67.90,A,0.0,0.0,0.0,98,69kgMen,Snatch,57,True
---,NATHAN Kahi,AUS,"Jan 01, 1992",68.10,A,0.0,0.0,0.0,121,69kgMen,CleanJerk,57,True
---,INGLIS Patrick,AUS,"Jan 01, 1989",67.90,A,0.0,0.0,0.0,121,69kgMen,CleanJerk,57,True
1,INGLIS Patrick,AUS,"Jan 01, 1989",67.90,A,98,121,219,,69kgMen,Total,57,True
2,NATHAN Kahi,AUS,"Jan 01, 1992",68.10,A,93,121,214,,69kgMen,Total,57,True
---,LAGIKULA Igor Tasitolo,NCL,"Jun 06, 1993",75.80,A,0.0,0.0,0.0,96,77kgMen,Snatch,57,True
---,KATZ Daniel Maurice,AUS,"Jun 09, 1990",73.00,A,0.0,0.0,0.0,97,77kgMen,Snatch,57,True
