rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",55.98,A,116,-119,-119,116,56kgMen,Snatch,418,True
2,SCARANTINO Mirco,ITA,"Jan 16, 1995",56.00,A,111,-115,115,115,56kgMen,Snatch,418,True
3,BERDELIDZE Goderdzi,GEO,"Jul 14, 1996",55.92,A,-112,112,-118,112,56kgMen,Snatch,418,True
4,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.94,A,110,-114,-114,110,56kgMen,Snatch,418,True
5,LUCA Marian-Cristian,ROU,"Feb 16, 1999",55.60,A,100,104,107,107,56kgMen,Snatch,418,True
6,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",55.98,A,100,103,105,105,56kgMen,Snatch,418,True
7,POLAK Frantisek,CZE,"Jul 01, 2001",55.98,A,-98,98,103,103,56kgMen,Snatch,418,True
8,BOGOJEVIC Georgije,CRO,"Aug 13, 1988",55.42,B,65,70,-73,70,56kgMen,Snatch,418,True
1,SCARANTINO Mirco,ITA,"Jan 16, 1995",56.00,A,138,-141,-141,138,56kgMen,CleanJerk,418,True
2,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",55.98,A,138,-141,-141,138,56kgMen,CleanJerk,418,True
3,CIOTOIU Ilie-Constantin,ROU,"Jul 11, 1995",55.94,A,137,-141,-145,137,56kgMen,CleanJerk,418,True
4,BERDELIDZE Goderdzi,GEO,"Jul 14, 1996",55.92,A,-134,134,-140,134,56kgMen,CleanJerk,418,True
5,RUSEV Angel Hriskov,BUL,"Jul 13, 2001",55.98,A,-125,125,128,128,56kgMen,CleanJerk,418,True
6,POLAK Frantisek,CZE,"Jul 01, 2001",55.98,A,117,122,125,125,56kgMen,CleanJerk,418,True
7,LUCA Marian-Cristian,ROU,"Feb 16, 1999",55.60,A,120,-124,125,125,56kgMen,CleanJerk,418,True
