rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,ABDELAZIZ Abdelrahman Mohamed Ali,EGY,"Apr 28, 2001",48.75,A,75,- 85,- 87,75,50kgMen,Snatch,416,True
2,ROUMEILI Mohamed,ALG,"Jan 13, 2002",49.75,A,65,68,- 71,68,50kgMen,Snatch,416,True
3,RATSIDIARINAMBININA Fitiavantsoa,MAD,"Apr 18, 2001",46.35,A,55,60,63,63,50kgMen,Snatch,416,True
4,LAHIKINA JONAH Willy Daudiaz,MAD,"Feb 04, 2001",49.45,A,- 60,60,- 66,60,50kgMen,Snatch,416,True
5,NGOUANOM NZALI Jeremie Junior,CMR,"Jul 21, 2004",50.00,A,50,54,57,57,50kgMen,Snatch,416,True
6,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",49.50,A,47,52,- 56,52,50kgMen,Snatch,416,True
7,GRDAB Abdulrauf Mohamed Amhemmed,LBA,"Dec 04, 2003",43.70,A,45,47,51,51,50kgMen,Snatch,416,True
8,CHOWGLAY Arsheeq,RSA,"Oct 14, 2004",45.10,A,42,45,- 48,45,50kgMen,Snatch,416,True
1,ABDELAZIZ Abdelrahman Mohamed Ali,EGY,"Apr 28, 2001",48.75,A,93,-102,-102,93,50kgMen,CleanJerk,416,True
2,LAHIKINA JONAH Willy Daudiaz,MAD,"Feb 04, 2001",49.45,A,80,84,86,86,50kgMen,CleanJerk,416,True
3,ROUMEILI Mohamed,ALG,"Jan 13, 2002",49.75,A,78,82,85,85,50kgMen,CleanJerk,416,True
4,RATSIDIARINAMBININA Fitiavantsoa,MAD,"Apr 18, 2001",46.35,A,75,- 80,- 83,75,50kgMen,CleanJerk,416,True
5,NGOUANOM NZALI Jeremie Junior,CMR,"Jul 21, 2004",50.00,A,- 70,70,- 75,70,50kgMen,CleanJerk,416,True
6,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",49.50,A,- 61,66,- 67,66,50kgMen,CleanJerk,416,True
7,GRDAB Abdulrauf Mohamed Amhemmed,LBA,"Dec 04, 2003",43.70,A,57,- 62,- 63,57,50kgMen,CleanJerk,416,True
8,CHOWGLAY Arsheeq,RSA,"Oct 14, 2004",45.10,A,55,56,- 60,56,50kgMen,CleanJerk,416,True
1,ABDELAZIZ Abdelrahman Mohamed Ali,EGY,"Apr 28, 2001",48.75,A,75,93,168,,50kgMen,Total,416,True
2,ROUMEILI Mohamed,ALG,"Jan 13, 2002",49.75,A,68,85,153,,50kgMen,Total,416,True
