rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,LI Fabin,CHN,"Jan 15, 1993",55.64,A,121,125,126,126,56kgMen,Snatch,205,True
2,TRAN Le Quoc Toan,VIE,"Apr 05, 1989",55.72,A,121,124,126,126,56kgMen,Snatch,205,True
3,THACH Kim Tuan,VIE,"Jan 15, 1994",55.45,A,122,124,-126,124,56kgMen,Snatch,205,True
4,SETIADI Jadi,INA,"Feb 02, 1985",55.55,A,117,-121,123,123,56kgMen,Snatch,205,True
5,YANG Chin-Yi,TPE,"May 15, 1981",55.41,A,-116,116,-120,116,56kgMen,Snatch,205,True
6,AL SALEEM Mansour Abdulrahim M,KSA,"Mar 16, 1988",55.10,B,105,110,113,113,56kgMen,Snatch,205,True
7,GO Suk-Kyo,KOR,"Dec 02, 1981",55.86,A,112,-118,-118,112,56kgMen,Snatch,205,True
8,RIYANTO Sumar,INA,"Mar 05, 1995",55.62,A,110,-115,-115,110,56kgMen,Snatch,205,True
9,AL KULAIBI Suhail Mahfoodh Ali,OMA,"Jun 30, 1984",56.00,A,110,-114,-117,110,56kgMen,Snatch,205,True
10,TAN Chi Chung,TPE,"Feb 24, 1990",55.50,B,-102,102,107,107,56kgMen,Snatch,205,True
11,CHINCHWADE Ranjit Kalgonda,IND,"Apr 28, 1991",55.92,B,-105,105,-109,105,56kgMen,Snatch,205,True
12,AL-HAMADANI Yasir,IRQ,"Aug 15, 1991",56.00,B,97,-101,-101,97,56kgMen,Snatch,205,True
13,ABDULLAH Muhamad Tramizi,MAS,"Sep 12, 1987",55.65,B,- 90,- 90,90,90,56kgMen,Snatch,205,True
14,SURENJAV Bayarbat,MGL,"Jul 09, 1986",55.50,B,- 80,80,- 86,80,56kgMen,Snatch,205,True
15,TSOGGEREL Gan-Erdene,MGL,"Nov 20, 1991",55.62,B,- 75,75,80,80,56kgMen,Snatch,205,True
---,COLONIA Nestor,PHI,"Feb 16, 1992",55.76,B,-112,-112,-113,---,56kgMen,Snatch,205,True
---,JI Guohua,CHN,"Jul 09, 1989",55.73,A,-122,-122,-122,---,56kgMen,Snatch,205,True
1,JI Guohua,CHN,"Jul 09, 1989",55.73,A,151,154,-160,154,56kgMen,CleanJerk,205,True
2,SETIADI Jadi,INA,"Feb 02, 1985",55.55,A,147,-151,153,153,56kgMen,CleanJerk,205,True
3,LI Fabin,CHN,"Jan 15, 1993",55.64,A,150,153,-155,153,56kgMen,CleanJerk,205,True
4,TRAN Le Quoc Toan,VIE,"Apr 05, 1989",55.72,A,150,153,-155,153,56kgMen,CleanJerk,205,True
5,YANG Chin-Yi,TPE,"May 15, 1981",55.41,A,-146,-146,146,146,56kgMen,CleanJerk,205,True
6,THACH Kim Tuan,VIE,"Jan 15, 1994",55.45,A,145,-150,-150,145,56kgMen,CleanJerk,205,True
7,COLONIA Nestor,PHI,"Feb 16, 1992",55.76,B,135,140,145,145,56kgMen,CleanJerk,205,True
8,GO Suk-Kyo,KOR,"Dec 02, 1981",55.86,A,-140,140,-145,140,56kgMen,CleanJerk,205,True
9,TAN Chi Chung,TPE,"Feb 24, 1990",55.50,B,135,-140,-140,135,56kgMen,CleanJerk,205,True
10,RIYANTO Sumar,INA,"Mar 05, 1995",55.62,A,135,-140,-140,135,56kgMen,CleanJerk,205,True
11,CHINCHWADE Ranjit Kalgonda,IND,"Apr 28, 1991",55.92,B,-135,135,-139,135,56kgMen,CleanJerk,205,True
12,AL SALEEM Mansour Abdulrahim M,KSA,"Mar 16, 1988",55.10,B,124,130,-135,130,56kgMen,CleanJerk,205,True
13,AL-HAMADANI Yasir,IRQ,"Aug 15, 1991",56.00,B,123,129,-131,129,56kgMen,CleanJerk,205,True
14,ABDULLAH Muhamad Tramizi,MAS,"Sep 12, 1987",55.65,B,-120,120,-125,120,56kgMen,CleanJerk,205,True
15,SURENJAV Bayarbat,MGL,"Jul 09, 1986",55.50,B,105,-110,-111,105,56kgMen,CleanJerk,205,True
16,TSOGGEREL Gan-Erdene,MGL,"Nov 20, 1991",55.62,B,- 90,90,- 95,90,56kgMen,CleanJerk,205,True
---,AL KULAIBI Suhail Mahfoodh Ali,OMA,"Jun 30, 1984",56.00,A,-130,-130,-130,---,56kgMen,CleanJerk,205,True
1,LI Fabin,CHN,"Jan 15, 1993",55.64,A,126,153,279,,56kgMen,Total,205,True
2,TRAN Le Quoc Toan,VIE,"Apr 05, 1989",55.72,A,126,153,279,,56kgMen,Total,205,True
3,SETIADI Jadi,INA,"Feb 02, 1985",55.55,A,123,153,276,,56kgMen,Total,205,True
4,THACH Kim Tuan,VIE,"Jan 15, 1994",55.45,A,124,145,269,,56kgMen,Total,205,True
5,YANG Chin-Yi,TPE,"May 15, 1981",55.41,A,116,146,262,,56kgMen,Total,205,True
6,GO Suk-Kyo,KOR,"Dec 02, 1981",55.86,A,112,140,252,,56kgMen,Total,205,True
7,RIYANTO Sumar,INA,"Mar 05, 1995",55.62,A,110,135,245,,56kgMen,Total,205,True
8,AL SALEEM Mansour Abdulrahim M,KSA,"Mar 16, 1988",55.10,B,113,130,243,,56kgMen,Total,205,True
9,TAN Chi Chung,TPE,"Feb 24, 1990",55.50,B,107,135,242,,56kgMen,Total,205,True
10,CHINCHWADE Ranjit Kalgonda,IND,"Apr 28, 1991",55.92,B,105,135,240,,56kgMen,Total,205,True
