rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,CROITORU Florin Ionut,ROU,"Aug 25, 1993",49.42,A,86,87,93,93,50kgMen,Snatch,86,True
2,SEYIDOV Mahammad,AZE,"Mar 07, 1995",49.26,A,80,- 84,85,85,50kgMen,Snatch,86,True
3,KOCUM Kadir,TUR,"Jan 22, 1993",49.82,A,77,80,- 83,80,50kgMen,Snatch,86,True
4,IBRAHIMLI Pasha,AZE,"Jun 18, 1995",49.72,A,75,- 78,78,78,50kgMen,Snatch,86,True
5,DI GIUSTO Michael,ITA,"Feb 16, 1995",49.42,A,70,- 75,76,76,50kgMen,Snatch,86,True
6,CHIRLEJEAN Daniel Aurelian,ROU,"Jun 16, 1994",49.64,A,- 72,72,76,76,50kgMen,Snatch,86,True
7,YILMAZ Okan,TUR,"Feb 10, 1994",49.68,A,- 76,76,- 79,76,50kgMen,Snatch,86,True
8,SCARANTINO Mirco,ITA,"Jan 16, 1995",49.08,A,70,74,- 76,74,50kgMen,Snatch,86,True
9,RIMKUS Tomas,LTU,"Apr 21, 1996",49.46,A,56,58,60,60,50kgMen,Snatch,86,True
1,CROITORU Florin Ionut,ROU,"Aug 25, 1993",49.42,A,108,114,-116,114,50kgMen,CleanJerk,86,True
2,SEYIDOV Mahammad,AZE,"Mar 07, 1995",49.26,A,98,105,-109,105,50kgMen,CleanJerk,86,True
3,CHIRLEJEAN Daniel Aurelian,ROU,"Jun 16, 1994",49.64,A,95,99,102,102,50kgMen,CleanJerk,86,True
4,YILMAZ Okan,TUR,"Feb 10, 1994",49.68,A,- 94,94,101,101,50kgMen,CleanJerk,86,True
5,IBRAHIMLI Pasha,AZE,"Jun 18, 1995",49.72,A,95,98,-101,98,50kgMen,CleanJerk,86,True
6,DI GIUSTO Michael,ITA,"Feb 16, 1995",49.42,A,90,96,-101,96,50kgMen,CleanJerk,86,True
7,KOCUM Kadir,TUR,"Jan 22, 1993",49.82,A,92,- 96,- 97,92,50kgMen,CleanJerk,86,True
8,SCARANTINO Mirco,ITA,"Jan 16, 1995",49.08,A,86,- 90,- 90,86,50kgMen,CleanJerk,86,True
9,RIMKUS Tomas,LTU,"Apr 21, 1996",49.46,A,72,75,77,77,50kgMen,CleanJerk,86,True
1,CROITORU Florin Ionut,ROU,"Aug 25, 1993",49.42,A,93,114,207,,50kgMen,Total,86,True
2,SEYIDOV Mahammad,AZE,"Mar 07, 1995",49.26,A,85,105,190,,50kgMen,Total,86,True
3,CHIRLEJEAN Daniel Aurelian,ROU,"Jun 16, 1994",49.64,A,76,102,178,,50kgMen,Total,86,True
4,YILMAZ Okan,TUR,"Feb 10, 1994",49.68,A,76,101,177,,50kgMen,Total,86,True
5,IBRAHIMLI Pasha,AZE,"Jun 18, 1995",49.72,A,78,98,176,,50kgMen,Total,86,True
6,DI GIUSTO Michael,ITA,"Feb 16, 1995",49.42,A,76,96,172,,50kgMen,Total,86,True
7,KOCUM Kadir,TUR,"Jan 22, 1993",49.82,A,80,92,172,,50kgMen,Total,86,True
8,SCARANTINO Mirco,ITA,"Jan 16, 1995",49.08,A,74,86,160,,50kgMen,Total,86,True
9,RIMKUS Tomas,LTU,"Apr 21, 1996",49.46,A,60,77,137,,50kgMen,Total,86,True
1,MARGARYAN Smbat,ARM,"Mar 17, 1993",55.92,A,100,105,---,105,56kgMen,Snatch,86,True
2,MISHVELIDZE Shota,GEO,"Oct 18, 1994",55.38,A,98,100,103,103,56kgMen,Snatch,86,True
3,KLIM Ivan,BLR,"Jan 07, 1994",55.94,A,94,- 99,100,100,56kgMen,Snatch,86,True
