rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,KHALILOV Kanan,AZE,"Aug 09, 1999",55.34,A,105,108,110,110,56kgMen,Snatch,370,True
2,GUNGOR Isa,TUR,"Sep 13, 1998",55.76,A,102,-106,106,106,56kgMen,Snatch,370,True
3,VORONOVSKYI Dmytro,UKR,"Jan 03, 1997",55.08,A,101,-105,105,105,56kgMen,Snatch,370,True
4,DANILCHYK Artsem,BLR,"Mar 28, 2000",55.90,A,95,99,-101,99,56kgMen,Snatch,370,True
5,DOKVADZE Giorgi,GEO,"Dec 22, 1997",55.90,A,94,97,99,99,56kgMen,Snatch,370,True
6,KOLEDA Elmars,LAT,"Jun 03, 1997",55.90,A,93,-97,97,97,56kgMen,Snatch,370,True
7,SCHEDLER Leon,GER,"Jun 01, 1998",55.88,A,93,96,-99,96,56kgMen,Snatch,370,True
8,POLAK Frantisek,CZE,"Jul 01, 2001",53.34,A,80,84,87,87,56kgMen,Snatch,370,True
9,SHARABY Raz,ISR,"Aug 29, 1997",55.42,A,81,-85,-87,81,56kgMen,Snatch,370,True
---,TOPTAS Caner,TUR,"Aug 14, 2001",55.86,A,-98,-99,-99,---,56kgMen,Snatch,370,True
1,VORONOVSKYI Dmytro,UKR,"Jan 03, 1997",55.08,A,125,128,-131,128,56kgMen,CleanJerk,370,True
2,SCHEDLER Leon,GER,"Jun 01, 1998",55.88,A,120,124,126,126,56kgMen,CleanJerk,370,True
3,DOKVADZE Giorgi,GEO,"Dec 22, 1997",55.90,A,114,119,124,124,56kgMen,CleanJerk,370,True
4,GUNGOR Isa,TUR,"Sep 13, 1998",55.76,A,118,121,123,123,56kgMen,CleanJerk,370,True
5,DANILCHYK Artsem,BLR,"Mar 28, 2000",55.90,A,123,-130,-130,123,56kgMen,CleanJerk,370,True
6,TOPTAS Caner,TUR,"Aug 14, 2001",55.86,A,115,121,-124,121,56kgMen,CleanJerk,370,True
7,KOLEDA Elmars,LAT,"Jun 03, 1997",55.90,A,-114,114,119,119,56kgMen,CleanJerk,370,True
8,KHALILOV Kanan,AZE,"Aug 09, 1999",55.34,A,118,-122,-122,118,56kgMen,CleanJerk,370,True
9,POLAK Frantisek,CZE,"Jul 01, 2001",53.34,A,100,-105,-107,100,56kgMen,CleanJerk,370,True
10,SHARABY Raz,ISR,"Aug 29, 1997",55.42,A,-100,100,-105,100,56kgMen,CleanJerk,370,True
1,VORONOVSKYI Dmytro,UKR,"Jan 03, 1997",55.08,A,105,128,233,,56kgMen,Total,370,True
2,GUNGOR Isa,TUR,"Sep 13, 1998",55.76,A,106,123,229,,56kgMen,Total,370,True
3,KHALILOV Kanan,AZE,"Aug 09, 1999",55.34,A,110,118,228,,56kgMen,Total,370,True
4,DOKVADZE Giorgi,GEO,"Dec 22, 1997",55.90,A,99,124,223,,56kgMen,Total,370,True
5,SCHEDLER Leon,GER,"Jun 01, 1998",55.88,A,96,126,222,,56kgMen,Total,370,True
6,DANILCHYK Artsem,BLR,"Mar 28, 2000",55.90,A,99,123,222,,56kgMen,Total,370,True
7,KOLEDA Elmars,LAT,"Jun 03, 1997",55.90,A,97,119,216,,56kgMen,Total,370,True
8,POLAK Frantisek,CZE,"Jul 01, 2001",53.34,A,87,100,187,,56kgMen,Total,370,True
9,SHARABY Raz,ISR,"Aug 29, 1997",55.42,A,81,100,181,,56kgMen,Total,370,True
---,TOPTAS Caner,TUR,"Aug 14, 2001",55.86,A,---,121,---,,56kgMen,Total,370,True
1,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",61.48,A,120,125,126,126,62kgMen,Snatch,370,True
2,HARDAL Ferdi,TUR,"Dec 31, 1996",61.72,A,120,125,126,126,62kgMen,Snatch,370,True
3,BERDELIDZE Goderdzi,GEO,"Jul 14, 1996",61.80,A,115,119,121,121,62kgMen,Snatch,370,True
4,ELIS Murat,TUR,"Feb 23, 1998",61.72,A,-114,114,116,116,62kgMen,Snatch,370,True
5,MAU Jon Luke,GER,"Oct 02, 1998",61.86,A,110,-115,115,115,62kgMen,Snatch,370,True
6,MANEA Robert Stefan,ROU,"Dec 09, 1997",61.92,A,-113,-113,113,113,62kgMen,Snatch,370,True
7,PAMPORDZHIEV Dian Angelov,BUL,"Dec 14, 1999",61.36,B,107,112,-115,112,62kgMen,Snatch,370,True
8,GARCIA DE SORIA OSUNA Hernan,ESP,"May 09, 1996",61.96,B,107,-112,112,112,62kgMen,Snatch,370,True
9,PEDRAK Benjamin Ludovic Matthieu,FRA,"Nov 25, 1998",61.20,B,105,109,111,111,62kgMen,Snatch,370,True
10,GASPARYAN Davit,ARM,"Aug 24, 1996",61.42,A,110,-115,-115,110,62kgMen,Snatch,370,True
11,MAMMADLI Mahammad,AZE,"Oct 31, 1997",61.44,A,105,110,-115,110,62kgMen,Snatch,370,True
12,KRASNYI Kirill,RUS,"Apr 27, 1998",61.88,B,105,110,-115,110,62kgMen,Snatch,370,True
13,ROZNIK NOVAK Jus,SLO,"Nov 15, 1996",61.66,B,93,97,-101,97,62kgMen,Snatch,370,True
---,LUSHI Emanuel,ALB,"Dec 21, 1996",61.26,A,-110,-110,-110,---,62kgMen,Snatch,370,True
1,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",61.48,A,147,152,-160,152,62kgMen,CleanJerk,370,True
2,PAMPORDZHIEV Dian Angelov,BUL,"Dec 14, 1999",61.36,B,140,145,150,150,62kgMen,CleanJerk,370,True
3,MAU Jon Luke,GER,"Oct 02, 1998",61.86,A,142,148,-151,148,62kgMen,CleanJerk,370,True
4,HARDAL Ferdi,TUR,"Dec 31, 1996",61.72,A,147,-152,-153,147,62kgMen,CleanJerk,370,True
5,MANEA Robert Stefan,ROU,"Dec 09, 1997",61.92,A,141,-146,146,146,62kgMen,CleanJerk,370,True
6,MAMMADLI Mahammad,AZE,"Oct 31, 1997",61.44,A,135,140,145,145,62kgMen,CleanJerk,370,True
7,KRASNYI Kirill,RUS,"Apr 27, 1998",61.88,B,136,140,143,143,62kgMen,CleanJerk,370,True
8,BERDELIDZE Goderdzi,GEO,"Jul 14, 1996",61.80,A,-138,138,142,142,62kgMen,CleanJerk,370,True
9,ELIS Murat,TUR,"Feb 23, 1998",61.72,A,135,-141,141,141,62kgMen,CleanJerk,370,True
10,LUSHI Emanuel,ALB,"Dec 21, 1996",61.26,A,135,-145,-145,135,62kgMen,CleanJerk,370,True
11,GASPARYAN Davit,ARM,"Aug 24, 1996",61.42,A,135,-144,-144,135,62kgMen,CleanJerk,370,True
12,ROZNIK NOVAK Jus,SLO,"Nov 15, 1996",61.66,B,130,135,-140,135,62kgMen,CleanJerk,370,True
13,PEDRAK Benjamin Ludovic Matthieu,FRA,"Nov 25, 1998",61.20,B,-127,127,-131,127,62kgMen,CleanJerk,370,True
14,GARCIA DE SORIA OSUNA Hernan,ESP,"May 09, 1996",61.96,B,125,-130,-130,125,62kgMen,CleanJerk,370,True
1,GROZDEV Stilyan Rosenov,BUL,"Jul 27, 1999",61.48,A,126,152,278,,62kgMen,Total,370,True
2,HARDAL Ferdi,TUR,"Dec 31, 1996",61.72,A,126,147,273,,62kgMen,Total,370,True
3,BERDELIDZE Goderdzi,GEO,"Jul 14, 1996",61.80,A,121,142,263,,62kgMen,Total,370,True
4,MAU Jon Luke,GER,"Oct 02, 1998",61.86,A,115,148,263,,62kgMen,Total,370,True
5,PAMPORDZHIEV Dian Angelov,BUL,"Dec 14, 1999",61.36,B,112,150,262,,62kgMen,Total,370,True
6,MANEA Robert Stefan,ROU,"Dec 09, 1997",61.92,A,113,146,259,,62kgMen,Total,370,True
7,ELIS Murat,TUR,"Feb 23, 1998",61.72,A,116,141,257,,62kgMen,Total,370,True
8,MAMMADLI Mahammad,AZE,"Oct 31, 1997",61.44,A,110,145,255,,62kgMen,Total,370,True
9,KRASNYI Kirill,RUS,"Apr 27, 1998",61.88,B,110,143,253,,62kgMen,Total,370,True
10,GASPARYAN Davit,ARM,"Aug 24, 1996",61.42,A,110,135,245,,62kgMen,Total,370,True
11,PEDRAK Benjamin Ludovic Matthieu,FRA,"Nov 25, 1998",61.20,B,111,127,238,,62kgMen,Total,370,True
12,GARCIA DE SORIA OSUNA Hernan,ESP,"May 09, 1996",61.96,B,112,125,237,,62kgMen,Total,370,True
13,ROZNIK NOVAK Jus,SLO,"Nov 15, 1996",61.66,B,97,135,232,,62kgMen,Total,370,True
---,LUSHI Emanuel,ALB,"Dec 21, 1996",61.26,A,---,135,---,,62kgMen,Total,370,True
1,ZANNI Mirko,ITA,"Oct 16, 1997",68.20,A,134,138,142,142,69kgMen,Snatch,370,True
2,ERDOGDU Celil,TUR,"Dec 05, 1997",68.96,A,136,141,-143,141,69kgMen,Snatch,370,True
3,OKYAY Ahmet Turan,TUR,"May 06, 1996",68.90,A,-135,135,139,139,69kgMen,Snatch,370,True
4,CHKHEIDZE Goga,GEO,"Feb 11, 1996",68.66,A,127,131,134,134,69kgMen,Snatch,370,True
5,KUDLASZYK Piotr Mateusz,POL,"May 29, 1999",68.40,A,123,127,130,130,69kgMen,Snatch,370,True
6,ZHARNOUSKI Ilya,BLR,"Aug 21, 2000",68.96,A,-123,128,-132,128,69kgMen,Snatch,370,True
7,ANGELOV Petar Sevdalin,BUL,"Dec 15, 1997",67.78,A,120,123,126,126,69kgMen,Snatch,370,True
8,JANUS Dariusz,POL,"Aug 28, 1997",68.72,A,115,-120,121,121,69kgMen,Snatch,370,True
9,JONSSON Einar Ingi,ISL,"Feb 15, 1996",67.72,A,107,113,-116,113,69kgMen,Snatch,370,True
10,HAMPTON JONES Louis,GBR,"Mar 17, 1996",68.28,A,110,-115,-115,110,69kgMen,Snatch,370,True
11,AHLM August Victor,SWE,"Jul 05, 1996",68.74,B,103,108,-110,108,69kgMen,Snatch,370,True
12,KANKAANPAA Joonas,FIN,"Nov 01, 1997",65.70,B,100,106,-108,106,69kgMen,Snatch,370,True
13,HAYOT Michael,ISR,"Feb 15, 1996",68.64,B,101,106,-109,106,69kgMen,Snatch,370,True
14,SKIRKA Vincentas,LTU,"Jul 18, 1997",68.84,B,102,105,-108,105,69kgMen,Snatch,370,True
15,KUBIK Jakub,CZE,"Mar 16, 1996",68.58,B,104,-108,-110,104,69kgMen,Snatch,370,True
1,CHKHEIDZE Goga,GEO,"Feb 11, 1996",68.66,A,162,170,-176,170,69kgMen,CleanJerk,370,True
2,ERDOGDU Celil,TUR,"Dec 05, 1997",68.96,A,166,169,-172,169,69kgMen,CleanJerk,370,True
3,ZANNI Mirko,ITA,"Oct 16, 1997",68.20,A,160,164,167,167,69kgMen,CleanJerk,370,True
