rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,HENI Lohia,PNG,"Jul 01, 1998",47.53,A,70,77,-80,77,50kgMen,Snatch,327,True
2,CAIN Shadrach,NRU,"Jul 27, 1999",48.62,A,-55,55,57,57,50kgMen,Snatch,327,True
3,ALEX Lohia Junior,PNG,"Nov 15, 1999",48.06,A,-55,55,-60,55,50kgMen,Snatch,327,True
1,HENI Lohia,PNG,"Jul 01, 1998",47.53,A,-80,80,-89,80,50kgMen,CleanJerk,327,True
2,ALEX Lohia Junior,PNG,"Nov 15, 1999",48.06,A,70,-75,-75,70,50kgMen,CleanJerk,327,True
3,CAIN Shadrach,NRU,"Jul 27, 1999",48.62,A,65,-72,-72,65,50kgMen,CleanJerk,327,True
1,HENI Lohia,PNG,"Jul 01, 1998",47.53,A,77,80,157,,50kgMen,Total,327,True
2,ALEX Lohia Junior,PNG,"Nov 15, 1999",48.06,A,55,70,125,,50kgMen,Total,327,True
3,CAIN Shadrach,NRU,"Jul 27, 1999",48.62,A,57,65,122,,50kgMen,Total,327,True
1,BIOLO David Nickson,SOL,"Mar 03, 1998",54.90,A,70,73,76,76,56kgMen,Snatch,327,True
2,MEA Douglas Ao,PNG,"Jun 10, 1999",55.06,A,70,75,-80,75,56kgMen,Snatch,327,True
3,DOGUAPE Larko,NRU,"Jul 05, 2000",55.24,A,70,-75,75,75,56kgMen,Snatch,327,True
4,RAOBU Manuila,TUV,"Sep 18, 2000",52.37,A,65,-70,-70,65,56kgMen,Snatch,327,True
5,DAGO Simeon Tim,PNG,"Apr 01, 2000",55.70,A,60,-65,65,65,56kgMen,Snatch,327,True
6,KUAABA Tibwere,KIR,"Apr 11, 1999",55.68,A,60,-70,-70,60,56kgMen,Snatch,327,True
1,MEA Douglas Ao,PNG,"Jun 10, 1999",55.06,A,90,97,101,101,56kgMen,CleanJerk,327,True
2,DOGUAPE Larko,NRU,"Jul 05, 2000",55.24,A,95,98,100,100,56kgMen,CleanJerk,327,True
3,BIOLO David Nickson,SOL,"Mar 03, 1998",54.90,A,90,-95,-95,90,56kgMen,CleanJerk,327,True
4,KUAABA Tibwere,KIR,"Apr 11, 1999",55.68,A,80,85,90,90,56kgMen,CleanJerk,327,True
5,DAGO Simeon Tim,PNG,"Apr 01, 2000",55.70,A,70,75,80,80,56kgMen,CleanJerk,327,True
6,RAOBU Manuila,TUV,"Sep 18, 2000",52.37,A,77,-80,-80,77,56kgMen,CleanJerk,327,True
1,MEA Douglas Ao,PNG,"Jun 10, 1999",55.06,A,75,101,176,,56kgMen,Total,327,True
2,DOGUAPE Larko,NRU,"Jul 05, 2000",55.24,A,75,100,175,,56kgMen,Total,327,True
3,BIOLO David Nickson,SOL,"Mar 03, 1998",54.90,A,76,90,166,,56kgMen,Total,327,True
4,KUAABA Tibwere,KIR,"Apr 11, 1999",55.68,A,60,90,150,,56kgMen,Total,327,True
5,DAGO Simeon Tim,PNG,"Apr 01, 2000",55.70,A,65,80,145,,56kgMen,Total,327,True
6,RAOBU Manuila,TUV,"Sep 18, 2000",52.37,A,65,77,142,,56kgMen,Total,327,True
1,LOHIA Igo,PNG,"Sep 16, 1999",60.39,A,-85,85,-90,85,62kgMen,Snatch,327,True
2,BETERO Takirua,KIR,"Jan 10, 1999",59.77,A,75,80,-85,80,62kgMen,Snatch,327,True
3,DETUDAMO Uea,NRU,"Dec 16, 1999",60.01,A,55,60,65,65,62kgMen,Snatch,327,True
---,ARUA Gau Jummy,PNG,"May 20, 1998",61.19,A,-83,-83,-83,---,62kgMen,Snatch,327,True
1,LOHIA Igo,PNG,"Sep 16, 1999",60.39,A,-100,100,-108,100,62kgMen,CleanJerk,327,True
2,BETERO Takirua,KIR,"Jan 10, 1999",59.77,A,-95,95,-101,95,62kgMen,CleanJerk,327,True
3,DETUDAMO Uea,NRU,"Dec 16, 1999",60.01,A,65,70,-75,70,62kgMen,CleanJerk,327,True
---,ARUA Gau Jummy,PNG,"May 20, 1998",61.19,A,-95,---,---,---,62kgMen,CleanJerk,327,True
1,LOHIA Igo,PNG,"Sep 16, 1999",60.39,A,85,100,185,,62kgMen,Total,327,True
2,BETERO Takirua,KIR,"Jan 10, 1999",59.77,A,80,95,175,,62kgMen,Total,327,True
3,DETUDAMO Uea,NRU,"Dec 16, 1999",60.01,A,65,70,135,,62kgMen,Total,327,True
---,ARUA Gau Jummy,PNG,"May 20, 1998",61.19,A,---,---,---,,62kgMen,Total,327,True
1,MAE Leslie,SOL,"Sep 11, 1998",67.18,A,-80,80,-85,80,69kgMen,Snatch,327,True
2,CAIN Quamen Ezekiel,NRU,"Mar 25, 1998",67.93,B,75,80,-85,80,69kgMen,Snatch,327,True
3,PUKA Nou,PNG,"Jan 04, 1999",64.12,B,70,75,-78,75,69kgMen,Snatch,327,True
