rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,AKPAN Emmanuel,NGR,"Jan 01, 1988",55.98,A,95,100,106,106,56kgMen,Snatch,19,True
2,BENAMI Nafaa,ALG,"Nov 08, 1974",55.16,A,- 95,- 95,97,97,56kgMen,Snatch,19,True
3,LARIKI Elhabib,ALG,"Nov 03, 1987",55.54,A,90,95,97,97,56kgMen,Snatch,19,True
4,PHILLIPS Luwellyne Andrew,RSA,"Aug 21, 1989",55.59,A,92,- 96,96,96,56kgMen,Snatch,19,True
5,MATAM David,CMR,"Oct 02, 1982",55.67,A,90,95,- 97,95,56kgMen,Snatch,19,True
6,LAFRIK El Mehdi,MAR,"Jan 01, 1991",55.30,A,- 80,80,- 90,80,56kgMen,Snatch,19,True
1,AKPAN Emmanuel,NGR,"Jan 01, 1988",55.98,A,125,130,-136,130,56kgMen,CleanJerk,19,True
2,LARIKI Elhabib,ALG,"Nov 03, 1987",55.54,A,115,121,-125,121,56kgMen,CleanJerk,19,True
3,MATAM David,CMR,"Oct 02, 1982",55.67,A,115,121,-123,121,56kgMen,CleanJerk,19,True
4,PHILLIPS Luwellyne Andrew,RSA,"Aug 21, 1989",55.59,A,115,-120,-120,115,56kgMen,CleanJerk,19,True
5,BENAMI Nafaa,ALG,"Nov 08, 1974",55.16,A,110,-120,-121,110,56kgMen,CleanJerk,19,True
6,LAFRIK El Mehdi,MAR,"Jan 01, 1991",55.30,A,90,-100,100,100,56kgMen,CleanJerk,19,True
1,AKPAN Emmanuel,NGR,"Jan 01, 1988",55.98,A,106,130,236,,56kgMen,Total,19,True
2,LARIKI Elhabib,ALG,"Nov 03, 1987",55.54,A,97,121,218,,56kgMen,Total,19,True
3,MATAM David,CMR,"Oct 02, 1982",55.67,A,95,121,216,,56kgMen,Total,19,True
4,PHILLIPS Luwellyne Andrew,RSA,"Aug 21, 1989",55.59,A,96,115,211,,56kgMen,Total,19,True
5,BENAMI Nafaa,ALG,"Nov 08, 1974",55.16,A,97,110,207,,56kgMen,Total,19,True
6,LAFRIK El Mehdi,MAR,"Jan 01, 1991",55.30,A,80,100,180,,56kgMen,Total,19,True
1,ABDELBAKI Mohamed Abdeltawwab I.,EGY,"Jul 18, 1987",61.92,A,123,-130,130,130,62kgMen,Snatch,19,True
2,NGAMBA Simon,CMR,"Dec 24, 1982",61.72,A,110,-116,117,117,62kgMen,Snatch,19,True
3,OLUPONA Gbenga,NGR,"Jan 01, 1981",61.70,A,110,115,-117,115,62kgMen,Snatch,19,True
4,MEHREZ Selmi,TUN,"Jan 01, 1978",61.83,A,107,111,-118,111,62kgMen,Snatch,19,True
5,BELINGA Joseph Ekani,CMR,"Jun 23, 1989",61.93,A,110,-115,-117,110,62kgMen,Snatch,19,True
6,BELGHSEN Rodwan,LBA,"Jan 01, 1986",61.09,A,102,106,-110,106,62kgMen,Snatch,19,True
7,KIVUMBI Mubarak Musoke,UGA,"Dec 01, 1989",61.43,A,100,105,-107,105,62kgMen,Snatch,19,True
8,ANDRIANTSIRY Charles,MAD,"Mar 11, 1980",62.00,A,100,105,-110,105,62kgMen,Snatch,19,True
9,KATAMBA Ismail,UGA,"Jan 19, 1987",60.63,A,97,-102,-102,97,62kgMen,Snatch,19,True
10,NABIL Renard,MAR,"Jan 01, 1985",62.00,A,95,-100,-100,95,62kgMen,Snatch,19,True
---,ZACHADI Abdelillah,MAR,"Jan 01, 1983",61.73,A,---,---,---,---,62kgMen,Snatch,19,True
1,OLUPONA Gbenga,NGR,"Jan 01, 1981",61.70,A,145,150,156,156,62kgMen,CleanJerk,19,True
2,ABDELBAKI Mohamed Abdeltawwab I.,EGY,"Jul 18, 1987",61.92,A,150,156,-157,156,62kgMen,CleanJerk,19,True
3,MEHREZ Selmi,TUN,"Jan 01, 1978",61.83,A,140,-147,147,147,62kgMen,CleanJerk,19,True
4,KATAMBA Ismail,UGA,"Jan 19, 1987",60.63,A,135,-140,-140,135,62kgMen,CleanJerk,19,True
5,NGAMBA Simon,CMR,"Dec 24, 1982",61.72,A,130,135,-140,135,62kgMen,CleanJerk,19,True
6,ANDRIANTSIRY Charles,MAD,"Mar 11, 1980",62.00,A,135,-140,-140,135,62kgMen,CleanJerk,19,True
7,BELGHSEN Rodwan,LBA,"Jan 01, 1986",61.09,A,118,130,-142,130,62kgMen,CleanJerk,19,True
8,BELINGA Joseph Ekani,CMR,"Jun 23, 1989",61.93,A,130,-135,-142,130,62kgMen,CleanJerk,19,True
9,NABIL Renard,MAR,"Jan 01, 1985",62.00,A,115,120,-125,120,62kgMen,CleanJerk,19,True
---,KIVUMBI Mubarak Musoke,UGA,"Dec 01, 1989",61.43,A,-140,-140,-140,---,62kgMen,CleanJerk,19,True
---,ZACHADI Abdelillah,MAR,"Jan 01, 1983",61.73,A,---,---,---,---,62kgMen,CleanJerk,19,True
1,ABDELBAKI Mohamed Abdeltawwab I.,EGY,"Jul 18, 1987",61.92,A,130,156,286,,62kgMen,Total,19,True
2,OLUPONA Gbenga,NGR,"Jan 01, 1981",61.70,A,115,156,271,,62kgMen,Total,19,True
3,MEHREZ Selmi,TUN,"Jan 01, 1978",61.83,A,111,147,258,,62kgMen,Total,19,True
4,NGAMBA Simon,CMR,"Dec 24, 1982",61.72,A,117,135,252,,62kgMen,Total,19,True
5,BELINGA Joseph Ekani,CMR,"Jun 23, 1989",61.93,A,110,130,240,,62kgMen,Total,19,True
6,ANDRIANTSIRY Charles,MAD,"Mar 11, 1980",62.00,A,105,135,240,,62kgMen,Total,19,True
7,BELGHSEN Rodwan,LBA,"Jan 01, 1986",61.09,A,106,130,236,,62kgMen,Total,19,True
