rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,RADA RODRIGUEZ Sergio Armando,COL,"Born: Jan 27, 1984",B.weight: 55.84,Group: A,1: -118,2: 118,3: 122,Total: 122,56kgMen,Snatch,206
Rank: 2,DE LAS SALAS DE LA ROSA Habib,COL,"Born: Apr 19, 1987",B.weight: 55.67,Group: A,1: 118,2: -121,3: -121,Total: 118,56kgMen,Snatch,206
Rank: 3,MONTES GONGORA Jose Lino,MEX,"Born: Apr 18, 1989",B.weight: 55.61,Group: A,1: 108,2: 115,3: -118,Total: 115,56kgMen,Snatch,206
Rank: 4,ROMERO Yasmani,CUB,"Born: Sep 26, 1988",B.weight: 55.93,Group: A,1: 110,2: -115,3: -118,Total: 110,56kgMen,Snatch,206
Rank: 5,PRADO GUILLEN Juan Manuel,VEN,"Born: Aug 07, 1994",B.weight: 55.60,Group: B,1: 100,2: -104,3: 104,Total: 104,56kgMen,Snatch,206
Rank: 6,BRITO COBO Sebastian Ruben,GUA,"Born: May 01, 1992",B.weight: 55.89,Group: B,1: 92,2: 97,3: 101,Total: 101,56kgMen,Snatch,206
Rank: 7,ROCAFUERTE BUENAIRE Enmanuel Enrique,ECU,"Born: Aug 17, 1992",B.weight: 54.70,Group: B,1: 94,2: 98,3: 100,Total: 100,56kgMen,Snatch,206
Rank: 8,BARRERA SANDOVAL Francisco Javier,CHI,"Born: May 14, 1987",B.weight: 55.72,Group: A,1: 95,2: 100,3: -103,Total: 100,56kgMen,Snatch,206
Rank: 9,MARTINEZ Jordanlee Fabrizzio,CHI,"Born: Sep 23, 1994",B.weight: 55.27,Group: B,1: 90,2: 94,3: 96,Total: 96,56kgMen,Snatch,206
Rank: 10,SABOYA FASABI Wilder,PER,"Born: Jul 22, 1992",B.weight: 54.74,Group: B,1: 85,2: - 88,3: 88,Total: 88,56kgMen,Snatch,206
Rank: 11,CARABALLO Ariel,PUR,"Born: Oct 11, 1989",B.weight: 55.14,Group: B,1: 87,2: - 92,3: - 92,Total: 87,56kgMen,Snatch,206
Rank: 12,LOPEZ LOPEZ Pablo Ernesto,ESA,"Born: Jan 08, 1991",B.weight: 55.36,Group: B,1: 80,2: 85,3: 87,Total: 87,56kgMen,Snatch,206
