rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,WU Jingbiao,CHN,"Jan 10, 1989",55.69,A,120,125,128,128,56kgMen,Snatch,9,True
2,IRAWAN Eko Yuli,INA,"Jul 24, 1989",55.64,A,120,-125,-125,120,56kgMen,Snatch,9,True
3,SUKHANOV Pavel,RUS,"Apr 29, 1988",55.86,A,110,117,120,120,56kgMen,Snatch,9,True
4,MARTIN Razvan Constantin,ROU,"Dec 22, 1991",55.66,A,103,107,-109,107,56kgMen,Snatch,9,True
5,DE LAS SALAS DE LA ROSA Habib,COL,"Apr 19, 1987",55.67,A,102,-107,107,107,56kgMen,Snatch,9,True
6,NOH Guggi,KOR,"Aug 19, 1989",55.56,A,103,105,-108,105,56kgMen,Snatch,9,True
7,MAHMOUD Mohamed Ihab Youssef Ahmed,EGY,"Nov 21, 1989",55.76,A,-103,103,105,105,56kgMen,Snatch,9,True
8,NIETO Jose,VEN,"May 29, 1988",55.50,A,102,-105,-105,102,56kgMen,Snatch,9,True
9,KARAULANOV Evgeniy,BUL,"Nov 29, 1989",54.96,A,96,100,-103,100,56kgMen,Snatch,9,True
10,KILIC Gokhan,TUR,"Jan 06, 1988",55.42,B,93,98,100,100,56kgMen,Snatch,9,True
11,YANIK Zafer,TUR,"Feb 12, 1988",55.90,B,- 95,95,100,100,56kgMen,Snatch,9,True
12,PEC Tunche Wellinton,GUA,"Dec 01, 1987",55.48,A,95,98,-101,98,56kgMen,Snatch,9,True
13,MURILLO Yeison,COL,"Aug 21, 1988",55.54,A,97,-102,-102,97,56kgMen,Snatch,9,True
14,NAJERA LOPEZ Carlos Ricardo,GUA,"Oct 28, 1987",55.57,B,95,-100,-100,95,56kgMen,Snatch,9,True
15,ARAKELIAN Armen,GRE,"Jul 16, 1990",55.97,B,87,92,- 96,92,56kgMen,Snatch,9,True
16,LARIKI Elhabib,ALG,"Nov 03, 1987",55.36,B,- 90,- 90,90,90,56kgMen,Snatch,9,True
17,PRZEPIORKIEWICZ Maciej,POL,"Nov 14, 1987",55.28,B,85,- 88,- 88,85,56kgMen,Snatch,9,True
18,LIHL Jakub,CZE,"Aug 25, 1992",55.51,B,72,75,78,78,56kgMen,Snatch,9,True
---,TAO Jing,CHN,"Jan 09, 1988",55.76,A,-117,-117,-118,---,56kgMen,Snatch,9,True
---,NAKAGAWA Daiki,JPN,"Nov 27, 1987",55.72,B,- 97,- 97,- 97,---,56kgMen,Snatch,9,True
1,IRAWAN Eko Yuli,INA,"Jul 24, 1989",55.64,A,150,153,---,153,56kgMen,CleanJerk,9,True
2,SUKHANOV Pavel,RUS,"Apr 29, 1988",55.86,A,140,-146,146,146,56kgMen,CleanJerk,9,True
3,WU Jingbiao,CHN,"Jan 10, 1989",55.69,A,145,-151,-151,145,56kgMen,CleanJerk,9,True
4,TAO Jing,CHN,"Jan 09, 1988",55.76,A,140,145,-151,145,56kgMen,CleanJerk,9,True
5,NOH Guggi,KOR,"Aug 19, 1989",55.56,A,135,140,142,142,56kgMen,CleanJerk,9,True
6,NIETO Jose,VEN,"May 29, 1988",55.50,A,132,134,-140,134,56kgMen,CleanJerk,9,True
7,MAHMOUD Mohamed Ihab Youssef Ahmed,EGY,"Nov 21, 1989",55.76,A,128,133,-137,133,56kgMen,CleanJerk,9,True
8,MURILLO Yeison,COL,"Aug 21, 1988",55.54,A,127,132,-137,132,56kgMen,CleanJerk,9,True
9,MARTIN Razvan Constantin,ROU,"Dec 22, 1991",55.66,A,125,130,-133,130,56kgMen,CleanJerk,9,True
10,PEC Tunche Wellinton,GUA,"Dec 01, 1987",55.48,A,125,128,-134,128,56kgMen,CleanJerk,9,True
11,NAJERA LOPEZ Carlos Ricardo,GUA,"Oct 28, 1987",55.57,B,125,127,-130,127,56kgMen,CleanJerk,9,True
12,DE LAS SALAS DE LA ROSA Habib,COL,"Apr 19, 1987",55.67,A,-127,-127,127,127,56kgMen,CleanJerk,9,True
13,KARAULANOV Evgeniy,BUL,"Nov 29, 1989",54.96,A,125,-128,-128,125,56kgMen,CleanJerk,9,True
14,NAKAGAWA Daiki,JPN,"Nov 27, 1987",55.72,B,116,120,123,123,56kgMen,CleanJerk,9,True
15,KILIC Gokhan,TUR,"Jan 06, 1988",55.42,B,115,-120,120,120,56kgMen,CleanJerk,9,True
16,YANIK Zafer,TUR,"Feb 12, 1988",55.90,B,-118,-118,118,118,56kgMen,CleanJerk,9,True
17,ARAKELIAN Armen,GRE,"Jul 16, 1990",55.97,B,108,113,117,117,56kgMen,CleanJerk,9,True
18,PRZEPIORKIEWICZ Maciej,POL,"Nov 14, 1987",55.28,B,110,115,-120,115,56kgMen,CleanJerk,9,True
19,LARIKI Elhabib,ALG,"Nov 03, 1987",55.36,B,-115,115,-119,115,56kgMen,CleanJerk,9,True
20,LIHL Jakub,CZE,"Aug 25, 1992",55.51,B,92,- 95,95,95,56kgMen,CleanJerk,9,True
1,IRAWAN Eko Yuli,INA,"Jul 24, 1989",55.64,A,120,153,273,,56kgMen,Total,9,True
2,WU Jingbiao,CHN,"Jan 10, 1989",55.69,A,128,145,273,,56kgMen,Total,9,True
3,SUKHANOV Pavel,RUS,"Apr 29, 1988",55.86,A,120,146,266,,56kgMen,Total,9,True
4,NOH Guggi,KOR,"Aug 19, 1989",55.56,A,105,142,247,,56kgMen,Total,9,True
5,MAHMOUD Mohamed Ihab Youssef Ahmed,EGY,"Nov 21, 1989",55.76,A,105,133,238,,56kgMen,Total,9,True
