rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,GARCIA BRITO Luis Alberto,DOM,"Apr 19, 1995",61.00,A,117,121,123,123,61kgMen,Snatch,503,False
2,CALDERON LICOURT Arley Lazaro,CUB,"Feb 26, 1999",60.70,A,116,120,122,122,61kgMen,Snatch,503,False
3,ONATE ARAUJO Otto Felix,CUB,"Jan 23, 2000",61.00,A,117,-120,120,120,61kgMen,Snatch,503,False
4,MONTES GONGORA Jose Lino,MEX,"Apr 18, 1989",61.00,A,115,118,-121,118,61kgMen,Snatch,503,False
5,VASQUEZ MORALES Orlando Antonio,NCA,"Oct 28, 1997",60.50,A,-115,115,-118,115,61kgMen,Snatch,503,False
6,CRUZ LOPEZ Dario Enrique,GUA,"Aug 23, 1997",61.00,A,100,105,110,110,61kgMen,Snatch,503,False
7,ESQUIVEL MORALES Henry Eduardo,GUA,"Jan 21, 2000",59.10,A,97,102,-106,102,61kgMen,Snatch,503,False
8,JOSEPH Edouard,HAI,"Dec 24, 1989",60.30,A,-96,-96,96,96,61kgMen,Snatch,503,False
1,CALDERON LICOURT Arley Lazaro,CUB,"Feb 26, 1999",60.70,A,151,-156,159,159,61kgMen,CleanJerk,503,False
2,GARCIA BRITO Luis Alberto,DOM,"Apr 19, 1995",61.00,A,152,-157,157,157,61kgMen,CleanJerk,503,False
3,ONATE ARAUJO Otto Felix,CUB,"Jan 23, 2000",61.00,A,150,155,-160,155,61kgMen,CleanJerk,503,False
4,MONTES GONGORA Jose Lino,MEX,"Apr 18, 1989",61.00,A,-141,141,147,147,61kgMen,CleanJerk,503,False
5,VASQUEZ MORALES Orlando Antonio,NCA,"Oct 28, 1997",60.50,A,140,-146,-146,140,61kgMen,CleanJerk,503,False
6,ESQUIVEL MORALES Henry Eduardo,GUA,"Jan 21, 2000",59.10,A,125,130,136,136,61kgMen,CleanJerk,503,False
7,CRUZ LOPEZ Dario Enrique,GUA,"Aug 23, 1997",61.00,A,130,135,-140,135,61kgMen,CleanJerk,503,False
8,JOSEPH Edouard,HAI,"Dec 24, 1989",60.30,A,115,121,-126,121,61kgMen,CleanJerk,503,False
1,CALDERON LICOURT Arley Lazaro,CUB,"Feb 26, 1999",60.70,A,122,159,281,,61kgMen,Total,503,False
2,GARCIA BRITO Luis Alberto,DOM,"Apr 19, 1995",61.00,A,123,157,280,,61kgMen,Total,503,False
3,ONATE ARAUJO Otto Felix,CUB,"Jan 23, 2000",61.00,A,120,155,275,,61kgMen,Total,503,False
4,MONTES GONGORA Jose Lino,MEX,"Apr 18, 1989",61.00,A,118,147,265,,61kgMen,Total,503,False
5,VASQUEZ MORALES Orlando Antonio,NCA,"Oct 28, 1997",60.50,A,115,140,255,,61kgMen,Total,503,False
6,CRUZ LOPEZ Dario Enrique,GUA,"Aug 23, 1997",61.00,A,110,135,245,,61kgMen,Total,503,False
7,ESQUIVEL MORALES Henry Eduardo,GUA,"Jan 21, 2000",59.10,A,102,136,238,,61kgMen,Total,503,False
8,JOSEPH Edouard,HAI,"Dec 24, 1989",60.30,A,96,121,217,,61kgMen,Total,503,False
1,HERRERA VEGA Reydiel,CUB,"Nov 12, 1998",66.00,A,-116,116,121,121,67kgMen,Snatch,503,False
2,PINEDA ZETA Edgar Ismael,GUA,"Aug 17, 1997",66.70,A,120,-130,-130,120,67kgMen,Snatch,503,False
1,PINEDA ZETA Edgar Ismael,GUA,"Aug 17, 1997",66.70,A,150,160,-170,160,67kgMen,CleanJerk,503,False
2,HERRERA VEGA Reydiel,CUB,"Nov 12, 1998",66.00,A,145,150,-155,150,67kgMen,CleanJerk,503,False
1,PINEDA ZETA Edgar Ismael,GUA,"Aug 17, 1997",66.70,A,120,160,280,,67kgMen,Total,503,False
2,HERRERA VEGA Reydiel,CUB,"Nov 12, 1998",66.00,A,121,150,271,,67kgMen,Total,503,False
1,CASTRO PEREZ Miguel Jesus,CUB,"Nov 16, 2000",70.20,A,130,-136,-136,130,73kgMen,Snatch,503,False
2,EDISNEL ENRIQUE Corrales Rondon,CUB,"Aug 06, 2001",68.50,A,120,125,-130,125,73kgMen,Snatch,503,False
3,VALDIZON CORONADO Oscar Fernando,GUA,"Jun 12, 1989",73.00,A,122,-127,-127,122,73kgMen,Snatch,503,False
1,CASTRO PEREZ Miguel Jesus,CUB,"Nov 16, 2000",70.20,A,155,160,-165,160,73kgMen,CleanJerk,503,False
2,EDISNEL ENRIQUE Corrales Rondon,CUB,"Aug 06, 2001",68.50,A,150,155,160,160,73kgMen,CleanJerk,503,False
3,VALDIZON CORONADO Oscar Fernando,GUA,"Jun 12, 1989",73.00,A,153,158,-166,158,73kgMen,CleanJerk,503,False
