rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,ALBACHACHI Ali Ahmed Abd Ali,IRQ,"Apr 23, 1994",55.37,A,96,104,-108,104,56kgMen,Snatch,307,True
2,ASLANOV Ruzimurod,UZB,"Feb 01, 1995",55.25,A,85,90,95,95,56kgMen,Snatch,307,True
3,OYEV Sunatullo,TJK,"Jan 23, 1997",55.90,A,86,92,-96,92,56kgMen,Snatch,307,True
4,ALMULLA Mohammed,KUW,"Sep 24, 1997",53.78,A,65,75,80,80,56kgMen,Snatch,307,True
5,AITPEKOV Kadyrbek,KGZ,"Oct 01, 2001",54.95,A,75,80,-85,80,56kgMen,Snatch,307,True
1,ALBACHACHI Ali Ahmed Abd Ali,IRQ,"Apr 23, 1994",55.37,A,120,-132,133,133,56kgMen,CleanJerk,307,True
2,ASLANOV Ruzimurod,UZB,"Feb 01, 1995",55.25,A,110,115,118,118,56kgMen,CleanJerk,307,True
3,OYEV Sunatullo,TJK,"Jan 23, 1997",55.90,A,100,108,-114,108,56kgMen,CleanJerk,307,True
4,AITPEKOV Kadyrbek,KGZ,"Oct 01, 2001",54.95,A,95,101,105,105,56kgMen,CleanJerk,307,True
5,ALMULLA Mohammed,KUW,"Sep 24, 1997",53.78,A,85,95,-100,95,56kgMen,CleanJerk,307,True
1,ALBACHACHI Ali Ahmed Abd Ali,IRQ,"Apr 23, 1994",55.37,A,104,133,237,,56kgMen,Total,307,True
2,ASLANOV Ruzimurod,UZB,"Feb 01, 1995",55.25,A,95,118,213,,56kgMen,Total,307,True
3,OYEV Sunatullo,TJK,"Jan 23, 1997",55.90,A,92,108,200,,56kgMen,Total,307,True
4,AITPEKOV Kadyrbek,KGZ,"Oct 01, 2001",54.95,A,80,105,185,,56kgMen,Total,307,True
5,ALMULLA Mohammed,KUW,"Sep 24, 1997",53.78,A,80,95,175,,56kgMen,Total,307,True
1,ABDYRAMANOV Syrgak,KGZ,"Nov 21, 1994",61.99,A,105,112,119,119,62kgMen,Snatch,307,True
2,HAMDAYI Sajjad Abbas Yaseen,IRQ,"Jul 15, 1995",61.55,A,106,-115,-118,106,62kgMen,Snatch,307,True
3,MARKAEV Meder,KGZ,"Nov 26, 1994",61.42,A,80,85,-90,85,62kgMen,Snatch,307,True
4,ALSAWAGH Mohammad,KUW,"Apr 01, 1997",56.50,A,65,80,-85,80,62kgMen,Snatch,307,True
5,ALBULOUSHI Yousef,KUW,"Aug 19, 1999",59.12,A,-35,35,-45,35,62kgMen,Snatch,307,True
1,HAMDAYI Sajjad Abbas Yaseen,IRQ,"Jul 15, 1995",61.55,A,137,148,-150,148,62kgMen,CleanJerk,307,True
2,ABDYRAMANOV Syrgak,KGZ,"Nov 21, 1994",61.99,A,130,137,-142,137,62kgMen,CleanJerk,307,True
3,MARKAEV Meder,KGZ,"Nov 26, 1994",61.42,A,105,110,115,115,62kgMen,CleanJerk,307,True
4,ALSAWAGH Mohammad,KUW,"Apr 01, 1997",56.50,A,85,95,-100,95,62kgMen,CleanJerk,307,True
5,ALBULOUSHI Yousef,KUW,"Aug 19, 1999",59.12,A,40,50,55,55,62kgMen,CleanJerk,307,True
1,ABDYRAMANOV Syrgak,KGZ,"Nov 21, 1994",61.99,A,119,137,256,,62kgMen,Total,307,True
2,HAMDAYI Sajjad Abbas Yaseen,IRQ,"Jul 15, 1995",61.55,A,106,148,254,,62kgMen,Total,307,True
3,MARKAEV Meder,KGZ,"Nov 26, 1994",61.42,A,85,115,200,,62kgMen,Total,307,True
4,ALSAWAGH Mohammad,KUW,"Apr 01, 1997",56.50,A,80,95,175,,62kgMen,Total,307,True
5,ALBULOUSHI Yousef,KUW,"Aug 19, 1999",59.12,A,35,55,90,,62kgMen,Total,307,True
1,YOKUBOV Doston,UZB,"Apr 05, 1995",67.96,A,120,125,-128,125,69kgMen,Snatch,307,True
2,ZHAKISHOV Ulan,KGZ,"Feb 22, 1994",68.65,A,115,120,-125,120,69kgMen,Snatch,307,True
3,HAMEED Mohammed Qaddoori Hameed,IRQ,"May 30, 1994",68.34,A,-115,-115,116,116,69kgMen,Snatch,307,True
4,SEDIQI Kh Ahmad Elyas,AFG,"Sep 22, 1998",67.65,A,90,97,-102,97,69kgMen,Snatch,307,True
5,ABDULRAHMAN Alkandari,KUW,"Sep 21, 1996",64.57,A,80,86,-91,86,69kgMen,Snatch,307,True
6,ALENEZI Nawaf,KUW,"Mar 22, 1997",62.92,A,65,80,84,84,69kgMen,Snatch,307,True
1,YOKUBOV Doston,UZB,"Apr 05, 1995",67.96,A,150,155,165,165,69kgMen,CleanJerk,307,True
2,HAMEED Mohammed Qaddoori Hameed,IRQ,"May 30, 1994",68.34,A,140,146,151,151,69kgMen,CleanJerk,307,True
3,ZHAKISHOV Ulan,KGZ,"Feb 22, 1994",68.65,A,135,141,146,146,69kgMen,CleanJerk,307,True
4,SEDIQI Kh Ahmad Elyas,AFG,"Sep 22, 1998",67.65,A,115,122,-125,122,69kgMen,CleanJerk,307,True
5,ALENEZI Nawaf,KUW,"Mar 22, 1997",62.92,A,90,102,108,108,69kgMen,CleanJerk,307,True
6,ABDULRAHMAN Alkandari,KUW,"Sep 21, 1996",64.57,A,100,-106,-107,100,69kgMen,CleanJerk,307,True
1,YOKUBOV Doston,UZB,"Apr 05, 1995",67.96,A,125,165,290,,69kgMen,Total,307,True
2,HAMEED Mohammed Qaddoori Hameed,IRQ,"May 30, 1994",68.34,A,116,151,267,,69kgMen,Total,307,True
3,ZHAKISHOV Ulan,KGZ,"Feb 22, 1994",68.65,A,120,146,266,,69kgMen,Total,307,True
4,SEDIQI Kh Ahmad Elyas,AFG,"Sep 22, 1998",67.65,A,97,122,219,,69kgMen,Total,307,True
