rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,A Tieu,VIE,"Jun 15, 2007",48.50,A,86,91,---,91,49kgMen,Snatch,549,False
2,BUI Minh Dao,VIE,"Jun 04, 2009",48.50,A,-85,85,-90,85,49kgMen,Snatch,549,False
3,L Dhanush,IND,"Nov 19, 2006",48.70,A,81,-85,85,85,49kgMen,Snatch,549,False
4,DELOS SANTOS Prince Keil B.,PHI,"Sep 04, 2007",48.30,A,80,-83,83,83,49kgMen,Snatch,549,False
5,KULAYBI Abdulmajeed Mohammed D,KSA,"Jul 01, 2005",48.60,A,72,76,78,78,49kgMen,Snatch,549,False
6,ALSHEHHI Hamdan Khaled Mohammed S,UAE,"Sep 22, 2006",48.90,A,55,60,63,63,49kgMen,Snatch,549,False
7,SARPASHEV Bekbol,KGZ,"Mar 11, 2006",47.90,A,62,-65,-65,62,49kgMen,Snatch,549,False
1,BUI Minh Dao,VIE,"Jun 04, 2009",48.50,A,106,111,---,111,49kgMen,CleanJerk,549,False
2,A Tieu,VIE,"Jun 15, 2007",48.50,A,-101,101,104,104,49kgMen,CleanJerk,549,False
3,DELOS SANTOS Prince Keil B.,PHI,"Sep 04, 2007",48.30,A,100,103,-105,103,49kgMen,CleanJerk,549,False
4,L Dhanush,IND,"Nov 19, 2006",48.70,A,95,-100,100,100,49kgMen,CleanJerk,549,False
5,KULAYBI Abdulmajeed Mohammed D,KSA,"Jul 01, 2005",48.60,A,83,87,92,92,49kgMen,CleanJerk,549,False
6,SARPASHEV Bekbol,KGZ,"Mar 11, 2006",47.90,A,72,76,81,81,49kgMen,CleanJerk,549,False
7,ALSHEHHI Hamdan Khaled Mohammed S,UAE,"Sep 22, 2006",48.90,A,-65,65,70,70,49kgMen,CleanJerk,549,False
1,BUI Minh Dao,VIE,"Jun 04, 2009",48.50,A,85,111,196,---,49kgMen,Total,549,False
2,A Tieu,VIE,"Jun 15, 2007",48.50,A,91,104,195,---,49kgMen,Total,549,False
3,DELOS SANTOS Prince Keil B.,PHI,"Sep 04, 2007",48.30,A,83,103,186,---,49kgMen,Total,549,False
4,L Dhanush,IND,"Nov 19, 2006",48.70,A,85,100,185,---,49kgMen,Total,549,False
5,KULAYBI Abdulmajeed Mohammed D,KSA,"Jul 01, 2005",48.60,A,78,92,170,---,49kgMen,Total,549,False
6,SARPASHEV Bekbol,KGZ,"Mar 11, 2006",47.90,A,62,81,143,---,49kgMen,Total,549,False
7,ALSHEHHI Hamdan Khaled Mohammed S,UAE,"Sep 22, 2006",48.90,A,63,70,133,---,49kgMen,Total,549,False
1,K Duong,VIE,"Jul 03, 2007",54.30,A,105,108,113,113,55kgMen,Snatch,549,False
2,DUONG TUAN Kiet,VIE,"Oct 24, 2005",54.60,A,-106,107,112,112,55kgMen,Snatch,549,False
3,SANAPATHI Gurunaidu,IND,"May 09, 2006",54.50,A,97,101,104,104,55kgMen,Snatch,549,False
4,UMAROV Yerassyl,KAZ,"Oct 25, 2005",54.80,A,98,101,104,104,55kgMen,Snatch,549,False
5,BAGTYYAROV Perhat,TKM,"Oct 08, 2006",54.70,A,97,100,102,102,55kgMen,Snatch,549,False
6,DAVASARI Mehrab,IRI,"Jan 12, 2007",54.40,B,87,91,94,94,55kgMen,Snatch,549,False
7,SHOMURODOV Azizbek,UZB,"Mar 23, 2007",54.70,B,86,90,93,93,55kgMen,Snatch,549,False
