rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,SADYKOV Eduard,RUS,"Jan 08, 1993",55.95,A,105,110,-112,110,56kgMen,Snatch,269,True
2,CHENKOV Todor Atanasov,BUL,"Dec 13, 1993",55.95,A,105,110,-112,110,56kgMen,Snatch,269,True
3,KOZLOWSKI Dominik Mateusz,POL,"Jun 14, 1993",55.75,A,105,108,-110,108,56kgMen,Snatch,269,True
4,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.50,A,103,106,-109,106,56kgMen,Snatch,269,True
5,MARGARYAN Smbat,ARM,"Mar 17, 1993",55.50,A,100,-104,104,104,56kgMen,Snatch,269,True
6,BLIDARI Ioan Tiberiu,ROU,"Jul 07, 1994",55.75,A,97,-101,-101,97,56kgMen,Snatch,269,True
7,ALBU Marian,ROU,"Jun 15, 1996",55.50,A,90,95,-100,95,56kgMen,Snatch,269,True
8,GOVDELI Furkan,TUR,"Jul 28, 1994",55.75,A,90,-95,-95,90,56kgMen,Snatch,269,True
9,TALU Kalle,EST,"Mar 20, 1997",55.80,A,73,77,-80,77,56kgMen,Snatch,269,True
1,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.50,A,135,140,---,140,56kgMen,CleanJerk,269,True
2,MARGARYAN Smbat,ARM,"Mar 17, 1993",55.50,A,131,137,-145,137,56kgMen,CleanJerk,269,True
3,CHENKOV Todor Atanasov,BUL,"Dec 13, 1993",55.95,A,126,131,136,136,56kgMen,CleanJerk,269,True
4,GOVDELI Furkan,TUR,"Jul 28, 1994",55.75,A,118,123,-127,123,56kgMen,CleanJerk,269,True
5,KOZLOWSKI Dominik Mateusz,POL,"Jun 14, 1993",55.75,A,117,122,-127,122,56kgMen,CleanJerk,269,True
6,BLIDARI Ioan Tiberiu,ROU,"Jul 07, 1994",55.75,A,-115,115,-120,115,56kgMen,CleanJerk,269,True
7,TALU Kalle,EST,"Mar 20, 1997",55.80,A,90,-97,-97,90,56kgMen,CleanJerk,269,True
---,ALBU Marian,ROU,"Jun 15, 1996",55.50,A,---,---,---,---,56kgMen,CleanJerk,269,True
---,SADYKOV Eduard,RUS,"Jan 08, 1993",55.95,A,-130,-130,-130,---,56kgMen,CleanJerk,269,True
1,SCARANTINO Mirco,ITA,"Jan 16, 1995",55.50,A,106,140,246,,56kgMen,Total,269,True
2,CHENKOV Todor Atanasov,BUL,"Dec 13, 1993",55.95,A,110,136,246,,56kgMen,Total,269,True
3,MARGARYAN Smbat,ARM,"Mar 17, 1993",55.50,A,104,137,241,,56kgMen,Total,269,True
4,KOZLOWSKI Dominik Mateusz,POL,"Jun 14, 1993",55.75,A,108,122,230,,56kgMen,Total,269,True
5,GOVDELI Furkan,TUR,"Jul 28, 1994",55.75,A,90,123,213,,56kgMen,Total,269,True
6,BLIDARI Ioan Tiberiu,ROU,"Jul 07, 1994",55.75,A,97,115,212,,56kgMen,Total,269,True
7,TALU Kalle,EST,"Mar 20, 1997",55.80,A,77,90,167,,56kgMen,Total,269,True
---,ALBU Marian,ROU,"Jun 15, 1996",55.50,A,95,---,---,,56kgMen,Total,269,True
---,SADYKOV Eduard,RUS,"Jan 08, 1993",55.95,A,110,---,---,,56kgMen,Total,269,True
1,CROITORU Florin Ionut,ROU,"Aug 25, 1993",61.70,A,127,-132,-132,127,62kgMen,Snatch,269,True
2,SOOKY Gergely Zoltan,HUN,"Sep 19, 1993",61.30,A,115,120,123,123,62kgMen,Snatch,269,True
3,ABDULGASHUMOV Asali,RUS,"May 05, 1994",61.45,A,117,-122,123,123,62kgMen,Snatch,269,True
4,MYSHOV Alexander,RUS,"Jul 14, 1994",61.80,A,-118,118,123,123,62kgMen,Snatch,269,True
5,TERNA Ion,MDA,"Jul 11, 1993",61.80,A,118,121,-124,121,62kgMen,Snatch,269,True
6,DOYCHEV Atanas Tsvetanov,BUL,"Jun 16, 1995",61.60,A,110,115,118,118,62kgMen,Snatch,269,True
7,SHAMILISHVILI Ramini,GEO,"May 11, 1994",61.10,A,108,111,113,113,62kgMen,Snatch,269,True
8,KWAPISZ Dominik Maciej,POL,"Feb 24, 1993",61.85,A,105,109,111,111,62kgMen,Snatch,269,True
9,DI GIUSTO Michael,ITA,"Feb 16, 1995",60.40,A,100,105,108,108,62kgMen,Snatch,269,True
10,AKSOY Omer Faruk,TUR,"Nov 07, 1995",61.40,A,103,108,-112,108,62kgMen,Snatch,269,True
11,MICHAELAS Christos,GBR,"Jan 01, 1993",61.50,B,103,108,-112,108,62kgMen,Snatch,269,True
12,MALAKCI Emre,TUR,"Oct 19, 1993",61.65,B,98,103,-106,103,62kgMen,Snatch,269,True
13,SHERGILL Jaswant Singh,GBR,"Jan 14, 1993",60.85,B,97,-102,-103,97,62kgMen,Snatch,269,True
1,CROITORU Florin Ionut,ROU,"Aug 25, 1993",61.70,A,147,151,155,155,62kgMen,CleanJerk,269,True
2,ABDULGASHUMOV Asali,RUS,"May 05, 1994",61.45,A,147,152,-155,152,62kgMen,CleanJerk,269,True
3,TERNA Ion,MDA,"Jul 11, 1993",61.80,A,-150,-150,150,150,62kgMen,CleanJerk,269,True
4,MYSHOV Alexander,RUS,"Jul 14, 1994",61.80,A,-145,148,-156,148,62kgMen,CleanJerk,269,True
5,DOYCHEV Atanas Tsvetanov,BUL,"Jun 16, 1995",61.60,A,140,146,-148,146,62kgMen,CleanJerk,269,True
6,SOOKY Gergely Zoltan,HUN,"Sep 19, 1993",61.30,A,145,-150,-150,145,62kgMen,CleanJerk,269,True
7,KWAPISZ Dominik Maciej,POL,"Feb 24, 1993",61.85,A,130,135,139,139,62kgMen,CleanJerk,269,True
8,SHAMILISHVILI Ramini,GEO,"May 11, 1994",61.10,A,135,-139,-139,135,62kgMen,CleanJerk,269,True
9,DI GIUSTO Michael,ITA,"Feb 16, 1995",60.40,A,125,130,-135,130,62kgMen,CleanJerk,269,True
10,AKSOY Omer Faruk,TUR,"Nov 07, 1995",61.40,A,123,128,-132,128,62kgMen,CleanJerk,269,True
