rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,TOUAIRI Faris,ALG,"Jun 11, 1999",49.60,A,65,69,72,72,50kgMen,Snatch,267,True
2,FARDJALLAH Samir,ALG,"May 18, 1998",49.60,A,62,68,71,71,50kgMen,Snatch,267,True
3,HARFI Issam,MAR,"Dec 02, 1997",49.40,A,-65,65,71,71,50kgMen,Snatch,267,True
1,FARDJALLAH Samir,ALG,"May 18, 1998",49.60,A,81,86,91,91,50kgMen,CleanJerk,267,True
2,HARFI Issam,MAR,"Dec 02, 1997",49.40,A,75,85,-90,85,50kgMen,CleanJerk,267,True
3,TOUAIRI Faris,ALG,"Jun 11, 1999",49.60,A,85,-89,-90,85,50kgMen,CleanJerk,267,True
1,FARDJALLAH Samir,ALG,"May 18, 1998",49.60,A,71,91,162,,50kgMen,Total,267,True
2,TOUAIRI Faris,ALG,"Jun 11, 1999",49.60,A,72,85,157,,50kgMen,Total,267,True
3,HARFI Issam,MAR,"Dec 02, 1997",49.40,A,71,85,156,,50kgMen,Total,267,True
1,KRAYDI Faouzi,TUN,"Apr 06, 1997",55.20,A,91,96,98,98,56kgMen,Snatch,267,True
2,KHALDI Abdennour,ALG,"May 22, 1996",55.80,A,82,85,-88,85,56kgMen,Snatch,267,True
3,MOHAMEDI Khalil,ALG,"Jan 01, 1998",55.20,A,65,-73,75,75,56kgMen,Snatch,267,True
4,SHABI Ahsaan Ali Alhadi,LBA,"Mar 22, 1997",55.20,A,-70,70,-76,70,56kgMen,Snatch,267,True
5,LOUIZAT Achraf,MAR,"Dec 11, 1996",55.00,A,55,-60,62,62,56kgMen,Snatch,267,True
1,KRAYDI Faouzi,TUN,"Apr 06, 1997",55.20,A,108,113,-117,113,56kgMen,CleanJerk,267,True
2,SHABI Ahsaan Ali Alhadi,LBA,"Mar 22, 1997",55.20,A,90,93,97,97,56kgMen,CleanJerk,267,True
3,KHALDI Abdennour,ALG,"May 22, 1996",55.80,A,86,92,97,97,56kgMen,CleanJerk,267,True
4,MOHAMEDI Khalil,ALG,"Jan 01, 1998",55.20,A,87,92,-95,92,56kgMen,CleanJerk,267,True
5,LOUIZAT Achraf,MAR,"Dec 11, 1996",55.00,A,75,80,-85,80,56kgMen,CleanJerk,267,True
1,KRAYDI Faouzi,TUN,"Apr 06, 1997",55.20,A,98,113,211,,56kgMen,Total,267,True
2,KHALDI Abdennour,ALG,"May 22, 1996",55.80,A,85,97,182,,56kgMen,Total,267,True
3,MOHAMEDI Khalil,ALG,"Jan 01, 1998",55.20,A,75,92,167,,56kgMen,Total,267,True
4,SHABI Ahsaan Ali Alhadi,LBA,"Mar 22, 1997",55.20,A,70,97,167,,56kgMen,Total,267,True
5,LOUIZAT Achraf,MAR,"Dec 11, 1996",55.00,A,62,80,142,,56kgMen,Total,267,True
1,ELRASHED Muad Joma,LBA,"Nov 21, 1997",56.40,A,70,77,-82,77,62kgMen,Snatch,267,True
2,KWIDAN Chouab,MAR,"Jan 01, 1996",61.00,A,60,-71,-71,60,62kgMen,Snatch,267,True
1,KWIDAN Chouab,MAR,"Jan 01, 1996",61.00,A,75,85,94,94,62kgMen,CleanJerk,267,True
2,ELRASHED Muad Joma,LBA,"Nov 21, 1997",56.40,A,85,90,93,93,62kgMen,CleanJerk,267,True
1,ELRASHED Muad Joma,LBA,"Nov 21, 1997",56.40,A,77,93,170,,62kgMen,Total,267,True
2,KWIDAN Chouab,MAR,"Jan 01, 1996",61.00,A,60,94,154,,62kgMen,Total,267,True
1,TEMRI Mohamed Rida,ALG,"Dec 17, 1997",68.20,A,-95,-95,95,95,69kgMen,Snatch,267,True
2,MOUM Hicham,MAR,"Aug 18, 1998",67.80,A,80,90,92,92,69kgMen,Snatch,267,True
3,HALLAL Mustapha,MAR,"Apr 05, 1996",66.60,A,80,90,-96,90,69kgMen,Snatch,267,True
1,TEMRI Mohamed Rida,ALG,"Dec 17, 1997",68.20,A,112,-122,123,123,69kgMen,CleanJerk,267,True
2,HALLAL Mustapha,MAR,"Apr 05, 1996",66.60,A,110,116,122,122,69kgMen,CleanJerk,267,True
3,MOUM Hicham,MAR,"Aug 18, 1998",67.80,A,100,110,-115,110,69kgMen,CleanJerk,267,True
1,TEMRI Mohamed Rida,ALG,"Dec 17, 1997",68.20,A,95,123,218,,69kgMen,Total,267,True
2,HALLAL Mustapha,MAR,"Apr 05, 1996",66.60,A,90,122,212,,69kgMen,Total,267,True
3,MOUM Hicham,MAR,"Aug 18, 1998",67.80,A,92,110,202,,69kgMen,Total,267,True
1,MESSAOUDI Ameur,ALG,"Jan 17, 1996",75.00,A,107,113,118,118,77kgMen,Snatch,267,True
2,NJOYA Ahmed Valdy,CMR,"Feb 13, 1999",76.80,A,-110,-110,112,112,77kgMen,Snatch,267,True
3,GRAHAM Brandon,RSA,"Jun 14, 1996",76.20,A,-105,-105,105,105,77kgMen,Snatch,267,True
1,MESSAOUDI Ameur,ALG,"Jan 17, 1996",75.00,A,140,145,147,147,77kgMen,CleanJerk,267,True
2,NJOYA Ahmed Valdy,CMR,"Feb 13, 1999",76.80,A,-135,135,146,146,77kgMen,CleanJerk,267,True
3,GRAHAM Brandon,RSA,"Jun 14, 1996",76.20,A,-130,130,135,135,77kgMen,CleanJerk,267,True
1,MESSAOUDI Ameur,ALG,"Jan 17, 1996",75.00,A,118,147,265,,77kgMen,Total,267,True
2,NJOYA Ahmed Valdy,CMR,"Feb 13, 1999",76.80,A,112,146,258,,77kgMen,Total,267,True
3,GRAHAM Brandon,RSA,"Jun 14, 1996",76.20,A,105,135,240,,77kgMen,Total,267,True
1,MESSAOUR Billel,ALG,"Nov 02, 1997",78.40,A,98,-106,-111,98,85kgMen,Snatch,267,True
2,COME Dereck Christian,SEY,"Feb 11, 1996",83.60,A,90,96,-101,96,85kgMen,Snatch,267,True
3,RMILA Mehdi,MAR,"Dec 12, 1996",78.60,A,82,95,-100,95,85kgMen,Snatch,267,True
1,MESSAOUR Billel,ALG,"Nov 02, 1997",78.40,A,122,130,136,136,85kgMen,CleanJerk,267,True
2,COME Dereck Christian,SEY,"Feb 11, 1996",83.60,A,110,116,-121,116,85kgMen,CleanJerk,267,True
3,RMILA Mehdi,MAR,"Dec 12, 1996",78.60,A,105,115,-120,115,85kgMen,CleanJerk,267,True
1,MESSAOUR Billel,ALG,"Nov 02, 1997",78.40,A,98,136,234,,85kgMen,Total,267,True
2,COME Dereck Christian,SEY,"Feb 11, 1996",83.60,A,96,116,212,,85kgMen,Total,267,True
3,RMILA Mehdi,MAR,"Dec 12, 1996",78.60,A,95,115,210,,85kgMen,Total,267,True
1,TOWAIRI Aymen,ALG,"Jan 01, 1998",92.20,A,100,110,-120,110,94kgMen,Snatch,267,True
1,TOWAIRI Aymen,ALG,"Jan 01, 1998",92.20,A,120,145,-150,145,94kgMen,CleanJerk,267,True
1,TOWAIRI Aymen,ALG,"Jan 01, 1998",92.20,A,110,145,255,,94kgMen,Total,267,True
1,HOLTZHAUSEN Jacobus,RSA,"Jan 12, 1996",100.00,A,100,106,110,110,+94kgMen,Snatch,267,True
2,MESSOUK Mohammed,MAR,"Jan 01, 1996",104.00,A,60,65,72,72,+94kgMen,Snatch,267,True
1,HOLTZHAUSEN Jacobus,RSA,"Jan 12, 1996",100.00,A,120,126,-136,126,+94kgMen,CleanJerk,267,True
2,MESSOUK Mohammed,MAR,"Jan 01, 1996",104.00,A,75,85,-90,85,+94kgMen,CleanJerk,267,True
1,HOLTZHAUSEN Jacobus,RSA,"Jan 12, 1996",100.00,A,110,126,236,,+94kgMen,Total,267,True
2,MESSOUK Mohammed,MAR,"Jan 01, 1996",104.00,A,72,85,157,,+94kgMen,Total,267,True
1,KANOUNI Oumaima,MAR,"Jul 01, 2000",37.80,A,20,25,30,30,44kgWomen,Snatch,267,True
1,KANOUNI Oumaima,MAR,"Jul 01, 2000",37.80,A,30,35,37,37,44kgWomen,CleanJerk,267,True
1,KANOUNI Oumaima,MAR,"Jul 01, 2000",37.80,A,30,37,67,,44kgWomen,Total,267,True
1,JERNANE Soukaina,MAR,"Jan 08, 2000",47.60,A,35,45,-50,45,48kgWomen,Snatch,267,True
