rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
---,BEHROUZI Sajad,IRI,"Sep 20, 1989",55.94,A,0.0,0.0,0.0,110,56kgMen,Snatch,2,True
---,ABDALLAH Zaki,LBN,"Jan 01, 1978",55.96,A,0.0,0.0,0.0,98,56kgMen,Snatch,2,True
---,AL KULAIBI Suhail Mahfoodh Ali,OMA,"Jun 30, 1984",54.93,A,0.0,0.0,0.0,104,56kgMen,Snatch,2,True
---,ABDULHAMEED Marwan Saeed,YEM,"Jan 01, 1987",55.56,A,0.0,0.0,0.0,100,56kgMen,Snatch,2,True
---,ALABDOULLATIF Abdullatif K.,KSA,"May 11, 1985",46.00,A,0.0,0.0,0.0,---,56kgMen,Snatch,2,True
---,BEHROUZI Sajad,IRI,"Sep 20, 1989",55.94,A,0.0,0.0,0.0,135,56kgMen,CleanJerk,2,True
---,ABDALLAH Zaki,LBN,"Jan 01, 1978",55.96,A,0.0,0.0,0.0,133,56kgMen,CleanJerk,2,True
---,AL KULAIBI Suhail Mahfoodh Ali,OMA,"Jun 30, 1984",54.93,A,0.0,0.0,0.0,126,56kgMen,CleanJerk,2,True
---,ABDULHAMEED Marwan Saeed,YEM,"Jan 01, 1987",55.56,A,0.0,0.0,0.0,130,56kgMen,CleanJerk,2,True
---,ALABDOULLATIF Abdullatif K.,KSA,"May 11, 1985",46.00,A,0.0,0.0,0.0,---,56kgMen,CleanJerk,2,True
1,BEHROUZI Sajad,IRI,"Sep 20, 1989",55.94,A,110,135,245.0,,56kgMen,Total,2,True
2,ABDALLAH Zaki,LBN,"Jan 01, 1978",55.96,A,98,133,231.0,,56kgMen,Total,2,True
3,AL KULAIBI Suhail Mahfoodh Ali,OMA,"Jun 30, 1984",54.93,A,104,126,230.0,,56kgMen,Total,2,True
4,ABDULHAMEED Marwan Saeed,YEM,"Jan 01, 1987",55.56,A,100,130,230.0,,56kgMen,Total,2,True
---,ALABDOULLATIF Abdullatif K.,KSA,"May 11, 1985",46.00,A,---,---,---,,56kgMen,Total,2,True
---,MABROOK Ahmed Hadi Mohammed,YEM,"Apr 07, 1989",61.02,A,0.0,0.0,0.0,82,62kgMen,Snatch,2,True
---,MEZHR Salim,IRQ,"Jul 01, 1980",62.00,A,0.0,0.0,0.0,111,62kgMen,Snatch,2,True
---,ALSADAH Hassan,KSA,"Jan 19, 1987",61.77,A,0.0,0.0,0.0,120,62kgMen,Snatch,2,True
---,ALDHILAB Ali H,KSA,"Sep 22, 1982",61.48,A,0.0,0.0,0.0,125,62kgMen,Snatch,2,True
DSQ,ALYAZIDI Salah Mohammed N,QAT,"Aug 27, 1986",60.54,A,0.0,0.0,0.0,---,62kgMen,Snatch,2,True
---,MABROOK Ahmed Hadi Mohammed,YEM,"Apr 07, 1989",61.02,A,0.0,0.0,0.0,101,62kgMen,CleanJerk,2,True
---,MEZHR Salim,IRQ,"Jul 01, 1980",62.00,A,0.0,0.0,0.0,150,62kgMen,CleanJerk,2,True
---,ALSADAH Hassan,KSA,"Jan 19, 1987",61.77,A,0.0,0.0,0.0,152,62kgMen,CleanJerk,2,True
---,ALDHILAB Ali H,KSA,"Sep 22, 1982",61.48,A,0.0,0.0,0.0,153,62kgMen,CleanJerk,2,True
