rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 55.52,Group: A,1: 97,2: -100,3: 102,Total: 102,56kgMen,Snatch,346
Rank: 2,TALIB Talha,PAK,"Born: Oct 03, 1999",B.weight: 55.55,Group: A,1: 96,2: 99,3: 102,Total: 102,56kgMen,Snatch,346
Rank: 3,RONNY Bin Jesos,MAS,"Born: Jan 19, 1998",B.weight: 55.55,Group: A,1: 90,2: - 95,3: - 95,Total: 90,56kgMen,Snatch,346
Rank: 4,MEA Douglas Ao,PNG,"Born: Jun 10, 1999",B.weight: 55.44,Group: A,1: 70,2: 75,3: 80,Total: 80,56kgMen,Snatch,346
Rank: 5,DOGUAPE Larko,NRU,"Born: Jul 05, 2000",B.weight: 55.61,Group: A,1: 75,2: - 80,3: 80,Total: 80,56kgMen,Snatch,346
Rank: 6,NYONG Unwana Peter,NGR,"Born: Apr 11, 2001",B.weight: 55.25,Group: A,1: - 75,2: - 75,3: 75,Total: 75,56kgMen,Snatch,346
Rank: 7,HABOUBAKAR Siddiki,CMR,"Born: Aug 14, 1999",B.weight: 55.80,Group: A,1: 70,2: - 75,3: - 77,Total: 70,56kgMen,Snatch,346
Rank: 8,RAOBU Manuila,TUV,"Born: Sep 18, 2000",B.weight: 55.62,Group: A,1: 62,2: 65,3: 69,Total: 69,56kgMen,Snatch,346
Rank: 9,SIILATA Kolisi,SAM,"Born: Apr 06, 2000",B.weight: 54.80,Group: A,1: 50,2: 55,3: - 60,Total: 55,56kgMen,Snatch,346
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 55.52,Group: A,1: 135,2: -141,3: -143,Total: 135,56kgMen,CleanJerk,346
Rank: 2,RONNY Bin Jesos,MAS,"Born: Jan 19, 1998",B.weight: 55.55,Group: A,1: 116,2: 119,3: -123,Total: 119,56kgMen,CleanJerk,346
Rank: 3,TALIB Talha,PAK,"Born: Oct 03, 1999",B.weight: 55.55,Group: A,1: 115,2: -118,3: -118,Total: 115,56kgMen,CleanJerk,346
Rank: 4,HABOUBAKAR Siddiki,CMR,"Born: Aug 14, 1999",B.weight: 55.80,Group: A,1: 95,2: 102,3: -107,Total: 102,56kgMen,CleanJerk,346
Rank: 5,DOGUAPE Larko,NRU,"Born: Jul 05, 2000",B.weight: 55.61,Group: A,1: - 98,2: 98,3: -101,Total: 98,56kgMen,CleanJerk,346
Rank: 6,NYONG Unwana Peter,NGR,"Born: Apr 11, 2001",B.weight: 55.25,Group: A,1: 90,2: 95,3: -100,Total: 95,56kgMen,CleanJerk,346
Rank: 7,MEA Douglas Ao,PNG,"Born: Jun 10, 1999",B.weight: 55.44,Group: A,1: 90,2: 95,3: -100,Total: 95,56kgMen,CleanJerk,346
Rank: 8,RAOBU Manuila,TUV,"Born: Sep 18, 2000",B.weight: 55.62,Group: A,1: 74,2: - 78,3: 78,Total: 78,56kgMen,CleanJerk,346
Rank: 9,SIILATA Kolisi,SAM,"Born: Apr 06, 2000",B.weight: 54.80,Group: A,1: 70,2: - 75,3: - 79,Total: 70,56kgMen,CleanJerk,346
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 55.52,Group: A,Snatch: 102,CI&Jerk: 135,Total: 237,,56kgMen,Total,346
Rank: 2,TALIB Talha,PAK,"Born: Oct 03, 1999",B.weight: 55.55,Group: A,Snatch: 102,CI&Jerk: 115,Total: 217,,56kgMen,Total,346
Rank: 3,RONNY Bin Jesos,MAS,"Born: Jan 19, 1998",B.weight: 55.55,Group: A,Snatch: 90,CI&Jerk: 119,Total: 209,,56kgMen,Total,346
Rank: 4,DOGUAPE Larko,NRU,"Born: Jul 05, 2000",B.weight: 55.61,Group: A,Snatch: 80,CI&Jerk: 98,Total: 178,,56kgMen,Total,346
