rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,JUBOO Khelwin,MRI,"Jun 27, 2002",107.43,A,110,-132,-132,110,P102kgMen,Snatch,475,False
1,JUBOO Khelwin,MRI,"Jun 27, 2002",107.43,A,140,161,-170,161,P102kgMen,CleanJerk,475,False
1,JUBOO Khelwin,MRI,"Jun 27, 2002",107.43,A,110,161,271,,P102kgMen,Total,475,False
1,EMILE Willem Gwendal,MRI,"Dec 20, 2002",49.00,A,66,76,-81,76,49kgMen,Snatch,475,False
1,EMILE Willem Gwendal,MRI,"Dec 20, 2002",49.00,A,85,91,-101,91,49kgMen,CleanJerk,475,False
1,EMILE Willem Gwendal,MRI,"Dec 20, 2002",49.00,A,76,91,167,,49kgMen,Total,475,False
1,NIYOYITA Davis,UGA,"Jan 01, 2004",54.96,A,75,80,-81,80,55kgMen,Snatch,475,False
2,CHAKHCHOUKH Akram,ALG,"Oct 04, 2004",54.95,A,70,76,-81,76,55kgMen,Snatch,475,False
1,NIYOYITA Davis,UGA,"Jan 01, 2004",54.96,A,95,100,103,103,55kgMen,CleanJerk,475,False
2,CHAKHCHOUKH Akram,ALG,"Oct 04, 2004",54.95,A,92,97,101,101,55kgMen,CleanJerk,475,False
1,NIYOYITA Davis,UGA,"Jan 01, 2004",54.96,A,80,103,183,,55kgMen,Total,475,False
2,CHAKHCHOUKH Akram,ALG,"Oct 04, 2004",54.95,A,76,101,177,,55kgMen,Total,475,False
1,VAN DER WALT Slade,RSA,"Aug 01, 2004",58.94,A,72,76,-80,76,61kgMen,Snatch,475,False
2,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",59.12,A,65,70,-73,70,61kgMen,Snatch,475,False
1,VAN DER WALT Slade,RSA,"Aug 01, 2004",58.94,A,92,95,-98,95,61kgMen,CleanJerk,475,False
2,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",59.12,A,85,91,92,92,61kgMen,CleanJerk,475,False
1,VAN DER WALT Slade,RSA,"Aug 01, 2004",58.94,A,76,95,171,,61kgMen,Total,475,False
2,LUTAAYA Hamdan Sserwanga,UGA,"Jan 07, 2002",59.12,A,70,92,162,,61kgMen,Total,475,False
1,MIRA Daoud,ALG,"Sep 08, 2002",70.65,A,92,96,100,100,73kgMen,Snatch,475,False
2,NKUUTU Lawrence,UGA,"Feb 02, 2002",68.26,A,-91,92,-95,92,73kgMen,Snatch,475,False
3,BUKENYA Robert,UGA,"Sep 23, 2003",71.22,A,80,85,-88,85,73kgMen,Snatch,475,False
1,MIRA Daoud,ALG,"Sep 08, 2002",70.65,A,115,123,127,127,73kgMen,CleanJerk,475,False
2,NKUUTU Lawrence,UGA,"Feb 02, 2002",68.26,A,112,-114,-114,112,73kgMen,CleanJerk,475,False
