rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,WU Jingbiao,CHN,"Jan 10, 1989",55.61,A,128,132,-135,132,56kgMen,Snatch,116,True
2,CHA Kum Chol,PRK,"Jul 19, 1987",55.87,A,123,127,130,130,56kgMen,Snatch,116,True
3,LONG Qingquan,CHN,"Dec 03, 1990",55.64,A,-127,-127,127,127,56kgMen,Snatch,116,True
4,EL MAOUI Khalil,TUN,"Sep 12, 1988",55.87,A,124,127,-131,127,56kgMen,Snatch,116,True
5,SETIADI Jadi,INA,"Feb 02, 1985",55.19,B,115,121,---,121,56kgMen,Snatch,116,True
6,MAKAROV Ruslan,UZB,"Jan 19, 1987",55.93,A,117,120,-124,120,56kgMen,Snatch,116,True
7,HERNANDEZ Carlos,CUB,"Jun 03, 1983",55.86,A,110,115,118,118,56kgMen,Snatch,116,True
8,RIYANTO Sumar,INA,"Mar 05, 1995",55.51,B,110,-115,116,116,56kgMen,Snatch,116,True
9,KILIC Gokhan,TUR,"Jan 06, 1988",55.87,B,112,-116,116,116,56kgMen,Snatch,116,True
10,DUDOGLO Ghenadie,MDA,"Jun 27, 1986",55.82,A,-115,-115,115,115,56kgMen,Snatch,116,True
11,ROMERO Yasmani,CUB,"Sep 26, 1988",55.93,A,110,115,-118,115,56kgMen,Snatch,116,True
12,OSMONALIEV Bekzat,KGZ,"Dec 28, 1985",55.96,B,115,-118,-118,115,56kgMen,Snatch,116,True
13,GOEGEBUER Tom Richard,BEL,"Mar 27, 1975",55.83,B,111,114,-116,114,56kgMen,Snatch,116,True
14,BERNA GONZALEZ Carlos Andres,COL,"Jan 21, 1990",55.88,B,106,110,112,112,56kgMen,Snatch,116,True
15,HANDURDYYEV Omarguly,TKM,"Dec 17, 1988",55.90,B,105,109,112,112,56kgMen,Snatch,116,True
16,SALAMANCA PINEDA Julio Cesar,ESA,"Jul 15, 1989",56.00,B,108,112,-114,112,56kgMen,Snatch,116,True
17,GUIRADO GARCIA Francisco Javier,ESP,"Nov 24, 1985",55.52,C,103,107,110,110,56kgMen,Snatch,116,True
18,GRABUCEA Igor,MDA,"Apr 29, 1976",55.83,B,-110,110,-113,110,56kgMen,Snatch,116,True
19,DE LAS SALAS DE LA ROSA Habib,COL,"Apr 19, 1987",55.89,B,110,-113,-113,110,56kgMen,Snatch,116,True
20,YAMADA Masaharu,JPN,"May 01, 1980",55.83,B,103,-106,106,106,56kgMen,Snatch,116,True
21,PAN-EM Tanasak,THA,"Aug 19, 1985",55.43,C,105,-110,---,105,56kgMen,Snatch,116,True
22,BRACHI GARCIA Josue,ESP,"Sep 08, 1992",55.82,C,102,105,-109,105,56kgMen,Snatch,116,True
23,LOPEZ AQUINO Marvin,ESA,"Sep 14, 1980",55.87,B,-105,105,-108,105,56kgMen,Snatch,116,True
24,ITOKAZU Yoichi,JPN,"May 24, 1991",55.83,B,-104,104,-107,104,56kgMen,Snatch,116,True
25,DELLINO Vito,ITA,"Apr 16, 1982",55.89,B,101,-105,-105,101,56kgMen,Snatch,116,True
