rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,HARFI Issam,MAR,"Dec 02, 1997",54.53,A,75,80,-84,80,56kgMen,Snatch,329,True
2,ENRIQUE Christians,RSA,"Nov 17, 2000",48.81,A,65,70,-72,70,56kgMen,Snatch,329,True
3,ENOH ENOH James,CMR,"Jun 06, 1997",55.68,A,70,-77,-80,70,56kgMen,Snatch,329,True
4,HABOUBAKAR Siddiki,CMR,"Aug 14, 1999",55.43,A,65,-70,-72,65,56kgMen,Snatch,329,True
1,HABOUBAKAR Siddiki,CMR,"Aug 14, 1999",55.43,A,95,-100,101,101,56kgMen,CleanJerk,329,True
2,HARFI Issam,MAR,"Dec 02, 1997",54.53,A,95,-100,-101,95,56kgMen,CleanJerk,329,True
3,ENRIQUE Christians,RSA,"Nov 17, 2000",48.81,A,85,90,-93,90,56kgMen,CleanJerk,329,True
---,ENOH ENOH James,CMR,"Jun 06, 1997",55.68,A,-100,---,---,---,56kgMen,CleanJerk,329,True
1,HARFI Issam,MAR,"Dec 02, 1997",54.53,A,80,95,175,,56kgMen,Total,329,True
2,HABOUBAKAR Siddiki,CMR,"Aug 14, 1999",55.43,A,65,101,166,,56kgMen,Total,329,True
3,ENRIQUE Christians,RSA,"Nov 17, 2000",48.81,A,70,90,160,,56kgMen,Total,329,True
---,ENOH ENOH James,CMR,"Jun 06, 1997",55.68,A,70,---,---,,56kgMen,Total,329,True
1,KAWOOYA Huzaif,UGA,"Jan 07, 1995",61.23,A,80,85,-87,85,62kgMen,Snatch,329,True
2,LOUIZAT Achraf,MAR,"Dec 11, 1996",60.31,A,70,-80,-82,70,62kgMen,Snatch,329,True
3,KYAMBADDE Faluku Figo,UGA,"Aug 28, 1996",59.59,A,-65,65,-70,65,62kgMen,Snatch,329,True
1,LOUIZAT Achraf,MAR,"Dec 11, 1996",60.31,A,95,101,105,105,62kgMen,CleanJerk,329,True
2,KAWOOYA Huzaif,UGA,"Jan 07, 1995",61.23,A,100,105,-110,105,62kgMen,CleanJerk,329,True
3,KYAMBADDE Faluku Figo,UGA,"Aug 28, 1996",59.59,A,80,87,90,90,62kgMen,CleanJerk,329,True
1,KAWOOYA Huzaif,UGA,"Jan 07, 1995",61.23,A,85,105,190,,62kgMen,Total,329,True
2,LOUIZAT Achraf,MAR,"Dec 11, 1996",60.31,A,70,105,175,,62kgMen,Total,329,True
3,KYAMBADDE Faluku Figo,UGA,"Aug 28, 1996",59.59,A,65,90,155,,62kgMen,Total,329,True
