rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,ODIKADZE Giga,GEO,"Feb 20, 2005",48.84,A,79,82,84,84,49kgMen,Snatch,525,False
2,PROKOPEV Oleg,RUS,"Dec 07, 2005",48.72,A,83,-85,-85,83,49kgMen,Snatch,525,False
3,DZOBAK Alexandr,CZE,"Feb 14, 2004",48.66,A,74,79,-83,79,49kgMen,Snatch,525,False
4,ZELEM Tomasz,POL,"Sep 08, 2005",48.06,A,65,70,-75,70,49kgMen,Snatch,525,False
1,DZOBAK Alexandr,CZE,"Feb 14, 2004",48.66,A,93,-101,103,103,49kgMen,CleanJerk,525,False
2,ODIKADZE Giga,GEO,"Feb 20, 2005",48.84,A,94,99,102,102,49kgMen,CleanJerk,525,False
3,PROKOPEV Oleg,RUS,"Dec 07, 2005",48.72,A,-96,96,101,101,49kgMen,CleanJerk,525,False
4,ZELEM Tomasz,POL,"Sep 08, 2005",48.06,A,77,-81,81,81,49kgMen,CleanJerk,525,False
1,ODIKADZE Giga,GEO,"Feb 20, 2005",48.84,A,84,102,186,,49kgMen,Total,525,False
2,PROKOPEV Oleg,RUS,"Dec 07, 2005",48.72,A,83,101,184,,49kgMen,Total,525,False
3,DZOBAK Alexandr,CZE,"Feb 14, 2004",48.66,A,79,103,182,,49kgMen,Total,525,False
4,ZELEM Tomasz,POL,"Sep 08, 2005",48.06,A,70,81,151,,49kgMen,Total,525,False
1,ERDOGAN Yasin,TUR,"Jul 24, 2004",54.74,A,95,98,100,100,55kgMen,Snatch,525,False
2,KHUDANYAN Seyran,ARM,"Aug 10, 2004",54.56,A,94,97,98,98,55kgMen,Snatch,525,False
3,YEGHOYAN Meruzhan,ARM,"Jan 09, 2004",54.78,A,93,97,-99,97,55kgMen,Snatch,525,False
4,VIITASAARI Joona Juhani,FIN,"Oct 29, 2004",54.56,A,-92,96,-98,96,55kgMen,Snatch,525,False
5,ELIS Mustafa,TUR,"Jul 14, 2005",54.60,A,90,94,-98,94,55kgMen,Snatch,525,False
6,OKROPIRIDZE Archil,GEO,"Aug 31, 2005",54.54,A,80,85,90,90,55kgMen,Snatch,525,False
7,VESKOV Erdzhan Velinov,BUL,"Oct 12, 2004",54.46,A,74,-77,-77,74,55kgMen,Snatch,525,False
1,YEGHOYAN Meruzhan,ARM,"Jan 09, 2004",54.78,A,115,119,-123,119,55kgMen,CleanJerk,525,False
2,ERDOGAN Yasin,TUR,"Jul 24, 2004",54.74,A,115,-118,119,119,55kgMen,CleanJerk,525,False
3,KHUDANYAN Seyran,ARM,"Aug 10, 2004",54.56,A,115,117,-120,117,55kgMen,CleanJerk,525,False
4,ELIS Mustafa,TUR,"Jul 14, 2005",54.60,A,111,116,-118,116,55kgMen,CleanJerk,525,False
5,OKROPIRIDZE Archil,GEO,"Aug 31, 2005",54.54,A,100,105,-110,105,55kgMen,CleanJerk,525,False
6,VESKOV Erdzhan Velinov,BUL,"Oct 12, 2004",54.46,A,93,95,-96,95,55kgMen,CleanJerk,525,False
---,VIITASAARI Joona Juhani,FIN,"Oct 29, 2004",54.56,A,-113,-113,-113,---,55kgMen,CleanJerk,525,False
1,ERDOGAN Yasin,TUR,"Jul 24, 2004",54.74,A,100,119,219,,55kgMen,Total,525,False
2,YEGHOYAN Meruzhan,ARM,"Jan 09, 2004",54.78,A,97,119,216,,55kgMen,Total,525,False
3,KHUDANYAN Seyran,ARM,"Aug 10, 2004",54.56,A,98,117,215,,55kgMen,Total,525,False
4,ELIS Mustafa,TUR,"Jul 14, 2005",54.60,A,94,116,210,,55kgMen,Total,525,False
5,OKROPIRIDZE Archil,GEO,"Aug 31, 2005",54.54,A,90,105,195,,55kgMen,Total,525,False
6,VESKOV Erdzhan Velinov,BUL,"Oct 12, 2004",54.46,A,74,95,169,,55kgMen,Total,525,False
---,VIITASAARI Joona Juhani,FIN,"Oct 29, 2004",54.56,A,96,---,---,,55kgMen,Total,525,False
1,KAHRIMAN Kaan,TUR,"Sep 12, 2004",60.75,A,115,120,122,122,61kgMen,Snatch,525,False
2,MINASYAN Rafik,ARM,"Oct 31, 2004",60.55,A,109,112,114,114,61kgMen,Snatch,525,False
3,ALTINTAS Emre,TUR,"Aug 15, 2004",60.10,A,108,-111,113,113,61kgMen,Snatch,525,False
4,EGIIAN Artem,RUS,"Aug 01, 2005",60.75,A,104,107,-110,107,61kgMen,Snatch,525,False
5,PIETRZAK Hubert,POL,"Apr 15, 2005",60.60,A,105,-108,-109,105,61kgMen,Snatch,525,False
6,NEZGAVORAU Raman,BLR,"Jul 05, 2004",60.80,A,100,105,-109,105,61kgMen,Snatch,525,False
7,ROMERO ROSUA Daniel,ESP,"Sep 30, 2004",60.10,A,91,94,97,97,61kgMen,Snatch,525,False
8,LAMPRIDIS Konstantinos,GRE,"Jan 28, 2005",59.46,A,-95,95,-100,95,61kgMen,Snatch,525,False
9,AHTIAINEN Patrik,FIN,"Jun 22, 2004",59.50,A,78,82,86,86,61kgMen,Snatch,525,False
1,MINASYAN Rafik,ARM,"Oct 31, 2004",60.55,A,132,144,---,144,61kgMen,CleanJerk,525,False
2,KAHRIMAN Kaan,TUR,"Sep 12, 2004",60.75,A,-131,131,135,135,61kgMen,CleanJerk,525,False
3,PIETRZAK Hubert,POL,"Apr 15, 2005",60.60,A,130,-134,-134,130,61kgMen,CleanJerk,525,False
4,NEZGAVORAU Raman,BLR,"Jul 05, 2004",60.80,A,120,125,128,128,61kgMen,CleanJerk,525,False
5,ALTINTAS Emre,TUR,"Aug 15, 2004",60.10,A,120,125,-129,125,61kgMen,CleanJerk,525,False
6,EGIIAN Artem,RUS,"Aug 01, 2005",60.75,A,-125,125,-128,125,61kgMen,CleanJerk,525,False
7,LAMPRIDIS Konstantinos,GRE,"Jan 28, 2005",59.46,A,-120,120,-126,120,61kgMen,CleanJerk,525,False
8,ROMERO ROSUA Daniel,ESP,"Sep 30, 2004",60.10,A,112,116,-118,116,61kgMen,CleanJerk,525,False
9,AHTIAINEN Patrik,FIN,"Jun 22, 2004",59.50,A,102,-109,-109,102,61kgMen,CleanJerk,525,False
1,MINASYAN Rafik,ARM,"Oct 31, 2004",60.55,A,114,144,258,,61kgMen,Total,525,False
2,KAHRIMAN Kaan,TUR,"Sep 12, 2004",60.75,A,122,135,257,,61kgMen,Total,525,False
3,ALTINTAS Emre,TUR,"Aug 15, 2004",60.10,A,113,125,238,,61kgMen,Total,525,False
4,PIETRZAK Hubert,POL,"Apr 15, 2005",60.60,A,105,130,235,,61kgMen,Total,525,False
5,NEZGAVORAU Raman,BLR,"Jul 05, 2004",60.80,A,105,128,233,,61kgMen,Total,525,False
6,EGIIAN Artem,RUS,"Aug 01, 2005",60.75,A,107,125,232,,61kgMen,Total,525,False
7,LAMPRIDIS Konstantinos,GRE,"Jan 28, 2005",59.46,A,95,120,215,,61kgMen,Total,525,False
8,ROMERO ROSUA Daniel,ESP,"Sep 30, 2004",60.10,A,97,116,213,,61kgMen,Total,525,False
9,AHTIAINEN Patrik,FIN,"Jun 22, 2004",59.50,A,86,102,188,,61kgMen,Total,525,False
1,SERHII Kolesnyk,UKR,"Jan 05, 2004",66.55,A,117,120,124,124,67kgMen,Snatch,525,False
2,HRYNKO Yahor,BLR,"Sep 26, 2004",66.00,A,116,119,123,123,67kgMen,Snatch,525,False
3,ZAMLYNSKYI Illia,UKR,"Sep 23, 2005",66.65,A,-115,115,118,118,67kgMen,Snatch,525,False
4,GULIEV Tamerlan,RUS,"May 15, 2004",66.55,A,110,115,117,117,67kgMen,Snatch,525,False
5,TURAN Serkan,TUR,"Jan 23, 2004",66.35,A,-116,-116,116,116,67kgMen,Snatch,525,False
6,UJVARI Lajos,HUN,"Apr 23, 2004",66.40,A,108,112,-115,112,67kgMen,Snatch,525,False
7,BURSKI Bartosz,POL,"May 30, 2005",65.90,A,104,108,110,110,67kgMen,Snatch,525,False
8,VOSKANYAN Garik,ARM,"Oct 06, 2004",66.15,A,109,-113,-113,109,67kgMen,Snatch,525,False
9,PINZON ARANA Jose Maria,ESP,"Sep 01, 2004",64.85,A,105,109,-111,109,67kgMen,Snatch,525,False
10,HAUTANIEMI Eetu,FIN,"Jun 11, 2005",65.90,A,-89,89,-92,89,67kgMen,Snatch,525,False
1,HRYNKO Yahor,BLR,"Sep 26, 2004",66.00,A,140,145,150,150,67kgMen,CleanJerk,525,False
2,SERHII Kolesnyk,UKR,"Jan 05, 2004",66.55,A,142,146,150,150,67kgMen,CleanJerk,525,False
3,TURAN Serkan,TUR,"Jan 23, 2004",66.35,A,136,140,144,144,67kgMen,CleanJerk,525,False
4,GULIEV Tamerlan,RUS,"May 15, 2004",66.55,A,137,142,144,144,67kgMen,CleanJerk,525,False
5,BURSKI Bartosz,POL,"May 30, 2005",65.90,A,136,141,-145,141,67kgMen,CleanJerk,525,False
6,ZAMLYNSKYI Illia,UKR,"Sep 23, 2005",66.65,A,135,140,-143,140,67kgMen,CleanJerk,525,False
7,VOSKANYAN Garik,ARM,"Oct 06, 2004",66.15,A,132,-138,-138,132,67kgMen,CleanJerk,525,False
8,UJVARI Lajos,HUN,"Apr 23, 2004",66.40,A,128,-135,-135,128,67kgMen,CleanJerk,525,False
9,PINZON ARANA Jose Maria,ESP,"Sep 01, 2004",64.85,A,123,127,-131,127,67kgMen,CleanJerk,525,False
10,HAUTANIEMI Eetu,FIN,"Jun 11, 2005",65.90,A,105,-110,-110,105,67kgMen,CleanJerk,525,False
