total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,HARRY Lorraine Henao,9443,1996-02-20,W,PNG,A,79.92,+69 kg Women,0,1,211,65,70,-75,70,85,-90,-92,85,155
2,2,2,PAGE Courtney,9531,1996-04-03,W,AUS,A,98.83,+69 kg Women,0,1,211,-55,55,58,58,75,-79,-79,75,133
1,1,1,SALIMU Lauititi,9273,1995-12-04,M,SAM,A,105.87,+94 kg Men,0,1,211,80,88,92,92,-105,105,110,110,202
1,1,1,ATOM Indubala Chanu,10293,1997-04-02,W,IND,A,47.37,48 kg Women,0,1,211,50,56,60,60,62,68,73,73,133
2,2,2,MOSS Charlotte Louise,9118,1995-09-05,W,NZL,A,47.19,48 kg Women,0,1,211,35,38,41,41,48,-52,52,52,93
1,1,1,DERU Jimjang,11454,1998-10-01,M,IND,A,49.13,50 kg Men,0,1,211,69,73,-76,73,85,92,97,97,170
2,2,2,MCTAGGART Cameron David,10693,1997-09-30,M,NZL,A,49.47,50 kg Men,0,1,211,64,67,70,70,75,78,81,81,151
3,3,3,MOSS Cameron,10329,1997-04-17,M,NZL,A,48.39,50 kg Men,0,1,211,53,56,58,58,69,72,75,75,133
4,4,4,DELANEY James Joseph,9772,1996-07-29,M,AUS,A,49.34,50 kg Men,0,1,211,51,54,56,56,70,-74,-74,70,126
5,5,5,KATOATAU Ruben,10157,1997-02-09,M,KIR,A,49.86,50 kg Men,0,1,211,45,-55,55,55,65,-71,-71,65,120
1,1,1,ERRA Deexitha,10687,1997-09-25,W,IND,A,52.3,53 kg Women,0,1,211,50,56,60,60,65,70,-75,70,130
1,1,1,SANTA Aruna,9480,1996-03-10,M,IND,A,55.65,56 kg Men,0,1,211,82,90,94,94,110,120,-125,120,214
2,2,2,OALA Fred Karoho,9859,1996-09-12,M,PNG,B,55.31,56 kg Men,0,1,211,-75,75,80,80,102,107,108,108,188
3,3,3,NORMAN James Sahutta,9712,1996-06-29,M,AUS,B,55.6,56 kg Men,0,1,211,64,68,72,72,90,95,100,100,172
4,4,4,POURTOOSSI Martin,8918,1995-05-24,M,NZL,B,54.45,56 kg Men,0,1,211,70,-74,-74,70,88,-92,92,92,162
5,5,5,WU Joshua Luke James Vain Kyang,9960,1996-11-14,M,AUS,B,55.57,56 kg Men,0,1,211,63,67,70,70,85,-90,90,90,160
1,1,1,SAGOLSEM Thasana Chanu,10145,1997-02-04,W,IND,A,57.28,58 kg Women,0,1,211,55,58,61,61,73,77,81,81,142
2,2,2,MANIKKAL Shamsudheen Muneera,9759,1996-07-21,W,IND,A,57.52,58 kg Women,0,1,211,50,-55,55,55,65,70,74,74,129
3,3,3,COWEN Sophie,10389,1997-05-16,W,AUS,A,57.33,58 kg Women,0,1,211,-42,42,45,45,54,57,60,60,105
1,1,1,TAGRU Sorom Hitlar,9414,1996-02-07,M,IND,A,60.84,62 kg Men,0,1,211,95,103,-106,103,127,132,-140,132,235
